,C1QC (714)
ACH-000004,0.07644645848146249
ACH-000005,0.03584287337890777
ACH-000007,0.07674279159545783
ACH-000009,-0.10226385384718503
ACH-000011,0.028054823970109742
ACH-000012,-0.14033629810814194
ACH-000013,-0.15792107637840674
ACH-000014,-0.06335108985042001
ACH-000015,0.03542084195571735
ACH-000017,-0.08886340753872861
ACH-000018,0.08626207302401423
ACH-000019,-0.057421807949251724
ACH-000021,0.05003380065825663
ACH-000022,0.06757401930370913
ACH-000025,-0.0487558281178164
ACH-000028,0.06250112640499134
ACH-000030,0.054623399898913114
ACH-000035,0.0495442750427123
ACH-000036,-0.13205840327760165
ACH-000037,-0.1484676895333817
ACH-000039,0.016735106336941957
ACH-000040,-0.03128410934484449
ACH-000041,-0.061360660271645225
ACH-000042,0.10266457468714353
ACH-000045,-0.021544289735513963
ACH-000047,0.016382154401478426
ACH-000052,-0.2100896749517428
ACH-000053,-0.0316437945331962
ACH-000054,-0.01052385496463721
ACH-000055,-0.021252303143664976
ACH-000060,-0.058558185794822776
ACH-000067,-0.26219121141298685
ACH-000070,-0.04246358761145005
ACH-000075,-0.1521784166760701
ACH-000078,-0.006257862104779865
ACH-000082,-0.17023035853165966
ACH-000085,-0.1934844609960815
ACH-000086,-0.08440128272657807
ACH-000087,-0.15333107857573014
ACH-000092,-0.1334300303026334
ACH-000095,-0.018965210465077417
ACH-000097,-0.05737257124752694
ACH-000098,-0.03506543124261748
ACH-000099,-0.05175945189756366
ACH-000108,0.08580784164053548
ACH-000113,-0.05506102495949098
ACH-000116,-0.09763498808089116
ACH-000118,0.07675756915339631
ACH-000120,-0.18033267142409654
ACH-000123,-0.010569428238967057
ACH-000127,0.008173266609941493
ACH-000128,-0.20258235444854295
ACH-000132,-0.12246708188777718
ACH-000133,-0.1409975820587804
ACH-000137,-0.024952337710172
ACH-000138,-0.05026318182741561
ACH-000142,-0.1092253635819998
ACH-000143,0.02098055106698991
ACH-000146,0.027736868342497438
ACH-000148,-0.059645496477100275
ACH-000150,-0.3305065683111936
ACH-000152,-0.1959862057895652
ACH-000153,0.0035407785579152796
ACH-000159,-0.10844814843287567
ACH-000160,-0.02199256812975602
ACH-000163,-0.06047301875449405
ACH-000167,-0.11132014999618313
ACH-000168,0.077734378988774
ACH-000169,-0.0009086106965511939
ACH-000178,0.0040952896835346215
ACH-000183,0.15940720035826622
ACH-000188,-0.09946265122741428
ACH-000189,0.040156747948008456
ACH-000190,-0.04097574448021722
ACH-000198,0.04823365142750827
ACH-000203,0.01772231631982923
ACH-000204,-0.16060575015082962
ACH-000206,-0.07566648223537271
ACH-000207,-0.0010888786424233297
ACH-000208,-0.1538698539110058
ACH-000210,-0.26540971054294915
ACH-000211,0.051538227634403216
ACH-000215,-0.13148290818004754
ACH-000221,0.05879189498586364
ACH-000222,-0.07349638105548961
ACH-000223,-0.06438570198612628
ACH-000226,-0.017560654227143008
ACH-000227,-0.2224066569231175
ACH-000228,-0.08444001568189648
ACH-000231,-0.014899012220503676
ACH-000232,0.006127706833161504
ACH-000233,-0.20316071005191105
ACH-000234,-0.13479383589097668
ACH-000235,0.00941605917938075
ACH-000237,-0.0007751461284998331
ACH-000238,-0.12479103939987972
ACH-000242,-0.13996084022200306
ACH-000243,0.03896026168671314
ACH-000244,-0.35646017554069825
ACH-000246,-0.13338237709007927
ACH-000248,0.005505611499650955
ACH-000250,-0.04157871813992685
ACH-000251,-0.2552393816283837
ACH-000252,0.1152718180394709
ACH-000253,0.10047144839937756
ACH-000255,-0.0450907777057916
ACH-000256,-0.12196546394388293
ACH-000257,-0.0977346190557133
ACH-000258,-0.024591757480857467
ACH-000259,0.006055381252092395
ACH-000260,-0.053655365983682236
ACH-000261,-0.017069129677199674
ACH-000262,-0.07366116594035367
ACH-000263,0.005468365432479507
ACH-000264,-0.036061773128157885
ACH-000265,0.06363049158072846
ACH-000266,0.053803294874054684
ACH-000272,-0.03546962481517786
ACH-000274,-0.08620090853010128
ACH-000277,0.02481174849424716
ACH-000278,0.0018509223856693696
ACH-000279,0.00571334226528411
ACH-000280,-0.11018766180506552
ACH-000281,0.057521512137294666
ACH-000288,-0.0775773452689117
ACH-000291,0.0938906440749322
ACH-000293,-0.1932155740610324
ACH-000294,0.1392106141841622
ACH-000295,0.1275311081011259
ACH-000296,-0.13332369691300827
ACH-000302,-0.053534083458155766
ACH-000304,-0.35480116489873026
ACH-000307,0.049348541742922934
ACH-000308,-0.013159628956914068
ACH-000310,-0.11000108860813912
ACH-000311,-0.05243870237595303
ACH-000312,-0.06289480477259145
ACH-000315,0.3133464025127393
ACH-000316,-0.02522015901738237
ACH-000317,-0.06400581264753309
ACH-000318,-0.013038644032672284
ACH-000319,0.03549841423189344
ACH-000320,-0.2240930800501784
ACH-000322,-0.16161209811572727
ACH-000323,-0.1220677000410639
ACH-000324,-0.13686894921127132
ACH-000329,-0.013363373060780006
ACH-000330,-0.2127601159804118
ACH-000331,-0.1747003903876492
ACH-000332,0.07760541474749434
ACH-000334,0.0822294285731706
ACH-000335,0.046349632363994336
ACH-000336,0.09171446649072176
ACH-000337,-0.09247342006542628
ACH-000338,0.4764607109995489
ACH-000339,0.03397562042937688
ACH-000341,-0.030366350777302206
ACH-000348,-0.06988618546344902
ACH-000350,0.058156756142035824
ACH-000352,-0.10298573752685357
ACH-000356,-0.15236263140086564
ACH-000361,0.07344944338275185
ACH-000362,-0.0047415322276503895
ACH-000363,-0.05798664274782216
ACH-000364,-0.0875331276179165
ACH-000365,-0.02258502293047436
ACH-000366,0.005847319418358426
ACH-000368,-0.049525909397613865
ACH-000374,-0.08350296457947738
ACH-000375,-0.11103043000124496
ACH-000376,0.06748839363777757
ACH-000381,-0.06536239046547218
ACH-000383,-0.034498142612665865
ACH-000387,0.07504537630539143
ACH-000389,-0.07553198946086248
ACH-000390,-0.07317448741716931
ACH-000393,0.031599593764962894
ACH-000395,0.015902381547344354
ACH-000396,-0.16256263259837045
ACH-000397,0.07461698034610596
