,LSM14B (149986)
ACH-000004,0.20148651259779807
ACH-000005,0.20884869794376432
ACH-000007,0.18776922778235686
ACH-000009,0.10578185515760982
ACH-000011,0.18748314946702133
ACH-000012,0.0308103714442102
ACH-000013,0.24165130507526905
ACH-000014,0.10674230061762384
ACH-000015,0.19320510860709256
ACH-000017,0.16361134403372146
ACH-000018,-0.010095306134529884
ACH-000019,0.04050724951224608
ACH-000021,0.1282598785060844
ACH-000022,0.1352079413361311
ACH-000025,0.12561424502914345
ACH-000028,0.14471327294946734
ACH-000030,0.07021942034402863
ACH-000035,0.2261766752464656
ACH-000036,0.02058271217165889
ACH-000037,0.12449330181492725
ACH-000039,0.06482020298943662
ACH-000040,0.1635779612810025
ACH-000041,0.2363961454495196
ACH-000042,0.06213245536188663
ACH-000045,0.10184899586170458
ACH-000047,0.137422949592138
ACH-000052,0.06164378856968253
ACH-000053,0.06141928099644145
ACH-000054,0.0939984294187655
ACH-000055,0.014181875009366912
ACH-000060,0.13663531099695342
ACH-000067,0.1964181376200169
ACH-000070,0.2059549462370356
ACH-000075,0.19265503661719555
ACH-000078,0.1438890939370031
ACH-000082,0.07988502248102768
ACH-000085,-0.07528703059716771
ACH-000086,0.012779753047892205
ACH-000087,0.2669693665914013
ACH-000092,0.08445949967557706
ACH-000095,0.09796323097408237
ACH-000097,0.0065510522817731
ACH-000098,0.0997311104672829
ACH-000099,0.10186864026958166
ACH-000108,-0.036336874793013486
ACH-000113,0.2272129481366977
ACH-000116,0.11783630751605725
ACH-000118,0.12177270980844425
ACH-000120,0.07731465526063952
ACH-000123,0.17120860417623165
ACH-000127,0.19287858723298232
ACH-000128,0.1615596962242821
ACH-000132,0.13725859242807906
ACH-000133,0.034972952967665887
ACH-000137,0.04270750170708164
ACH-000138,0.1526455337944849
ACH-000142,0.07018893477490605
ACH-000143,0.2958010260871923
ACH-000146,0.06933206829133494
ACH-000148,0.08951844351093652
ACH-000150,0.015937782692325975
ACH-000152,0.03211240443177706
ACH-000153,0.017288809157033357
ACH-000159,0.1036752917154006
ACH-000160,0.09328054852366807
ACH-000163,0.027722386338801183
ACH-000167,-0.12906261565959776
ACH-000168,0.1459832576136826
ACH-000169,0.20727290497008027
ACH-000178,-0.1117648360166728
ACH-000183,0.07715807861770567
ACH-000188,0.1758914877766635
ACH-000189,0.17055920620982631
ACH-000190,0.20855896300061627
ACH-000198,0.2472250380993795
ACH-000203,0.1966587091899554
ACH-000204,0.2285657458961204
ACH-000206,-0.0675186728093697
ACH-000207,0.0795715646137244
ACH-000208,0.38096284154318394
ACH-000210,0.1823536959870692
ACH-000211,0.13153959560334028
ACH-000215,0.19897952555382228
ACH-000221,0.04588042072101329
ACH-000222,0.07753722067824496
ACH-000223,0.34243721976596186
ACH-000226,0.1496892361202645
ACH-000227,0.20382482684613096
ACH-000228,0.16513749391155885
ACH-000231,0.1379879557668035
ACH-000232,0.1528987153854571
ACH-000233,0.08738141135876723
ACH-000234,-0.022670622311445208
ACH-000235,4.387742863840868e-05
ACH-000237,0.13586913534767528
ACH-000238,0.10449447226068914
ACH-000242,0.15384918217556415
ACH-000243,0.10456347503634636
ACH-000244,0.12561638841456216
ACH-000246,0.05699542525688221
ACH-000248,0.22135516752592946
ACH-000250,0.05256435498659006
ACH-000251,0.3511315183829045
ACH-000252,0.17237514324654885
ACH-000253,0.20290903320248665
ACH-000255,0.1861819733876608
ACH-000256,0.13866452180355485
ACH-000257,0.20304767756140668
ACH-000258,0.14790652877142654
ACH-000259,0.036790686268441036
ACH-000260,0.10160147672250752
ACH-000261,0.07035778241833979
ACH-000262,0.04801568135453976
ACH-000263,0.07780750482482998
ACH-000264,0.17323434175114785
ACH-000265,0.13269432861299096
ACH-000266,0.08884605905818567
ACH-000272,-0.015109635796635688
ACH-000274,0.06583686772660444
ACH-000277,0.022062127722752397
ACH-000278,0.050717969631075686
ACH-000279,0.2596780958655566
ACH-000280,0.20533608978121184
ACH-000281,0.1159077512187576
ACH-000288,0.13027489279773571
ACH-000291,0.062029122258724215
ACH-000293,0.16804786556248716
ACH-000294,0.1070253213861506
ACH-000295,0.23781664882819584
ACH-000296,0.18801944418512068
ACH-000302,0.13129329754340036
ACH-000304,0.10144782033031076
ACH-000307,0.16949167053665107
ACH-000308,0.12724525638985892
ACH-000310,0.0460581527872473
ACH-000311,0.20538179737913206
ACH-000312,0.2434882369361339
ACH-000315,0.27473681344703355
ACH-000316,0.11327659441184715
ACH-000317,0.1894849419633233
ACH-000318,-0.07378704166220618
ACH-000319,0.05686489166189713
ACH-000320,0.0959819312635952
ACH-000322,-0.10645893161794474
ACH-000323,0.2971222635459497
ACH-000324,0.06623960321854422
ACH-000329,0.2266940556531228
ACH-000330,-0.04644871990854109
ACH-000331,0.05837661202055827
ACH-000332,0.1404492383305371
ACH-000334,0.015291511362251884
ACH-000335,0.0742060819997138
ACH-000336,0.18876736904256328
ACH-000337,0.1696664457682432
ACH-000338,-0.2623592110904779
ACH-000339,0.18136141244290652
ACH-000341,0.1418462274551157
ACH-000348,0.07936721272998111
ACH-000350,0.2183751838231807
ACH-000352,0.222202540431716
ACH-000356,0.0016598098745584855
ACH-000361,0.10365379406700173
ACH-000362,0.08420188763025185
ACH-000363,0.08184005640407234
ACH-000364,0.051450428563023294
ACH-000365,0.13361166114933895
ACH-000366,0.0150898749999762
ACH-000368,0.14905257224404386
ACH-000374,0.10813929998827572
ACH-000375,-0.008693740648706436
ACH-000376,0.04891539083150583
ACH-000381,-0.09246489659365976
ACH-000383,0.14066538148490235
ACH-000387,0.0859290461191116
ACH-000389,0.06673265505608414
ACH-000390,0.22738225260231776
ACH-000393,0.17537185176406006
ACH-000395,0.029348746708757523
ACH-000396,0.02000387028464649
ACH-000397,-0.042458886626125895
ACH-000401,-0.10551529205136312
ACH-000402,0.4128845331662187
ACH-000403,0.10776830870102314
ACH-000404,0.13967813312877586
ACH-000406,0.11520316593766515
ACH-000407,0.21274523123497371
ACH-000408,-0.06318551696816774
