,IKZF4 (64375)
ACH-000004,-0.045246556624803695
ACH-000005,0.2105315062182747
ACH-000007,0.0290786719865587
ACH-000009,0.07215219725754693
ACH-000011,0.0814097355610285
ACH-000012,0.11765335564210196
ACH-000013,0.07987808965265103
ACH-000014,-0.028539984627287688
ACH-000015,-0.07668523131021877
ACH-000017,0.04509831425688289
ACH-000018,-0.2713871262501065
ACH-000019,0.060164897324185014
ACH-000021,0.0473304364502031
ACH-000022,-0.007962204021133209
ACH-000025,-0.18288058057665885
ACH-000028,0.006016686377197762
ACH-000030,0.03687746426502452
ACH-000035,-0.025024305684223057
ACH-000036,0.02458426113580475
ACH-000037,0.0015260489579216306
ACH-000039,0.04749569529547977
ACH-000040,0.0016593156562409168
ACH-000041,-0.044582182925195495
ACH-000042,0.09794115744752356
ACH-000045,-0.022788341240285417
ACH-000047,0.05635095376487732
ACH-000052,0.05824375488626761
ACH-000053,0.014643594738133491
ACH-000054,0.15737489956017314
ACH-000055,-0.050789761150467336
ACH-000060,0.23611407400619924
ACH-000067,-0.11557014433141773
ACH-000070,0.0018168849487171829
ACH-000075,0.08409463867284288
ACH-000078,0.08668690287687708
ACH-000082,0.02065395162552415
ACH-000085,0.018013243514297592
ACH-000086,-0.10954609893621713
ACH-000087,-0.13997034264219654
ACH-000092,0.09861307684800606
ACH-000095,0.10814962626681968
ACH-000097,0.02429620107963557
ACH-000098,0.09271106977626588
ACH-000099,0.14951369085791885
ACH-000108,-0.0553074659211582
ACH-000113,0.02114566699641325
ACH-000116,0.07241782782146337
ACH-000118,0.029958013167045137
ACH-000120,0.013658125880127676
ACH-000123,0.07483220081658923
ACH-000127,0.02198201191962344
ACH-000128,-0.16893543153627705
ACH-000132,0.12693500589727522
ACH-000133,0.051715235134670086
ACH-000137,0.049864438291635685
ACH-000138,0.0925305907677283
ACH-000142,0.09506213644916696
ACH-000143,0.020247943925251248
ACH-000146,0.05111376378686268
ACH-000148,0.01211325884581362
ACH-000150,0.0006532220622827193
ACH-000152,-0.014731310031493416
ACH-000153,-0.08112513978585502
ACH-000159,0.05531467442517631
ACH-000160,0.055685296301917896
ACH-000163,-0.08272965359243688
ACH-000167,-0.12909458841437388
ACH-000168,0.021088543877871613
ACH-000169,-0.016954541438507543
ACH-000178,0.09998842722789346
ACH-000183,-0.011488995296051477
ACH-000188,0.15216896767413052
ACH-000189,-0.052372644158345215
ACH-000190,0.02098970396596826
ACH-000198,-0.02446406014747037
ACH-000203,-0.038760815696701985
ACH-000204,-0.030948103070769114
ACH-000206,0.11450695117158087
ACH-000207,0.09043655963132548
ACH-000208,0.1259243453687972
ACH-000210,0.2291247687184765
ACH-000211,0.07831344885380168
ACH-000215,0.054659010250876494
ACH-000221,-0.04009634473426984
