,NEBL (10529)
ACH-000004,-0.15360762554908036
ACH-000005,-0.07986413238212789
ACH-000007,0.02174308814032355
ACH-000009,0.08608509922166885
ACH-000011,-0.08558154700093319
ACH-000012,-0.068353738143879
ACH-000013,0.04260411278126863
ACH-000014,-0.04422578189446917
ACH-000015,-0.004230450823526329
ACH-000017,0.043259618113345666
ACH-000018,-0.13671979805889178
ACH-000019,0.03972293120038836
ACH-000021,-0.08116357487041889
ACH-000022,0.13618503087735226
ACH-000025,0.03046357152586865
ACH-000028,-0.026917385804603854
ACH-000030,-0.08545744610317799
ACH-000035,-0.0645685901887542
ACH-000036,-0.05305880457352702
ACH-000037,0.05289417245402758
ACH-000039,0.12041178995938627
ACH-000040,-0.09026148804836563
ACH-000041,-0.04512363147185835
ACH-000042,0.01335368424786842
ACH-000045,-0.09063697348083474
ACH-000047,0.23125133857534275
ACH-000052,0.04931237838693788
ACH-000053,-0.06876139422345247
ACH-000054,-0.040171668633342934
ACH-000055,-0.026568488682512298
ACH-000060,-0.043581642287965294
ACH-000067,-0.09780420275410084
ACH-000070,0.04999962876824556
ACH-000075,0.009517970254718778
ACH-000078,0.1146992079327194
ACH-000082,-0.08115668329928437
ACH-000085,0.11566134721022132
ACH-000086,0.06423611830351046
ACH-000087,-0.05305849522421314
ACH-000092,0.020085461638615944
ACH-000095,0.01786810060102324
ACH-000097,-0.028904254628953643
ACH-000098,-0.16168709266282266
ACH-000099,-0.02266967826294177
ACH-000108,0.1438089094151941
ACH-000113,0.06191712169836861
ACH-000116,0.016891096416586846
ACH-000118,-0.02204966790028156
ACH-000120,-0.20545308447357025
ACH-000123,-0.11696321620589804
ACH-000127,0.0005734923803746674
ACH-000128,-0.10474991619205737
ACH-000132,0.03857172225154557
ACH-000133,0.02442469450889028
ACH-000137,0.113189465319129
ACH-000138,-0.11971022104756715
ACH-000142,-0.17613177717769024
ACH-000143,-0.0834774433512515
ACH-000146,0.09608710446762524
ACH-000148,-0.10096114631987303
ACH-000150,-0.14839569475896272
ACH-000152,-0.08012107337768899
ACH-000153,0.09539168290907814
ACH-000159,0.07745417487986389
ACH-000160,0.05524305635387751
ACH-000163,-0.02315241524606292
ACH-000167,0.18946619754215346
ACH-000168,0.07769892888237401
ACH-000169,-0.05319758325824401
ACH-000178,0.015526686435079574
ACH-000183,-0.13296144863783396
ACH-000188,0.030901812007100286
ACH-000189,-0.1752797532308255
ACH-000190,0.1445180786362972
ACH-000198,0.0029607831423746987
ACH-000203,0.5346590935248214
ACH-000204,-0.3597254278027854
ACH-000206,0.0676403277650362
ACH-000207,0.0690532036186017
ACH-000208,-0.1341400024385166
ACH-000210,-0.2153385677962168
ACH-000211,-0.018112694640639044
ACH-000215,0.02256160548465172
ACH-000221,0.059039159027855836
ACH-000222,0.10959353524383804
ACH-000223,0.08961401643344262
ACH-000226,-0.02901253460216399
ACH-000227,-0.11263690329071332
ACH-000228,0.1254397127346749
ACH-000231,-0.011065455708415065
ACH-000232,-0.024951685907723443
ACH-000233,0.04788664918300393
ACH-000234,0.0459541440563747
ACH-000235,0.03550908833889912
ACH-000237,-0.11202332707266352
ACH-000238,-0.1011616986359123
ACH-000242,-0.055215805460461634
ACH-000243,-0.011209569513872359
ACH-000244,0.13458866969151936
ACH-000246,0.08337922329087631
ACH-000248,-0.057097057480438126
ACH-000250,0.018734383523669056
ACH-000251,-0.12770544763806682
ACH-000252,0.06653610383935359
ACH-000253,0.04127249942512935
ACH-000255,-0.10779627208218316
ACH-000256,0.06285170566028069
ACH-000257,0.23281723755619102
ACH-000258,0.11362918861573122
ACH-000259,-0.0007284513383498697
ACH-000260,-0.035136448724532726
ACH-000261,-0.02460252038209173
ACH-000262,-0.10520964600495454
ACH-000263,-0.038305836316038115
ACH-000264,-0.03655571010878262
ACH-000265,0.036271093597711065
ACH-000266,-0.03528385565851901
ACH-000272,0.05768088180981928
ACH-000274,-0.048519264616520695
ACH-000277,-0.0017034981455575195
ACH-000278,0.1188518263922218
ACH-000279,0.03481140487703502
ACH-000280,-0.09695035466645102
ACH-000281,-0.0440629114640835
ACH-000288,-0.09055625073254793
ACH-000291,0.04535255940421022
ACH-000293,-0.07660996175456693
ACH-000294,0.04739508734021241
ACH-000295,0.02758024671187633
ACH-000296,0.0450357947991621
ACH-000302,-0.0490165539600296
ACH-000304,0.17910813596305444
ACH-000307,0.03472313235322378
ACH-000308,0.01996624449440361
ACH-000310,0.07419558611706746
ACH-000311,0.04794352251363475
ACH-000312,-0.022201719900970574
ACH-000315,0.14936980483940868
ACH-000316,-0.14502308113856285
ACH-000317,-0.012055853165348662
ACH-000318,-0.011766079631404957
ACH-000319,-0.02699665634951582
ACH-000320,0.0426111521554585
ACH-000322,0.05545825822774805
ACH-000323,-0.04932874053958272
ACH-000324,-0.08505038651979263
ACH-000329,0.13291889749432478
ACH-000330,-0.09451028982672764
ACH-000331,0.05486996927921152
ACH-000332,-0.046625753430325566
ACH-000334,0.056706432992223374
ACH-000335,0.09308778640783744
ACH-000336,0.14987426131954776
ACH-000337,-0.052803357783655774
ACH-000338,0.1826196423451236
ACH-000339,-0.003542267472856045
ACH-000341,0.008629146982760825
ACH-000348,0.012753786332248027
ACH-000350,0.034470328965198006
ACH-000352,0.1279583932192714
ACH-000356,0.1880173177767469
ACH-000361,0.07969085192636649
ACH-000362,0.002008730138718545
ACH-000363,-0.04321804583262345
ACH-000364,-0.07716647731443008
ACH-000365,0.024564692141600317
ACH-000366,0.043688533270359514
ACH-000368,-0.012305453107350341
ACH-000374,0.04092290809916198
ACH-000375,-0.11227707492382656
ACH-000376,0.0250107705501456
ACH-000381,0.15624364086899747
