,CPT1B (1375)
ACH-000163,-0.2200367057831774
ACH-000167,-0.2359736828969973
ACH-000168,-0.08580579169757763
ACH-000169,-0.2535404431795225
ACH-000178,-0.2509180195981923
ACH-000183,-0.18855311343225972
ACH-000188,-0.10402958283910506
ACH-000189,-0.20252593371409344
ACH-000190,-0.0913236246000477
ACH-000198,-0.2342233878623174
ACH-000203,-0.63095356533398
ACH-000204,-0.3449286672384768
ACH-000206,-0.03919727845304151
ACH-000207,-0.27428166872895743
ACH-000208,-0.005252456862315103
ACH-000210,-0.14262506757415133
ACH-000211,-0.3073408537782217
ACH-000215,-0.12306725160707872
ACH-000221,-0.19945298050013446
ACH-000222,-0.2209203062508985
ACH-000223,-0.12215095649595804
ACH-000226,-0.03331473366370311
ACH-000227,-0.2476779447750397
ACH-000228,-0.3261497299380714
ACH-000231,-0.3631181975836246
ACH-000232,-0.2338000221102293
ACH-000233,-0.27603967844674704
ACH-000234,-0.2786164824066453
ACH-000235,-0.21316552723322074
ACH-000237,-0.2607799417768464
ACH-000238,-0.31018246314334463
ACH-000242,-0.282826068986574
ACH-000243,-0.11468415946931945
ACH-000244,-0.2633974530566087
ACH-000246,-0.21045270989026116
ACH-000248,-0.37948014493458027
ACH-000250,-0.22482475306542468
ACH-000251,-0.3953993883643139
ACH-000252,-0.13189751521210813
ACH-000253,-0.2690448489299198
ACH-000255,-0.12292631957463315
ACH-000256,-0.4069138287662076
ACH-000257,-0.3243710925325916
ACH-000258,-0.11636393353008093
ACH-000259,-0.22097886705867054
ACH-000260,-0.23761201307881002
ACH-000261,-0.2344587478192648
ACH-000262,-0.21922764558974026
ACH-000263,-0.2934527375191208
ACH-000264,-0.2262223129784521
ACH-000265,-0.11661891292698676
ACH-000266,-0.2947554142511813
ACH-000272,-0.27890289489277914
ACH-000274,-0.31000399704662024
ACH-000277,-0.304917169975651
ACH-000278,-0.16548560533414344
ACH-000279,-0.3580475624615435
ACH-000280,-0.34657892394614503
ACH-000281,-0.40873747920599257
ACH-000288,-0.23814762674209855
ACH-000291,-0.1549536858696701
ACH-000293,-0.20432829409495884
ACH-000294,-0.10750632418478837
ACH-000295,-0.08850927758649417
ACH-000296,-0.3440820642057873
ACH-000302,-0.2103327029603813
ACH-000304,-0.13596134846838415
ACH-000307,-0.2872342190042708
ACH-000308,-0.3009921107394511
ACH-000310,-0.3317964920411078
ACH-000311,-0.29895702506790617
ACH-000312,-0.2973614892006961
ACH-000315,-0.2249455561341728
ACH-000316,-0.2203852110420488
ACH-000317,-0.17760063902071616
ACH-000318,-0.19133323678391095
ACH-000319,-0.10986094997760387
ACH-000320,-0.3521864381254625
ACH-000322,-0.12709773939005556
ACH-000323,-0.2762591438779303
ACH-000324,-0.2479114924510416
ACH-000329,-0.26443862712501714
ACH-000330,-0.366243193243495
ACH-000331,-0.05857643232886778
ACH-000332,-0.2546514914385619
ACH-000334,-0.0590167700515073
ACH-000335,0.005482450764061139
ACH-000336,-0.01013362395473335
ACH-000337,-0.3366736604436586
ACH-000338,-0.08861117182379694
ACH-000339,-0.18146332028240675
ACH-000341,-0.08075350831550622
ACH-000348,-0.2473086429239812
ACH-000350,-0.24681790952779065
ACH-000352,-0.257896127094652
ACH-000356,-0.25152485875214403
ACH-000361,-0.4543389421084052
ACH-000362,-0.1810613554370309
ACH-000363,-0.3287177611011269
ACH-000364,-0.3205645141688497
ACH-000365,-0.3608457362308821
ACH-000366,-0.1965201238494917
ACH-000368,-0.17509716434623973
ACH-000374,-0.2631430026673695
ACH-000375,-0.2867719778979025
ACH-000376,-0.2450198274308268
ACH-000381,-0.32278101815558186
ACH-000383,-0.2825370371229992
ACH-000387,-0.17971481400279934
ACH-000389,-0.30915805130850044
ACH-000390,-0.3047995573799769
ACH-000393,-0.3253348901328925
ACH-000395,-0.3139150308502064
ACH-000396,0.009962813807966195
ACH-000397,-0.2791059063271594
ACH-000401,-0.13658949063392373
ACH-000402,-0.07420931721030824
ACH-000403,-0.22400711045184624
ACH-000404,-0.06756855772576831
ACH-000406,-0.22727273689951566
ACH-000407,-0.1557175099738339
ACH-000408,-0.3024367469254445
ACH-000410,-0.22323703809455006
ACH-000411,-0.24581441452269098
ACH-000414,-0.2566211869811845
ACH-000415,-0.14373032083866075
ACH-000416,-0.1948316774092128
ACH-000420,-0.19062274481437225
ACH-000421,-0.19959195039096697
ACH-000424,-0.4019232697976464
ACH-000425,-0.2871812682425289
ACH-000426,-0.28118290865346995
ACH-000427,-0.21873314131545935
ACH-000433,-0.05875547147387372
ACH-000435,-0.2724691043026911
ACH-000436,-0.26061389169426
ACH-000444,-0.2930057071862142
ACH-000445,-0.4541458713900267
ACH-000448,-0.28258015823735266
ACH-000450,-0.1382281621137105
ACH-000452,-0.1925559374494162
ACH-000454,-0.19268980577938444
ACH-000458,-0.2509562380709892
ACH-000459,-0.1207542937944862
ACH-000460,-0.2573445997236468
ACH-000461,-0.24180587771516196
ACH-000463,-0.24438901170657454
ACH-000464,-0.3435269956416641
ACH-000466,-0.1224384403112742
ACH-000467,-0.16661906312344096
ACH-000468,-0.32134217588857444
ACH-000469,-0.15623054544343545
ACH-000470,-0.3478301414582439
ACH-000471,-0.2914288617124921
ACH-000472,-0.24557592380066534
ACH-000473,-0.21763930750431654
ACH-000475,-0.23272081463686226
ACH-000476,-0.2642582285107493
ACH-000477,-0.4135637076811047
ACH-000479,-0.20037891167876126
ACH-000480,-0.16100779712142574
ACH-000481,-0.21770274406816384
ACH-000483,-0.11557064892526735
ACH-000484,-0.18129987497742167
ACH-000485,-0.2692846936415657
ACH-000486,-0.2518992723210321
ACH-000487,-0.19814807909430346
ACH-000488,-0.1450720742895311
ACH-000490,-0.2624860149023759
ACH-000491,-0.1623292977424252
ACH-000495,-0.169338676070145
ACH-000496,-0.10704080058230274
ACH-000499,-0.10159607940433643
ACH-000500,-0.26819611784347896
ACH-000502,-0.3094616872922882
ACH-000503,-0.3605094031540544
ACH-000505,-0.1992790882483966
ACH-000507,-0.253983164094982
ACH-000510,-0.2381462348804561
ACH-000511,-0.14389219070996467
ACH-000512,-0.16715019923966254
ACH-000516,-0.385641423615693
ACH-000517,-0.28404553708927044
ACH-000518,-0.3051005117892907
ACH-000520,-0.27212710076180546
ACH-000521,-0.2391146342262196
ACH-000522,-0.07024750642243333
ACH-000524,-0.2518243218286273
ACH-000527,-0.2280303939037628
ACH-000528,-0.2388316752338509
ACH-000537,-0.05581882643546447
ACH-000541,-0.0020018485385758433
ACH-000542,-0.1761319766354405
ACH-000544,-0.04556785009143617
ACH-000545,-0.15692047893063396
ACH-000547,-0.2288963694369301
ACH-000548,-0.12980194345030707
ACH-000549,-0.3617600114887579
ACH-000550,-0.3726249571587597
ACH-000552,-0.3672619052359809
ACH-000556,-0.28339138292601923
ACH-000557,-0.2749747856170325
ACH-000569,-0.06550704741342127
ACH-000570,-0.3257642930331053
ACH-000571,-0.21129102392724314
ACH-000573,-0.2647596797969438
ACH-000576,-0.24696496894529835
ACH-000579,-0.4366077062272897
ACH-000580,-0.3592058985777763
ACH-000584,-0.18914058741183226
ACH-000585,-0.17892371625694378
ACH-000588,-0.3312381508913469
ACH-000589,-0.2072599892116244
ACH-000591,-0.3784539299947642
ACH-000593,-0.19991666232637806
ACH-000600,-0.11927193925371644
ACH-000601,-0.3382916994546351
ACH-000605,-0.3256904470581429
ACH-000606,-0.2544962610283749
ACH-000608,-0.27812496864083336
ACH-000614,-0.2973793023562753
ACH-000616,-0.2430702055712376
ACH-000618,-0.28873271967571884
ACH-000619,-0.3280815727469201
ACH-000620,-0.1138455778038544
ACH-000621,-0.23751762080800734
ACH-000622,-0.2080308715991332
ACH-000623,-0.3469308032147876
ACH-000624,-0.21521830902616168
ACH-000627,-0.2962243950224148
ACH-000630,-0.21294127680142144
ACH-000631,-0.20217598625125704
ACH-000632,-0.2255812858391857
ACH-000633,-0.3048513995757009
ACH-000637,-0.2193503963593689
ACH-000638,-0.11685310465557434
ACH-000646,-0.45343574703932793
ACH-000647,-0.13935731719920955
ACH-000648,-0.18192439329621468
ACH-000649,-0.2815568667655495
ACH-000651,-0.2144311698116249
ACH-000652,-0.19950631750118664
ACH-000653,-0.2079319040955258
ACH-000657,-0.3230752453104235
ACH-000658,-0.2229873453933245
ACH-000661,-0.060957524685675536
ACH-000662,0.00863579370569718
ACH-000663,-0.3379639293949531
ACH-000665,-0.2060060551494448
ACH-000671,-0.038675070371931575
ACH-000672,-0.19040671426514455
ACH-000673,-0.3198200589960546
ACH-000676,-0.2026625758145217
ACH-000677,-0.3014241326158204
ACH-000681,-0.2141310816323919
ACH-000683,-0.2045491104252732
ACH-000684,-0.2554890427383619
ACH-000688,-0.2651126787762953
ACH-000693,-0.213703472747242
ACH-000694,-0.28589965138658063
ACH-000695,-0.4192742715030233
ACH-000696,-0.1285158819823904
ACH-000697,-0.23327848747079
ACH-000699,-0.28825420406195235
ACH-000701,-0.2011603406242677
ACH-000706,-0.08493281475422534
ACH-000711,-0.1884723079724976
ACH-000713,-0.17255705538150526
ACH-000714,-0.1694696531479808
ACH-000718,-0.2390784510176615
ACH-000720,-0.17439833444689887
ACH-000721,-0.18566230511779225
ACH-000724,-0.16830355552073445
ACH-000725,-0.2757342599443431
ACH-000732,-0.18545025236725354
ACH-000734,-0.3603738843847685
ACH-000735,-0.1875757721466381
ACH-000736,-0.11452146699827727
ACH-000738,-0.1895464034712858
ACH-000746,-0.2486773814818065
ACH-000747,-0.3358598680770575
ACH-000748,-0.3260949053640801
ACH-000753,-0.17495942566141232
ACH-000756,-0.31460039622309005
ACH-000757,-0.11708493114826665
ACH-000758,-0.2236920277306366
ACH-000760,-0.2595588885374463
ACH-000762,-0.027360369765076147
ACH-000763,-0.07058217043946954
ACH-000764,-0.010034505398242723
ACH-000765,-0.14784740926299464
ACH-000766,-0.1947369975094556
ACH-000767,-0.2751393920367285
ACH-000768,-0.1620995807542838
ACH-000769,-0.2899118842404921
ACH-000770,-0.1908915321897354
ACH-000771,-0.2781631610284319
ACH-000773,-0.20597176092116584
ACH-000776,-0.0951445940718328
ACH-000777,-0.15100374961605142
ACH-000778,-0.2284500909370053
ACH-000781,-0.20562476689171824
ACH-000782,-0.2464403384463375
ACH-000783,-0.3207391260704134
ACH-000784,-0.21134076606654115
ACH-000785,-0.2859440062450454
ACH-000787,-0.2304966342463005
ACH-000788,-0.23534926318382896
ACH-000791,-0.26185652107155033
ACH-000792,-0.18615127013324986
ACH-000794,-0.25166624598757964
ACH-000796,-0.3180810029734502
ACH-000798,-0.1983629067500091
ACH-000799,-0.1414180685397806
ACH-000800,-0.11407565860740147
ACH-000802,-0.15818874655337767
ACH-000804,-0.18263436312514264
ACH-000805,-0.13543110693677649
ACH-000809,-0.3099009930964477
ACH-000810,-0.1335555960294103
ACH-000811,-0.21662439694413946
ACH-000817,-0.21947769296752373
ACH-000819,-0.22163148596350385
ACH-000820,-0.15825703138548358
ACH-000821,-0.06808036736580939
ACH-000822,-0.2831836785998121
ACH-000823,-0.2340238492618612
ACH-000824,-0.2937289464984113
ACH-000827,-0.24042207773159116
ACH-000829,-0.23231112901699585
ACH-000831,-0.12157633508839635
ACH-000832,-0.08815716918036053
ACH-000833,-0.3182286221027359
ACH-000834,-0.25110270124925593
ACH-000835,-0.2195954936810919
ACH-000836,-0.3054157054408023
ACH-000837,-0.21442045104808294
ACH-000838,-0.16612766415058075
ACH-000839,-0.1889652795254828
ACH-000840,-0.17604982489757534
ACH-000841,-0.2431886396290501
ACH-000843,-0.06953778380986192
ACH-000846,-0.2587042883526386
ACH-000847,-0.12374681357272042
ACH-000848,-0.22031705613636085
ACH-000849,-0.24532103696375726
ACH-000851,-0.10064354188179712
ACH-000855,-0.13615053734932173
ACH-000856,-0.2868579684979004
ACH-000858,-0.17583210859092266
ACH-000859,-0.32963782657462626
ACH-000861,-0.0645730414234098
ACH-000862,-0.31840083178341244
ACH-000865,-0.20715121965489067
ACH-000866,-0.3363428439410889
ACH-000867,-0.2534547991791727
ACH-000869,-0.16836212152898314
ACH-000872,-0.2576828009482286
ACH-000873,-0.2742952035449254
ACH-000876,-0.20678230633589206
ACH-000878,-0.3906430076115484
ACH-000880,-0.2493849311633018
ACH-000881,-0.26636229313635545
ACH-000882,-0.1303950324863736
ACH-000884,-0.2626449276337806
ACH-000885,-0.473930297739467
ACH-000887,-0.2646553025139382
ACH-000889,-0.2619791993026623
ACH-000896,-0.2663423942511832
ACH-000898,-0.2424059381077328
ACH-000900,-0.15017415920185642
ACH-000901,-0.2696400121242173
ACH-000905,-0.1152171293145766
ACH-000906,-0.2085882079440648
ACH-000907,-0.3154580208630373
ACH-000910,-0.37396385304790464
ACH-000911,-0.1746345521186083
ACH-000912,-0.2420062275659213
ACH-000913,-0.2562417669225203
ACH-000915,0.002583821275545905
ACH-000916,-0.2164706653757778
ACH-000917,-0.17193268791270222
ACH-000920,-0.4083069828495776
ACH-000921,-0.3039320269063537
ACH-000924,-0.2362474848112126
ACH-000926,-0.2303809946683829
ACH-000928,-0.3023975969182405
ACH-000929,0.01395339858146489
ACH-000932,-0.3034349740874277
ACH-000935,-0.2475796860808477
ACH-000936,-0.2164122160352754
ACH-000937,-0.15043635489614576
ACH-000938,-0.3086467769338464
ACH-000939,-0.3978362295986875
ACH-000941,-0.17562700428876338
ACH-000943,-0.11253687826466204
ACH-000946,-0.3517434581857027
ACH-000947,-0.19571738149287884
ACH-000948,-0.11083643609707523
ACH-000950,-0.2660786535737472
ACH-000953,-0.2820936794640707
ACH-000954,-0.2356157412425955
ACH-000957,-0.07835923846693447
ACH-000958,-0.1894109580297568
ACH-000960,-0.2389242997494173
ACH-000963,-0.03995441973727699
ACH-000968,-0.3775562848542093
ACH-000969,-0.05089412102921834
ACH-000972,-0.5155381943094723
ACH-000973,-0.2320954211331679
ACH-000974,-0.27696469869422746
ACH-000978,-0.09807407337217668
ACH-000984,-0.1676003415599853
ACH-000986,-0.352984957352311
ACH-000988,-0.23710878103448316
ACH-000993,-0.3380236000660232
ACH-000994,-0.3365599945764711
ACH-000996,-0.2424641339088168
ACH-001001,-0.17229359858024254
ACH-001020,-0.5571357262668384
ACH-001028,-0.21949606021702592
ACH-001031,-0.24379146374812705
ACH-001038,-0.3697643447945619
ACH-001048,-0.3808821053423047
ACH-001050,-0.19578326349307107
ACH-001053,-0.215615574346248
ACH-001054,-0.3098230596104175
ACH-001061,-0.24358133398985096
ACH-001067,-0.20254421849109802
ACH-001075,-0.2566509416447282
ACH-001096,-0.32301658984164583
ACH-001111,-0.3372788254983507
ACH-001119,-0.2256989913726197
ACH-001128,-0.4820496473370581
ACH-001134,-0.1334549759213235
ACH-001151,-0.21442325491192735
ACH-001163,-0.2687439241706185
ACH-001164,-0.30866305468653626
ACH-001183,-0.34958918016283186
ACH-001192,-0.24042513343258354
ACH-001193,-0.17792859283562593
ACH-001196,-0.12965204253091508
ACH-001197,-0.3223059151008371
ACH-001205,-0.228683710463864
ACH-001211,-0.1823349860015489
ACH-001212,-0.3288866777391721
ACH-001228,-0.3870419358456383
ACH-001232,-0.2986633546607486
ACH-001239,-0.28420790712068345
ACH-001270,-0.22610296591468085
ACH-001274,-0.2765862871663832
ACH-001275,-0.22637328060791806
ACH-001277,-0.2542166643657868
ACH-001278,-0.21311205200405764
ACH-001280,-0.35867911881444603
ACH-001283,-0.2825881547236244
ACH-001289,-0.2758397824842645
ACH-001300,-0.3825188744696833
ACH-001301,-0.21403432788296867
ACH-001302,-0.2539917526065685
ACH-001306,-0.3403661648971857
ACH-001318,-0.1146710834917806
ACH-001322,-0.5268318411166657
ACH-001328,-0.29742660869459425
ACH-001332,0.016953419908131116
ACH-001336,-0.18741747841794207
ACH-001346,-0.2426047499873671
ACH-001353,-0.3150152825091868
ACH-001354,-0.29054595580509684
ACH-001367,-0.017672467183290925
ACH-001368,-0.25844568415185043
ACH-001374,-0.5149373419513491
ACH-001377,-0.3584255697610962
ACH-001380,-0.15292908565046606
ACH-001391,-0.3823521897992106
ACH-001408,-0.2091320418899162
ACH-001430,-0.3221315696942118
ACH-001431,-0.4552817803978263
ACH-001450,-0.22332817188247486
ACH-001496,-0.2357579865011511
ACH-001500,-0.15021375151456232
ACH-001523,-0.1377222213559244
ACH-001532,-0.18396658362983
ACH-001550,-0.2487068971550467
ACH-001552,-0.10616073865144364
ACH-001554,-0.2731339071364173
ACH-001654,-0.278736248926886
ACH-001735,-0.2533984508302177
ACH-001736,-0.2933973564918394
ACH-001737,-0.10878948123968588
ACH-001740,-0.17891196793687647
ACH-001745,-0.14252137776066942
ACH-001765,-0.1984445754541017
