,BARX2 (8538)
ACH-000004,-0.20861733325998624
ACH-000005,0.11137497890731778
ACH-000007,0.14767462468845605
ACH-000009,-0.15149531486699558
ACH-000011,0.0994199578375673
ACH-000012,-0.029978947314032008
ACH-000013,-0.001569818657368396
ACH-000014,-0.06538658062233092
ACH-000015,0.07711040839773196
ACH-000017,-0.08834812917656314
ACH-000018,0.2278192028299664
ACH-000019,-0.0431264080793456
ACH-000021,-0.038331345596014005
ACH-000022,-0.05524091458219988
ACH-000025,0.006759083459595321
ACH-000028,-0.06846897799483452
ACH-000030,0.11764263390713366
ACH-000035,0.05374476413113465
ACH-000036,0.046392138206935364
ACH-000037,-0.07180858578576227
ACH-000039,-0.044691695863854665
ACH-000040,0.03759764248795247
ACH-000041,-0.02368471109529045
ACH-000042,0.02047271416569452
ACH-000045,0.027598579761557936
ACH-000047,-0.1112746938748466
ACH-000052,-0.21380517770906435
ACH-000053,0.07787898261648725
ACH-000054,-0.09155187055905901
ACH-000055,0.037710869278780035
ACH-000060,0.08638001388218028
ACH-000067,-0.11393081261125305
ACH-000070,-0.08678397389540676
ACH-000075,-0.1206816749778876
ACH-000078,-0.012139081194617513
ACH-000082,0.0866425134614736
ACH-000085,0.0708569568068162
ACH-000086,0.04179998257303495
ACH-000087,-0.2145906397290698
ACH-000092,0.03768962625083233
ACH-000095,-0.12530295847667602
ACH-000097,-0.1163752452386208
ACH-000098,0.024180343917321573
ACH-000099,0.02073554709099694
ACH-000108,0.02342123201801074
ACH-000113,0.1903288182355389
ACH-000116,-0.05858922461072698
ACH-000118,0.043802487171232835
ACH-000120,0.05702500652453005
ACH-000123,0.00845111917743143
ACH-000127,0.0059390379771104606
ACH-000128,-0.0011989393441939075
ACH-000132,-0.0522378073276509
ACH-000133,0.1014331791393106
ACH-000137,-0.03236820575793065
ACH-000138,0.09498241039329336
ACH-000142,0.02796782330445013
ACH-000143,-0.12947021894434682
ACH-000146,-0.0005689821467322953
ACH-000148,-0.0008065338972582718
ACH-000150,0.08146557393108915
ACH-000152,-0.1384168664056256
ACH-000153,0.011116949711900859
ACH-000159,0.14915574572808882
ACH-000160,-0.0035075014080930954
ACH-000163,-0.029819466518617745
ACH-000167,0.0717491911653619
ACH-000168,0.2836126633972114
ACH-000169,-0.08749412091835555
ACH-000178,-0.11160818231728713
ACH-000183,-0.07559841497018187
ACH-000188,-0.1244207244609176
ACH-000189,0.04165510509627862
ACH-000190,-0.007838060042139869
ACH-000198,0.041968937623843114
ACH-000203,-0.1745879930861533
ACH-000204,-0.0986362380510284
ACH-000206,0.1923963874523785
ACH-000207,0.20776779080431612
ACH-000208,0.049651724363208916
ACH-000210,-0.1288566594769105
ACH-000211,-0.054388379735490586
ACH-000215,0.05195477006432183
ACH-000221,0.1030547766263221
ACH-000222,-0.0038200209987346687
ACH-000223,0.018231413636318916
ACH-000226,-0.011936428686866724
ACH-000227,-0.026962873465661376
ACH-000228,0.1862720901181875
ACH-000231,0.0011921842061969814
ACH-000232,0.07177913655869532
ACH-000233,0.04391183131724923
ACH-000234,0.11131790293098748
ACH-000235,0.005537733300997353
ACH-000237,0.011855173265972432
ACH-000238,0.09612880593348692
ACH-000242,-0.2850915789774108
ACH-000243,0.08125054803451706
ACH-000244,-0.03992103729019463
ACH-000246,-0.07136892918597386
ACH-000248,0.00535647483595831
ACH-000250,0.012125655970122957
ACH-000251,-0.2331650439293946
ACH-000252,-0.03922168666460706
ACH-000253,0.016200593408580658
ACH-000255,-0.04628274490587013
ACH-000256,-0.03254628990623405
ACH-000257,-0.22366199085526267
ACH-000258,-0.07821586150834166
ACH-000259,0.002388658602733402
ACH-000260,-0.05009528476589073
ACH-000261,-0.0057748249242136045
ACH-000262,-0.09054415103247586
