,RARS2 (57038)
ACH-000383,-0.6350352102806457
ACH-000387,-0.6808604069133015
ACH-000389,-0.5092416175443428
ACH-000390,-0.6342796111907153
ACH-000393,-0.4818236367811893
ACH-000395,-0.6585042727556254
ACH-000396,-0.7941664106076001
ACH-000397,-0.5044200864517228
ACH-000401,-0.6250876377578327
ACH-000402,-0.5693679917790622
ACH-000403,-0.5374094511697476
ACH-000404,-0.15328652588359576
ACH-000406,-0.9736022420521708
ACH-000407,-0.4325411530881688
ACH-000408,-0.8942330548883857
ACH-000410,-0.5360726329617462
ACH-000411,-0.2566612373093412
ACH-000414,-0.8857330863701955
ACH-000415,-0.7433741824801484
ACH-000416,-0.4723188408253728
ACH-000420,-0.4637841061657965
ACH-000421,-0.6075158420014457
ACH-000424,-0.9918397407631052
ACH-000425,-0.5221714234986609
ACH-000426,-0.7159373685608206
ACH-000427,-0.690568073521918
ACH-000433,-0.3531011408363429
ACH-000435,-0.882820831827472
ACH-000436,-0.5611374592569282
ACH-000444,-0.500931122755108
ACH-000445,-0.5633400015682762
ACH-000448,-0.8510956569590216
ACH-000450,-0.5176052644215547
ACH-000452,-0.4702909476865058
ACH-000454,-0.8756629827297536
ACH-000458,-0.7826438454760027
ACH-000459,-0.8101517544542667
ACH-000460,-0.5385347907187144
ACH-000461,-0.9635115690832664
ACH-000463,-0.6942742774141364
ACH-000464,-0.7735412583063558
ACH-000466,-0.8451212826742065
ACH-000467,-0.8264455660621449
ACH-000468,-0.696647047289028
ACH-000469,-0.6991561061737989
ACH-000470,-0.5710028232120721
ACH-000471,-0.35012446043183515
ACH-000472,-0.5371152696138298
ACH-000473,-0.6255890701016844
ACH-000475,-0.7998043112736792
ACH-000476,-0.918489829454466
ACH-000477,-0.7483299027746639
ACH-000479,-0.6326431324750948
ACH-000480,-0.5993930169622871
ACH-000481,-0.8575047210020273
ACH-000483,-0.7662564479286543
ACH-000484,-0.5623569134156061
ACH-000485,-0.559212827517928
ACH-000486,-0.6157374216068233
ACH-000487,-0.6699682173671021
ACH-000488,-0.8235297923742839
ACH-000490,-0.714682214422252
ACH-000491,-1.1034501040680094
ACH-000495,-0.4207153929094172
ACH-000496,-0.5507774290177083
ACH-000499,-0.8467220369384074
ACH-000500,-1.5289109044985685
ACH-000502,-0.5711881629940787
ACH-000503,-0.9486671175433952
ACH-000505,-0.4361848505074573
ACH-000507,-0.8256355353354301
ACH-000510,-0.5345030994018525
ACH-000511,-0.6223146278982766
ACH-000512,-0.7862125698716201
ACH-000516,-0.4588092489596903
ACH-000517,-0.4842929529920468
ACH-000518,-0.8722420681851111
ACH-000520,-0.3693406074249059
ACH-000521,-0.6662915031974183
ACH-000522,-0.7543720528653863
ACH-000524,-0.3990464979943761
ACH-000527,-0.6451314175119022
ACH-000528,-0.9372400244474944
ACH-000537,-0.8192160484239336
ACH-000541,-1.2197868413698398
ACH-000542,-0.3887351724015928
ACH-000544,-0.9907912498848362
ACH-000545,-0.8846684430601934
ACH-000547,-1.0206997232434047
ACH-000548,-0.5862136681002288
ACH-000549,-0.7301759774767698
ACH-000550,-0.6215836078984276
ACH-000552,-0.8889406657001802
ACH-000556,-0.5881080685157744
ACH-000557,-0.4226338897389047
ACH-000569,-0.6422492213566752
ACH-000570,-0.6390110852292652
ACH-000571,-0.5235518312491617
ACH-000573,-0.6319110414325209
ACH-000576,-0.63153127334827
ACH-000579,-0.8722876393209937
ACH-000580,-0.6466774675132424
ACH-000584,-0.4957285366079222
ACH-000585,-0.5798521162177637
ACH-000588,-1.0294670175429894
ACH-000589,-1.063918551369298
ACH-000591,-0.6641974998614292
ACH-000593,-0.7311274122706036
ACH-000600,-0.4252917122018869
ACH-000601,-0.690234653557198
ACH-000605,-1.0878852959370968
ACH-000606,-0.6684082575847735
ACH-000608,-0.5616829108473376
ACH-000614,-1.3200106810307843
ACH-000616,-0.6638587216034917
ACH-000618,-1.0587108456678769
ACH-000619,-0.8570178179689675
ACH-000620,-0.8135595301820575
ACH-000621,-0.4771570660813276
ACH-000622,-0.432665513013993
ACH-000623,-0.4776021056496025
ACH-000624,-0.3986909004493682
ACH-000627,-0.6750523130465319
ACH-000630,-0.8211251964889379
ACH-000631,-0.5208611969111382
ACH-000632,-0.5771323073533439
ACH-000633,-0.694914131282765
ACH-000637,-0.9405354567159672
ACH-000638,-0.8573589475827383
ACH-000646,-0.3641137028178895
ACH-000647,-0.6767648903491095
ACH-000648,-0.4851523752360209
ACH-000649,-0.7691552918134881
ACH-000651,-0.88268300260797
ACH-000652,-0.7713371198262845
ACH-000653,-0.7857555544628442
ACH-000657,-0.565822906653069
ACH-000658,-0.7974550506919886
ACH-000661,-0.6870505731280868
ACH-000662,-0.3955747992410033
ACH-000663,-0.6221222863641727
ACH-000665,-0.5056166390189366
ACH-000671,-1.0601677076250686
ACH-000672,-0.9886800821652372
ACH-000673,-0.2599347267988873
ACH-000676,-0.9649236840491194
ACH-000677,-1.3536724705698502
ACH-000681,-0.7878766685967251
ACH-000683,-0.7641372171905972
ACH-000684,-0.655643497038837
ACH-000688,-0.5935084198837395
ACH-000693,-0.998092165330635
ACH-000694,-0.9165423965338756
ACH-000695,-0.5966815494092772
ACH-000696,-0.6463833919628652
ACH-000697,-0.6291421935536151
ACH-000699,-0.8577096584474111
ACH-000701,-0.5905685504594537
ACH-000706,-1.1026234293550201
ACH-000711,-0.6333481598745515
ACH-000713,-0.6936413278265121
ACH-000714,-0.25633645425577145
ACH-000718,-0.6119935047012041
ACH-000720,-0.8617883910063742
ACH-000721,-0.9579737970392168
ACH-000724,-0.4788121471804344
ACH-000725,-1.0611891747903583
ACH-000732,-0.6589856624732845
ACH-000734,-0.7749225986746326
ACH-000735,-0.6575674405484816
ACH-000736,-0.5693647986188499
ACH-000738,-1.1027971710926494
ACH-000746,-1.1506542645885256
ACH-000747,-0.6239362101326072
ACH-000748,-0.4197785044246462
ACH-000753,-0.8068129637606158
ACH-000756,-0.6388738079800453
ACH-000757,-0.9963698357122268
ACH-000758,-0.8334334511381939
ACH-000760,-0.7560765315967564
ACH-000762,-0.6548272701234789
ACH-000763,-0.8057384881343429
ACH-000764,-0.8703059464033679
ACH-000765,-0.983953138354267
ACH-000766,-0.4700121236271329
ACH-000767,-0.7258535085038891
ACH-000768,-0.6547048676714277
ACH-000769,-0.529826043519021
ACH-000770,-0.7833824286435417
ACH-000771,-0.8743151571399088
ACH-000773,-0.3265925843425085
ACH-000776,-0.7483424413928746
ACH-000777,-0.7864797410297169
ACH-000778,-0.562686209743061
ACH-000781,-0.8282565320567514
ACH-000782,-0.60151937403295
ACH-000783,-0.7301411191622302
ACH-000784,-1.092890006794633
ACH-000785,-0.6310893695629163
ACH-000787,-0.8651590028811813
ACH-000788,-0.4723483761484332
ACH-000791,-0.5497452648450629
ACH-000792,-0.4975922655517839
ACH-000794,-0.8192944397349244
ACH-000796,-0.5354003783388743
ACH-000798,-0.5813993240840615
ACH-000799,-0.4283329488885734
ACH-000800,-0.9347922200594366
ACH-000802,-0.893361402258905
ACH-000804,-0.8639635673598536
ACH-000805,-0.4508253265166424
ACH-000809,-0.6474497637294375
ACH-000810,-0.5541939767848311
ACH-000811,-0.5329972445529041
ACH-000817,-0.9294592988682708
ACH-000819,-0.7769482145410777
ACH-000820,-0.9723334334188491
ACH-000821,-1.1157892781229146
ACH-000822,-0.4608284517738955
ACH-000823,-0.8875796503456493
ACH-000824,-0.3436793970450513
ACH-000827,-0.3176217777134358
ACH-000829,-0.7887762116173815
ACH-000831,-0.920920700452346
ACH-000832,-0.7136276953412624
ACH-000833,-0.8642629394350257
ACH-000834,-0.8278736955597618
ACH-000835,-0.8011183157753256
ACH-000836,-0.8481111598647488
ACH-000837,-0.9364572285146366
ACH-000838,-0.8421503806038844
ACH-000839,-0.7589889081346348
ACH-000840,-0.4952253925436772
ACH-000841,-0.66526977355397
ACH-000843,-0.9145704758162908
ACH-000846,-1.0385298141221209
ACH-000847,-0.7912482252854498
ACH-000848,-0.8083777587353779
ACH-000849,-0.8468381817609228
ACH-000851,-1.0387691700789343
ACH-000855,-0.7667332448925601
ACH-000856,-0.6979020790815905
ACH-000858,-1.015290775071806
ACH-000859,-0.7047580817616766
ACH-000861,-0.6753879481942588
ACH-000862,-0.9614671119467476
ACH-000865,-0.9630611074497192
ACH-000866,-0.7556617219858546
ACH-000867,-0.3401081288163989
ACH-000869,-0.547855047096543
ACH-000872,-0.6941333523239289
ACH-000873,-0.758714574506504
ACH-000876,-1.2271314181107436
ACH-000878,-0.6023149610415549
ACH-000880,-0.5978941696667809
ACH-000881,-0.4583684707003316
ACH-000882,-0.9186740570224381
ACH-000884,-0.8772672337071158
ACH-000885,-0.7881256750310599
ACH-000887,-0.6269512220343642
ACH-000889,-0.9480692795876776
ACH-000896,-0.8335290796218581
ACH-000898,-0.8175661884239399
ACH-000900,-0.5687915602953283
ACH-000901,-0.5541665849078916
ACH-000905,-0.9315455113588306
ACH-000906,-0.8085837600036795
ACH-000907,-0.7062072596648531
ACH-000910,-1.0783383193104583
ACH-000911,-0.6313765680213389
ACH-000912,-0.6258708502390344
ACH-000913,-0.8924321539716451
ACH-000915,-0.8442298466433922
ACH-000916,-0.6401392684608551
ACH-000917,-0.8716337280846317
ACH-000920,-0.7213653446332244
ACH-000921,-0.7566796889472499
ACH-000924,-0.8742785720047606
ACH-000926,-0.7112699150638182
ACH-000928,-0.7282733261950715
ACH-000929,-0.461306105670409
ACH-000932,-0.7043625029851092
ACH-000935,-0.7977839183199515
ACH-000936,-0.8306890773210495
ACH-000937,-0.7790251711260031
ACH-000938,-0.6146139138538681
ACH-000939,-0.7302003672618831
ACH-000941,-0.5916235149980246
ACH-000943,-0.9350867544884148
ACH-000946,-0.3227916689497011
ACH-000947,-0.7974641780097523
ACH-000948,-0.7666267657118501
ACH-000950,-0.7872515085258237
ACH-000953,-0.5790933843501707
ACH-000954,-0.7908462325863
ACH-000957,-0.8974520109118943
ACH-000958,-0.3430537719129897
ACH-000960,-0.4645982825105103
ACH-000963,-0.5270515833904942
ACH-000968,-1.1633440641033277
ACH-000969,-1.1189420412295816
ACH-000972,-0.2822285646843863
ACH-000973,-0.9414301266909854
ACH-000974,-0.5105273935070298
ACH-000978,-0.8241587426389759
ACH-000984,-0.655195102455557
ACH-000986,-0.8525659395880062
ACH-000988,-0.5426910203297134
ACH-000993,-0.1556358182894212
ACH-000994,-0.8436732004205195
ACH-000996,-0.4140759261967393
ACH-001001,-0.9338092266873876
ACH-001020,-0.3464933778292841
ACH-001028,-0.8363460442939038
ACH-001031,-0.5061105451788737
ACH-001038,-0.943846220821694
ACH-001048,-0.5982968713275225
ACH-001050,-0.097924060796932
ACH-001053,-0.6645755694081562
ACH-001054,-0.6100666636608224
ACH-001061,-0.7699708554478749
ACH-001067,-0.4417670278021461
ACH-001075,-0.6941411565195929
ACH-001096,-0.6230470525327855
ACH-001111,-0.8839329346917087
ACH-001119,-0.6773209593361373
ACH-001128,-0.524553878952566
ACH-001134,-0.6987321728807829
ACH-001151,-0.5702037562447926
ACH-001163,-0.737267339207606
ACH-001164,-0.9694340255411764
ACH-001183,-0.7675021038376888
ACH-001192,-0.43981557243800856
ACH-001193,-0.9875264376341124
ACH-001196,-0.9489502219663756
ACH-001197,-0.4313133180830612
ACH-001205,-0.2982088103360549
ACH-001211,-0.5441986377164516
ACH-001212,-0.6277037347789823
ACH-001228,-0.33087735170418403
ACH-001232,-0.7619837624386063
ACH-001239,-0.8359290029180244
ACH-001270,-0.7212446527167853
ACH-001274,-0.8303875854470112
ACH-001275,-0.707025286352818
ACH-001277,-0.5954247490307302
ACH-001278,-0.7262662910577808
ACH-001280,-0.421581668541559
ACH-001283,-0.9241656401686912
ACH-001289,-0.34396617054772466
ACH-001300,-0.6535954123867123
ACH-001301,-0.4231272713080509
ACH-001302,-0.4054317829039824
ACH-001306,-0.5273983430803489
ACH-001318,-1.05766053254667
ACH-001322,-0.7062170842811291
ACH-001328,-0.7012730776760936
ACH-001332,-1.1559887922453869
ACH-001336,-0.7438286420998442
ACH-001346,-0.8538487248892357
ACH-001353,-0.4411486084558924
ACH-001354,-0.8046649603087047
ACH-001367,-0.6635359229997334
ACH-001368,-0.889604485078897
ACH-001374,-0.3570152637043385
ACH-001377,-0.5717830466114524
ACH-001380,-0.7706207303178688
ACH-001391,-0.6537763193029454
ACH-001408,-0.6840294298352649
ACH-001430,-0.3644284116436305
ACH-001431,-0.6406753727883385
ACH-001450,-0.7326757657159859
ACH-001496,-0.9278992680257072
ACH-001500,-0.8738234519854283
ACH-001523,-0.9281028680862758
ACH-001532,-0.5549534637437009
ACH-001550,-0.8075398857224692
ACH-001552,-0.2797741572039271
ACH-001554,-0.8051285862282773
ACH-001654,-0.5024528970777256
ACH-001735,-0.5150320366724924
ACH-001736,-0.4878407265768624
ACH-001737,-0.10295943427851027
ACH-001740,-1.0120056994390176
ACH-001745,-0.739925797760787
ACH-001765,-0.7921795814669966
