,SFN (2810)
ACH-000361,-0.08655085433842356
ACH-000362,-0.13742502108324006
ACH-000363,-0.12045232662498355
ACH-000364,-0.2687688529458924
ACH-000365,-0.17041268246015553
ACH-000366,-0.16012905256331655
ACH-000368,-0.27195408241598457
ACH-000374,-0.2301080689805493
ACH-000375,-0.1026680618034412
ACH-000376,-0.14926915461632534
ACH-000381,-0.09167854699087083
ACH-000383,-0.120023347053864
ACH-000387,-0.09721934388093348
ACH-000389,-0.1648081877671039
ACH-000390,-0.1142212863292429
ACH-000393,-0.2309173707119696
ACH-000395,-0.2742894769133883
ACH-000396,-0.4732343982859494
ACH-000397,-0.04223239974222
ACH-000401,-0.18504478831456705
ACH-000402,-0.3679418040638927
ACH-000403,-0.07625259017711404
ACH-000404,-0.07929723809648677
ACH-000406,-0.13423323702072784
ACH-000407,-0.18906584556917366
ACH-000408,-0.14850628061585766
ACH-000410,-0.030695192506311912
ACH-000411,-0.13633737312166935
ACH-000414,-0.09500495907393144
ACH-000415,-0.1529239171280381
ACH-000416,-0.10065628232783792
ACH-000420,-0.109728924054795
ACH-000421,-0.13360280321136622
ACH-000424,-0.17761269384764508
ACH-000425,-0.17049674854071076
ACH-000426,0.04496785234506258
ACH-000427,-0.2646700970005138
ACH-000433,-0.08539113963962107
ACH-000435,-0.09967795348662033
ACH-000436,-0.12379858325124815
ACH-000444,-0.2148511115339483
ACH-000445,-0.2618897522318841
ACH-000448,-0.09646465751198033
ACH-000450,-0.20536470911613314
ACH-000452,-0.12252469920516353
ACH-000454,-0.15948915852527046
ACH-000458,-0.2020801859852709
ACH-000459,0.026678504921239948
ACH-000460,-0.04950694436131887
ACH-000461,-0.08333719406064191
ACH-000463,-0.0145212464961756
ACH-000464,-0.07892081296620447
ACH-000466,-0.1243409875027614
ACH-000467,-0.08381049222197998
ACH-000468,-0.13423511794190493
ACH-000469,-0.17338169226187886
ACH-000470,-0.15448870815052096
ACH-000471,-0.04397457922598375
ACH-000472,-0.17515948713100052
ACH-000473,-0.10110547645995624
ACH-000475,-0.05504669357859684
ACH-000476,-0.054467634608504505
ACH-000477,-0.015841566683624946
ACH-000479,-0.2546725803809296
ACH-000480,-0.12716191495039925
ACH-000481,-0.16752768621187109
ACH-000483,-0.15180639778918356
ACH-000484,-0.08866898147654817
ACH-000485,-0.10056145928737352
ACH-000486,-0.1342090909687612
ACH-000487,-0.17190160845790095
ACH-000488,0.026558961878733342
ACH-000490,-0.2201532585103279
ACH-000491,-0.18384338217516086
ACH-000495,-0.010100460852338988
ACH-000496,-0.2806830142154876
ACH-000499,-0.2918086406566856
ACH-000500,-0.21312349560549185
ACH-000502,-0.04691895365563136
ACH-000503,-0.063098380163455
ACH-000505,-0.20135051590272304
ACH-000507,-0.21298061009086006
ACH-000510,-0.12193171496218927
ACH-000511,-0.18236259137408287
ACH-000512,0.00815702588063504
ACH-000516,-0.1400687762568893
ACH-000517,-0.04902331590384059
ACH-000518,-0.045919725384614085
ACH-000520,-0.08640182906944023
ACH-000521,-0.2038191727165126
ACH-000522,-0.21574281354564454
ACH-000524,-0.11877756268231875
ACH-000527,-0.07492220117533056
ACH-000528,0.0355297619512008
ACH-000537,-0.11563642445894474
ACH-000541,-0.12473281624807005
ACH-000542,-0.09243041854402193
ACH-000544,-0.2259815977144166
ACH-000545,-0.22587300259061802
ACH-000547,-0.241267566784642
ACH-000548,-0.20600718041492366
ACH-000549,-0.18788942720825466
ACH-000550,-0.2659981060479446
ACH-000552,-0.1263768548849462
ACH-000556,-0.05895342383173025
ACH-000557,-0.1484648196686067
ACH-000569,-0.1344087994616401
ACH-000570,-0.1632068747304703
ACH-000571,-0.1602161340962648
ACH-000573,-0.07794265043777114
ACH-000576,-0.21620306093251004
ACH-000579,-0.2464921794046414
ACH-000580,-0.029817084908090537
ACH-000584,-0.07914957418715582
ACH-000585,-0.12122167657490547
ACH-000588,-0.20062609723966035
ACH-000589,-0.2344734134193257
ACH-000591,-0.216946819953306
ACH-000593,-0.2392878729878091
ACH-000600,-0.15458534565167847
ACH-000601,-0.19248680541102894
ACH-000605,-0.10480910830847197
ACH-000606,0.05586118923293792
ACH-000608,-0.13069238270051847
ACH-000614,-0.2085764360987537
ACH-000616,-0.12175502400924088
ACH-000618,-0.12048067213704153
ACH-000619,-0.2045915902438694
ACH-000620,-0.1651957936556023
ACH-000621,-0.2402960549160113
ACH-000622,-0.1416673095158731
ACH-000623,-0.18325743989056556
ACH-000624,-0.07290866286809987
ACH-000627,-0.2552983603656511
ACH-000630,-0.20441602179524831
ACH-000631,-0.10884642603319372
ACH-000632,-0.2712766565322557
ACH-000633,-0.1480986234238397
ACH-000637,-0.06241748036046544
ACH-000638,-0.1685983633828837
ACH-000646,-0.14632730324231938
ACH-000647,-0.15107794431755125
ACH-000648,-0.046062083850951986
ACH-000649,-0.16048639568679154
ACH-000651,-0.07488333683216475
ACH-000652,-0.10330802945411338
ACH-000653,-0.3035334903604622
ACH-000657,-0.15182602135230333
ACH-000658,-0.14304370389879706
ACH-000661,-0.07837897596780939
ACH-000662,0.015995369845855402
ACH-000663,-0.1394596170546248
ACH-000665,-0.13263693148193728
ACH-000671,-0.20964977527350426
ACH-000672,-0.056808273949753886
ACH-000673,-0.12206457924027105
ACH-000676,-0.20149634187980126
ACH-000677,-0.07745674000908495
ACH-000681,-0.08656030579852826
ACH-000683,-0.22170351130692906
ACH-000684,-0.037647842093690834
ACH-000688,-0.3216601637572641
ACH-000693,-0.0854265305038977
ACH-000694,-0.218146232846643
ACH-000695,-0.1706209587039618
ACH-000696,-0.19400795038968055
ACH-000697,-0.17090689808261328
ACH-000699,-0.2555936607734173
ACH-000701,-0.16180081293800605
ACH-000706,-0.008777950749078438
ACH-000711,-0.15017329013264225
ACH-000713,-0.13222829029156552
ACH-000714,-0.1089120612694011
ACH-000718,0.0028987507985776817
ACH-000720,-0.17386898219795802
ACH-000721,-0.1761361215987956
ACH-000724,-0.1778265928649833
ACH-000725,-0.01139521217265521
ACH-000732,-0.1194543053718474
ACH-000734,-0.15919759340075965
ACH-000735,-0.19366711253473248
ACH-000736,-0.2718745699555146
ACH-000738,-0.1368311792708468
ACH-000746,-0.04087765250487934
ACH-000747,-0.2847356933536189
ACH-000748,-0.07574386120970215
ACH-000753,-0.0921121376162913
ACH-000756,-0.21134693569298466
ACH-000757,-0.1120984454556298
ACH-000758,-0.1775227346802875
ACH-000760,-0.1318887229536724
ACH-000762,-0.12449008228386307
ACH-000763,-0.14414834989781072
ACH-000764,-0.04085508696633745
ACH-000765,-0.2781923401577261
ACH-000766,-0.16089676062210742
ACH-000767,-0.2189620857474444
ACH-000768,0.01267787129928953
ACH-000769,-0.15858897089946544
ACH-000770,-0.07175613858366409
ACH-000771,-0.057354923668144875
ACH-000773,-0.06251342101804985
ACH-000776,-0.2364529478031406
ACH-000777,-0.017286355518822925
ACH-000778,-0.08112956221248695
ACH-000781,-5.075036015829033e-05
ACH-000782,-0.274941124667168
ACH-000783,-0.1831525547971224
ACH-000784,-0.14740933321570704
ACH-000785,-0.17500501567223273
ACH-000787,-0.10070502529049806
ACH-000788,-0.14446546046659578
ACH-000791,-0.1817363110436496
ACH-000792,-0.07604193253351926
ACH-000794,-0.3062317655255841
ACH-000796,-0.15683704589254674
ACH-000798,-0.1898228714860136
ACH-000799,-0.06355418288371542
ACH-000800,-0.17039393418299126
ACH-000802,-0.11527110856179472
ACH-000804,0.05523978900204219
ACH-000805,-0.3762471473964025
ACH-000809,-0.09070461418923476
ACH-000810,-0.12646100677282265
ACH-000811,-0.22688476254227785
ACH-000817,-0.1360840273485558
ACH-000819,-0.08119323642181334
ACH-000820,-0.19381902004341506
ACH-000821,-0.16399383567335693
ACH-000822,-0.08261463885358038
ACH-000823,-0.09493187584262733
ACH-000824,-0.2106506791826587
ACH-000827,-0.09609930966441728
ACH-000829,-0.1946906014740926
ACH-000831,-0.15940134695251576
ACH-000832,-0.2533107816375555
ACH-000833,0.21174648639805568
ACH-000834,-0.08186836043188851
ACH-000835,-0.09933200388644857
ACH-000836,-0.2000056444956929
ACH-000837,-0.14815306412870252
ACH-000838,-0.040867812018002464
ACH-000839,-0.19758596497397726
ACH-000840,0.12393286047197567
ACH-000841,-0.07029693323772386
ACH-000843,-0.0983750200233102
ACH-000846,-0.10004036318270433
ACH-000847,-0.17050994444088655
ACH-000848,0.010882200343305958
ACH-000849,-0.16729728758277654
ACH-000851,-0.2470141144833106
ACH-000855,0.0028982287701218397
ACH-000856,-0.16057806831491833
ACH-000858,0.002090158557941623
ACH-000859,-0.1052645557825988
ACH-000861,-0.11047958788252606
ACH-000862,-0.11706850408007995
ACH-000865,-0.09332144769886476
ACH-000866,-0.10309964983876607
ACH-000867,-0.09253209673955214
ACH-000869,-0.1906298577711526
ACH-000872,-0.16823233319824726
ACH-000873,-0.3604301934255419
ACH-000876,-0.08171128369256267
ACH-000878,0.01812678181080916
ACH-000880,-0.038646475544685664
ACH-000881,-0.038439062221075286
ACH-000882,-0.21363813502487575
ACH-000884,-0.2796035447754424
ACH-000885,-0.14356326427693544
ACH-000887,-0.1756587347560149
ACH-000889,-0.1430176192561705
ACH-000896,-0.050982232971693915
ACH-000898,-0.031224384659667183
ACH-000900,-0.1672219267717129
ACH-000901,-0.2279536673356528
ACH-000905,-0.0942194431408961
ACH-000906,-0.1485390263598824
ACH-000907,-0.11583076919090388
ACH-000910,-0.1315347523865333
ACH-000911,-0.1450248301886641
ACH-000912,-0.2646168766020681
ACH-000913,-0.2502016188745016
ACH-000915,-0.07063489107445999
ACH-000916,-0.011338803495881166
ACH-000917,-0.10228639859052824
ACH-000920,0.016053634932772547
ACH-000921,0.16773010150921389
ACH-000924,-0.12493687625746945
ACH-000926,-0.1768002119142849
ACH-000928,-0.06740917499407248
ACH-000929,-0.21169375979465435
ACH-000932,-0.1241356631734623
ACH-000935,-0.08599808706212189
ACH-000936,-0.11164483699197478
ACH-000937,-0.14149714413771358
ACH-000938,-0.20270141863210014
ACH-000939,-0.022349880113583832
ACH-000941,0.038666901987358886
ACH-000943,-0.25557165501106904
ACH-000946,-0.18229674714451155
ACH-000947,-0.0573998426241179
ACH-000948,-0.05788343691814599
ACH-000950,-0.16302397599909646
ACH-000953,-0.17932082539888208
ACH-000954,-0.1528032600627258
ACH-000957,-0.1671533162284241
ACH-000958,-0.07343507645074313
ACH-000960,-0.133315690364927
ACH-000963,-0.07796040932843444
ACH-000968,-0.08403581865867105
ACH-000969,-0.2036980917571075
ACH-000972,-0.3866465464556032
ACH-000973,-0.14277535630392213
ACH-000974,-0.12488706233761378
ACH-000978,0.02015392851003595
ACH-000984,-0.02928093569812245
ACH-000986,-0.1675372299536793
ACH-000988,-0.10036614116428072
ACH-000993,-0.3146515622931714
ACH-000994,-0.3147146493478951
ACH-000996,-0.1031245693304074
ACH-001001,-0.18772690787070545
ACH-001020,-0.13109089876320806
ACH-001028,-0.13752768665730114
ACH-001031,-0.1721280405861017
ACH-001038,-0.22862903950017616
ACH-001048,-0.0856356502546852
ACH-001050,0.004358922071026625
ACH-001053,-0.3229624761928803
ACH-001054,-0.1452748560854185
ACH-001061,-0.16356825453562973
ACH-001067,-0.04562087350771998
ACH-001075,-0.0077234440300509655
ACH-001096,-0.052434714300034886
ACH-001111,-0.19371630685270907
ACH-001119,-0.16302933764181818
ACH-001128,-0.17850374435481267
ACH-001134,-0.21148769495622394
ACH-001151,-0.18762263598793052
ACH-001163,-0.12735794359113156
ACH-001164,0.06025300629284715
ACH-001183,0.03381994275367545
ACH-001192,-0.3193458292628259
ACH-001193,-0.060201429564535634
ACH-001196,0.01117961198402615
ACH-001197,-0.07320155927508007
ACH-001205,-0.005405171050670115
ACH-001211,-0.2510018404277699
ACH-001212,-0.016980333425548364
ACH-001228,-0.07074916446863591
ACH-001232,-0.13500687775034426
ACH-001239,-0.11296770765772028
ACH-001270,-0.06907375662031537
ACH-001274,-0.05995830591633774
ACH-001275,-0.19594290313332408
ACH-001277,-0.1401723362193983
ACH-001278,0.028984874751536112
ACH-001280,-0.057149296443505186
ACH-001283,-0.2252759536800819
ACH-001289,-0.04391585075844732
ACH-001300,-0.1707570058265219
ACH-001301,-0.20197512748447036
ACH-001302,-0.072754286600935
ACH-001306,-0.2864750432447718
ACH-001318,-0.09656323256794648
ACH-001322,-0.1276931307064947
ACH-001328,-0.18691258532754335
ACH-001332,-0.10187712488231594
ACH-001336,-0.05001165775003477
ACH-001346,-0.25570812970709056
ACH-001353,-0.10234768671620403
ACH-001354,-0.10962603101061967
ACH-001367,-0.16188184124834892
ACH-001368,-0.21867177233851276
ACH-001374,-0.4049052033877653
ACH-001377,-0.10329955925219347
ACH-001380,-0.2370338553489738
ACH-001391,-0.0442851738705902
ACH-001408,-0.19369350961402731
ACH-001430,0.0056541436737030885
ACH-001431,-0.16302966211836695
ACH-001450,-0.0750277465525253
ACH-001496,-0.06888416782894068
ACH-001500,-0.1513257571790974
ACH-001523,-0.07538494231220325
ACH-001532,-0.13835127883842585
ACH-001550,-0.19053234364702595
ACH-001552,-0.08150398660837205
ACH-001554,-0.15442364305206174
ACH-001654,-0.12375949361592015
ACH-001735,-0.17151604973220638
ACH-001736,-0.04167368021598451
ACH-001737,-0.10094721759356554
ACH-001740,-0.1522730500545169
ACH-001745,-0.0848075409007336
ACH-001765,-0.12280965860021448
