,KSR1 (8844)
ACH-000004,-0.059359323584598576
ACH-000005,-0.007831172748790553
ACH-000007,0.06329615571220411
ACH-000009,-0.10291197285565308
ACH-000011,-0.006459797621828887
ACH-000012,0.06081383975496596
ACH-000013,0.08774168981987704
ACH-000014,-0.012790665134772086
ACH-000015,0.027574040595557073
ACH-000017,-0.06268208912376982
ACH-000018,0.2438162274086397
ACH-000019,-0.06565988006905532
ACH-000021,-0.01867583249015712
ACH-000022,-0.3577027192180965
ACH-000025,0.14109338088978673
ACH-000028,-0.07712279522101907
ACH-000030,-0.01956110788624467
ACH-000035,-0.05838077476261766
ACH-000036,0.12298575992340982
ACH-000037,0.2120287901379697
ACH-000039,-0.16852667605510913
ACH-000040,-0.09849138162793747
ACH-000041,0.07364081964334297
ACH-000042,0.10312778164200836
ACH-000045,0.1838243185603964
ACH-000047,0.1588444849914336
ACH-000052,0.06609932914020887
ACH-000053,0.021001907405761425
ACH-000054,-0.08991406400412566
ACH-000055,-0.023429451541849427
ACH-000060,0.06771321038600027
ACH-000067,-0.06467353870702353
ACH-000070,0.014253407597704156
ACH-000075,0.0008900989788920767
ACH-000078,0.13951192324210146
ACH-000082,0.025189773462504842
ACH-000085,-0.1646227115832822
ACH-000086,0.057804975818327574
ACH-000087,-0.06090070560474091
ACH-000092,0.09521149418038986
ACH-000095,-0.11607832201456313
ACH-000097,0.08528844266472768
ACH-000098,-0.05607727610690892
ACH-000099,-0.04238296865755912
ACH-000108,0.004021671454649703
ACH-000113,0.2519349312561987
ACH-000116,-0.12328058186677195
ACH-000118,0.053146397004720895
ACH-000120,0.0941963117529967
ACH-000123,0.2597268009275222
ACH-000127,-0.024105075102567233
ACH-000128,-0.033052939644549896
ACH-000132,0.0008141480752403319
ACH-000133,0.2704748127733043
ACH-000137,0.06685640392231983
ACH-000138,0.14495206695312274
ACH-000142,-0.05655658321708651
ACH-000143,-0.03170355373897398
ACH-000146,0.04440478111796714
ACH-000148,0.06784345110692644
ACH-000150,0.2276064862787401
ACH-000152,-0.07214258889485471
ACH-000153,-0.0813677847859189
ACH-000159,0.08821884178908201
ACH-000160,0.02999322758083995
ACH-000163,-0.01418917908628163
ACH-000167,-0.4530752763386692
ACH-000168,0.10273639485938173
ACH-000169,-0.013709945756284448
ACH-000178,-0.10233312647852102
ACH-000183,0.012789044880146865
ACH-000188,-0.06419071304392929
