,GIT1 (28964)
ACH-000004,-0.06704786298151749
ACH-000005,-0.11044635629457007
ACH-000007,-0.1633691407670461
ACH-000009,-0.19891664090587996
ACH-000011,-0.01516087509730405
ACH-000012,0.025395288481427386
ACH-000013,-0.16647826566445953
ACH-000014,0.053347645375929474
ACH-000015,0.04837505028472205
ACH-000017,-0.13946688719876793
ACH-000018,0.03958946343025936
ACH-000019,-0.11311430741543956
ACH-000021,-0.1110022588697687
ACH-000022,-0.18922259549730075
ACH-000025,-0.033064491074648684
ACH-000028,-0.12592167914713606
ACH-000030,-0.1813672509176339
ACH-000035,-0.4541134517236282
ACH-000036,-0.2551169533520537
ACH-000037,0.05172383248746403
ACH-000039,-0.003423703230330478
ACH-000040,-0.0752672632522633
ACH-000041,-0.19124973101838025
ACH-000042,-0.09066547473473248
ACH-000045,-0.1365711014212951
ACH-000047,0.07526243684048901
ACH-000052,-0.1304284261194326
ACH-000053,-0.0849499772575941
ACH-000054,0.037552558702307864
ACH-000055,0.061498851597261775
ACH-000060,-0.017181301266671046
ACH-000067,-0.10086421864062993
ACH-000070,-0.03684577537697674
ACH-000075,-0.1632143415824272
ACH-000078,-0.2359574436547016
ACH-000082,-0.06004725592181673
ACH-000085,0.036712204764317066
ACH-000086,-0.15143643242796995
ACH-000087,0.12723965601040205
ACH-000092,0.1695299596048147
ACH-000095,-0.11334120503835672
ACH-000097,-0.1087127778038069
ACH-000098,-0.04608267728431265
ACH-000099,-0.15721743403953972
ACH-000108,0.005584535289283721
ACH-000113,-0.08849624782845343
ACH-000116,-0.1116687285101916
ACH-000118,0.01631189586819761
ACH-000120,-0.13904771202226335
ACH-000123,0.028524659460494994
ACH-000127,-0.014963029384583488
ACH-000128,-0.02299397403349427
ACH-000132,-0.04201193530049312
ACH-000133,-0.14443126172718665
ACH-000137,-0.10420371446695276
ACH-000138,0.0808913992392364
ACH-000142,-0.38741849613198337
ACH-000143,-0.2015660397822105
ACH-000146,-0.01103999325843005
ACH-000148,0.008320040554455713
ACH-000150,0.05945645598615175
ACH-000152,-0.19674363384413016
ACH-000153,-0.17889573055490768
ACH-000159,-0.09235722199709012
ACH-000160,-0.07376922520327248
ACH-000163,-0.16533375760706434
ACH-000167,-0.16080400270389605
ACH-000168,-0.2425402726077709
ACH-000169,-0.010180255998439448
ACH-000178,-0.053454658772221865
ACH-000183,-0.005492450192271928
ACH-000188,-0.30113400976316285
ACH-000189,-0.11605015109352587
ACH-000190,-0.04385210664096623
ACH-000198,-0.010112600481367641
ACH-000203,-0.14767025474123835
ACH-000204,-0.20311564663061196
ACH-000206,0.04204991737845118
ACH-000207,-0.04073417343654715
ACH-000208,-0.3117418497332887
ACH-000210,-0.4783733955882283
ACH-000211,-0.06260676061379804
ACH-000215,-0.06951086923625623
ACH-000221,0.001316284498048193
ACH-000222,-0.040201253692409636
ACH-000223,-0.0920814419915232
ACH-000226,0.0598074045748745
ACH-000227,0.08438010250708447
ACH-000228,-0.061505992531067664
ACH-000231,-0.1022956972400363
ACH-000232,0.05275685600187202
ACH-000233,-0.025765942045877448
ACH-000234,0.029609552291572482
ACH-000235,-0.1289285487530511
ACH-000237,0.04585530559046478
ACH-000238,-0.11526733684406552
ACH-000242,0.028918899270173225
ACH-000243,-0.10555893244428843
ACH-000244,-0.20549539956622606
ACH-000246,-0.023690960080265226
ACH-000248,-0.17415633721965826
ACH-000250,-0.10548555484862238
ACH-000251,-0.020673440893361667
ACH-000252,-0.3572711729644595
ACH-000253,-0.07605144116209234
ACH-000255,-0.1756990659020017
ACH-000256,0.024358530541927492
ACH-000257,-0.02107207188846151
ACH-000258,-0.03624912918169882
ACH-000259,6.912066959576295e-05
ACH-000260,0.052309749935705
ACH-000261,-0.06508296829409975
ACH-000262,0.020858234801697444
ACH-000263,0.15130341827666755
ACH-000264,-0.23070803824470076
ACH-000265,-0.005403668019955911
ACH-000266,-0.2258996418851844
ACH-000272,-0.036943685140726656
ACH-000274,-0.04130421490290293
ACH-000277,0.07502667868147606
ACH-000278,-0.04150234857155792
ACH-000279,-0.021883824880872618
ACH-000280,-0.03004936783173508
ACH-000281,-0.1778004042029039
ACH-000288,-0.15504539241692736
ACH-000291,-0.1035484434273118
ACH-000293,0.014724216286320443
ACH-000294,-0.01449916479845691
ACH-000295,-0.14326056035457038
ACH-000296,-0.1092822759542228
ACH-000302,-0.027951643680591217
ACH-000304,0.17975313701114656
ACH-000307,0.037470873121054855
ACH-000308,-0.034003052265377816
ACH-000310,-0.03332142309757967
ACH-000311,0.04371097789571116
ACH-000312,-0.04511310431760869
ACH-000315,-0.07200620284891497
ACH-000316,-0.22231348999294212
ACH-000317,-0.02285724207655352
ACH-000318,-0.09542836460252192
ACH-000319,-0.12445812193932825
ACH-000320,-0.06771840914239123
ACH-000322,-0.01785153637539844
ACH-000323,-0.1987578003449928
ACH-000324,-0.048914652735538564
ACH-000329,-0.1652171536208149
ACH-000330,-0.07953043912912372
ACH-000331,0.02175583540180496
ACH-000332,-0.07135248633992315
ACH-000334,-0.21188544203064952
ACH-000335,0.020717425967922164
ACH-000336,0.09849207171519593
ACH-000337,-0.00402121105991983
ACH-000338,-0.16661461985439027
ACH-000339,-0.05430172899042756
ACH-000341,-0.07889892112593794
ACH-000348,-0.10325847182838174
ACH-000350,-0.02505201144600366
ACH-000352,0.01627859996258892
ACH-000356,-0.1370610600730538
ACH-000361,0.006201890546412728
ACH-000362,0.08771965765818393
ACH-000363,0.018489924939520643
ACH-000364,-0.07594521675008857
ACH-000365,-0.14363806871939885
ACH-000366,-0.0465132868810498
ACH-000368,-0.0819794084598556
ACH-000374,-0.13054643525650256
ACH-000375,0.07521621018719869
ACH-000376,0.03325785118915416
ACH-000381,-0.16698111382475156
ACH-000383,0.0005346193035168451
ACH-000387,-0.07120146404573892
ACH-000389,0.05843285623849461
ACH-000390,-0.17247897876077994
ACH-000393,-0.10809987722648673
ACH-000395,-0.15528053472504105
ACH-000396,-0.0735305501015714
ACH-000397,-0.09538804363871728
ACH-000401,-0.09061542000857624
ACH-000402,-0.22565324989711946
ACH-000403,-0.1656359781565933
ACH-000404,-0.11840407485344102
ACH-000406,-0.06582593089404734
ACH-000407,0.05749700645630053
ACH-000408,-0.060678071472753
ACH-000410,-0.11443710805754255
ACH-000411,0.0580711810899558
ACH-000414,-0.0018065372283541511
ACH-000415,-0.39819209618245505
ACH-000416,-0.09973216936098724
ACH-000420,0.03309075229943212
ACH-000421,-0.10674386648246706
ACH-000424,-0.15047111303656158
ACH-000425,0.08840184418912203
ACH-000426,-0.009434956427093941
ACH-000427,-0.1091219323999882
ACH-000433,-0.10421884579951032
ACH-000435,-0.19915936696585468
ACH-000436,-0.08919886373089665
ACH-000444,-0.05298529282393785
ACH-000445,-0.06753550668468518
ACH-000448,-0.062408090273070815
ACH-000450,-0.13707782200186752
ACH-000452,-0.22254011871131385
ACH-000454,0.04156698028597841
ACH-000458,-0.15232301056711642
