,OBFC1 (79991)
ACH-000152,-0.5373637240453557
ACH-000153,-0.27334212441946976
ACH-000159,-0.3016888535732197
ACH-000160,-0.3626659010189275
ACH-000163,-0.5447155333797093
ACH-000167,-0.3261831140185026
ACH-000168,-0.7413269726606169
ACH-000169,-0.2505635811338227
ACH-000178,-0.5361150392975619
ACH-000183,-0.4638432808974834
ACH-000188,-0.7378763296463191
ACH-000189,-0.6577421166122563
ACH-000190,-0.7019551785693284
ACH-000198,-0.5099998401107209
ACH-000203,-0.6116716230195837
ACH-000204,-0.23317456588623003
ACH-000206,-0.328041295466916
ACH-000207,-0.6013810704619648
ACH-000208,-0.658043478281418
ACH-000210,-0.358822974009408
ACH-000211,-0.2421096530015221
ACH-000215,-0.5622562950238011
ACH-000221,-0.6660684827290555
ACH-000222,-0.4351597407751454
ACH-000223,-0.529026243535842
ACH-000226,-0.518722466341794
ACH-000227,-0.3762560128527011
ACH-000228,-0.34983580908106165
ACH-000231,-0.7689972244017031
ACH-000232,-0.1697605803618298
ACH-000233,-0.24528569112954215
ACH-000234,-0.3834758806852712
ACH-000235,-0.4826207766928904
ACH-000237,-0.4510420234562434
ACH-000238,-0.5398474259452134
ACH-000242,-0.2406605322487637
ACH-000243,-0.3968154562698093
ACH-000244,-0.2190171578189772
ACH-000246,-0.27749876447169897
ACH-000248,-0.19349131974105802
ACH-000250,-0.2457330426890557
ACH-000251,-0.4508967671824605
ACH-000252,-0.25691085913160666
ACH-000253,-0.42577905766281626
ACH-000255,-0.1991401644500765
ACH-000256,-0.3752134069303832
ACH-000257,-0.9432752522433694
ACH-000258,-0.3542710134987843
ACH-000259,-0.44467501769518014
ACH-000260,-0.386578490721428
ACH-000261,-0.5052953549204021
ACH-000262,-0.4215549206601968
ACH-000263,-0.6861150019586909
ACH-000264,-0.6588424907499297
ACH-000265,-0.240304047050126
ACH-000266,-0.6099044813181155
ACH-000272,-0.5569362432049629
ACH-000274,-0.15862118504987072
ACH-000277,-0.3426435673070929
ACH-000278,-0.2335951708249765
ACH-000279,-1.1082419915667214
ACH-000280,-0.4591362138574209
ACH-000281,-0.3568673191695984
ACH-000288,-0.8615950622630351
ACH-000291,-0.4805961495205923
ACH-000293,-0.3385429768414826
ACH-000294,-1.0504174068866423
ACH-000295,-0.6132953763090528
ACH-000296,-0.2686832273240301
ACH-000302,-0.3135072632205805
ACH-000304,-0.5124310929700048
ACH-000307,-0.7390562111448068
ACH-000308,-0.3608191804546905
ACH-000310,-0.17813025177040934
ACH-000311,-0.2365917873752089
ACH-000312,-0.5450548730022869
ACH-000315,-0.41826719235730375
ACH-000316,-0.6216200416760657
ACH-000317,-0.6533953820157515
ACH-000318,-0.5558282547596527
ACH-000319,-0.2951065272714201
ACH-000320,-0.604888088143826
ACH-000322,-0.23398672910838306
ACH-000323,-0.2539020777620953
ACH-000324,-0.6421203942488414
ACH-000329,-0.7024854668949058
ACH-000330,-0.3294885642306181
ACH-000331,-0.4217612850970069
ACH-000332,-0.4109832496631789
ACH-000334,-0.3050848310702719
ACH-000335,-0.8842169624113141
ACH-000336,-0.3873272261167324
ACH-000337,-0.3713352497298955
ACH-000338,-0.4842911244551807
ACH-000339,-0.5320295343003226
ACH-000341,-0.5279284571976379
ACH-000348,-0.5301829746951621
ACH-000350,-0.4344462410000432
ACH-000352,-0.05042096349896832
ACH-000356,-0.5329526106034613
ACH-000361,-0.5378505918662202
ACH-000362,-0.6125291587319057
ACH-000363,-0.3616379977224855
ACH-000364,-0.1866084442293608
ACH-000365,-0.10994941241563534
ACH-000366,-0.8697059002347091
ACH-000368,-0.5911525863673387
ACH-000374,-0.8088323771703383
ACH-000375,-0.5960888088015696
ACH-000376,-0.5525104479036148
ACH-000381,-0.6906901176740551
ACH-000383,-0.26426729053091674
ACH-000387,-0.34926027415014704
ACH-000389,-0.4978867705107408
ACH-000390,-0.29620871619337924
ACH-000393,-0.1317393441212873
ACH-000395,-0.5088746685899743
ACH-000396,-0.3642648529109487
ACH-000397,-0.5456010126414965
ACH-000401,-0.409803345964796
ACH-000402,-0.1992787257706241
ACH-000403,-0.7674081987348363
ACH-000404,-0.4796013243978777
ACH-000406,-0.2809531420629852
ACH-000407,-0.2143921718466889
ACH-000408,-0.7396378663462122
ACH-000410,-0.5763462640235539
ACH-000411,-0.06533153291807695
ACH-000414,-0.26111762182552384
ACH-000415,-0.5712007981888727
ACH-000416,-0.6772447072907305
ACH-000420,-0.4070690130778994
ACH-000421,-0.17683904895539287
ACH-000424,-0.3679053706840514
ACH-000425,-0.2744685012683165
ACH-000426,-0.4495167026926635
ACH-000427,-0.22942202256685784
ACH-000433,-0.2268212760456677
ACH-000435,-0.6045573786269316
ACH-000436,-0.4636464666227592
ACH-000444,-0.4440794679167758
ACH-000445,-0.287752675028084
ACH-000448,-0.1417316173130327
ACH-000450,-0.3229572677963694
ACH-000452,-0.4177535311313167
ACH-000454,-0.37704549976472346
ACH-000458,-0.6954638943840028
ACH-000459,-0.3549859753769086
ACH-000460,-0.5731757953869531
ACH-000461,-0.6532358558934583
ACH-000463,-0.7024038935649924
ACH-000464,-0.6785013149449867
ACH-000466,-0.4564748575901989
ACH-000467,-0.3995380980446159
ACH-000468,-0.3810747660042949
ACH-000469,-0.5720846789807229
ACH-000470,-0.9764372351869424
ACH-000471,-0.81113209352551
ACH-000472,-0.4967618920483762
ACH-000473,-0.028338503926759476
ACH-000475,-0.17258726746545086
ACH-000476,-0.40580679589788987
ACH-000477,-0.5450886408701178
ACH-000479,-0.68680221629595
ACH-000480,-0.3905056155787116
ACH-000481,-0.27647505656350285
ACH-000483,-0.12045291578274064
ACH-000484,-0.3043573878503469
ACH-000485,-0.3540566688285332
ACH-000486,-0.11956198733786275
ACH-000487,-0.023980187732776968
ACH-000488,-0.3716256190308424
ACH-000490,-0.5406348613059395
ACH-000491,-0.307224461018112
ACH-000495,-0.5195755793622103
ACH-000496,-0.4589162044775829
ACH-000499,-0.34333866787660194
ACH-000500,-0.3101871673719627
ACH-000502,-0.5252603979690321
ACH-000503,-0.9145043490372452
ACH-000505,-0.37620033767565775
ACH-000507,-0.3167619852285602
ACH-000510,-0.10769281761345803
ACH-000511,-0.2352234433633507
ACH-000512,-0.6850187558841109
ACH-000516,-0.22211136037754614
ACH-000517,-0.4748896234278003
ACH-000518,-0.5957469020480559
ACH-000520,-0.3981398518926319
ACH-000521,-0.5565142326371424
ACH-000522,-0.37521279469328384
ACH-000524,-0.3075321292265605
ACH-000527,-0.3006580264305324
ACH-000528,-0.20800481898525308
ACH-000537,-0.11824081032013488
ACH-000541,-0.4593024090514048
ACH-000542,-0.4410421307204604
ACH-000544,-0.3818241260420373
ACH-000545,-0.24401442620885516
ACH-000547,-0.02394489075034024
ACH-000548,-0.5661711413152326
ACH-000549,-0.6853950752277207
ACH-000550,-0.6117780410402988
ACH-000552,-0.16004929909683202
ACH-000556,-0.17622296945393634
ACH-000557,-0.5571212691886368
ACH-000569,-0.18233045913726795
ACH-000570,-0.7958814699197341
ACH-000571,-0.36814128130465934
ACH-000573,-0.4849026314892443
ACH-000576,-0.6823253255496411
ACH-000579,-0.2653886865179655
ACH-000580,-0.24991415352520074
ACH-000584,-0.07510266110743308
ACH-000585,-0.9075612999528498
ACH-000588,-0.5372243701935387
ACH-000589,-0.1640306560869121
ACH-000591,-0.6049649626556238
ACH-000593,-0.668068827921759
ACH-000600,-0.3789509746463369
ACH-000601,-0.4029414846251221
ACH-000605,-0.9068010822053456
ACH-000606,-0.5805857038054465
ACH-000608,-0.2798082846201416
ACH-000614,-0.30361997625692344
ACH-000616,-0.3845539605467729
ACH-000618,-0.4423712203898265
ACH-000619,-0.7975753891051679
ACH-000620,-0.2564346445963716
ACH-000621,-0.3501086140544485
ACH-000622,-0.3890726924247136
ACH-000623,-0.8249813211269743
ACH-000624,-0.004504940820907234
ACH-000627,-0.20089721582544925
ACH-000630,-0.2404654452181728
ACH-000631,-0.249147187793068
ACH-000632,-0.0279617884940744
ACH-000633,-0.2379669327493409
ACH-000637,-0.4304426533550917
ACH-000638,-0.7106318539156758
ACH-000646,-0.3045696899790236
ACH-000647,-0.5649443330537159
ACH-000648,-0.6285325027735709
ACH-000649,-0.7510293149198144
ACH-000651,-0.5879246744079165
ACH-000652,-0.3505303383756396
ACH-000653,-0.12355790720605395
ACH-000657,-0.448127823240725
ACH-000658,-0.16423275359496894
ACH-000661,-0.6208629474125539
ACH-000662,-0.2380795671493456
ACH-000663,-0.32122932783143754
ACH-000665,-0.18184668414436128
ACH-000671,-0.6318056430469394
ACH-000672,-0.2467495872158447
ACH-000673,-0.26261245586423304
ACH-000676,-0.521568519813348
ACH-000677,-0.32006392413700563
ACH-000681,-0.2692926882123675
ACH-000683,-0.6806554100569079
ACH-000684,-0.4973288251834
ACH-000688,-0.5663934095288211
ACH-000693,-0.5632942229038576
ACH-000694,-0.5361962323144728
ACH-000695,-0.3698209059495168
ACH-000696,-0.23862300971557385
ACH-000697,-0.27329763812306834
ACH-000699,-0.6001612853920469
ACH-000701,-0.3806062799271608
ACH-000706,-0.2739948585784332
ACH-000711,-0.23088947422444234
ACH-000713,-0.27681082161453874
ACH-000714,-0.4838267491945553
ACH-000718,-0.4759116761203839
ACH-000720,-0.2680071192256405
ACH-000721,-0.4633382836396871
ACH-000724,-0.21147536725569493
ACH-000725,-0.2526412324672506
ACH-000732,-0.3883293702158985
ACH-000734,-0.07637767547602407
ACH-000735,-0.5395650271454516
ACH-000736,-0.2657052262040474
ACH-000738,-0.6091789735604062
ACH-000746,-0.34247109714029955
ACH-000747,-0.3230691443631589
ACH-000748,-0.4844334848233679
ACH-000753,-0.42050208469875183
ACH-000756,-0.642109015427999
ACH-000757,-0.21239779215363072
ACH-000758,-0.2771834856452217
ACH-000760,-0.35937925744229743
ACH-000762,-0.8436842116370513
ACH-000763,-0.3409369196762278
ACH-000764,-0.5198293928551018
ACH-000765,-0.2057415763838107
ACH-000766,-0.8487905326717115
ACH-000767,-0.26055057098216783
ACH-000768,-0.5013824047359162
ACH-000769,-0.5497104416993612
ACH-000770,-0.8265806832844649
ACH-000771,-0.5929973480544677
ACH-000773,-0.2580168887449943
ACH-000776,-0.32946160843087263
ACH-000777,-0.6383035521709935
ACH-000778,-0.404948102096266
ACH-000781,-0.5043521806085752
ACH-000782,-0.28630616597544295
ACH-000783,-0.3295282292838691
ACH-000784,-0.4887881605241869
ACH-000785,-0.4487886954057511
ACH-000787,-0.5942490373718541
ACH-000788,-0.17600934359831868
ACH-000791,-0.4600113020722337
ACH-000792,-0.7190788409608155
ACH-000794,-1.0437092232899294
ACH-000796,-0.34453180096236874
ACH-000798,-0.312679914459464
ACH-000799,-0.11181127349079237
ACH-000800,-0.5376578720558898
ACH-000802,-0.4666021839179601
ACH-000804,-0.6975244439541458
ACH-000805,-0.3568170113734333
ACH-000809,-0.30942889666764506
ACH-000810,-0.7690001126555914
ACH-000811,-0.3139488335206335
ACH-000817,-0.6606320755303634
ACH-000819,-0.31129010716809685
ACH-000820,-0.7252213704417668
ACH-000821,-0.4622734940128516
ACH-000822,-0.2548266876515679
ACH-000823,-0.6033888793291894
ACH-000824,-0.3850498675978376
ACH-000827,-0.017055408197167804
ACH-000829,-0.5864175866154584
ACH-000831,-0.594018832504817
ACH-000832,-0.6585934407681138
ACH-000833,-0.4928379118852701
ACH-000834,-0.8683451016971324
ACH-000835,-0.3020725859113406
ACH-000836,-0.7897117115432766
ACH-000837,-0.5072909520135788
ACH-000838,-0.72286420692705
ACH-000839,-0.7945554373498349
ACH-000840,-0.2633046825116461
ACH-000841,-0.6097802015537996
ACH-000843,-0.5933841140125148
ACH-000846,-0.3984355337517014
ACH-000847,-0.6839262919106313
ACH-000848,-0.2142480773793396
ACH-000849,-0.7262003262282737
ACH-000851,-0.10589237655931648
ACH-000855,-0.3145767620767802
ACH-000856,-0.6116418473379355
ACH-000858,-0.3645018507005533
ACH-000859,-0.5903552205189794
ACH-000861,-0.5189804404607524
ACH-000862,-0.278593616948046
ACH-000865,-0.5557203128257333
ACH-000866,-0.31193691806188195
ACH-000867,-0.16265123993470526
ACH-000869,-0.2437915653996097
ACH-000872,-0.2020912908686413
ACH-000873,-0.6002693450404795
ACH-000876,-0.5202047899317357
ACH-000878,-0.8339018340941865
ACH-000880,-0.6959954406000561
ACH-000881,-0.3045345949119615
ACH-000882,-0.283796448383733
ACH-000884,-0.3146503313906339
ACH-000885,-0.4193157669629364
ACH-000887,-0.3922451238827964
ACH-000889,-0.4899414631694806
ACH-000896,-0.3582825432749561
ACH-000898,-0.3279298307865027
ACH-000900,-0.29097235407813543
ACH-000901,-0.4194479092746944
ACH-000905,-0.6216213257077063
ACH-000906,-0.32599650085420784
ACH-000907,-0.375486464578464
ACH-000910,-0.14773768784795704
ACH-000911,-0.21905408594713446
ACH-000912,-0.20774018010914846
ACH-000913,-0.6523558811186256
ACH-000915,-0.2820530492690336
ACH-000916,-0.11179705434926232
ACH-000917,-0.4010963659151369
ACH-000920,-0.505209131019334
ACH-000921,-0.2909743794088909
ACH-000924,-0.2192030268738934
ACH-000926,-0.6719163882702375
ACH-000928,-0.3792583971583225
ACH-000929,-0.5494674773240932
ACH-000932,-0.20947109037856032
ACH-000935,-0.5372086058390311
ACH-000936,-0.5291112239641195
ACH-000937,-0.7539722796553203
ACH-000938,-0.7039986916575001
ACH-000939,-0.5854089406787253
ACH-000941,-0.3200318640607069
ACH-000943,-0.5973338009051291
ACH-000946,-0.4917900322453622
ACH-000947,-0.4005459651000921
ACH-000948,-0.32490170012774344
ACH-000950,-0.6306588417981008
ACH-000953,-0.22554421380978096
ACH-000954,-0.3071647586499361
ACH-000957,-0.1445940000470498
ACH-000958,-0.4058720009073089
ACH-000960,-0.32519454234753425
ACH-000963,-0.2636297473210762
ACH-000968,-0.35525522906594714
ACH-000969,-0.3533490631886376
ACH-000972,-0.2257979218157445
ACH-000973,-0.2569690445412185
ACH-000974,-0.4856668962785847
ACH-000978,-0.4359870498606772
ACH-000984,-0.24659731241454305
ACH-000986,-0.35481729714141624
ACH-000988,-0.42256184276550296
ACH-000993,-0.3291109238218023
ACH-000994,-0.21602285972486612
ACH-000996,0.01216561310612715
ACH-001001,-0.4745064491010318
ACH-001020,-0.21340249293543426
ACH-001028,-0.32226366940252965
ACH-001031,-0.15717358290132946
ACH-001038,-0.4675794513528905
ACH-001048,-0.33597786423680376
ACH-001050,-0.04411558448065119
ACH-001053,-0.4638259010557354
ACH-001054,-0.3052431080779821
ACH-001061,-0.3035423731468048
ACH-001067,-0.5390362044991517
ACH-001075,-0.6278439545430043
ACH-001096,-0.8065188860833872
ACH-001111,-0.30875097565638604
ACH-001119,-0.3074901334826177
ACH-001128,-0.3254939490073008
ACH-001134,-0.15109669975915624
ACH-001151,-0.6491816654782628
ACH-001163,-0.21276474460386374
ACH-001164,-0.5444550398647708
ACH-001183,-0.30526848297876585
ACH-001192,-0.7903938070045077
ACH-001193,-0.2474203087669913
ACH-001196,-0.16674940214343995
ACH-001197,-0.5539763917472544
ACH-001205,-0.5151052724867888
ACH-001211,-0.3567736535636357
ACH-001212,-0.3408751534876385
ACH-001228,-0.4150936926426144
ACH-001232,-0.6423122831061716
ACH-001239,-0.4548778966238149
ACH-001270,-0.2269421763818889
ACH-001274,-0.13942475828300627
ACH-001275,-0.6368461120257098
ACH-001277,-0.3921556435360107
ACH-001278,-0.4674029980914331
ACH-001280,-0.2655723553438448
ACH-001283,-0.33722966807854154
ACH-001289,-0.4357891198534598
ACH-001300,-0.472032084675044
ACH-001301,-0.3177291889598179
ACH-001302,-0.6061728147745636
ACH-001306,-0.5115751856042708
ACH-001318,-0.3695808121898852
ACH-001322,-0.5920263225006073
ACH-001328,-0.4760079505942789
ACH-001332,-0.17641039456321672
ACH-001336,-0.2282684898637857
ACH-001346,-0.5404094701185712
ACH-001353,-0.596544233201886
ACH-001354,-0.6209341264538311
ACH-001367,-0.3645262437424403
ACH-001368,-0.491580439578682
ACH-001374,-0.5560149127442001
ACH-001377,-0.2689672417289445
ACH-001380,-0.3880795691413451
ACH-001391,-0.3094746425277349
ACH-001408,-0.5451264877111461
ACH-001430,-0.477284211541824
ACH-001431,-0.22446301447092853
ACH-001450,-0.20139241694361254
ACH-001496,-0.5408922656017938
ACH-001500,-0.1828940779251243
ACH-001523,-0.5843004401083588
ACH-001532,-0.06629688527371913
ACH-001550,-0.3224812953401459
ACH-001552,-0.3103557132170871
ACH-001554,-0.5529973524608942
ACH-001654,-0.7497359515564501
ACH-001735,-0.6009772134265764
ACH-001736,-0.7683894900159434
ACH-001737,-0.601849707279107
ACH-001740,-0.44229888227019776
ACH-001745,-0.5314617848796052
ACH-001765,-0.4410170825557685
