,RELB (5971)
ACH-000004,-0.04228982221418745
ACH-000005,-0.2090495275939272
ACH-000007,0.0019209982340856907
ACH-000009,-0.13813929488719875
ACH-000011,0.02695032042650291
ACH-000012,-0.03356545249648958
ACH-000013,-0.01888210434193624
ACH-000014,-0.1549634316737042
ACH-000015,-0.07305422881022433
ACH-000017,-0.1488426700085221
ACH-000018,-0.09269142300070046
ACH-000019,-0.2788277242155376
ACH-000021,-0.14549281033039266
ACH-000022,-0.061926916858300735
ACH-000025,-0.2391554366118093
ACH-000028,-0.2035050621956536
ACH-000030,-0.2354226537113121
ACH-000035,-0.09764817442504783
ACH-000036,-0.20229479890970464
ACH-000037,-0.2647113293985788
ACH-000039,-0.09183470202037217
ACH-000040,-0.055517628978562765
ACH-000041,-0.08870886455426917
ACH-000042,-0.19027448528221408
ACH-000045,0.0894805672045518
ACH-000047,-0.06456916945951939
ACH-000052,0.02260518202070004
ACH-000053,-0.0002820270454833616
ACH-000054,-0.0901568284391896
ACH-000055,-0.07441628323276397
ACH-000060,-0.04158235036387503
ACH-000067,-0.3927940654890235
ACH-000070,0.06590480040096587
ACH-000075,-0.11813876998020753
ACH-000078,-0.2470678386458202
ACH-000082,-0.0959722444318447
ACH-000085,-0.4003924913449629
ACH-000086,-0.12827971566937474
ACH-000087,-0.163329906636823
ACH-000092,-0.17585902571893916
ACH-000095,-0.15861087651046288
ACH-000097,-0.07389486450061843
ACH-000098,-0.20694097555857904
ACH-000099,-0.0392824957277923
ACH-000108,-0.249698922553607
ACH-000113,0.0275917776987538
ACH-000116,-0.09092855832736993
ACH-000118,-0.061352413088347865
ACH-000120,-0.053762190578005915
ACH-000123,-0.09038578404592952
ACH-000127,-0.10091220749751167
ACH-000128,-0.29011585318607164
ACH-000132,-0.0525446204851903
ACH-000133,-0.04979524191535902
ACH-000137,-0.4159874345103666
ACH-000138,-0.2501057860184316
ACH-000142,-0.18263939472588572
ACH-000143,-0.25233215802548753
ACH-000146,-0.03715938994119538
ACH-000148,-0.17075990700639995
ACH-000150,-0.2272980185970992
ACH-000152,-0.12430128560862486
ACH-000153,-0.3564567446908904
ACH-000159,-0.11425706521203954
ACH-000160,-0.06590371548627744
ACH-000163,-0.09731671970346556
ACH-000167,0.24623323587235005
ACH-000168,-0.1041233758552858
ACH-000169,-0.006952736965088064
ACH-000178,-0.06984192808241346
ACH-000183,-0.8518363546925559
ACH-000188,-0.09146608536267964
ACH-000189,-0.1586030146820979
ACH-000190,-0.09823570138619528
ACH-000198,-0.07245838203768525
ACH-000203,0.009107384828265615
ACH-000204,-0.5400557507882223
ACH-000206,-0.0856668533619744
ACH-000207,-0.02843411290313198
ACH-000208,0.030468884411952318
ACH-000210,-0.20804200860032787
ACH-000211,-0.1374629670876162
ACH-000215,-0.10861543177923556
ACH-000221,-0.1838747552187764
ACH-000222,-0.19844129606835254
ACH-000223,-0.0554837709463062
ACH-000226,-0.28896139708769003
ACH-000227,-0.2307171135793763
ACH-000228,-0.11090704938415692
ACH-000231,-0.0711997709130763
ACH-000232,-0.09306639831065032
ACH-000233,-0.18335909324523825
ACH-000234,-0.06640205257822039
ACH-000235,-0.09328236492315564
ACH-000237,-0.25943194862648383
ACH-000238,-0.06250127182593603
ACH-000242,-0.05242623394220239
ACH-000243,-0.1591159046898355
ACH-000244,-0.11430168455846686
ACH-000246,-0.053625694167073516
ACH-000248,-0.031428885288297
ACH-000250,-0.5627964915443567
ACH-000251,-0.3873620574512893
ACH-000252,-0.06785392158289863
ACH-000253,-0.13440812077909575
ACH-000255,-0.15119780283082682
ACH-000256,-0.12839913522574434
ACH-000257,-0.06456777732437495
ACH-000258,0.1320303207189538
