,DGCR8 (54487)
ACH-000004,-0.3149382256659253
ACH-000005,-0.4284061071745157
ACH-000007,-0.3316340536803694
ACH-000009,-0.2901185581251965
ACH-000011,-0.3187805550620872
ACH-000012,-0.47629056187782504
ACH-000013,-0.39842194193974334
ACH-000014,-0.1986179026707932
ACH-000015,-0.3509123299727209
ACH-000017,-0.13803720018199395
ACH-000018,-0.1978016802390156
ACH-000019,-0.2582528397440718
ACH-000021,0.017096877923063247
ACH-000022,-0.09598435691690403
ACH-000025,-0.3775572504926499
ACH-000028,-0.351155272020761
ACH-000030,-0.3593765675249165
ACH-000035,-0.3307982639468375
ACH-000036,-0.27880185055071405
ACH-000037,-0.1851223527863308
ACH-000039,-0.3014775951348756
ACH-000040,-0.28248054088375096
ACH-000041,-0.5441849813579289
ACH-000042,-0.3164565310730572
ACH-000045,-0.23253858949468684
ACH-000047,-0.4285089388521586
ACH-000052,-0.26343400257858923
ACH-000053,-0.5935969568259915
ACH-000054,-0.24754317692873815
ACH-000055,-0.4184758782391351
ACH-000060,-0.3793268351918548
ACH-000067,-0.3842620705225256
ACH-000070,-0.17844769218033227
ACH-000075,-0.25278964604461185
ACH-000078,-0.2865839523850232
ACH-000082,-0.5320657588916312
ACH-000085,-0.5442277231810541
ACH-000086,-0.11307445692425007
ACH-000087,-0.4064114440147991
ACH-000092,-0.32383391294864033
ACH-000095,-0.43716158220199935
ACH-000097,-0.2337278855996722
ACH-000098,-0.425998605212467
ACH-000099,-0.3315215465743473
ACH-000108,-0.35411491816239504
ACH-000113,-0.3645380765130063
ACH-000116,-0.0995016252696972
ACH-000118,-0.4516316464955471
ACH-000120,-0.4630547342438504
ACH-000123,-0.3142763082508023
ACH-000127,-0.01595607087694051
ACH-000128,-0.2967832035729369
ACH-000132,0.014478818412071503
ACH-000133,-0.4192231761150296
ACH-000137,-0.35535766776228633
ACH-000138,-0.12411162067114072
ACH-000142,-0.2318351540651008
ACH-000143,-0.19597115292998996
ACH-000146,-0.20846736989059647
