,SSC4D (136853)
ACH-000361,-0.3317075783659399
ACH-000362,-0.2642311165810403
ACH-000363,-0.09288422483888456
ACH-000364,-0.2332538786746433
ACH-000365,-0.10665322024031973
ACH-000366,-0.069662355225515
ACH-000368,-0.16689197682877352
ACH-000374,-0.27092321912455725
ACH-000375,-0.2337871839512659
ACH-000376,-0.2999746407666713
ACH-000381,-0.1886272164548578
ACH-000383,-0.3248370490261699
ACH-000387,-0.19290385663965254
ACH-000389,-0.0012527883649849324
ACH-000390,-0.11121033524147032
ACH-000393,-0.24783739368037466
ACH-000395,-0.3977752597855335
ACH-000396,-0.7632007418657171
ACH-000397,-0.14203300109770464
ACH-000401,-0.23708076747737614
ACH-000402,0.2564281698327829
ACH-000403,-0.16883364667699965
ACH-000404,-0.06941964260942474
ACH-000406,-0.1158666125644641
ACH-000407,-0.17002406161182726
ACH-000408,-0.08953139174689881
ACH-000410,-0.08964311942064962
ACH-000411,-0.20272657199141844
ACH-000414,-0.18331902741467754
ACH-000415,-0.2824695333931025
ACH-000416,-0.16289522370412887
ACH-000420,-0.12082842424931375
ACH-000421,-0.1503518318026929
ACH-000424,-0.08431022042708253
ACH-000425,-0.2642621675723414
ACH-000426,-0.2591565809315595
ACH-000427,-0.03930251145890927
ACH-000433,-0.26981513896170384
ACH-000435,-0.6071718150651148
ACH-000436,-0.11187900910416876
ACH-000444,-0.0385268743777935
ACH-000445,-0.11229475751816227
ACH-000448,-0.08460410577744436
ACH-000450,-0.32751193948748225
ACH-000452,-0.14243973474905086
ACH-000454,0.033604959342530036
ACH-000458,-0.042390814798393066
ACH-000459,-0.11049978646034406
ACH-000460,-0.050107264120206135
ACH-000461,-0.09694902471967053
ACH-000463,-0.12924843465494731
ACH-000464,-0.17542893334596166
ACH-000466,-0.03683214406469836
ACH-000467,-0.19148119229244426
ACH-000468,-0.2360467937821038
ACH-000469,-0.24369896101073296
ACH-000470,-0.14920679568950215
ACH-000471,-0.14407010804783682
ACH-000472,-0.1911666563209609
ACH-000473,-0.3015453571593673
ACH-000475,-0.1587520912620879
ACH-000476,-0.21594487019584227
ACH-000477,-0.22976035454306745
ACH-000479,-0.1045791488787854
ACH-000480,-0.13977243767861236
ACH-000481,-0.1986502670448086
ACH-000483,-0.10737050496580716
ACH-000484,-0.10487005436967778
ACH-000485,-0.1392005489369201
ACH-000486,-0.13627465940079533
ACH-000487,-0.09226978085624568
ACH-000488,-0.15731277931587295
ACH-000490,-0.18853531616391292
ACH-000491,-0.32522926414767944
ACH-000495,-0.1716393140488891
ACH-000496,-0.114887748995614
ACH-000499,0.27764739067687794
ACH-000500,0.06680419419098313
ACH-000502,-0.1925752696096024
ACH-000503,-0.21742363128077816
ACH-000505,-0.07326273187435982
ACH-000507,0.1882924111629904
ACH-000510,-0.17686144799176293
ACH-000511,-0.16607173012579526
ACH-000512,0.24457637548635694
ACH-000516,0.014527094329439744
ACH-000517,-0.03330868441850237
ACH-000518,-0.11003944852891584
ACH-000520,-0.2871320773338047
ACH-000521,-0.21137059977955275
ACH-000522,-0.22956962814130766
ACH-000524,-0.13315054990211178
ACH-000527,-0.12757497788866567
ACH-000528,-0.09466641120322876
ACH-000537,-0.21151045175988006
ACH-000541,-0.06853255558145659
ACH-000542,-0.14388443735138293
ACH-000544,-0.16696630163059253
ACH-000545,-0.15793354595981704
ACH-000547,0.09030013821691037
ACH-000548,-0.06585764695570077
ACH-000549,0.0007804068629796425
ACH-000550,-0.3803979216496789
ACH-000552,-0.056387133820123
ACH-000556,-0.06437060414705274
ACH-000557,0.17913419876820905
ACH-000569,-0.08978476491694852
ACH-000570,-0.2687083761298453
ACH-000571,-0.1338242443984312
ACH-000573,-0.00509024289538557
ACH-000576,-0.003673260056509037
ACH-000579,-0.06359331297210419
ACH-000580,-0.21213696639304586
ACH-000584,-0.1334899892258917
ACH-000585,-0.17571451766371227
ACH-000588,-0.16151735941311862
ACH-000589,-0.07722554133268743
ACH-000591,-0.13334851378328452
ACH-000593,-0.16477956097546007
ACH-000600,-0.235317953639136
ACH-000601,-0.1034864338503189
ACH-000605,-0.11700931218964468
ACH-000606,-0.05402357633511682
ACH-000608,-0.10887741481072327
ACH-000614,0.007152538142405887
ACH-000616,-0.263454194581513
ACH-000618,-0.02329048312697271
ACH-000619,-0.23220303945043566
ACH-000620,-0.020626406175086848
ACH-000621,-0.24483361856769914
ACH-000622,-0.2873285279651602
ACH-000623,-0.10218410215098922
ACH-000624,-0.1389105944611952
ACH-000627,-0.11335731519954854
ACH-000630,-0.144939464876137
ACH-000631,-0.5092645472839611
ACH-000632,-0.1462314328286528
ACH-000633,-0.28828172855013984
ACH-000637,0.04200220338545864
ACH-000638,-0.051105449752577824
ACH-000646,0.0010844414063555935
ACH-000647,0.015672340832866432
ACH-000648,-0.12680355785153294
ACH-000649,-0.15861836707847266
ACH-000651,-0.021672882655910726
ACH-000652,-0.0690974198752482
ACH-000653,-0.04144080393933432
ACH-000657,-0.11620467452845998
ACH-000658,0.10565994611342512
ACH-000661,-0.2378546161677652
ACH-000662,0.21307711163524615
ACH-000663,-0.1986998805231944
ACH-000665,-0.1788532714920125
ACH-000671,-0.11089773173469723
ACH-000672,0.17718863519168193
ACH-000673,-0.1166842294238264
ACH-000676,-0.18931263761145528
ACH-000677,-0.1477009509658645
ACH-000681,-0.15015694529813162
ACH-000683,-0.2233938324602036
ACH-000684,-0.33764579066154743
ACH-000688,-0.06586931637398442
ACH-000693,-0.24879127735474985
ACH-000694,-0.008995553961480697
ACH-000695,-0.22307940778619686
ACH-000696,-0.0186505195724254
ACH-000697,-0.1508960491117273
ACH-000699,-0.15629435660564162
ACH-000701,-0.12340870176782855
ACH-000706,-0.09008535693463177
ACH-000711,-0.12429885120269706
ACH-000713,-0.058600262657905085
ACH-000714,-0.17006061276856246
ACH-000718,-0.029991406786917824
ACH-000720,-0.13168944044495853
ACH-000721,-0.13926895673744266
ACH-000724,0.03685720978021236
ACH-000725,-0.1237575334839066
ACH-000732,-0.1124109898908416
ACH-000734,-0.26962019939413245
ACH-000735,-0.14790372194258875
ACH-000736,-0.11868482903099972
ACH-000738,-0.12846251060666106
ACH-000746,0.03331845852327565
ACH-000747,-0.16363826066667309
ACH-000748,-0.14002135065854002
ACH-000753,-0.16482149981211675
ACH-000756,-0.0158701368326637
ACH-000757,-0.1859132473829808
ACH-000758,-0.2968289588618254
ACH-000760,0.035964499367019016
ACH-000762,-0.2083264580503626
ACH-000763,-0.02794514908491642
ACH-000764,0.013161838047213685
ACH-000765,-0.1361794298580313
ACH-000766,-0.24521148563267384
ACH-000767,-0.2141654801716
ACH-000768,-0.08454376593022903
ACH-000769,-0.06583077148418864
ACH-000770,-0.09988549330210772
ACH-000771,-0.13974006975513456
ACH-000773,-0.18705414797334666
ACH-000776,-0.10347758161368606
ACH-000777,-0.04698176607930254
ACH-000778,-0.1468877609328677
ACH-000781,-0.16089432548069435
ACH-000782,0.039753914715223125
ACH-000783,-0.17644736145198453
ACH-000784,-0.13102213032772705
ACH-000785,-0.13759218740604154
ACH-000787,-0.04554817666476749
ACH-000788,-0.2459841422660261
ACH-000791,-0.14920322541919276
ACH-000792,-0.010845677284947416
ACH-000794,-0.09714906279818278
ACH-000796,-0.019609767908671062
ACH-000798,0.0467768341331645
ACH-000799,-0.24128613003223506
ACH-000800,-0.11259720602368048
ACH-000802,0.0029880540654044717
ACH-000804,-0.11166173707241656
ACH-000805,-0.10772497629382606
ACH-000809,-0.16395894115067902
ACH-000810,0.00407612039865759
ACH-000811,-0.23306372580434098
ACH-000817,-0.1329468920661825
ACH-000819,-0.1381264655503339
ACH-000820,-0.18307980657448197
ACH-000821,-0.003579758087110297
ACH-000822,-0.06218462505433984
ACH-000823,-0.2865485894101593
ACH-000824,-0.14816232068822227
ACH-000827,-0.2094034206526917
ACH-000829,-0.17969019448762086
ACH-000831,-0.08685479006822522
ACH-000832,-0.1406849567600397
ACH-000833,0.017700721154176858
ACH-000834,-0.09675044170288748
ACH-000835,-0.14137680240277598
ACH-000836,-0.06444567311286352
ACH-000837,-0.0916570394483249
ACH-000838,-0.2613783649375897
ACH-000839,-0.10460104664749728
ACH-000840,-0.1376572716672414
ACH-000841,-0.2161662346422664
ACH-000843,0.1508396863769942
ACH-000846,-0.0633321403109117
ACH-000847,-0.2066404420848897
ACH-000848,-0.22789597505315576
ACH-000849,-0.060490409471789776
ACH-000851,-0.3080818424199406
ACH-000855,-0.13096899023146086
ACH-000856,-0.24908081969232926
ACH-000858,-0.1295049779036796
ACH-000859,-0.03015235768997112
ACH-000861,-0.10341317948223247
ACH-000862,0.11753909500744104
ACH-000865,-0.010720510204891938
ACH-000866,-0.19549425458297634
ACH-000867,-0.1914608442713336
ACH-000869,-0.2637178687578664
ACH-000872,-0.11843556239158895
ACH-000873,-0.07909059600888453
ACH-000876,-0.3050975421722687
ACH-000878,-0.0627887107520891
ACH-000880,-0.17980622934831916
ACH-000881,-0.053779220701616386
ACH-000882,-0.10879035963776244
ACH-000884,-0.14195212127240822
ACH-000885,-0.3445033535862085
ACH-000887,-0.20903652356883315
ACH-000889,-0.2149209693797523
ACH-000896,-0.12889817770853113
ACH-000898,0.03699002864592372
ACH-000900,-0.2170232339816066
ACH-000901,-0.24540862727617024
ACH-000905,-0.16415854455187073
ACH-000906,-0.17523532237756692
ACH-000907,-0.09928984290649924
ACH-000910,-0.12947004021842276
ACH-000911,-0.16407128239452698
ACH-000912,-0.15985473038027434
ACH-000913,-0.038320568335031634
ACH-000915,-0.062059930557539826
ACH-000916,-0.3664631408305375
ACH-000917,-0.15307411171996052
ACH-000920,-0.12501928917654154
ACH-000921,-0.19463134608044466
ACH-000924,-0.009442511478437016
ACH-000926,-0.11136718538438677
ACH-000928,-0.13571226616677398
ACH-000929,0.08800218466621093
ACH-000932,-0.2763354026516273
ACH-000935,-0.28989035459874474
ACH-000936,-0.19460993302434734
ACH-000937,-0.008376482303010602
ACH-000938,-0.0945820025754943
ACH-000939,-0.10203568475296404
ACH-000941,-0.10403112883344699
ACH-000943,-0.12838973526058772
ACH-000946,-0.14526400222977776
ACH-000947,-0.11417498555885895
ACH-000948,-0.11346890195525325
ACH-000950,-0.0980821956503131
ACH-000953,-0.005729000266030844
ACH-000954,-0.62536073167411
ACH-000957,-0.15885139628704725
ACH-000958,-0.2114736945317785
ACH-000960,-0.1799789007219484
ACH-000963,-0.17256208987964713
ACH-000968,-0.14836467021786906
ACH-000969,-0.33062646833270776
ACH-000972,-0.09175164709358012
ACH-000973,-0.14968966401676015
ACH-000974,-0.28201761055064045
ACH-000978,-0.147580469576338
ACH-000984,-0.24148495067239525
ACH-000986,-0.13214871318193253
ACH-000988,-0.022591139892777345
ACH-000993,-0.22970662769718944
ACH-000994,-0.21633786312091707
ACH-000996,-0.22699169421612755
ACH-001001,-0.19873032752848704
ACH-001020,-0.3143482665596696
ACH-001028,-0.16424567800123788
ACH-001031,-0.1330653547522656
ACH-001038,-0.046540683688040665
ACH-001048,-0.14078720771376008
ACH-001050,-0.0736622331180789
ACH-001053,0.024259843682742997
ACH-001054,-0.03097779702228012
ACH-001061,-0.18074827311187866
ACH-001067,-0.2531120971713746
ACH-001075,-0.006381949899264528
ACH-001096,-0.1362648373682418
ACH-001111,0.020159605217458642
ACH-001119,-0.2368132975231484
ACH-001128,-0.2769878867171977
ACH-001134,-0.2271885030592927
ACH-001151,-0.2053574348194616
ACH-001163,-0.15332382682127746
ACH-001164,-0.3001147384360513
ACH-001183,-0.17639873298782727
ACH-001192,-0.3372686983443328
ACH-001193,-0.2154787275633961
ACH-001196,-0.19162554719698485
ACH-001197,-0.3117046574080559
ACH-001205,-0.09154772020264544
ACH-001211,-0.20519291533933565
ACH-001212,-0.16473273880603326
ACH-001228,-0.1520125523099918
ACH-001232,-0.11801897615946387
ACH-001239,-0.1792597018980232
ACH-001270,-0.21281079120117435
ACH-001274,-0.10043979951624447
ACH-001275,-0.22884537561769394
ACH-001277,-0.1583199515451545
ACH-001278,-0.0920129565541301
ACH-001280,-0.23088218108766095
ACH-001283,-0.07361740041325633
ACH-001289,-0.14313572149856835
ACH-001300,-0.06635348070901341
ACH-001301,-0.0404373616317484
ACH-001302,-0.2700223951488676
ACH-001306,-0.1813181760960836
ACH-001318,-0.08494475643027373
ACH-001322,-0.005182654727904367
ACH-001328,-0.02191508834061177
ACH-001332,-0.21500097404708465
ACH-001336,-0.10993497349417332
ACH-001346,-0.07316531652992757
ACH-001353,-0.24171059429694214
ACH-001354,-0.30025118958430996
ACH-001367,-0.16059113989846407
ACH-001368,-0.264099873904003
ACH-001374,-0.2575323631930073
ACH-001377,-0.13222337208121493
ACH-001380,-0.10068817821630592
ACH-001391,-0.2299869284680512
ACH-001408,-0.0037862157113372147
ACH-001430,0.1606198977427426
ACH-001431,-0.11225891788148344
ACH-001450,-0.2429281407066803
ACH-001496,0.0726848454179968
ACH-001500,-0.16425308282159967
ACH-001523,-0.0855280178276557
ACH-001532,-0.16286381765289332
ACH-001550,-0.05405409659883116
ACH-001552,0.03256618473932472
ACH-001554,-0.15549326761844687
ACH-001654,-0.182796097093346
ACH-001735,-0.14773632713595378
ACH-001736,-0.08200475041657349
ACH-001737,-0.2788513824403877
ACH-001740,0.006157030453162912
ACH-001745,-0.0874488909293899
ACH-001765,-0.13179681269852453
