,GABRD (2563)
ACH-000004,-0.037391229105642125
ACH-000005,0.19804933516851306
ACH-000007,-0.037315707343461985
ACH-000009,-0.2924960513010772
ACH-000011,-0.18961282740117544
ACH-000012,-0.13409862013849302
ACH-000013,-0.08712664619130814
ACH-000014,-0.013728178358224057
ACH-000015,-0.15774377118040828
ACH-000017,-0.2351423601304306
ACH-000018,-0.01395598865101834
ACH-000019,0.10045926208018416
ACH-000021,-0.2739430211961881
ACH-000022,-0.1417877339409196
ACH-000025,-0.1477068981490465
ACH-000028,-0.05062964131786487
ACH-000030,-0.1240152425002138
ACH-000035,-0.2756336505554422
ACH-000036,-0.30604350684525944
ACH-000037,-0.2637900658036299
ACH-000039,-0.2561100284510133
ACH-000040,-0.3839408052996943
ACH-000041,-0.17331696694623744
ACH-000042,-0.1534711906987985
ACH-000045,-0.19692065517536766
ACH-000047,-0.27750194059639194
ACH-000052,-0.30159143253368165
ACH-000053,-0.2307227543472012
ACH-000054,-0.13484174350266942
ACH-000055,-0.15968226340259936
ACH-000060,-0.16367100497667406
ACH-000067,-0.09273552959678008
ACH-000070,-0.09648402197643148
ACH-000075,-0.06693947243825903
ACH-000078,-0.1667201264103273
ACH-000082,-0.10904570623356798
ACH-000085,-0.2429706047314071
ACH-000086,-0.1514808696292126
ACH-000087,-0.11810846324042976
ACH-000092,-0.16758312430769556
ACH-000095,-0.3321024046505526
ACH-000097,-0.12512501995417522
ACH-000098,-0.16228169642995574
ACH-000099,-0.18734057602926693
ACH-000108,-0.3687915601800213
ACH-000113,0.08402250358160572
ACH-000116,-0.2584204509989993
ACH-000118,-0.12126471671203536
ACH-000120,-0.16678508908238238
ACH-000123,-0.21226726664162235
ACH-000127,-0.12775266710303113
ACH-000128,-0.12700426951491708
ACH-000132,-0.1393679050877572
ACH-000133,-0.15577232585416226
ACH-000137,-0.06024648454854833
ACH-000138,-0.11608697026598315
ACH-000142,-0.20575060192539368
ACH-000143,-0.277307672756022
ACH-000146,-0.16671318258392218
ACH-000148,-0.1302236117131717
ACH-000150,-0.3872434156904925
ACH-000152,-0.16827046105251772
ACH-000153,0.16119283353393132
ACH-000159,-0.1841814980679183
ACH-000160,-0.11703151751024007
ACH-000163,-0.09262698267302358
ACH-000167,-0.2640094322527789
ACH-000168,-0.08213911830488413
ACH-000169,-0.16662041721358725
ACH-000178,-0.13228863955589332
ACH-000183,-0.0821880171703333
ACH-000188,-0.2554185880737888
ACH-000189,-0.2880942077180502
ACH-000190,-0.23158641856839746
ACH-000198,-0.0798549303925811
ACH-000203,-0.5861669644954159
ACH-000204,-0.18622657777881071
ACH-000206,-0.3413981952092666
ACH-000207,-0.2486965556990079
ACH-000208,-0.1444121823498681
ACH-000210,0.1095776089312312
ACH-000211,-0.1235991396327468
ACH-000215,-0.2545459103902197
ACH-000221,-0.1991392020198149
ACH-000222,-0.1946725818923248
ACH-000223,-0.04209804834777644
ACH-000226,-0.14861590926301926
ACH-000227,-0.1204965265790858
ACH-000228,-0.06065324271311385
ACH-000231,-0.2421187422899279
ACH-000232,0.030612825696986583
ACH-000233,-0.0400581006124295
ACH-000234,-0.3231755580926337
ACH-000235,-0.14899808794254688
ACH-000237,-0.31648904194902633
ACH-000238,-0.16465095644920053
ACH-000242,-0.06850191739587745
ACH-000243,-0.1211628338970252
ACH-000244,-0.1712720284227663
ACH-000246,-0.17112876144702754
ACH-000248,-0.12044924988254516
ACH-000250,-0.20160049586933312
ACH-000251,-0.32605667002994737
ACH-000252,0.00986062400997511
ACH-000253,-0.10043525912624043
ACH-000255,-0.16738526861897068
ACH-000256,-0.024610645145342704
ACH-000257,-0.3314987051658013
ACH-000258,-0.16862827987910875
ACH-000259,-0.2161431904964456
ACH-000260,-0.26944966396912323
ACH-000261,-0.21401296752859836
ACH-000262,-0.3238640628578604
ACH-000263,-0.2961790790384207
