,RPS6KL1 (83694)
ACH-000004,-0.008130672472311898
ACH-000005,0.07979730808073313
ACH-000007,0.07346844544782792
ACH-000009,0.03412179297896328
ACH-000011,-0.005081880594894368
ACH-000012,0.002468164260434375
ACH-000013,-0.028730407037600214
ACH-000014,-0.10471880419569078
ACH-000015,-0.08145193916745125
ACH-000017,-0.1949977882415492
ACH-000018,-0.1714185533293682
ACH-000019,-0.004303546116262027
ACH-000021,-0.035024936975799774
ACH-000022,-0.13918852454571562
ACH-000025,-0.0547001468513899
ACH-000028,0.020191782498105573
ACH-000030,0.0031876297603276923
ACH-000035,0.03239427162713509
ACH-000036,-0.11319648812689576
ACH-000037,0.0032356935551762717
ACH-000039,-0.04100394660320617
ACH-000040,-0.1667249992969153
ACH-000041,-0.12704273251339035
ACH-000042,-0.060238362857748126
ACH-000045,-0.13722892981404136
ACH-000047,-0.05616751527287615
ACH-000052,-0.1605181264950791
ACH-000053,-0.07165109305967157
ACH-000054,-0.15762561107642958
ACH-000055,-0.15096783507645326
ACH-000060,-0.2407829418959536
ACH-000067,-0.09807547626641352
ACH-000070,-0.08393699332936104
ACH-000075,-0.3353439532720039
ACH-000078,-0.008240869243709337
ACH-000082,-0.1625193682799982
ACH-000085,-0.04513653095120799
ACH-000086,-0.00803198038599042
ACH-000087,-0.0093716900855007
ACH-000092,-0.08668755917743122
ACH-000095,-0.12314879359587505
ACH-000097,-0.056309990426804464
ACH-000098,-0.136852909957671
ACH-000099,-0.0357365398181509
ACH-000108,0.042568225031717664
ACH-000113,-0.0802616152673616
ACH-000116,-0.10115860873306286
ACH-000118,-0.1265382662231782
ACH-000120,-0.19427988888803946
ACH-000123,-0.20237749037553945
ACH-000127,0.0188820208548928
ACH-000128,-0.2299736297763628
ACH-000132,-0.005104361220360297
ACH-000133,0.012641798579189806
ACH-000137,-0.1608169511902251
ACH-000138,-0.10085689147245468
ACH-000142,-0.13427945626621882
ACH-000143,0.029389373882368276
ACH-000146,-0.09811510031140926
ACH-000148,-0.10453156373712852
ACH-000150,-0.06331558240104249
ACH-000152,0.0211334760447982
ACH-000153,-0.09675838915007484
ACH-000159,-0.105350618849096
ACH-000160,-0.09313989132915466
ACH-000163,-0.1856937565073572
ACH-000167,-0.1324577847787097
ACH-000168,0.017756165067563147
ACH-000169,-0.060085639288287286
ACH-000178,-0.001982252770164797
ACH-000183,0.04492693865839617
ACH-000188,0.034140867126898906
ACH-000189,-0.00328825183880875
ACH-000190,-0.0982424718725902
ACH-000198,-0.11170611386509972
ACH-000203,0.02820179703415418
ACH-000204,-0.12894370236217487
ACH-000206,0.13446831039870874
ACH-000207,-0.062420789940175726
ACH-000208,0.03370782471349452
ACH-000210,0.16406821383975995
ACH-000211,-0.08797880756109062
ACH-000215,-0.04236409035031684
ACH-000221,-0.15765040229956995
ACH-000222,-0.052274800418338575
ACH-000223,-0.07001680335608307
ACH-000226,-0.1955233778779443
ACH-000227,-0.12418284065733655
ACH-000228,0.0016046834216050284
ACH-000231,-0.1710461385671773
ACH-000232,-0.1986026178686892
ACH-000233,0.03504253031592137
ACH-000234,-0.12731565958515073
ACH-000235,-0.045135985347117207
ACH-000237,0.0023617428942168906
ACH-000238,-0.10823485437580108
ACH-000242,-0.06550062139087942
ACH-000243,-0.14450998947045787
ACH-000244,-0.051755389739657584
ACH-000246,-0.1511137875490652
ACH-000248,-0.16541923127566582
ACH-000250,-0.0455806047743721
ACH-000251,-0.02270396525372339
ACH-000252,-0.08186808565101286
ACH-000253,-0.05682605059165315
ACH-000255,-0.0776269672073409
ACH-000256,0.01979871392665231
ACH-000257,-0.4171324682260144
ACH-000258,-0.3180266602259115
ACH-000259,-0.045431314537818346
ACH-000260,-0.01429845710356455
ACH-000261,-0.0009757048431902983
ACH-000262,-0.10120742581219247
ACH-000263,-0.10727936641424583
ACH-000264,-0.05618971268438869
ACH-000265,-0.05714137711203079
ACH-000266,-0.05520950132917874
ACH-000272,-0.01804683949163045
ACH-000274,-0.08025953602597766
ACH-000277,0.009194308441457856
ACH-000278,-0.06878426610777527
ACH-000279,-0.11193206233633853
ACH-000280,-0.11933297314948807
ACH-000281,-0.15705098239831566
ACH-000288,-0.10665653214023396
ACH-000291,-0.0331349222870766
ACH-000293,-0.049945190603211884
ACH-000294,-0.16944894378721742
ACH-000295,-0.10582819224475323
ACH-000296,0.08488446904293855
ACH-000302,0.03373795832717002
ACH-000304,-0.06420665523440748
ACH-000307,-0.051332993429451496
ACH-000308,-0.08043162655737048
ACH-000310,-0.03051251021050253
ACH-000311,-0.02586838875970538
ACH-000312,-0.13935350909629132
ACH-000315,-0.01895610717654937
ACH-000316,-0.11998708579914585
ACH-000317,-0.08863663419618333
ACH-000318,0.16269651915597294
