,CRYAB (1410)
ACH-000004,0.1529577700259476
ACH-000005,0.053903199437847
ACH-000007,-0.008696617062960333
ACH-000009,-0.029419333071382038
ACH-000011,0.15220555572199626
ACH-000012,0.032365281705157616
ACH-000013,0.08257870068630845
ACH-000014,0.1688272130452431
ACH-000015,0.018026856658655936
ACH-000017,0.10790890733889927
ACH-000018,0.075741937952712
ACH-000019,0.14531705205656018
ACH-000021,0.09372701168203493
ACH-000022,0.04098617281994709
ACH-000025,0.14293176165014132
ACH-000028,0.004966383601035449
ACH-000030,0.1486558376194536
ACH-000035,0.10575882683304924
ACH-000036,0.035766207768343085
ACH-000037,0.02954185594497553
ACH-000039,0.022325836991331432
ACH-000040,0.11362987244624295
ACH-000041,-0.041079533706473915
ACH-000042,0.08268955876889625
ACH-000045,0.031719419449232684
ACH-000047,-0.0070193785500991274
ACH-000052,-0.022638085152853205
ACH-000053,0.0843989989115338
ACH-000054,0.07004049704647351
ACH-000055,0.021946637657787087
ACH-000060,0.14651179258951902
ACH-000067,0.26297177983816394
ACH-000070,-0.06108336325691315
ACH-000075,-0.09643871550273286
ACH-000078,0.18498499340650834
ACH-000082,0.3136875208523513
ACH-000085,0.0024602438742616253
ACH-000086,-0.03496229591612346
ACH-000087,0.08295583312681365
ACH-000092,0.13719640200575406
ACH-000095,0.10387708288371073
ACH-000097,0.07686534573638372
ACH-000098,0.09617656929039783
ACH-000099,0.1108095749466628
ACH-000108,0.0166935170228822
ACH-000113,0.011029097463495816
ACH-000116,0.09161319410723033
ACH-000118,-0.014542155565542406
ACH-000120,0.0677200438268196
ACH-000123,0.08192095546460652
ACH-000127,0.06910940194727244
ACH-000128,0.08446862174101158
ACH-000132,-0.04264137447510443
ACH-000133,0.12766607906759733
ACH-000137,0.21305857680407175
ACH-000138,-0.07318521897744386
ACH-000142,0.11723826131612534
ACH-000143,0.10098048544643963
ACH-000146,0.04909768659023527
ACH-000148,0.14660844466444292
ACH-000150,0.05487593936253502
ACH-000152,0.06909126351801283
ACH-000153,-0.007452342546951086
ACH-000159,0.05838014069152344
ACH-000160,0.12238065971828503
ACH-000163,0.042993665298204725
ACH-000167,-0.017501390529092196
ACH-000168,-0.035124876518183724
ACH-000169,0.02249749760272946
ACH-000178,0.12172734883072328
ACH-000183,0.15085762228726451
ACH-000188,0.023217661817723792
ACH-000189,0.06347648097159336
ACH-000190,0.13717090814751384
ACH-000198,0.04181514002843723
ACH-000203,0.07224610969885709
ACH-000204,0.038272756355502896
ACH-000206,0.06597123842572833
ACH-000207,0.13459357115829684
ACH-000208,0.21319550835615325
ACH-000210,-0.03803774861751765
ACH-000211,0.12510323008467214
ACH-000215,0.06259227058841292
ACH-000221,0.16899972487627551
ACH-000222,0.11354637367135614
ACH-000223,0.04737751523331812
ACH-000226,0.10357744975036748
ACH-000227,-0.008755085821412456
ACH-000228,0.003095095535152811
ACH-000231,0.05777683985796912
ACH-000232,0.03200518361891145
ACH-000233,0.08059013271715319
ACH-000234,0.044578557927529766
ACH-000235,0.07815566517941551
ACH-000237,0.005674129962707929
ACH-000238,0.0541648107088764
ACH-000242,0.09942256706827936
ACH-000243,0.04375656797403523
ACH-000244,0.163995253966084
ACH-000246,0.06483707477001859
ACH-000248,0.003058520507958297
ACH-000250,0.08676324580869066
ACH-000251,-0.00023909726568046303
ACH-000252,0.05525656425444049
ACH-000253,0.04124043293443612
ACH-000255,0.003257070793647957
ACH-000256,-0.006397534964105843
ACH-000257,0.025375702876955987
ACH-000258,0.05399175610830679
ACH-000259,-0.008293255683659606
ACH-000260,0.013665484949659957
ACH-000261,0.15051254899527178
ACH-000262,-0.041771188663640484
ACH-000263,0.03853279607735152
ACH-000264,0.06485057037030825
ACH-000265,0.07594952266787508
ACH-000266,0.03339037774798854
ACH-000272,0.0850303489642954
ACH-000274,0.09795631950337473
ACH-000277,0.09980307900517238
ACH-000278,0.09087911569121332
ACH-000279,0.023402676808292663
ACH-000280,0.19811034712196898
ACH-000281,-0.09858694402019368
ACH-000288,0.0910810981387566
ACH-000291,0.04648549493674374
ACH-000293,-0.05945994831351675
ACH-000294,-0.04362575796979251
ACH-000295,-0.01346107463334779
ACH-000296,0.21257507586942626
ACH-000302,0.0719756804539275
ACH-000304,0.047898788762867364
ACH-000307,0.12143958514650155
ACH-000308,-0.007350108435008747
ACH-000310,0.08225174181694428
ACH-000311,0.04621259690817309
ACH-000312,-0.023812478957341888
ACH-000315,0.01857808670158952
ACH-000316,-0.08980969926661173
ACH-000317,-0.11989484828192826
ACH-000318,0.08709729897102722
ACH-000319,-0.07329600476140878
ACH-000320,0.05203375228786917
ACH-000322,0.07937193234787956
ACH-000323,0.046318508318038284
ACH-000324,0.059952249009834827
ACH-000329,0.09793527660171844
ACH-000330,-0.08272139702381656
ACH-000331,0.11774319727052325
ACH-000332,-0.0512793960724253
ACH-000334,0.007273420552269569
ACH-000335,0.042598768828580116
ACH-000336,0.2498677418537741
ACH-000337,0.02542408192700999
ACH-000338,0.09974305263811717
ACH-000339,0.12102305104576508
ACH-000341,0.03415149357161744
ACH-000348,0.06611711594146867
ACH-000350,0.0208007429880692
ACH-000352,0.16548753431842556
ACH-000356,0.12337518550705588
ACH-000361,0.1071851995913722
ACH-000362,0.041924740680699984
ACH-000363,-0.007161178654537499
ACH-000364,0.015201176273915285
ACH-000365,0.055685324004860995
ACH-000366,0.018433728563980983
ACH-000368,0.09518838675400168
ACH-000374,-0.032437570472092433
ACH-000375,0.18122351948460227
ACH-000376,0.07092705880453072
ACH-000381,0.1019994034423328
ACH-000383,0.01591379350503463
ACH-000387,0.04472498287985555
ACH-000389,0.19129218407643428
ACH-000390,0.19063593343663424
ACH-000393,-0.04364736466686777
ACH-000395,0.027177070531190117
ACH-000396,-0.19704817804347408
ACH-000397,0.09057510361112042
ACH-000401,0.14932846351629125
ACH-000402,0.18777887486880676
ACH-000403,0.1336520374409063
ACH-000404,0.06034439903102661
ACH-000406,0.02853996828918685
ACH-000407,0.07773548402548032
ACH-000408,-0.09167104517593176
ACH-000410,0.07963379113813072
ACH-000411,0.07135844853834968
ACH-000414,0.06681342685113577
ACH-000415,0.082741002431487
ACH-000416,0.08978310675827338
ACH-000420,-0.09722166923561483
ACH-000421,0.048840865974879216
ACH-000424,0.09317523207676516
ACH-000425,0.10155235920916432
ACH-000426,0.041119461026431665
ACH-000427,-0.03636120082937844
ACH-000433,0.012990056534538495
ACH-000435,0.3021641912841217
ACH-000436,-0.02032652433209953
ACH-000444,0.05172114685150915
ACH-000445,0.0876769350720126
ACH-000448,0.0763359173501418
ACH-000450,0.008953823708519087
ACH-000452,0.04957710069419078
ACH-000454,0.18422428437971955
ACH-000458,-0.01864157763048496
ACH-000459,0.04991608644905065
ACH-000460,0.09306457281022563
ACH-000461,0.05782694180215955
ACH-000463,0.02747610407057526
ACH-000464,-0.06665784202112286
ACH-000466,-0.022738789016401497
ACH-000467,-0.002726148749436694
ACH-000468,0.02684212936193112
ACH-000469,-0.07367002547622553
ACH-000470,0.11169401891278298
ACH-000471,0.030788100705208668
ACH-000472,0.08025896116492008
ACH-000473,0.06266490875083824
ACH-000475,0.07962535677090671
ACH-000476,-0.018541898687007667
ACH-000477,0.034969448415332685
ACH-000479,-0.03683794665498543
ACH-000480,-0.037174720297082735
ACH-000481,0.05779185627699977
ACH-000483,0.10801032064123348
ACH-000484,-0.08805355374092502
ACH-000485,0.08963825308572003
ACH-000486,-0.02136093067482861
ACH-000487,0.07701663305685227
