,JOSD2 (126119)
ACH-000004,0.2377923408469669
ACH-000005,0.04556734811188544
ACH-000007,0.1972425578925712
ACH-000009,0.12179323766859397
ACH-000011,0.10578742605211383
ACH-000012,0.1503741746590578
ACH-000013,0.02186865819035749
ACH-000014,0.16495302287332256
ACH-000015,-0.03395043018003275
ACH-000017,0.16996996804535022
ACH-000018,0.014346000328679309
ACH-000019,0.1170214202848203
ACH-000021,0.22106289210388508
ACH-000022,0.18801457332144825
ACH-000025,0.2438475290487129
ACH-000028,0.08475380126865897
ACH-000030,0.04367654115143087
ACH-000035,0.09786053513679843
ACH-000036,0.1097316262379148
ACH-000037,0.12230977626283683
ACH-000039,0.18406955174014206
ACH-000040,0.1419899487063253
ACH-000041,0.09934006505163066
ACH-000042,0.13067977277028847
ACH-000045,0.04900699986703192
ACH-000047,-0.03737948560907465
ACH-000052,0.01971140933506248
ACH-000053,0.06016240583019171
ACH-000054,0.10418021942258823
ACH-000055,0.21699111124602452
ACH-000060,0.13820675079883096
ACH-000067,0.17554557442039145
ACH-000070,0.2265595479082008
ACH-000075,0.08872774353013978
ACH-000078,0.026963214873409625
ACH-000082,0.14895185135295436
ACH-000085,0.20996150556480325
ACH-000086,0.14845813817919487
ACH-000087,0.08686090835787498
ACH-000092,0.13814675711769178
ACH-000095,0.15761388981940772
ACH-000097,0.0449360874071989
ACH-000098,0.08306251018139628
ACH-000099,0.10079487329357084
ACH-000108,0.09664344016077167
ACH-000113,0.15970082664589824
ACH-000116,0.15501795544170108
ACH-000118,0.10063368417557964
ACH-000120,0.11305173057815085
ACH-000123,0.1939731505416385
ACH-000127,0.13085377116633012
ACH-000128,0.16493226759578605
ACH-000132,0.2205862402268376
ACH-000133,0.2394924936436555
ACH-000137,0.049169367824402316
ACH-000138,-0.01733891263708446
ACH-000142,0.1368179891881435
ACH-000143,0.11598453991529455
ACH-000146,0.12232720496552354
ACH-000148,0.17575384321241416
ACH-000150,0.1518182812538711
ACH-000152,0.09976623483465244
ACH-000153,0.2928055237096426
ACH-000159,0.09497980746308406
ACH-000160,0.019439455278181843
ACH-000163,0.10208693069237942
ACH-000167,0.11253722082565212
ACH-000168,0.09485207039272006
ACH-000169,0.006242300417916654
ACH-000178,0.13603983452273696
ACH-000183,0.024344198774187
ACH-000188,0.15611130631919695
ACH-000189,0.08043377854435331
ACH-000190,0.17401217893513013
ACH-000198,0.2438934371793992
ACH-000203,-0.007176005416179338
ACH-000204,0.17524619654413334
ACH-000206,0.1499936116171806
ACH-000207,0.125589213128203
ACH-000208,0.06112686101237175
ACH-000210,0.1843446453288224
ACH-000211,0.05024546049176706
ACH-000215,0.238985132860629
ACH-000221,0.14412946466034354
ACH-000222,0.1341443669602624
ACH-000223,0.11647680078601445
ACH-000226,0.1145442869918392
ACH-000227,0.1374959212055064
ACH-000228,0.14547902536854376
ACH-000231,0.19888739353267806
ACH-000232,0.053942709736516416
ACH-000233,0.08628819610226607
ACH-000234,0.08281640592883033
ACH-000235,0.09615929027747608
ACH-000237,0.058889576816399135
ACH-000238,0.09931519758206736
ACH-000242,0.2961326505709895
ACH-000243,0.2113926080472163
ACH-000244,0.160850276323999
ACH-000246,0.2020687820099123
ACH-000248,0.1310501871921412
ACH-000250,0.1459580800806834
ACH-000251,0.12723128781742454
ACH-000252,0.285299414366183
ACH-000253,0.1484899497491213
ACH-000255,0.050271046840284654
ACH-000256,0.06479313131755092
ACH-000257,0.3041080810679736
ACH-000258,0.14850433634713506
ACH-000259,0.1136956747914208
ACH-000260,0.06784244760253699
ACH-000261,0.06271308215330403
ACH-000262,-0.15750539754719575
ACH-000263,0.2348641161664701
ACH-000264,0.13617826330059338
ACH-000265,0.02476593077002834
ACH-000266,0.12590933255764075
ACH-000272,0.09825693191076916
ACH-000274,0.1672110623846534
ACH-000277,0.04777029357808731
ACH-000278,0.18800054460744145
ACH-000279,0.12381033966701264
ACH-000280,0.0861587954855351
ACH-000281,0.13949437493359002
ACH-000288,0.1772621472246248
ACH-000291,0.1546213093450876
ACH-000293,0.16825789281583978
ACH-000294,0.13393400482941
ACH-000295,0.0467528739413195
ACH-000296,0.13938331437974014
ACH-000302,-0.056662061608193086
ACH-000304,0.08301348747700439
ACH-000307,0.12645667446735875
ACH-000308,0.042221912538113464
ACH-000310,0.0771497775201693
ACH-000311,0.22420429948640871
ACH-000312,0.16579932191666635
ACH-000315,0.18447778584266944
ACH-000316,0.13959289750887324
ACH-000317,0.26827453599704104
ACH-000318,0.18470543580340626
ACH-000319,0.2564229472508522
ACH-000320,0.237078064564033
ACH-000322,0.13150337415547006
ACH-000323,0.09674512508881608
ACH-000324,0.08654390196458125
ACH-000329,0.10735239882359993
ACH-000330,0.15225961138854485
ACH-000331,0.2221270652685028
ACH-000332,0.09687506225723697
ACH-000334,0.01986192146175726
ACH-000335,0.07140049546466291
