,CST9L (128821)
ACH-000004,-0.050483092027393005
ACH-000005,0.06554967292897643
ACH-000007,-0.1295872594698857
ACH-000009,-0.03837561167818284
ACH-000011,-0.001464758140867807
ACH-000012,0.029731555569713738
ACH-000013,0.030623247066210262
ACH-000014,-0.011756630079760409
ACH-000015,0.04795944026356101
ACH-000017,0.031128699371562818
ACH-000018,0.1659801476205051
ACH-000019,-0.06420343917854207
ACH-000021,0.02114360230221799
ACH-000022,0.0705968151705273
ACH-000025,0.014108024002012332
ACH-000028,-0.007552635119652137
ACH-000030,0.07318038430073541
ACH-000035,-0.2282941364381463
ACH-000036,-0.1114547867577699
ACH-000037,-0.08745955443161843
ACH-000039,-0.06849835773699192
ACH-000040,-0.001799564621910814
ACH-000041,0.14082601179374074
ACH-000042,0.011602849360640264
ACH-000045,-0.011908651966539764
ACH-000047,0.05508633562387972
ACH-000052,-0.034710414229276065
ACH-000053,0.06344186436843548
ACH-000054,0.04517980389076518
ACH-000055,0.08657234942406583
ACH-000060,0.18407510629644025
ACH-000067,-0.15060146737950622
ACH-000070,0.024459152750169275
ACH-000075,0.02230523892391313
ACH-000078,0.15625645996630244
ACH-000082,0.08362353834402539
ACH-000085,-0.054681998584298834
ACH-000086,0.011082682678561651
ACH-000087,0.2022542540683701
ACH-000092,-0.014880279280190275
ACH-000095,0.005376983385416785
ACH-000097,-0.044878358135476484
ACH-000098,-0.09335175845693036
ACH-000099,0.032059383460693085
ACH-000108,0.08424102627885766
ACH-000113,-0.0069789670998543964
ACH-000116,0.037865948303911774
ACH-000118,-0.06881688925256367
ACH-000120,0.05448043804675643
ACH-000123,-0.01871827880580346
ACH-000127,-0.012477340857041736
ACH-000128,0.06935626552753485
ACH-000132,0.08786431679746064
ACH-000133,0.055853721154654826
ACH-000137,-0.05454819332405893
ACH-000138,0.05086827616379755
ACH-000142,0.15772778348370886
ACH-000143,0.1940627412244927
ACH-000146,-0.015867244531430246
ACH-000148,0.035742646619482364
ACH-000150,-0.028170384330269787
ACH-000152,-0.038446114231268806
ACH-000153,-0.021751065552014427
ACH-000159,0.11566599884037458
ACH-000160,-0.1190534902620398
ACH-000163,0.11659114843618247
ACH-000167,-0.06299290737261093
ACH-000168,0.10644384735550624
ACH-000169,-0.036786443344328734
ACH-000178,0.050149172335048765
ACH-000183,0.122596881392998
ACH-000188,0.09098691363258757
ACH-000189,0.05274181047272925
ACH-000190,-0.024000946846233603
ACH-000198,0.09660137216803412
ACH-000203,0.16257680213134154
ACH-000204,0.09404585322871853
ACH-000206,0.09444704699531807
ACH-000207,0.20996069851414995
ACH-000208,-0.1982965485349017
ACH-000210,-0.146473649754197
ACH-000211,0.05419653417418157
ACH-000215,-0.046700472415309495
ACH-000221,0.18839821215762653
ACH-000222,-0.01820807785997656
ACH-000223,0.06800149149253512
ACH-000226,0.048209492443545485
ACH-000227,0.0024089092218998144
ACH-000228,-0.06876174427437817
ACH-000231,0.10915669661276252
ACH-000232,0.06673650591694334
ACH-000233,0.14752289311949962
ACH-000234,-0.039639860476917366
ACH-000235,0.0066522712619321465
ACH-000237,-0.17715265305617614
ACH-000238,-0.11264424097692435
ACH-000242,0.10535861295678556
ACH-000243,-0.00546937384519925
ACH-000244,-0.19622487440693956
ACH-000246,0.043822440411640566
ACH-000248,0.06137396309122384
ACH-000250,0.0072391574364231185
ACH-000251,-0.020921402187411398
ACH-000252,-0.19752498379605934
ACH-000253,0.09960048732009816
ACH-000255,0.08286285306727112
ACH-000256,-0.11261721776115205
ACH-000257,0.11174089269674783
ACH-000258,0.21730592892292488
ACH-000259,-0.031232985769544256
ACH-000260,-0.014294963531053797
ACH-000261,0.05667046099521773
ACH-000262,-0.2795176254144737
ACH-000263,0.1618131741728324
ACH-000264,-0.07497948176296894
ACH-000265,0.004172586759048593
ACH-000266,0.031912333430365494
ACH-000272,0.06240527053319606
ACH-000274,0.002360493016910464
ACH-000277,-0.03571685604082957
ACH-000278,-0.2276829786101982
ACH-000279,0.12958127796146676
ACH-000280,0.044967986179815685
ACH-000281,0.007115866863357225
ACH-000288,0.041111544128080366
ACH-000291,-0.012155329017268743
ACH-000293,0.0014139334742029545
ACH-000294,0.09347267012653934
ACH-000295,0.1645895749436836
ACH-000296,0.21203884775204046
