,POLL (27343)
ACH-000004,-0.1701085265175644
ACH-000005,0.04092467008420562
ACH-000007,-0.22296484186906845
ACH-000009,-0.2376448987859011
ACH-000011,-0.16922084489527175
ACH-000012,-0.1122866452229075
ACH-000013,-0.14813550782660462
ACH-000014,-0.1693834557685524
ACH-000015,-0.19955257276865745
ACH-000017,-0.17274845541201272
ACH-000018,-0.20395933282165785
ACH-000019,-0.0007370695798832251
ACH-000021,0.019400149873061188
ACH-000022,-0.11368295827255585
ACH-000025,-0.06237014482382493
ACH-000028,-0.20154794279646354
ACH-000030,-0.1876162825990222
ACH-000035,-0.1103239679091738
ACH-000036,-0.012158080598789823
ACH-000037,0.0006601883297005031
ACH-000039,0.0020024434503764345
ACH-000040,-0.1652139735813148
ACH-000041,-0.15082270875338452
ACH-000042,-0.08205242225307931
ACH-000045,-0.1498685650108194
ACH-000047,0.017377678070515542
ACH-000052,-0.0990349725693576
ACH-000053,-0.06576899468205559
ACH-000054,-0.1388466470298593
ACH-000055,-0.3387176827501648
ACH-000060,-0.053302491337140455
ACH-000067,-0.20126214254129896
ACH-000070,-0.05735150001213001
ACH-000075,-0.08147465796379474
ACH-000078,-0.06397198807513227
ACH-000082,-0.1573358917872394
ACH-000085,0.014506889032070425
ACH-000086,-0.07011739780677582
ACH-000087,-0.17519185005641516
ACH-000092,-0.03745339170927632
ACH-000095,-0.10674032019208142
ACH-000097,-0.1207703540395935
ACH-000098,-0.16664179767693355
ACH-000099,-0.2363730047165153
ACH-000108,-0.02496104100940268
ACH-000113,-0.015330832814732291
ACH-000116,-0.07304316536892393
ACH-000118,-0.1499509543744884
ACH-000120,-0.14076895919103133
ACH-000123,-0.1989686431921423
ACH-000127,-0.16118785992143178
ACH-000128,-0.1601423430930291
ACH-000132,-0.1477385665433681
ACH-000133,-0.07142226828829353
ACH-000137,-0.03193515568042906
ACH-000138,-0.08654239812299509
ACH-000142,0.0550003246553119
ACH-000143,-0.023079593256908632
ACH-000146,-0.0188770073507672
ACH-000148,-0.35144391645925593
ACH-000150,-0.11692200116192847
ACH-000152,-0.20234942333621048
ACH-000153,-0.05340764051732628
ACH-000159,-0.1685953621638404
ACH-000160,-0.2316272616675055
ACH-000163,-0.1171300406966828
ACH-000167,-0.2348803242823889
ACH-000168,-0.045527244653327734
ACH-000169,-0.2807139428955485
ACH-000178,-0.0970277017080659
ACH-000183,-0.051904739497741326
ACH-000188,-0.12515361608502934
ACH-000189,-0.3777561859293659
ACH-000190,-0.2444926118614174
ACH-000198,-0.15553229054793508
ACH-000203,-0.5686979069194977
ACH-000204,-0.01646600838753021
ACH-000206,0.022283902986750998
ACH-000207,-0.0772245384135137
ACH-000208,0.032887556064706086
ACH-000210,-0.5510643275438479
ACH-000211,-0.2091560040409334
ACH-000215,-0.09656640353418093
ACH-000221,-0.04241668096716908
ACH-000222,0.04684430996670295
ACH-000223,-0.06720803941379568
ACH-000226,-0.0007003954548803142
ACH-000227,-0.21558852194112232
ACH-000228,-0.14496983558739854
ACH-000231,-0.22643231556542076
ACH-000232,-0.16391245807357308
ACH-000233,-0.15976737549432435
ACH-000234,-0.08017175186218492
ACH-000235,-0.12939544812971393
ACH-000237,-0.17639640055664527
ACH-000238,-0.10204501095530444
ACH-000242,-0.1292303918729229
ACH-000243,-0.1426879475865742
ACH-000244,0.037150357447619166
ACH-000246,-0.08678586813654755
ACH-000248,-0.20531452271446174
ACH-000250,-0.1341253677020204
ACH-000251,0.1212047676244046
ACH-000252,-0.3490047915100122
ACH-000253,-0.11217468431376222
ACH-000255,-0.20962316244845625
ACH-000256,-0.12699182838745834
ACH-000257,0.10961265600790723
ACH-000258,-0.07528368178889475
ACH-000259,-0.08062029376687976
ACH-000260,0.07245487841931994
ACH-000261,-0.16158252586191535
ACH-000262,-0.30562879726602915
ACH-000263,0.18853018625866566
ACH-000264,-0.2287197059334711
ACH-000265,-0.1810457223788149
ACH-000266,-0.11443986172761032
ACH-000272,-0.05410877409933676
ACH-000274,-0.1262221397434361
ACH-000277,-0.10011365141023147
ACH-000278,-0.1991127827049906
ACH-000279,-0.1019494823195155
ACH-000280,-0.2093034411540537
ACH-000281,-0.18398772540862585
ACH-000288,-0.11328302402447993
ACH-000291,-0.17943001264988448
ACH-000293,-0.3158696391472359
ACH-000294,-0.3662691437273989
ACH-000295,-0.09243043603317024
ACH-000296,-0.13811143796353967
ACH-000302,-0.13531744092827025
ACH-000304,-0.21108690656518253
ACH-000307,-0.1954578482241691
ACH-000308,-0.0824373379489961
ACH-000310,-0.0912534354980504
ACH-000311,-0.054580753367581496
ACH-000312,-0.06825317000197201
ACH-000315,-0.23579479685017465
ACH-000316,-0.004866892919533785
ACH-000317,-0.222467744736653
ACH-000318,-0.2581595594723697
ACH-000319,-0.09912397239753756
ACH-000320,-0.03634977255662284
ACH-000322,-0.1884461463308744
ACH-000323,-0.0755560994468249
ACH-000324,-0.20445623197193527
ACH-000329,-0.13974201530764374
ACH-000330,-0.1959365367054472
ACH-000331,-0.03669134058266375
ACH-000332,-0.14992547157565125
ACH-000334,-0.2542635408683556
ACH-000335,-0.11890148379580907
ACH-000336,-0.17830618515106647
ACH-000337,-0.15066401930843365
ACH-000338,0.19228344024117489
ACH-000339,-0.15653932963461206
ACH-000341,-0.19365066332558575
ACH-000348,-0.15136198356808658
ACH-000350,-0.1704118497339744
ACH-000352,-0.16023662795761398
ACH-000356,-0.14289958205798792
ACH-000361,-0.14376741683031433
ACH-000362,-0.03328161050927743
ACH-000363,-0.06192623047748059
ACH-000364,-0.13377445436295102
ACH-000365,-0.1431407465348351
ACH-000366,-0.2003306868810209
ACH-000368,-0.20902533574982726
ACH-000374,-0.19436171209365166
ACH-000375,-0.0831579439981637
ACH-000376,-0.10942324405654263
ACH-000381,-0.16455395704322606
ACH-000383,-0.15290472066253588
ACH-000387,-0.2659085137636071
ACH-000389,-0.0021997628400425386
ACH-000390,-0.09168954820826326
ACH-000393,-0.1300990384466857
ACH-000395,-0.32263583767804943
ACH-000396,-0.16307006488552594
ACH-000397,0.0031731342058927865
ACH-000401,-0.08401296484442451
ACH-000402,0.6067956412150668
ACH-000403,-0.15675353213154214
ACH-000404,-0.047071665461933865
ACH-000406,-0.17100270006814905
ACH-000407,-0.258175886935376
ACH-000408,-0.10110230057594416
ACH-000410,-0.08223878933176575
ACH-000411,-0.08726695803900339
ACH-000414,-0.048261851692793296
ACH-000415,-0.2507141110834806
ACH-000416,-0.08470682008086924
ACH-000420,-0.16765861276652078
ACH-000421,-0.17476720352173905
ACH-000424,-0.11673589304786568
ACH-000425,-0.2104106975105723
ACH-000426,-0.050033512667635095
ACH-000427,-0.14123502237281518
ACH-000433,-0.0533418333789299
ACH-000435,0.14424728017822655
ACH-000436,-0.3293038193449824
ACH-000444,-0.021236956365104025
ACH-000445,0.01129812192050138
ACH-000448,-0.14691157254622028
ACH-000450,0.13188753210279286
ACH-000452,-0.2592269575459762
ACH-000454,-0.1270554770266592
ACH-000458,-0.1378117265563571
ACH-000459,0.04499289405203559
ACH-000460,-0.04730498839206312
ACH-000461,-0.06227007303231762
ACH-000463,-0.1242622912261641
ACH-000464,-0.19836061701255606
ACH-000466,-0.14234882368031834
ACH-000467,-0.06788761248735928
ACH-000468,-0.1720708233075473
ACH-000469,-0.1034368497977649
ACH-000470,-0.17554895122654818
ACH-000471,-0.07244492659022864
ACH-000472,-0.15241234496968625
ACH-000473,-0.07103212545606237
ACH-000475,-0.11268457454245402
ACH-000476,-0.11916978505990555
ACH-000477,-0.09202109297249662
ACH-000479,-0.07433826279425022
ACH-000480,-0.021743058328236683
ACH-000481,-0.2513321337848455
ACH-000483,-0.2449056311845713
ACH-000484,-0.13666517894646604
ACH-000485,-0.18656772155187767
ACH-000486,-0.12018914702192735
ACH-000487,-0.3448713130709717
ACH-000488,-0.0069788415930411045
ACH-000490,-0.14215614759469322
ACH-000491,-0.20406705272343306
ACH-000495,-0.25753586574202475
ACH-000496,-0.18445370779997725
ACH-000499,-0.2124790824098698
ACH-000500,-0.12910350013389016
ACH-000502,-0.03930814585136322
ACH-000503,-0.2301970721611236
ACH-000505,-0.13743009189644415
ACH-000507,-0.10230068252617984
ACH-000510,-0.1980199162692674
ACH-000511,-0.21595306018926166
ACH-000512,-0.04295650258089681
ACH-000516,-0.07806752587924441
ACH-000517,-0.15988280195666565
ACH-000518,-0.12889878787154818
ACH-000520,-0.0686341549872421
ACH-000521,-0.1173440153803536
ACH-000522,-0.0227375741381051
