,PJA2 (9867)
ACH-000004,-0.08319160264081282
ACH-000005,-0.21428481192834384
ACH-000007,0.03399986587156376
ACH-000009,-0.08801241833810221
ACH-000011,0.13413773366655815
ACH-000012,0.1504211919239596
ACH-000013,0.09144990827965976
ACH-000014,0.13278145119927698
ACH-000015,-0.023423071110260797
ACH-000017,0.15017992922384907
ACH-000018,0.045627846301171726
ACH-000019,0.2069518829490904
ACH-000021,-0.017088172102659352
ACH-000022,0.06565488681547224
ACH-000025,0.14781079836979014
ACH-000028,0.09042864402721056
ACH-000030,0.017097713879444164
ACH-000035,-0.031148031230174456
ACH-000036,-0.06460725904993514
ACH-000037,0.08764478755734212
ACH-000039,0.010268668191275532
ACH-000040,0.14203632932884075
ACH-000041,0.06118283135924318
ACH-000042,0.057748732360204565
ACH-000045,0.07091997048815117
ACH-000047,0.02861088215510928
ACH-000052,-0.10463434667184933
ACH-000053,0.08653968743419913
ACH-000054,-0.038565990118507386
ACH-000055,0.02123592688367687
ACH-000060,0.0847508544801466
ACH-000067,0.0607615695647627
ACH-000070,-0.16312942086732318
ACH-000075,0.16262246859109056
ACH-000078,0.12650828396194155
ACH-000082,-0.06752169275662255
ACH-000085,0.005443599835751457
ACH-000086,-0.038240278641904484
ACH-000087,-0.16739070094189964
ACH-000092,-0.035844525491391666
ACH-000095,-0.07234255463217039
ACH-000097,0.13310454985509254
ACH-000098,0.09376700722045084
ACH-000099,0.03932964924143637
ACH-000108,-0.12911138608673636
ACH-000113,-0.06304737982344731
ACH-000116,0.03508029816965837
ACH-000118,-0.01282519876273764
ACH-000120,0.08402678190762494
ACH-000123,-0.013100599562602452
ACH-000127,0.033959110725930414
ACH-000128,0.008333554920895044
ACH-000132,0.06048104921915815
ACH-000133,-0.01634362946176056
ACH-000137,-0.0021479397397461755
ACH-000138,0.10184435224514583
ACH-000142,0.036823401223225034
ACH-000143,-0.10270610560535476
ACH-000146,0.07996010853825697
ACH-000148,-6.147638601382726e-06
ACH-000150,0.0001087308362053634
ACH-000152,0.042707304190748384
ACH-000153,0.14329610997560913
ACH-000159,0.006806206827195882
ACH-000160,0.06151471309813849
ACH-000163,-0.012018330320635848
ACH-000167,-0.1653340263432554
ACH-000168,0.1314756343544237
ACH-000169,-0.1095316178075586
ACH-000178,-0.03562483234031801
ACH-000183,-0.14707756909556485
ACH-000188,0.018590259480893268
ACH-000189,0.1279896375970305
ACH-000190,-0.04602267458420768
ACH-000198,0.30027676574766354
ACH-000203,-0.09071983957279922
ACH-000204,-0.2429167009768297
ACH-000206,-0.023005731041279474
ACH-000207,-0.011575062121988092
ACH-000208,-0.11045771854109772
ACH-000210,0.06699788952779309
ACH-000211,0.08148899658479884
ACH-000215,0.08943807656522576
ACH-000221,0.15705275349874107
ACH-000222,-0.10701890833807924
ACH-000223,0.027071265778707613
ACH-000226,0.2431459763920683
ACH-000227,-0.11007762387041947
ACH-000228,-0.034035719750303534
ACH-000231,-0.013382354943473515
ACH-000232,-0.08596871243444752
ACH-000233,0.1166609288851142
ACH-000234,0.13702225476492094
ACH-000235,0.008632686998565826
ACH-000237,0.1510608917980953
ACH-000238,0.008826169788666743
ACH-000242,0.12422111216188693
ACH-000243,-0.026265210149587968
ACH-000244,-0.19723652563609245
ACH-000246,0.12413406122469313
ACH-000248,0.16467516660257578
ACH-000250,0.008271026027122116
ACH-000251,-0.03727821316200057
ACH-000252,0.18453298152982764
ACH-000253,0.005126163184395471
ACH-000255,0.03103594836064257
ACH-000256,0.01881861708133242
