,MPDU1 (9526)
ACH-000480,-0.4031195222879598
ACH-000481,-0.2051748329925104
ACH-000483,-0.23523924490365775
ACH-000484,-0.2293107177747873
ACH-000485,-0.10519171715491944
ACH-000486,-0.16343290122288334
ACH-000487,-0.017640372982431433
ACH-000488,-0.1424445635008734
ACH-000490,-0.13107282933608544
ACH-000491,-0.011121585253413521
ACH-000495,0.0691913422530713
ACH-000496,-0.4244361700517399
ACH-000499,0.039670213982993516
ACH-000500,-0.7468015880722367
ACH-000502,-0.2349747519486169
ACH-000503,-0.1421599734312532
ACH-000505,-0.22876550050320865
ACH-000507,-0.39654767348012543
ACH-000510,-0.1420265712497249
ACH-000511,-0.15381209418968414
ACH-000512,-0.23263447026915074
ACH-000516,-0.1310800333273674
ACH-000517,-0.08769396195073269
ACH-000518,-0.4338483983393865
ACH-000520,-0.2244565849058548
ACH-000521,-0.2857215205851413
ACH-000522,-0.1013806180135593
ACH-000524,-0.1340565844801877
ACH-000527,-0.2613454860924276
ACH-000528,-0.3003345875777235
ACH-000537,-0.4799837960824627
ACH-000541,-0.6240780851697879
ACH-000542,-0.156779788792798
ACH-000544,-0.07798313534715462
ACH-000545,-0.16270418310704002
ACH-000547,-0.3474140213044731
ACH-000548,-0.3207388708512189
ACH-000549,-0.3989817648910095
ACH-000550,-0.28888183923284955
ACH-000552,-0.2285097491769456
ACH-000556,-0.1408929387978725
ACH-000557,-0.05270543669874776
ACH-000569,-0.20073639892083245
ACH-000570,-0.1310513617213797
ACH-000571,-0.08608055282978358
ACH-000573,-0.002762371060425446
ACH-000576,-0.37430834817231023
ACH-000579,-0.08271121412119642
ACH-000580,-0.051154967693429636
ACH-000584,-0.1777453791733031
ACH-000585,-0.1828517905417912
ACH-000588,-0.5474418716720824
ACH-000589,-0.14913702133403767
ACH-000591,-0.2753174180304298
ACH-000593,-0.2509179400868901
ACH-000600,-0.12389581559523473
ACH-000601,-0.05196804387322592
ACH-000605,-0.10651085589315658
ACH-000606,-0.1945793639883366
ACH-000608,-0.19876253326135696
ACH-000614,-0.11353063399127412
ACH-000616,0.00572348696681372
ACH-000618,-0.17895514280373398
ACH-000619,-0.2658161932654119
ACH-000620,-0.2995445090464878
ACH-000621,-0.27452924830829684
ACH-000622,-0.11991001000922265
ACH-000623,-0.11782618138153735
ACH-000624,-0.1315728890262732
ACH-000627,-0.13186306297058248
ACH-000630,-0.3251082199813347
ACH-000631,-0.35456836658264673
ACH-000632,-0.30613712583569946
ACH-000633,-0.4590375873612248
ACH-000637,-0.1181677073598886
ACH-000638,-0.07928507576832314
ACH-000646,-0.27854800177255895
ACH-000647,-0.14595836523783912
ACH-000648,-0.019509791677188956
ACH-000649,-0.30123462621029523
ACH-000651,-0.02672814545799571
ACH-000652,-0.11367315778110045
ACH-000653,-0.2090547005897508
ACH-000657,-0.18453610576015345
ACH-000658,-0.6435364202734114
ACH-000661,0.013243601599293366
ACH-000662,-0.007572843250476256
ACH-000663,-0.09077448435756663
ACH-000665,-0.1266943099062213
ACH-000671,-0.21572987060907733
ACH-000672,0.02693647631429592
ACH-000673,-0.14485411310853427
ACH-000676,-0.16200660531296035
ACH-000677,-0.08742144466305969
ACH-000681,-0.13801889002487674
ACH-000683,-0.11181070921397178
ACH-000684,-0.06166971108580418
ACH-000688,-0.3984361161322393
ACH-000693,-0.08687003666420404
ACH-000694,-0.034391163641065176
ACH-000695,-0.16666978347633635
ACH-000696,-0.11046429497906507
ACH-000697,-0.3551683621686136
ACH-000699,-0.0955758915685826
ACH-000701,-0.15910020791259355
ACH-000706,-0.31588644236845703
ACH-000711,-0.16604302554089456
ACH-000713,-0.38453299652625894
ACH-000714,-0.1460780104400114
ACH-000718,-0.12127131961031865
ACH-000720,-0.16245110202623708
ACH-000721,-0.20577370178512594
ACH-000724,-0.25931571725799063
ACH-000725,-0.08292313604361239
ACH-000732,-0.2380869712149149
ACH-000734,-0.1691607221823455
ACH-000735,-0.2417010310286824
ACH-000736,-0.09762186369457428
ACH-000738,-0.11203540978049156
ACH-000746,-0.058643093070860665
ACH-000747,-0.020455050311615437
ACH-000748,-0.1170224937892462
ACH-000753,-0.14374743520765262
ACH-000756,-0.12477226775203233
ACH-000757,-0.03225732221854094
ACH-000758,-0.04186944929604115
ACH-000760,-0.1805152006113314
ACH-000762,-0.40337537396887213
ACH-000763,-0.2923974609704331
ACH-000764,-0.19937539102411692
ACH-000765,-0.07368939457673228
ACH-000766,-0.11860538850164005
ACH-000767,-0.007757950465813366
ACH-000768,-0.16896192126674112
ACH-000769,-0.2056536777825959
ACH-000770,-0.30749672801680544
ACH-000771,-0.4735114685198058
ACH-000773,-0.2521983353788245
ACH-000776,-0.17615387504884628
ACH-000777,-0.2714369858553447
ACH-000778,-0.3819120566407735
ACH-000781,-0.10723607610576266
ACH-000782,-0.16849029322705275
ACH-000783,-0.2315325548882169
ACH-000784,-0.12245637691182686
ACH-000785,-0.32110556842798244
ACH-000787,-0.36194902128329215
ACH-000788,-0.21035941165107944
ACH-000791,-0.2429468166972889
ACH-000792,-0.33153626269630365
ACH-000794,-0.4348316123322593
ACH-000796,-0.07277060020115833
ACH-000798,-0.0621519656201017
ACH-000799,-0.12674693767833245
ACH-000800,-0.04268249245886439
ACH-000802,-0.12362791312296005
ACH-000804,-0.20774815752668332
ACH-000805,-0.10899944796791652
ACH-000809,-0.19034160903248584
ACH-000810,-0.15598617467153136
ACH-000811,-0.2813605643474317
ACH-000817,-0.5620095651172884
ACH-000819,-0.10150301237372317
ACH-000820,-0.061370358335988175
ACH-000821,-0.17184981031820148
ACH-000822,-0.10283474741841177
ACH-000823,-0.11372985312063785
ACH-000824,-0.04513664219310424
ACH-000827,-0.05486949682397359
ACH-000829,-0.20708117550105645
ACH-000831,0.10044861512034507
ACH-000832,-0.4206785554668527
ACH-000833,-0.18224974193849613
ACH-000834,-0.2431730256412697
ACH-000835,-0.10406237080654468
ACH-000836,-0.6524780142247991
ACH-000837,-0.13507509139490828
ACH-000838,-0.17198033784677708
ACH-000839,-0.44280837635791853
ACH-000840,-0.20372218654234653
ACH-000841,-0.0683572902611704
ACH-000843,-0.1295905314316842
ACH-000846,-0.04564747206053416
ACH-000847,-0.2378421407328673
ACH-000848,-0.02353668065667933
ACH-000849,-0.32961011786350275
ACH-000851,-0.18005913607536175
ACH-000855,-0.013209256139741252
ACH-000856,-0.2731813182945787
ACH-000858,-0.11581314672965197
ACH-000859,0.08277902294351032
ACH-000861,-0.29466970154740074
ACH-000862,-0.240293670222592
ACH-000865,0.03301961298810782
ACH-000866,-0.02634305714099516
ACH-000867,-0.07092103551266482
ACH-000869,-0.29156340967174843
ACH-000872,-0.29523412770774754
ACH-000873,-0.1895123672325228
ACH-000876,-0.1183590375478706
ACH-000878,-0.08370101503558547
ACH-000880,-0.16537833159698745
ACH-000881,0.04183073607345577
ACH-000882,-0.013728324499507493
ACH-000884,0.054343572077798594
ACH-000885,-0.4951722332936583
ACH-000887,-0.2900902084662249
ACH-000889,-0.2375593258928262
ACH-000896,-0.24049322330160056
ACH-000898,0.03261412636868323
ACH-000900,-0.07634626424862845
ACH-000901,-0.1888292860839839
ACH-000905,-0.2836814993427598
ACH-000906,-0.09852546130388497
ACH-000907,-0.3107686019206233
ACH-000910,-0.16598795357319196
ACH-000911,-0.19039884070720936
ACH-000912,-0.0215829881875697
ACH-000913,-0.17189398336314768
ACH-000915,-0.0431020539961394
ACH-000916,-0.374458368378181
ACH-000917,-0.20971019765809845
ACH-000920,-0.009457341108766854
ACH-000921,-0.1917640308561082
ACH-000924,-0.18030572914393705
ACH-000926,-0.2211763612757764
ACH-000928,-0.2122067455348801
ACH-000929,-0.4145747994632581
ACH-000932,-0.08002862683622547
ACH-000935,-0.09620739465409216
ACH-000936,-0.3111396848079804
ACH-000937,-0.051307796947757514
ACH-000938,-0.1305914788485108
ACH-000939,-0.10601968850972653
ACH-000941,-0.12990102894514774
ACH-000943,-0.10098024420557852
ACH-000946,-0.12468799186646988
ACH-000947,-0.03947075098218305
ACH-000948,-0.2519220442720496
ACH-000950,-0.048873581402943005
ACH-000953,-0.12651625431798755
ACH-000954,-0.06858135291076561
ACH-000957,-0.21284996810304674
ACH-000958,-0.1401901393857355
ACH-000960,-0.0704399179803234
ACH-000963,-0.05066092881868367
ACH-000968,-0.04457983366719567
ACH-000969,-0.22486926551874767
ACH-000972,-0.09749688155100857
ACH-000973,-0.06357364350658823
ACH-000974,-0.10149138992416118
ACH-000978,-0.18848585429952555
ACH-000984,-0.13879024399120254
ACH-000986,-0.2051987652242015
ACH-000988,-0.15101541392353854
ACH-000993,-0.3600244080061521
ACH-000994,-0.13476682139605875
ACH-000996,-0.16179113723425495
ACH-001001,-0.07403239416499519
ACH-001020,-0.07533945424711848
ACH-001028,-0.158060875443377
ACH-001031,-0.1193776282663808
ACH-001038,-0.10378247234346984
ACH-001048,-0.30162685287780805
ACH-001050,-0.0816043359851542
ACH-001053,-0.01715263601994846
ACH-001054,-0.002550505991604435
ACH-001061,-0.08416924038511922
ACH-001067,-0.04097789889428535
ACH-001075,-0.2954830069785178
ACH-001096,-0.04255873055263159
ACH-001111,-0.1330840363885322
ACH-001119,-0.16334173217374995
ACH-001128,-0.19646349131565535
ACH-001134,0.07790283420333975
ACH-001151,-0.16572446112519995
ACH-001163,-0.23212074464405394
ACH-001164,-0.17895906206885814
ACH-001183,-0.26682321500947065
ACH-001192,-0.07936715687936939
ACH-001193,-0.20682873309831368
ACH-001196,-0.1946466321920872
ACH-001197,-0.17769970676389815
ACH-001205,0.04868696157000837
ACH-001211,-0.2077778888251443
ACH-001212,0.01285956557386903
ACH-001228,-0.05334040551923137
ACH-001232,-0.37651697661246936
ACH-001239,-0.077253147921047
ACH-001270,-0.3774788411139159
ACH-001274,-0.13550351615307268
ACH-001275,-0.2341798561794938
ACH-001277,-0.14290127450861267
ACH-001278,-0.02734692272119601
ACH-001280,-0.023678622708216232
ACH-001283,0.03633158062539902
ACH-001289,-0.11780442725872965
ACH-001300,-0.07260804265056607
ACH-001301,0.0014325930784955204
ACH-001302,0.060603418375062376
ACH-001306,-0.13897393779518846
ACH-001318,-0.21735885866285806
ACH-001322,-0.007248667307004203
ACH-001328,-0.3764253302182857
ACH-001332,-0.466397622856489
ACH-001336,-0.08297133687927039
ACH-001346,-0.11877383255451054
ACH-001353,-0.22143426446827916
ACH-001354,-0.007825184515643504
ACH-001367,-0.12121706507968742
ACH-001368,-0.005506818515241195
ACH-001374,-0.21725438343759207
ACH-001377,-0.2964730771915153
ACH-001380,-0.04115160607830436
ACH-001391,-0.1417382505375961
ACH-001408,-0.15090623743498024
ACH-001430,-0.1499959247725263
ACH-001431,0.04298496013172127
ACH-001450,-0.5085916276443999
ACH-001496,-0.05159258225243976
ACH-001500,-0.04050131621275857
ACH-001523,-0.2446668009164334
ACH-001532,0.004587548868679104
ACH-001550,-0.08545630265498483
ACH-001552,-0.28152108435070633
ACH-001554,-0.2614289273028901
ACH-001654,-0.2052066834426295
ACH-001735,-0.08923060275560206
ACH-001736,-0.028030831439556737
ACH-001737,-0.1929577211239272
ACH-001740,-0.13058058896823954
ACH-001745,-0.0926662731952312
ACH-001765,-0.08608604787961847
