,JUNB (3726)
ACH-000307,-0.4653225203762448
ACH-000308,-0.09569947837402007
ACH-000310,-0.1267495960086948
ACH-000311,0.1671592409734615
ACH-000312,-0.014056830071990972
ACH-000315,-0.3039478600406504
ACH-000316,-0.06445424801706003
ACH-000317,-0.07692530329382798
ACH-000318,-0.4138478165411863
ACH-000319,-0.21451404273356364
ACH-000320,-0.2621903537922973
ACH-000322,-0.1752884720298654
ACH-000323,-0.21817288759352585
ACH-000324,-0.3627210335019231
ACH-000329,-0.2147959403399194
ACH-000330,-0.31162149956787843
ACH-000331,-0.30819580825311144
ACH-000332,-0.08238181092670667
ACH-000334,-0.06697652013047521
ACH-000335,-0.25935690257195954
ACH-000336,-0.07195574785122658
ACH-000337,-0.31188495578060904
ACH-000338,-0.4876849966349389
ACH-000339,-0.21073275561765206
ACH-000341,-0.20315407964504686
ACH-000348,-0.12632547568426458
ACH-000350,-0.26035516297182865
ACH-000352,-0.11590971488487742
ACH-000356,-0.18448046982557215
ACH-000361,-0.28136327230148217
ACH-000362,-0.14880995644839587
ACH-000363,-0.21286186802441992
ACH-000364,-0.12603336043435526
ACH-000365,-0.10665811166929763
ACH-000366,-0.23751732229402356
ACH-000368,-0.08792037257865665
ACH-000374,-0.5725880664859323
ACH-000375,-0.08144188989231313
ACH-000376,0.073313463678955
ACH-000381,-0.14010696907493364
ACH-000383,-0.7425002970118264
ACH-000387,-0.15462670737958714
ACH-000389,-0.3534656209782912
ACH-000390,-0.1896334158765713
ACH-000393,-0.1280020346317663
ACH-000395,-0.04244871069014281
ACH-000396,-0.5118665872452938
ACH-000397,-0.3913137720054184
ACH-000401,-0.20704299352257025
ACH-000402,-0.4256805242637083
ACH-000403,-0.7265393039777092
ACH-000404,0.31533380355372825
ACH-000406,-0.0511072177050875
ACH-000407,-0.0689647491083997
ACH-000408,-0.6678886958876447
ACH-000410,-0.2305941900394484
ACH-000411,-0.26711375758475386
ACH-000414,-0.16852192221697926
ACH-000415,-0.5106493491697301
ACH-000416,-0.34742188013314584
ACH-000420,-0.07944700163273602
ACH-000421,-0.5684780516919657
ACH-000424,-0.20148048184447115
ACH-000425,-0.017559766464499325
ACH-000426,-0.7652354813027309
ACH-000427,-0.3251517511831003
ACH-000433,-0.42308729945216705
ACH-000435,-0.30474744154590583
ACH-000436,-0.04196831949128605
ACH-000444,-0.1340852146379987
ACH-000445,-0.3677953465462643
ACH-000448,-0.5764643620174803
ACH-000450,-0.30896285841936905
ACH-000452,-0.6241579236444729
ACH-000454,-0.3821664711416419
ACH-000458,-0.3530265563492437
ACH-000459,-0.08096392581855615
ACH-000460,-0.3208252494834425
ACH-000461,-0.1912381322382683
ACH-000463,-0.3357571021553695
ACH-000464,-0.1701774908792904
ACH-000466,-0.42737372765898585
ACH-000467,-0.11520243703840273
ACH-000468,-0.02003525364129324
ACH-000469,-0.3725024385700388
ACH-000470,-0.10003568586545264
ACH-000471,-0.27921793711805754
ACH-000472,-0.06593470290460511
ACH-000473,-0.3475537856984739
ACH-000475,-0.059915152084484835
ACH-000476,-0.26333742566895263
ACH-000477,0.021494602013986563
ACH-000479,0.10347244822265972
ACH-000480,-0.3243084928083262
ACH-000481,-0.16003342502670406
ACH-000483,-0.205849525370953
ACH-000484,-0.06626893862760015
ACH-000485,-0.40701186208980944
ACH-000486,-0.31116558445630443
ACH-000487,-0.1994335758506355
ACH-000488,-0.3110347498475945
ACH-000490,-0.29994072724017545
ACH-000491,-0.1517933301361587
ACH-000495,-0.1244343345675276
ACH-000496,-0.24145654794113694
ACH-000499,-0.20445158207069744
ACH-000500,-0.21396560672668413
ACH-000502,-0.5758598030931826
ACH-000503,-0.08501368154415838
ACH-000505,-0.1754623307859243
ACH-000507,-0.3115857962654329
ACH-000510,-0.2335242476927169
ACH-000511,-0.19872871620076948
ACH-000512,-0.0010145527525499494
ACH-000516,-0.2386687591500568
ACH-000517,-0.1976408594853079
ACH-000518,-0.3267357229977862
ACH-000520,-0.3782053003365112
ACH-000521,-0.018590391855635387
ACH-000522,-0.3082218487200972
ACH-000524,-0.08059195064992405
ACH-000527,-0.17763571140638526
ACH-000528,-0.11563463440094385
ACH-000537,-0.6182613737641063
ACH-000541,-0.1901690135979979
ACH-000542,-0.12443759373931552
ACH-000544,0.4254622322953235
ACH-000545,-0.38739321688179823
ACH-000547,-0.1985751079519208
ACH-000548,-0.9007140713654812
ACH-000549,-0.3967489773346659
ACH-000550,-0.0016323350764797715
ACH-000552,-0.2373457012477473
ACH-000556,-0.3794713315216829
ACH-000557,0.041601673099727024
ACH-000569,-0.138213435533948
ACH-000570,-0.14871259425050076
ACH-000571,-0.28407646412563475
ACH-000573,-0.22290246044467546
ACH-000576,-0.5682745600989088
ACH-000579,-0.2377504251183591
ACH-000580,0.21424836665436134
ACH-000584,-0.216388013837062
ACH-000585,-0.7371758181069106
ACH-000588,-0.3221250156714969
ACH-000589,-0.5079911968840922
ACH-000591,-0.4953309406081411
ACH-000593,-0.12545577748936984
ACH-000600,-0.16148621516783082
ACH-000601,-0.1851618138006869
ACH-000605,-0.27343382062188204
ACH-000606,-0.26552222569200784
ACH-000608,-0.2642465866838273
ACH-000614,-0.06880527467309952
ACH-000616,-0.0874783551417395
ACH-000618,-0.5250890432152207
ACH-000619,-0.33514397898455944
ACH-000620,-0.2127491424185601
ACH-000621,-0.2557493724728833
ACH-000622,-0.021012132368078654
ACH-000623,-0.2211282419778739
ACH-000624,-0.3391429569372157
ACH-000627,-0.3673176949696344
ACH-000630,-0.1493427935798428
ACH-000631,-0.4497797405072173
ACH-000632,0.1617434686890433
ACH-000633,-0.08955783703436017
ACH-000637,-0.3471851719722861
ACH-000638,-0.2884191401186468
ACH-000646,-0.3265999366036524
ACH-000647,-0.21586003464444367
ACH-000648,-0.035415104163959585
ACH-000649,-0.3232000864625029
ACH-000651,-0.15488513999606313
ACH-000652,-0.4703585342881132
ACH-000653,-0.3604091443258594
ACH-000657,-0.14502835535595712
ACH-000658,-0.0732855490851588
ACH-000661,-0.07244029940618907
ACH-000662,-0.1798479849171873
ACH-000663,-0.06101110406883346
ACH-000665,-0.3596342951525698
ACH-000671,-0.1411973073946105
ACH-000672,0.01541845885969454
ACH-000673,-0.26561961919838245
ACH-000676,-0.05175361276002422
ACH-000677,-0.1854354272371762
ACH-000681,-0.04999023136153085
ACH-000683,-0.318845350885031
ACH-000684,-0.24025796989609804
ACH-000688,-0.12338722368401744
ACH-000693,-0.30591542396241145
ACH-000694,-0.11418141193969886
ACH-000695,0.003978998544839668
ACH-000696,-0.2432593493750957
ACH-000697,0.11785676133850224
ACH-000699,-0.3853052314422547
ACH-000701,-0.40665913815035376
ACH-000706,-0.3017566413477971
ACH-000711,-0.19334293013155426
ACH-000713,-0.05373234117355719
ACH-000714,-0.16985677229161575
ACH-000718,-0.2356688494720454
ACH-000720,-0.0881762015790578
ACH-000721,-0.3338921733944946
ACH-000724,-0.4911300642783158
ACH-000725,-0.28516878539771434
ACH-000732,-0.07136355666441017
ACH-000734,-0.2494042310460561
ACH-000735,-0.06624419068197478
ACH-000736,-0.015806198641591333
ACH-000738,-0.16503556277580494
ACH-000746,-0.1335937962802996
ACH-000747,-0.3303965526645323
ACH-000748,-0.1303933091216916
ACH-000753,-0.3105009327189961
ACH-000756,-0.17661981457736725
ACH-000757,-0.4832019101106481
ACH-000758,-0.3596412964458827
ACH-000760,-0.4145910537420571
ACH-000762,-0.3297476707047204
ACH-000763,-0.05565250888452049
ACH-000764,-0.4212894602128025
ACH-000765,0.01925864357710677
ACH-000766,-0.23450536909781103
ACH-000767,-0.2702423763195516
ACH-000768,-0.29357598416432945
ACH-000769,-0.07931257867311971
ACH-000770,-0.08919540845853884
ACH-000771,-0.6406303779425953
ACH-000773,-0.3884704506737261
ACH-000776,-0.18125232871847805
ACH-000777,-0.440517435606738
ACH-000778,-0.2318236616494455
ACH-000781,-0.2546146697132885
ACH-000782,-0.21566048938962148
ACH-000783,-0.07494869757451546
ACH-000784,-0.19708588550167602
ACH-000785,-0.391152771125018
ACH-000787,-0.09738731997016314
ACH-000788,-0.04635729655031239
ACH-000791,-0.2159547717811401
ACH-000792,-0.4711510737446426
ACH-000794,-0.7301348731850665
ACH-000796,-0.2981149878891772
ACH-000798,-0.12547585595816896
ACH-000799,-0.2726751628451711
ACH-000800,-0.11790575426005286
ACH-000802,-0.4200840744050985
ACH-000804,-0.3117713966526101
ACH-000805,-0.21645589527364376
ACH-000809,-0.4402715619349753
ACH-000810,-0.115655172545506
ACH-000811,-0.3521660520629161
ACH-000817,-0.06993942968780635
ACH-000819,-0.17233242134657048
ACH-000820,-0.34566393143742835
ACH-000821,-0.3514736193623118
ACH-000822,-0.12176831499009458
ACH-000823,-0.42255038080773294
ACH-000824,-0.11504396981868988
ACH-000827,-0.18039126826039012
ACH-000829,-0.4523040751580612
ACH-000831,-0.3158839209860077
ACH-000832,-0.4117285684776328
ACH-000833,-0.11854001408009852
ACH-000834,-0.3042316154811993
ACH-000835,-0.22993539512332314
ACH-000836,-0.4125229708467324
ACH-000837,-0.3982027252865992
ACH-000838,-0.2195278869752126
ACH-000839,-0.43829874155266463
ACH-000840,-0.3115763160079539
ACH-000841,-0.38484362702474173
ACH-000843,-0.2685274119268882
ACH-000846,-0.16110626611512
ACH-000847,-0.1983140830231667
ACH-000848,-0.056192058115643706
ACH-000849,-0.2970558723523512
ACH-000851,-0.18314182103655136
ACH-000855,-0.294289991846703
ACH-000856,-0.028703362118207124
ACH-000858,-0.4732507244105682
ACH-000859,-0.4532639431926753
ACH-000861,-0.20032322860738455
ACH-000862,-0.3351416466356709
ACH-000865,-0.23152385000182998
ACH-000866,-0.10290456568163424
ACH-000867,-0.15328477654917902
ACH-000869,-0.25350938258261885
ACH-000872,-0.1791530305100245
ACH-000873,-0.060924175351030875
ACH-000876,-0.1674979193305731
ACH-000878,-0.0023843961469451353
ACH-000880,-0.1950433153828625
ACH-000881,-0.21241316971755286
ACH-000882,-0.10175937215297892
ACH-000884,-0.18041426028947008
ACH-000885,-0.3178425281159325
ACH-000887,-0.4995308801972619
ACH-000889,-0.1946055397969628
ACH-000896,-0.19424040541515364
ACH-000898,-0.21696655816773172
ACH-000900,-0.2475605630933068
ACH-000901,-0.16404321202254174
ACH-000905,-0.2366407816366758
ACH-000906,-0.09017312113460567
ACH-000907,-0.05181792205395435
ACH-000910,-0.25641912072664064
ACH-000911,-0.4555396615978609
ACH-000912,-0.5578802477131596
ACH-000913,-0.2392317980057741
ACH-000915,-0.3900709406558479
ACH-000916,-0.4559936763498688
ACH-000917,-0.19484966995109032
ACH-000920,-0.30038453982233115
ACH-000921,-0.18791890038397407
ACH-000924,-0.13731581593661848
ACH-000926,-0.1893979322918858
ACH-000928,-0.14947576738802332
ACH-000929,-0.0623495670640673
ACH-000932,-0.20891482834731204
ACH-000935,-0.09989183853630047
ACH-000936,-0.25741418989180564
ACH-000937,-0.08616453028833278
ACH-000938,0.007682801153269481
ACH-000939,-0.23758348823221695
ACH-000941,-0.3894253659109869
ACH-000943,-0.09321515867731536
ACH-000946,-0.4504025809234979
ACH-000947,-0.13222038253012466
ACH-000948,-0.5404687916674871
ACH-000950,-0.4425550330375969
ACH-000953,-0.004183341244262862
ACH-000954,-0.5136985260014072
ACH-000957,-0.1320810961755093
ACH-000958,-0.5243978855253976
ACH-000960,-0.1635179834163536
ACH-000963,-0.5375526993296317
ACH-000968,-0.15426193832072382
ACH-000969,-0.038391865407008376
ACH-000972,-0.4593858521993666
ACH-000973,-0.2997393690770353
ACH-000974,-0.2267807780357504
ACH-000978,-0.3592807381105792
ACH-000984,-0.2287814766816413
ACH-000986,-0.10367043144323394
ACH-000988,-0.07868845976156359
ACH-000993,-0.2764518846852073
ACH-000994,-0.07693635038784484
ACH-000996,-0.2204552883539456
ACH-001001,-0.08014807059998481
ACH-001020,-0.3330845096848255
ACH-001028,-0.1990119919626503
ACH-001031,-0.08780660557206282
ACH-001038,-0.050273016694255365
ACH-001048,-0.3469378080906815
ACH-001050,-0.253603674714748
ACH-001053,-0.0978982505105997
ACH-001054,-0.1472391607617198
ACH-001061,-0.08209687625641053
ACH-001067,-0.368880877968672
ACH-001075,-0.6448509116101474
ACH-001096,-0.1934592181889113
ACH-001111,-0.7570203833310828
ACH-001119,-0.14976820926806858
ACH-001128,-0.2289735681766196
ACH-001134,-0.3302443662652008
ACH-001151,-0.08087609034396064
ACH-001163,-0.1039529847033432
ACH-001164,0.028244488380688694
ACH-001183,-0.07207227858947014
ACH-001192,-0.020249311825702214
ACH-001193,-0.2548353572349522
ACH-001196,-0.1123445409064469
ACH-001197,-0.3298726083850657
ACH-001205,-0.16063287185597366
ACH-001211,-0.2882256045550574
ACH-001212,-0.3916443976443143
ACH-001228,-0.3053407901293527
ACH-001232,-0.05896630406670445
ACH-001239,0.06730008592328697
ACH-001270,-0.28944405038338417
ACH-001274,-0.4897913970547083
ACH-001275,-0.21723799798607935
ACH-001277,-0.31368941780864906
ACH-001278,-0.28223454630777434
ACH-001280,-0.12441192397946753
ACH-001283,-0.1140949158174913
ACH-001289,-0.13203839111653526
ACH-001300,-0.11583741138399295
ACH-001301,-0.06322480357479017
ACH-001302,-0.042681549974646335
ACH-001306,-0.3849048961834897
ACH-001318,-0.18606503470799987
ACH-001322,-0.4878637877000231
ACH-001328,-0.6578114733040252
ACH-001332,-0.2859280758845601
ACH-001336,-0.3343799122891186
ACH-001346,-0.3566944659958688
ACH-001353,-0.6170998048166015
ACH-001354,-0.10460679593724476
ACH-001367,-0.09279838908430528
ACH-001368,-0.22896413610258656
ACH-001374,-0.05156423063830682
ACH-001377,-0.08924807005940502
ACH-001380,-0.2437763142936369
ACH-001391,-0.332387754735088
ACH-001408,-0.08780599912276317
ACH-001430,-0.11291826124174872
ACH-001431,-0.10142869590460014
ACH-001450,-0.015109531632489443
ACH-001496,-0.15004169046154475
ACH-001500,-0.24025365854363545
ACH-001523,-0.4479416557625789
ACH-001532,-0.2339059529173539
ACH-001550,-0.08908325365688324
ACH-001552,-0.2889178547103373
ACH-001554,-0.17304145587793732
ACH-001654,-0.6945536969294186
ACH-001735,-0.09487912014068574
ACH-001736,-0.028765052712675543
ACH-001737,0.05022980383862035
ACH-001740,-0.25958443612455656
ACH-001745,-0.3603471164011697
ACH-001765,-0.23428457224349364
