,HSPBAP1 (79663)
ACH-000004,-0.048652086312632715
ACH-000005,-0.03967716541897001
ACH-000007,0.2565164077273828
ACH-000009,0.0010904903830212663
ACH-000011,-0.06933711800635449
ACH-000012,0.017720150656626438
ACH-000013,0.03116125527965968
ACH-000014,-0.10138547757310004
ACH-000015,0.08495572741700222
ACH-000017,0.02674039852488438
ACH-000018,-0.017362632190334546
ACH-000019,-0.09966111345934288
ACH-000021,-0.04819299367298914
ACH-000022,0.040909619700231305
ACH-000025,-0.0877780964088714
ACH-000028,-0.0739558413133474
ACH-000030,0.06450331219217058
ACH-000035,-0.10751020435579574
ACH-000036,0.09915161473551627
ACH-000037,0.056136814260690095
ACH-000039,-0.004206992415411154
ACH-000040,-0.04339830495100217
ACH-000041,0.09365193724440823
ACH-000042,0.01949805761378853
ACH-000045,-0.033244675674289764
ACH-000047,0.12328506104562152
ACH-000052,-0.02340154244343378
ACH-000053,0.02828690674095181
ACH-000054,-0.010563557798425707
ACH-000055,-0.03049165359017903
ACH-000060,-0.05198579940968134
ACH-000067,-0.033218552438742235
ACH-000070,0.019819302025741163
ACH-000075,0.18382377696854396
ACH-000078,-0.041784972395994886
ACH-000082,0.053642824443141134
ACH-000085,-0.026179856539478918
ACH-000086,-0.07486247489374159
ACH-000087,-0.0018667051842945574
ACH-000092,-0.1254478516086993
ACH-000095,-0.01769714857556537
ACH-000097,0.006001042543694777
ACH-000098,-0.004517717309997983
ACH-000099,-0.036450274972500016
ACH-000108,-0.11260110583391715
ACH-000113,0.009250756599093031
ACH-000116,0.06313361446689933
ACH-000118,-0.08053977414287357
ACH-000120,-0.006073732510403116
ACH-000123,-0.1011201338838396
ACH-000127,0.009207611222295744
ACH-000128,-0.2624136639056914
ACH-000132,-0.1439434247831804
ACH-000133,-0.07597096521372691
ACH-000137,-0.03280539347929798
ACH-000138,0.05282846921784057
ACH-000142,-0.017203714427456086
ACH-000143,-0.021841362830850496
ACH-000146,0.03637523822035045
ACH-000148,0.03594054284756113
ACH-000150,0.021420718376228
ACH-000152,-0.121559520755195
ACH-000153,-0.05647312324217029
ACH-000159,-0.00045565206107198565
ACH-000160,0.17570102535381169
ACH-000163,0.06074634182430026
ACH-000167,0.2243566157196752
ACH-000168,-0.01731135904908517
ACH-000169,-0.034537819629965764
ACH-000178,0.025669842317936644
ACH-000183,-0.011604468534119065
ACH-000188,-0.016765046153426316
ACH-000189,-0.007107818581904397
ACH-000190,0.0032227874156472353
ACH-000198,0.14761836502367076
ACH-000203,0.2704129914277037
ACH-000204,-0.004765254317104872
ACH-000206,-0.08748071313199524
ACH-000207,0.00539176052502833
ACH-000208,0.1423677538154834
ACH-000210,0.08320016838199326
ACH-000211,0.03961776222831485
ACH-000215,0.025597814358022747
ACH-000221,-0.0664690975872529
ACH-000222,0.07336247214047424
ACH-000223,0.009776107804531621
ACH-000226,-0.08900410392402802
ACH-000227,-0.10747892005608692
ACH-000228,0.040829447961588654
ACH-000231,-0.056522659622719136
ACH-000232,-0.04011620088207682
ACH-000233,0.007599113202043491
ACH-000234,-0.022851143072719973
ACH-000235,0.012535700283625778
ACH-000237,-0.06224095865191394
ACH-000238,0.13359414900542615
ACH-000242,0.18202982526607173
ACH-000243,0.005010132300675596
ACH-000244,0.07788712796299972
ACH-000246,0.019311338668906854
ACH-000248,0.08805008371592621
ACH-000250,-0.09981726778725712
ACH-000251,-0.0846195914401641
ACH-000252,0.0469431468449891
ACH-000253,-0.05896142917402492
ACH-000255,-0.010778640448546886
ACH-000256,0.06203446667898055
ACH-000257,0.12129484758564005
ACH-000258,-0.020236775623724026
ACH-000259,-0.007121073362684966
ACH-000260,-0.04098519511556541
ACH-000261,-0.046908473156420764
ACH-000262,0.000588087074708518
ACH-000263,-0.18768528958231948
ACH-000264,-0.00500181884771089
ACH-000265,0.06340540962003484
ACH-000266,-0.01850359134403483
ACH-000272,-0.08557759509799406
ACH-000274,-0.0514788803982013
ACH-000277,-0.06690482417574134
ACH-000278,-0.021930663669482868
ACH-000279,0.04640434217473186
ACH-000280,-0.06733618806897787
ACH-000281,-0.005606375775084001
ACH-000288,0.0188140049026142
ACH-000291,0.011029655063504213
ACH-000293,0.024631273474220783
ACH-000294,-0.047354019251634856
ACH-000295,-0.06042303225291345
ACH-000296,0.04099138699497427
ACH-000302,-0.06851447021079403
ACH-000304,-0.16408488381542144
ACH-000307,-0.09196821026841442
ACH-000308,0.0662287900033489
ACH-000310,0.02158727168376436
ACH-000311,0.10309339133010967
ACH-000312,0.02828350647315413
ACH-000315,-0.2607146463089132
ACH-000316,-0.00731219362667687
ACH-000317,0.18058947133845654
ACH-000318,-0.005743779090719724
ACH-000319,-0.10053236112236458
ACH-000320,-0.06798347951465318
ACH-000322,-0.0004037139942352237
ACH-000323,0.04337264885885192
ACH-000324,-0.03753114744232975
ACH-000329,-0.06373193458813763
