,GTF2F1 (2962)
ACH-000459,-0.21591051019735288
ACH-000460,-0.5043957221933577
ACH-000461,-0.3569072368770681
ACH-000463,-0.2885012692057201
ACH-000464,-0.18211509948660612
ACH-000466,-0.39931789670568857
ACH-000467,-0.3885397987166301
ACH-000468,-0.30164922340776945
ACH-000469,-0.19431114477258055
ACH-000470,-0.2671696084122596
ACH-000471,-0.579433114002848
ACH-000472,-0.30689543919256035
ACH-000473,-0.27201877002645386
ACH-000475,-0.3330959866833513
ACH-000476,-0.2654693300742394
ACH-000477,-0.3012761849814126
ACH-000479,-0.24510066636002625
ACH-000480,-0.4601542171115725
ACH-000481,-0.3930872235229593
ACH-000483,-0.3452169303170557
ACH-000484,-0.32265974134345426
ACH-000485,-0.2517864699816142
ACH-000486,-0.3346302675980565
ACH-000487,-0.5194172993099673
ACH-000488,-0.4877644730538026
ACH-000490,-0.4443722022661227
ACH-000491,-0.2644150519328973
ACH-000495,-0.3678510470694886
ACH-000496,-0.3153789914064041
ACH-000499,-0.21435586748719146
ACH-000500,-0.6634752011880682
ACH-000502,-0.47396919365600104
ACH-000503,-0.4426269666068167
ACH-000505,-0.35332734160978363
ACH-000507,-0.5291810371629925
ACH-000510,-0.32067125121723833
ACH-000511,-0.3658292179691678
ACH-000512,-0.24590909744130035
ACH-000516,-0.3861086717177364
ACH-000517,-0.4068594177570316
ACH-000518,-0.3989339766040954
ACH-000520,-0.44182923416554254
ACH-000521,-0.2874205550527235
ACH-000522,-0.2966003903448258
ACH-000524,-0.3972736599507221
ACH-000527,-0.5274516919878066
ACH-000528,-0.494468877310742
ACH-000537,-0.3194008246272982
ACH-000541,-0.5604874924144378
ACH-000542,-0.2479336847192702
ACH-000544,-0.15825521393088246
ACH-000545,-0.28119939535914906
ACH-000547,-0.4250770415615885
ACH-000548,-0.4546150239974456
ACH-000549,-0.5148365569492477
ACH-000550,-0.2193415382250102
ACH-000552,-0.4330247307338448
ACH-000556,-0.6177892876249704
ACH-000557,-0.2589393710442868
ACH-000569,-0.2861321152089542
ACH-000570,-0.2531168264507607
ACH-000571,-0.2681516394982366
ACH-000573,-0.3648405942563247
ACH-000576,-0.3304460167831004
ACH-000579,-0.1002411051727296
ACH-000580,-0.28093908874456824
ACH-000584,-0.3575938181048572
ACH-000585,-0.3800021513357994
ACH-000588,-0.12022565617579338
ACH-000589,-0.4432751330386285
ACH-000591,-0.3796844594571194
ACH-000593,-0.4600155543679343
ACH-000600,-0.2839269564878524
ACH-000601,-0.3508515294475985
ACH-000605,-0.4957599776741921
ACH-000606,-0.3567703696980328
ACH-000608,-0.2950655400639524
ACH-000614,-0.2553484795158196
ACH-000616,-0.3179415083034231
ACH-000618,-0.3558995477357301
ACH-000619,-0.2365763752349977
ACH-000620,-0.5053681130395782
ACH-000621,-0.3654926296557936
ACH-000622,-0.4250258087585924
ACH-000623,-0.2284386016181925
ACH-000624,-0.33435652384751763
ACH-000627,-0.1933238801326096
ACH-000630,-0.2739575313196308
ACH-000631,-0.4171539469556691
ACH-000632,-0.3804078635043634
ACH-000633,-0.3906087158406086
ACH-000637,-0.4788040726002298
ACH-000638,-0.41493452550500015
ACH-000646,-0.5015877945967622
ACH-000647,-0.5270477781271931
ACH-000648,-0.3524856242507461
ACH-000649,-0.2683637732859596
ACH-000651,-0.4195768475173585
ACH-000652,-0.3271985927970957
ACH-000653,-0.36737729066862573
ACH-000657,-0.3804279335686011
ACH-000658,-0.2800097129152657
ACH-000661,-0.4244997480584953
ACH-000662,-0.5739043572940624
ACH-000663,-0.41995840999613293
ACH-000665,-0.5032998056917762
ACH-000671,-0.2675027427814423
ACH-000672,-0.3353310449653358
ACH-000673,-0.30435790737999313
ACH-000676,-0.34962574714051103
ACH-000677,-0.24701961284475135
ACH-000681,-0.33656655706591504
ACH-000683,-0.3758498811626556
ACH-000684,-0.14622954588279968
ACH-000688,-0.3412297475050413
ACH-000693,-0.4034840746744744
ACH-000694,-0.17111527729011605
ACH-000695,-0.4667288904580783
ACH-000696,-0.4056338329276817
ACH-000697,-0.3470485982050737
ACH-000699,-0.4526700722534539
ACH-000701,-0.6185405814077597
ACH-000706,-0.3218225198644765
ACH-000711,-0.4161421345249733
ACH-000713,-0.4758857308134128
ACH-000714,-0.5366375422496349
ACH-000718,-0.2364233858212348
ACH-000720,-0.3916603879667126
ACH-000721,-0.2979478069887841
ACH-000724,-0.39258386107042376
ACH-000725,-0.44524050281094735
ACH-000732,-0.3907350976301118
ACH-000734,-0.3272608712702185
ACH-000735,-0.2293180074576045
ACH-000736,-0.4314949740939936
ACH-000738,-0.3409689551879216
ACH-000746,-0.5096930433052708
ACH-000747,-0.3423599817936268
ACH-000748,-0.3860657667120036
ACH-000753,-0.16559161343318538
ACH-000756,-0.525233163960958
ACH-000757,-0.35521458297673114
ACH-000758,-0.4790900680054091
ACH-000760,-0.2898737813135497
ACH-000762,-0.1423208343934931
ACH-000763,-0.32184081765891204
ACH-000764,-0.3817550289817657
ACH-000765,-0.4463861616492204
ACH-000766,-0.40588873125406455
ACH-000767,-0.5777829270588699
ACH-000768,-0.4426375065389138
ACH-000769,-0.3228708277712306
ACH-000770,-0.29329012706072977
ACH-000771,-0.2322859036627216
ACH-000773,-0.2504833462008401
ACH-000776,-0.3793652985164802
ACH-000777,-0.3694049652532181
ACH-000778,-0.4061879005522229
ACH-000781,-0.4636179029983191
ACH-000782,-0.2314066157328965
ACH-000783,-0.2921004547160044
ACH-000784,-0.2651263913263322
ACH-000785,-0.5869128461530477
ACH-000787,-0.27249621406499763
ACH-000788,-0.3714411923683479
ACH-000791,-0.4475926188037568
ACH-000792,-0.3700489432843809
ACH-000794,-0.2514891163163194
ACH-000796,-0.31212333001345355
ACH-000798,-0.3357293506995803
ACH-000799,-0.4792843359342592
ACH-000800,-0.378826802411564
ACH-000802,-0.4610182135093068
ACH-000804,-0.3059859154293144
ACH-000805,-0.4305647561766505
ACH-000809,-0.2567712134097343
ACH-000810,-0.2449612506844023
ACH-000811,-0.3414036885010617
ACH-000817,-0.3371736518160677
ACH-000819,-0.5758845406620756
ACH-000820,-0.3273128770967593
ACH-000821,-0.3342524920407381
ACH-000822,-0.37242399523075387
ACH-000823,-0.32165872256029315
ACH-000824,-0.2038725983946016
ACH-000827,-0.42848107054089857
ACH-000829,-0.414380595856622
ACH-000831,-0.5013474532308727
ACH-000832,-0.2481965775769235
ACH-000833,-0.2657012415205598
ACH-000834,-0.2702906101588625
ACH-000835,-0.23488749152807434
ACH-000836,-0.2731380675255242
ACH-000837,-0.4031880987589235
ACH-000838,-0.3250716575203007
ACH-000839,-0.3571760497193143
ACH-000840,-0.388540447060886
ACH-000841,-0.3590186687348632
ACH-000843,-0.5886245084726851
ACH-000846,-0.4257138841256246
ACH-000847,-0.17346728880100792
ACH-000848,-0.3170283290904656
ACH-000849,-0.3198103581571988
ACH-000851,-0.19460727597626767
ACH-000855,-0.3148683214117381
ACH-000856,-0.17344717234525425
ACH-000858,-0.471687865335908
ACH-000859,-0.4282017694647144
ACH-000861,-0.4925992607935589
ACH-000862,-0.3509344608113091
ACH-000865,-0.3828072151826341
ACH-000866,-0.3269956309884401
ACH-000867,-0.6758162242827886
ACH-000869,-0.3753623598516216
ACH-000872,-0.5562045953890465
ACH-000873,-0.4249627615478173
ACH-000876,-0.5523005435069295
ACH-000878,-0.6341188187922716
ACH-000880,-0.3189269031195729
ACH-000881,-0.3647863136973997
ACH-000882,-0.3605055389211215
ACH-000884,-0.30818147534549545
ACH-000885,-0.3254725109021817
ACH-000887,-0.42208537983482974
ACH-000889,-0.2652656968583857
ACH-000896,-0.2740438372589035
ACH-000898,-0.4013102881373232
ACH-000900,-0.4517295961679809
ACH-000901,-0.2714750301991984
ACH-000905,-0.32607050791194475
ACH-000906,-0.20467122427551945
ACH-000907,-0.2376270820300805
ACH-000910,-0.29749302042979764
ACH-000911,-0.3833613020534437
ACH-000912,-0.3474840903294297
ACH-000913,-0.2318276978642123
ACH-000915,-0.34293865953041325
ACH-000916,-0.6850431427836264
ACH-000917,-0.4963084004831562
ACH-000920,-0.0917109078901418
ACH-000921,-0.4893280330112256
ACH-000924,-0.4667272200423666
ACH-000926,-0.14216370658584035
ACH-000928,-0.4983653589150728
ACH-000929,-0.36523397643169775
ACH-000932,-0.2064445985828527
ACH-000935,-0.25861375881341603
ACH-000936,-0.3885124183144913
ACH-000937,-0.24996053445715785
ACH-000938,-0.3269908128606536
ACH-000939,-0.38192518403618997
ACH-000941,-0.5357493608797025
ACH-000943,-0.3038367019608985
ACH-000946,-0.4627193622598417
ACH-000947,-0.3088251733299433
ACH-000948,-0.4038678174104301
ACH-000950,-0.2817115350971021
ACH-000953,-0.21931017738126315
ACH-000954,-0.4298343495883944
ACH-000957,-0.24494756179118146
ACH-000958,-0.4280040890514559
ACH-000960,-0.36217855245437336
ACH-000963,-0.3427876609181719
ACH-000968,-0.2345309585652657
ACH-000969,-0.4640310108227022
ACH-000972,-0.3687895117799533
ACH-000973,-0.2144731214075488
ACH-000974,-0.3614223373477636
ACH-000978,-0.496183187449658
ACH-000984,-0.6041605140504114
ACH-000986,-0.4270827138207218
ACH-000988,-0.3554375451769657
ACH-000993,-0.4861145908372783
ACH-000994,-0.3019198584499557
ACH-000996,-0.4480538408760068
ACH-001001,-0.2677452846896435
ACH-001020,-0.21360442525597773
ACH-001028,-0.18630383272043968
ACH-001031,-0.4650083782284189
ACH-001038,-0.3292473161176729
ACH-001048,-0.33877654647225824
ACH-001050,-0.3825997266485994
ACH-001053,0.1391551684367502
ACH-001054,-0.304379429871248
ACH-001061,-0.3502294257526329
ACH-001067,-0.4166586554075712
ACH-001075,-0.2246094357129204
ACH-001096,-0.4525885019394766
ACH-001111,-0.3075234147942876
ACH-001119,-0.3613908093081139
ACH-001128,0.1369653500977947
ACH-001134,-0.6996534911763714
ACH-001151,-0.4935940125049577
ACH-001163,-0.235993455442388
ACH-001164,-0.2162561365443556
ACH-001183,-0.483174285984561
ACH-001192,-0.3496446091306399
ACH-001193,-0.2673840112738695
ACH-001196,-0.4516388035309014
ACH-001197,-0.32254212206969
ACH-001205,-0.32396934053403303
ACH-001211,-0.3802159823678338
ACH-001212,-0.09629361021056357
ACH-001228,-0.6581904673544012
ACH-001232,-0.3199068708705483
ACH-001239,-0.27946726801996064
ACH-001270,-0.2850794136302883
ACH-001274,-0.17730599550950665
ACH-001275,-0.4666668011472251
ACH-001277,-0.09762695098475273
ACH-001278,-0.41119444036727854
ACH-001280,-0.2499744242458016
ACH-001283,-0.39382362056786063
ACH-001289,-0.39894585789009707
ACH-001300,-0.34524011855701536
ACH-001301,-0.4829098205686265
ACH-001302,-0.4991291474160332
ACH-001306,-0.494414147446694
ACH-001318,-0.4874302316015754
ACH-001322,-0.6318600113652171
ACH-001328,-0.5686147960421651
ACH-001332,-0.5142923011250222
ACH-001336,-0.3447054334445398
ACH-001346,-0.5253978208788727
ACH-001353,-0.3626956062800992
ACH-001354,-0.2289455791468301
ACH-001367,-0.26787691873020353
ACH-001368,-0.29277511916535504
ACH-001374,-0.5669081295264324
ACH-001377,-0.27034116551709597
ACH-001380,-0.4374687326024394
ACH-001391,-0.2660508133998215
ACH-001408,-0.4725230804653178
ACH-001430,-0.2357372824186891
ACH-001431,-0.3789915620335797
ACH-001450,-0.2868106788096658
ACH-001496,-0.3228281521970324
ACH-001500,-0.13344388361085302
ACH-001523,-0.30339166763302977
ACH-001532,-0.3398413259691108
ACH-001550,-0.08411656231869201
ACH-001552,-0.41924338929242216
ACH-001554,-0.3485493206685873
ACH-001654,-0.3943581563627738
ACH-001735,-0.4591826703331547
ACH-001736,-0.4693533359379912
ACH-001737,-0.849328684362429
ACH-001740,-0.3904918323151696
ACH-001745,-0.43287555777438064
ACH-001765,-0.3783335312089465
