,CTNND2 (1501)
ACH-000004,-0.07636148448591898
ACH-000005,-0.07518766134356457
ACH-000007,0.09093428078416714
ACH-000009,0.07125700775287296
ACH-000011,-0.1101455124384191
ACH-000012,0.046147730385874
ACH-000013,-0.001734813126680112
ACH-000014,0.0528658509381545
ACH-000015,0.05958521388275489
ACH-000017,-0.2124726776042425
ACH-000018,0.17462816788877802
ACH-000019,0.08438329677227224
ACH-000021,0.04032834315755826
ACH-000022,-0.023830998124981385
ACH-000025,0.06695729909214074
ACH-000028,0.14848380231475006
ACH-000030,0.10390471589855664
ACH-000035,0.03744350432480659
ACH-000036,-0.017004581089165628
ACH-000037,0.1828878919344891
ACH-000039,0.3199902722516532
ACH-000040,0.0279765634261019
ACH-000041,-0.022416398603551085
ACH-000042,-0.06985444557274993
ACH-000045,0.2437942440842861
ACH-000047,0.03559750388191603
ACH-000052,0.003692393262773804
ACH-000053,0.04972524774388394
ACH-000054,0.02739103350857857
ACH-000055,0.14750374073670106
ACH-000060,-0.0990913059989878
ACH-000067,0.03750024128739246
ACH-000070,0.08070426567808421
ACH-000075,0.043596887563530536
ACH-000078,0.012637513761285432
ACH-000082,0.010770381781176468
ACH-000085,0.015771739048466894
ACH-000086,0.07329242546167146
ACH-000087,0.2698696451700849
ACH-000092,0.05503915208551892
ACH-000095,0.004517325861963669
ACH-000097,0.02783611163429914
ACH-000098,-0.13392472214501353
ACH-000099,0.05073951125963204
ACH-000108,0.07003477846199263
ACH-000113,-0.06658645710335988
ACH-000116,-0.008858177486040921
ACH-000118,0.013859862446727666
ACH-000120,-0.06828081032781112
ACH-000123,0.06235105620552948
ACH-000127,-0.14235245311887984
ACH-000128,0.026375963983809536
ACH-000132,0.005813905936525125
ACH-000133,-0.0305201554299017
ACH-000137,0.009073413275921337
ACH-000138,-0.00944390603305659
ACH-000142,0.17248905512022256
ACH-000143,-0.07932497249346833
ACH-000146,-0.04368114111971669
ACH-000148,-0.00478804472826029
ACH-000150,-0.11868504368324675
ACH-000152,-0.0066416813199057295
ACH-000153,0.01884709663126136
ACH-000159,0.035903901756801165
ACH-000160,0.06594496134415301
ACH-000163,-0.028787762155140964
ACH-000167,0.03846304974373759
ACH-000168,-0.03510610033979667
ACH-000169,-0.007251673417562195
ACH-000178,-0.002640681039074721
ACH-000183,0.06419831473312056
ACH-000188,0.0990044511162996
ACH-000189,0.14373117586528708
ACH-000190,0.04974547718727875
ACH-000198,-0.03403910350164975
ACH-000203,-0.17733924606087428
ACH-000204,0.006424475108022915
ACH-000206,-0.09026287603132076
ACH-000207,-0.08866139611134423
ACH-000208,0.0638082340067892
ACH-000210,0.030817876133037
ACH-000211,-0.02124549023196329
ACH-000215,0.036868006227081584
ACH-000221,-0.05896433092699468
ACH-000222,-0.08423575174421133
ACH-000223,-0.007305587020241705
ACH-000226,-0.04421081288921813
ACH-000227,0.08459542292608767
ACH-000228,0.006007847534895611
ACH-000231,0.05443627981501874
ACH-000232,-0.04744729952223446
ACH-000233,0.04606046819420377
ACH-000234,-0.03687897543156903
ACH-000235,-0.0862690869153398
ACH-000237,0.052661658190543977
ACH-000238,0.10631559261563478
ACH-000242,0.012450229666307705
ACH-000243,0.02720664922733769
ACH-000244,-0.09599663727716436
ACH-000246,0.015776862842843853
ACH-000248,0.15603684648821473
ACH-000250,0.011798339810791468
ACH-000251,0.19919013693752385
ACH-000252,0.05466942276269757
ACH-000253,0.07881283116511205
ACH-000255,0.10730865988523468
ACH-000256,0.199277449996608
ACH-000257,-0.224460165305133
ACH-000258,0.10479055002367807
ACH-000259,-0.05495984802058705
ACH-000260,0.06460123619412453
ACH-000261,-0.0052764411825064785
ACH-000262,-0.09153430787696328
ACH-000263,0.12577291806169666
ACH-000264,-0.08268392790832038
ACH-000265,0.07073951725343955
ACH-000266,-0.03469974094939373
ACH-000272,-0.06609566098641456
ACH-000274,-0.009824801624138232
ACH-000277,0.02695994712173699
ACH-000278,-0.02139871144189863
ACH-000279,-0.014070356008530715
ACH-000280,0.025722109039351158
ACH-000281,-0.14433714057546987
ACH-000288,-0.03211232650088945
ACH-000291,0.08195170244329215
ACH-000293,-0.05220449132492652
ACH-000294,0.07732811692786393
ACH-000295,0.21784074768584236
ACH-000296,-0.015120851336307516
ACH-000302,-0.05092088623256315
ACH-000304,-0.2329959661495084
ACH-000307,-0.039551770440867
ACH-000308,-0.0422782737776396
ACH-000310,0.04745418538355428
ACH-000311,-0.14178613384516742
ACH-000312,-0.08243538779365801
ACH-000315,0.012989569182953287
ACH-000316,-0.0475585879845611
ACH-000317,0.01641486735263969
ACH-000318,-0.03253937549314838
ACH-000319,-0.029443502362736074
ACH-000320,-0.1420059311489045
ACH-000322,0.0070603096731033784
ACH-000323,0.008190495658316106
ACH-000324,-0.0343172221692968
ACH-000329,-0.0458065973173268
ACH-000330,0.04669563608912451
ACH-000331,-0.038278635832914736
ACH-000332,-0.04305795816077944
ACH-000334,0.0983210989427799
ACH-000335,-0.0147706323823711
ACH-000336,-0.3724280315125583
ACH-000337,0.09842449704897606
ACH-000338,-0.05115429076060104
