,TCL1A (8115)
ACH-000004,0.07218323319683688
ACH-000005,-0.2515614282374502
ACH-000007,0.029931943655898782
ACH-000009,-0.06191470341664412
ACH-000011,2.842331223273367e-05
ACH-000012,0.010693488727130813
ACH-000013,-0.05358058494899768
ACH-000014,-0.198078867701704
ACH-000015,0.1591699953481492
ACH-000017,-0.1071018494575486
ACH-000018,0.07022926454370187
ACH-000019,0.0607938119465028
ACH-000021,0.01466686156178642
ACH-000022,-0.02904535525734636
ACH-000025,0.017470447016246133
ACH-000028,-0.02958592297399725
ACH-000030,0.008886688632988016
ACH-000035,0.09137438501559747
ACH-000036,-0.07260768110392606
ACH-000037,-0.13634339279393828
ACH-000039,0.11719878565506145
ACH-000040,-0.0009664913793190137
ACH-000041,-0.043570739996495376
ACH-000042,-0.05082672967742609
ACH-000045,-0.02002446708852545
ACH-000047,-0.02509636940054057
ACH-000052,0.10741500531600004
ACH-000053,0.022932953336084503
ACH-000054,-0.060694284442250016
ACH-000055,-0.2255493550575584
ACH-000060,-0.1347300463008052
ACH-000067,-0.05322963040794672
ACH-000070,0.018509377494786303
ACH-000075,0.17520850439670502
ACH-000078,-0.037088437761810096
ACH-000082,-0.138803327093939
ACH-000085,0.0841021470365942
ACH-000086,0.051351097192073744
ACH-000087,0.20005600262992024
ACH-000092,0.025573526448073914
ACH-000095,0.05053334405157108
ACH-000097,-0.08256857832073454
ACH-000098,-0.05249811590285285
ACH-000099,0.0708130196414848
ACH-000108,0.06934006923155156
ACH-000113,-0.09510048655678656
ACH-000116,-0.11459704852537632
ACH-000118,0.04777853717448124
ACH-000120,-0.0058664101703588935
ACH-000123,-0.008678965519749317
ACH-000127,-0.03441808784565698
ACH-000128,-0.005447187777296135
ACH-000132,-0.0875910806823806
ACH-000133,-0.08035610062657254
ACH-000137,0.07014066797463273
ACH-000138,0.035219070351207866
ACH-000142,0.03757411597572029
ACH-000143,-0.010151769671340068
ACH-000146,0.0034737617426064747
ACH-000148,-0.07168178217630376
ACH-000150,0.12040688960448875
ACH-000152,-0.08580114082301757
ACH-000153,0.03365318099489743
ACH-000159,0.03667154209082525
ACH-000160,-0.04427926789256848
ACH-000163,0.06527160040967597
ACH-000167,-0.24726923831403125
ACH-000168,0.1656599485958654
ACH-000169,-0.03849307807463274
ACH-000178,-0.04565515812785182
ACH-000183,-0.0369846030969057
ACH-000188,0.0390221327934446
ACH-000189,-0.04856562542135922
ACH-000190,-0.03730403812717417
ACH-000198,-0.03985604061520149
ACH-000203,-0.11132537172074916
ACH-000204,-0.3850273851027325
ACH-000206,-0.14655050311726492
ACH-000207,-0.018986670198111916
ACH-000208,-0.459013675552549
ACH-000210,-0.14052130179655453
ACH-000211,-0.133443184054097
ACH-000215,-0.0740466042255191
ACH-000221,-0.11294687140888653
ACH-000222,-0.1721571570428759
ACH-000223,-0.09808858959294366
ACH-000226,-0.052558074644540896
ACH-000227,-0.033166970309400315
ACH-000228,-0.11099354030780204
ACH-000231,-0.026589392089372117
ACH-000232,-0.0020142771996631715
ACH-000233,0.022478201929308297
ACH-000234,0.06220525769907129
ACH-000235,-0.034952937570841086
ACH-000237,-0.013439912327615159
ACH-000238,-0.03367956991635673
ACH-000242,0.10989176621073143
ACH-000243,0.02648577154364287
ACH-000244,-0.18880960237945416
ACH-000246,-0.06410303608797857
ACH-000248,-0.05995261538420087
ACH-000250,0.0011408205179710847
ACH-000251,-0.0671026067571332
ACH-000252,0.23931075186870604
ACH-000253,0.08157194381807185
ACH-000255,-0.022260329424822273
ACH-000256,0.07847694928280469
ACH-000257,-0.2137152331596446
ACH-000258,0.1256716228808743
