,ACADS (35)
ACH-000004,-0.13008643935663136
ACH-000005,0.010771211819912798
ACH-000007,0.043308937026874536
ACH-000009,-0.1388465800803632
ACH-000011,-0.257156684697936
ACH-000012,-0.17457536962831247
ACH-000013,-0.13062269378399954
ACH-000014,-0.1038783584814348
ACH-000015,-0.18290863104079014
ACH-000017,-0.15552828977511424
ACH-000018,-0.15034341678892085
ACH-000019,-0.051690747680594985
ACH-000021,-0.2640857649134969
ACH-000022,-0.2222280251448742
ACH-000025,-0.10252405102307399
ACH-000028,0.12993755575500135
ACH-000030,-0.08461946848144639
ACH-000035,-0.054960686016708685
ACH-000036,-0.0144104935380507
ACH-000037,-0.25455751101844765
ACH-000039,-0.10981214747575113
ACH-000040,-0.02730918926882098
ACH-000041,-0.1569413417264918
ACH-000042,-0.16276400948515113
ACH-000045,-0.03976169269917937
ACH-000047,-0.16353515728790305
ACH-000052,0.09676070038895322
ACH-000053,-0.11717862242743365
ACH-000054,-0.14074274769700498
ACH-000055,-0.1094404116227542
ACH-000060,-0.08765603619890737
ACH-000067,-0.11121445358718024
ACH-000070,-0.2236369541817323
ACH-000075,-0.021563523684285324
ACH-000078,-0.2700276508632719
ACH-000082,-0.05376937475381125
ACH-000085,-0.09330361259979532
ACH-000086,-0.203979759220158
ACH-000087,-0.2798739799682935
ACH-000092,-0.06398208251214603
ACH-000095,-0.12478251903671905
ACH-000097,-0.028502828445000343
ACH-000098,-0.11816145233582875
ACH-000099,-0.13489815255152302
ACH-000108,-0.15363005962509407
ACH-000113,-0.09898359141806
ACH-000116,-0.17423295214373166
ACH-000118,-0.2917152746963207
ACH-000120,-0.15417893823071732
ACH-000123,-0.06924861941328653
ACH-000127,-0.13016854148926926
ACH-000128,-0.07543920797421445
ACH-000132,-0.021242262747660758
ACH-000133,-0.03666473772244305
ACH-000137,-0.11359020635353287
ACH-000138,-0.13021673323786134
ACH-000142,-0.19502613464280505
ACH-000143,-0.08264813382981831
ACH-000146,-0.1484328857785891
ACH-000148,-0.10351052745896296
ACH-000150,-0.23071625422925274
ACH-000152,-0.08841656626201347
ACH-000153,0.03479447088988233
ACH-000159,-0.12043473414379526
ACH-000160,-0.07230047736694531
ACH-000163,-0.1653352191297182
ACH-000167,0.1466190647529907
ACH-000168,-0.17882382559427118
ACH-000169,-0.028998214076154636
ACH-000178,0.07811662270106909
ACH-000183,-0.2375590147403559
ACH-000188,-0.09927273672665113
ACH-000189,0.06037740557936915
ACH-000190,-0.12442603386283642
ACH-000198,-0.12617425116316744
ACH-000203,-0.2674229608927952
ACH-000204,-0.2863996106542355
ACH-000206,-0.17360615640994112
ACH-000207,-0.014992915082384553
ACH-000208,-0.07181308672446206
ACH-000210,-0.011037752965140486
ACH-000211,-0.1017616038004692
ACH-000215,-0.1121355994572524
ACH-000221,-0.03866281498374967
ACH-000222,-0.3126710561877698
ACH-000223,-0.10442833872059212
ACH-000226,-0.189702894351662
ACH-000227,-0.12670591443690887
ACH-000228,-0.015332031731950432
ACH-000231,-0.10747371614708663
ACH-000232,-0.1931915024294167
ACH-000233,-0.08892087038886161
ACH-000234,-0.09993425676231198
ACH-000235,-0.12451218512313895
ACH-000237,-0.1847294117144651
ACH-000238,-0.055185322653087794
ACH-000242,-0.2750738509535987
ACH-000243,-0.07035290551545692
ACH-000244,-0.05117439812335517
ACH-000246,-0.0037121472516269093
ACH-000248,-0.19744042276480572
ACH-000250,-0.15013674947040054
ACH-000251,-0.282880060612422
ACH-000252,-0.2817899870888332
ACH-000253,-0.07798979742506494
ACH-000255,-0.050317302458137286
ACH-000256,-0.1891253885606433
ACH-000257,-0.07384208026157542
ACH-000258,-0.2597660456406265
ACH-000259,-0.2405601184571408
ACH-000260,-0.07035382541183198
ACH-000261,-0.06911418894001335
ACH-000262,-0.010097914758931582
ACH-000263,-0.1056569940720721
ACH-000264,-0.13844159194962127
ACH-000265,-0.1877314449513777
ACH-000266,-0.17761712354486775
ACH-000272,-0.05565966325251121
ACH-000274,-0.09827544249963284
ACH-000277,-0.2334786959464103
ACH-000278,-0.1937476663147362
ACH-000279,-0.21513634604522056
ACH-000280,-0.14744240012205378
ACH-000281,-0.28769371390673903
ACH-000288,-0.1408896061524173
ACH-000291,-0.08878574226963634
ACH-000293,-0.052982557269410084
ACH-000294,-0.1791786708109971
ACH-000295,-0.11175950739224744
ACH-000296,-0.2326242986733247
ACH-000302,-0.15566264310406094
ACH-000304,-0.3558028549275673
ACH-000307,-0.13241875828028804
ACH-000308,-0.07287332556673004
ACH-000310,-0.10173243359554833
ACH-000311,0.015767503887945226
ACH-000312,-0.14310222129754305
ACH-000315,-0.33022944071866195
ACH-000316,-0.23732753116966546
ACH-000317,0.022617835231259736
ACH-000318,-0.2740284693262285
ACH-000319,-0.1437637650488889
ACH-000320,-0.07002253053422312
ACH-000322,-0.16556190643238955
ACH-000323,-0.1842903329757929
ACH-000324,-0.13030442543948398
ACH-000329,-0.18081101090812607
ACH-000330,-0.11342417864548955
ACH-000331,-0.2507538559658947
ACH-000332,-0.19292906209482397
ACH-000334,-0.3141285788854349
ACH-000335,-0.2620437808932431
ACH-000336,0.22096625319650895
ACH-000337,-0.2409700733523576
ACH-000338,-0.6074470715882129
ACH-000339,-0.09448333179245558
ACH-000341,0.005441876142361047
ACH-000348,-0.16972295173350024
ACH-000350,-0.2564850071181512
ACH-000352,-0.17353320183600235
ACH-000356,-0.17145364236050056
ACH-000361,-0.08648772186235437
ACH-000362,-0.08259155200509974
ACH-000363,-0.2386724219449809
ACH-000364,-0.05317660553347425
ACH-000365,-0.17191098512006533
ACH-000366,-0.1025038201258914
ACH-000368,-0.044903628733802416
ACH-000374,-0.05967179833957341
ACH-000375,-0.013156610273439938
ACH-000376,-0.0962098560435994
ACH-000381,-0.13348449035327695
ACH-000383,-0.1965502135921064
ACH-000387,-0.17189876896407655
ACH-000389,-0.06270545906450496
ACH-000390,-0.042698758131656814
ACH-000393,-0.09997615713440354
ACH-000395,-0.2749121119411957
ACH-000396,-0.21746303037169148
ACH-000397,-0.09667823191027414
ACH-000401,-0.10998144469663854
ACH-000402,-0.4305868863139069
ACH-000403,-0.106508686083818
ACH-000404,0.10239961324675582
ACH-000406,-0.15173279122697594
ACH-000407,-0.10795267271320627
ACH-000408,-0.10069544885012574
ACH-000410,-0.13315307788140607
ACH-000411,-0.11446494405067195
ACH-000414,-0.1577061502926574
ACH-000415,-0.07146289481077257
ACH-000416,-0.08936530616178526
ACH-000420,-0.2436435703596227
ACH-000421,-0.16775754272093027
ACH-000424,-0.2934711260798099
ACH-000425,-0.19713629009308167
ACH-000426,0.037687079726184486
ACH-000427,0.002626538617774671
ACH-000433,-0.15788384863217822
ACH-000435,-0.2315446373865971
ACH-000436,0.0028506192034827853
ACH-000444,-0.2925951885220477
ACH-000445,-0.3565697690161181
ACH-000448,-0.1554389169420755
ACH-000450,-0.04058629204975082
ACH-000452,-0.13685872100686994
ACH-000454,-0.1971059092885156
ACH-000458,-0.12165782570283258
ACH-000459,-0.19616981216077176
ACH-000460,-0.07517390162071683
ACH-000461,-0.0744731579948979
ACH-000463,-0.10411336739276184
ACH-000464,-0.18824309987168497
ACH-000466,-0.0619301625848166
ACH-000467,-0.2433109830035392
ACH-000468,-0.2787610054032353
ACH-000469,-0.05871353432955835
ACH-000470,-0.24382156100338245
ACH-000471,-0.11828859601976813
ACH-000472,-0.10868691246654827
ACH-000473,-0.185050632963963
ACH-000475,-0.21250962351539324
ACH-000476,-0.07867155249916517
ACH-000477,0.0834959774726357
ACH-000479,0.013302750244083141
ACH-000480,-0.16567957199118266
ACH-000481,-0.1470011746910572
ACH-000483,-0.2309323404958886
ACH-000484,-0.02237353182933232
ACH-000485,-0.22280310938173706
ACH-000486,-0.09716558254472152
ACH-000487,-0.30524531438969565
ACH-000488,-0.21293331308580005
ACH-000490,-0.1290082605257405
ACH-000491,-0.08636757715864146
ACH-000495,-0.014262126234267737
ACH-000496,-0.2497717497323087
ACH-000499,-0.4125320076903912
ACH-000500,0.023348316130087542
ACH-000502,-0.1352658898089578
ACH-000503,-0.2118107968952516
ACH-000505,-0.20951672648018405
ACH-000507,-0.08759627136767227
ACH-000510,-0.11185641859674224
ACH-000511,-0.2559858749881703
ACH-000512,-0.16243908750721087
ACH-000516,-0.02227256152045969
ACH-000517,-0.1534766198325333
ACH-000518,-0.16247218703284555
ACH-000520,-0.2455528456809836
ACH-000521,-0.053790842637110696
ACH-000522,-0.07616041138644733
ACH-000524,-0.11599819517886892
ACH-000527,-0.13836239308305942
ACH-000528,-0.16947853951948785
ACH-000537,-0.08139287001518483
ACH-000541,-0.2906940406587293
ACH-000542,-0.13276635396656186
ACH-000544,-0.0539914977155134
ACH-000545,0.06435656169871354
ACH-000547,-0.17534705114272076
ACH-000548,-0.0747994938376654
ACH-000549,-0.16098590300536755
ACH-000550,-0.18758341089934785
ACH-000552,-0.07730410504843843
ACH-000556,-0.14516177763624258
ACH-000557,-0.06577799891278073
ACH-000569,-0.05004148277905718
ACH-000570,-0.2994770075083336
ACH-000571,-0.14088258507259774
ACH-000573,-0.11060701267837604
ACH-000576,-0.1818217666444168
ACH-000579,-0.3243164914042311
ACH-000580,0.17078864646043568
ACH-000584,-0.15466902557098733
ACH-000585,-0.13237038438591867
ACH-000588,0.06829624320263618
ACH-000589,-0.1918926093381759
ACH-000591,-0.3830993516442139
ACH-000593,-0.10568149617060056
ACH-000600,-0.061813638930262864
ACH-000601,-0.1099917412219986
ACH-000605,-0.07407785510647241
ACH-000606,-0.13741831617942407
ACH-000608,-0.11447007239860126
ACH-000614,-0.0379748146667549
ACH-000616,-0.08912191529894863
ACH-000618,-0.13683279110368735
ACH-000619,-0.04720239305842497
ACH-000620,-0.14629991918497662
ACH-000621,-0.19048895930969773
ACH-000622,-0.08940575317687277
ACH-000623,-0.06806065380446367
ACH-000624,-0.109431498744159
ACH-000627,-0.15419554861040835
ACH-000630,-0.10911964436014053
ACH-000631,-0.028061489408954317
ACH-000632,-0.09437928874080463
ACH-000633,-0.1279987546950936
ACH-000637,-0.06286715416599276
ACH-000638,-0.10791357046391276
ACH-000646,-0.08383814275507022
ACH-000647,-0.06724638449262088
ACH-000648,-0.09029850926815032
ACH-000649,-0.06221926143038796
ACH-000651,-0.1931722774565899
ACH-000652,-0.1849935367007155
ACH-000653,-0.06492645262153703
ACH-000657,-0.1066492806236606
ACH-000658,0.07262056581865763
ACH-000661,-0.06621136136827048
ACH-000662,-0.350398187421938
ACH-000663,-0.13663852820639438
ACH-000665,-0.10182795896215244
ACH-000671,0.02663838406071492
ACH-000672,-0.2474202533534695
ACH-000673,-0.016937741992681443
ACH-000676,-0.14131660819617875
ACH-000677,-0.1016134167149086
ACH-000681,-0.2436021059112852
ACH-000683,-0.13611239591997662
ACH-000684,0.2655420723274601
ACH-000688,0.06119139080113978
ACH-000693,-0.14730521108468925
ACH-000694,-0.12009904294610207
ACH-000695,0.034621378234464636
ACH-000696,-0.06025983123052923
