,MPPE1 (65258)
ACH-000004,-0.0793882294706759
ACH-000005,-0.13020735402278946
ACH-000007,-0.18586551239134091
ACH-000009,-0.22403045163818727
ACH-000011,-0.1834082677387146
ACH-000012,-0.2634186924911288
ACH-000013,-0.13163838899639654
ACH-000014,-0.1764305347952463
ACH-000015,-0.22174109393773245
ACH-000017,-0.206666255163204
ACH-000018,-0.17448470367753185
ACH-000019,-0.12497891540211985
ACH-000021,-0.12022182988535705
ACH-000022,-0.06842960215406636
ACH-000025,-0.1386690039836733
ACH-000028,0.015767566863721726
ACH-000030,-0.2229867484089064
ACH-000035,-0.1788028408159545
ACH-000036,-0.21496873854598225
ACH-000037,-0.13810419964254994
ACH-000039,-0.16830716284193367
ACH-000040,-0.17403192086960784
ACH-000041,-0.17134846776606402
ACH-000042,-0.5870622574122953
ACH-000045,-0.21313215583308706
ACH-000047,-0.0004740964584111626
ACH-000052,-0.24676625795836984
ACH-000053,-0.13036562637333654
ACH-000054,-0.12016526963781893
ACH-000055,-0.32964895172862857
ACH-000060,-0.08429817213593335
ACH-000067,-0.1586118768790082
ACH-000070,-0.08582431638407034
ACH-000075,-0.1971454968242844
ACH-000078,-0.042865547422360525
ACH-000082,-0.11555914010570095
ACH-000085,-0.35133144959883394
ACH-000086,-0.023280797564545076
ACH-000087,-0.0448470519431118
ACH-000092,-0.2406362090834531
ACH-000095,-0.09467098279761732
ACH-000097,-0.1515861904850075
ACH-000098,-0.232329153906324
ACH-000099,-0.2027735774529429
ACH-000108,-0.25204292617316953
ACH-000113,-0.17251214918762045
ACH-000116,-0.020718157687963618
ACH-000118,-0.09504060174355984
ACH-000120,-0.2563311304635337
ACH-000123,-0.09281821535013332
ACH-000127,-0.04154275077806596
ACH-000128,-0.1131971483889711
ACH-000132,-0.13262893512045534
ACH-000133,-0.12301975590714635
ACH-000137,-0.25535829634157403
ACH-000138,-0.011292407271975871
ACH-000142,-0.04442810453049692
ACH-000143,-0.21351836038664904
ACH-000146,-0.13988130800067972
ACH-000148,-0.12278044920026755
ACH-000150,-0.3201749415933673
ACH-000152,-0.00131534659390645
ACH-000153,-0.06440154916119023
ACH-000159,-0.02679202809203676
ACH-000160,-0.32089982277456336
ACH-000163,-0.17503966781589514
ACH-000167,-0.3575356109907281
ACH-000168,-0.1459913991556664
ACH-000169,-0.1682538129501539
ACH-000178,-0.11674746096051755
ACH-000183,-0.11410116212547095
ACH-000188,-0.061860962652820976
ACH-000189,-0.048123849895520265
ACH-000190,-0.3263084645561893
ACH-000198,-0.19386348684076893
ACH-000203,-0.210329279711487
ACH-000204,-0.0481386079622599
ACH-000206,-0.16340690146252432
ACH-000207,-0.21319022080377426
ACH-000208,-0.12374068269050825
ACH-000210,-0.2760891043087586
ACH-000211,-0.3091287567886212
ACH-000215,-0.16818683778173224
ACH-000221,-0.1608900458171862
ACH-000222,-0.2885180570383508
ACH-000223,-0.25411594134131155
ACH-000226,0.00497737313555665
ACH-000227,-0.09027821176656607
ACH-000228,-0.3069972178079272
ACH-000231,-0.14732180308143125
ACH-000232,-0.147810449477716
ACH-000233,-0.1953807893916531
ACH-000234,-0.0971578936571476
ACH-000235,-0.07399345059393578
ACH-000237,-0.14239217974655974
ACH-000238,-0.2517309968082882
ACH-000242,-0.15091740563166614
ACH-000243,-0.18068678059164148
ACH-000244,-0.18183238288553136
ACH-000246,-0.13868662218447786
ACH-000248,-0.17278423726033865
ACH-000250,-0.032374993221245395
ACH-000251,-0.003971836030988071
ACH-000252,-0.024520849305334862
ACH-000253,-0.0227211394752646
ACH-000255,-0.2972853581147348
ACH-000256,-0.24820220453874456
ACH-000257,-0.04354106941983976
ACH-000258,-0.0010604817084413896
ACH-000259,-0.0653392672816016
ACH-000260,-0.18989281683851286
ACH-000261,-0.19210713467855128
ACH-000262,-0.14465746605413474
ACH-000263,-0.34058017283783304
ACH-000264,-0.1588132254554892
ACH-000265,-0.10246317239318277
ACH-000266,-0.1422972264974927
ACH-000272,-0.14314616120387433
ACH-000274,-0.12467289878921882
ACH-000277,0.05495307001770088
ACH-000278,-0.14512959313331303
ACH-000279,-0.20426594916435314
ACH-000280,-0.2953582102218191
ACH-000281,-0.2492035190665424
ACH-000288,-0.09535033030816313
ACH-000291,-0.20825206053341566
ACH-000293,-0.2552801945051313
ACH-000294,0.011614344952234243
ACH-000295,-0.2799985790795825
ACH-000296,-0.2920098278943981
ACH-000302,-0.2091388022136412
ACH-000304,0.09901748169660683
ACH-000307,-0.09035152225239468
ACH-000308,-0.11185387756880023
ACH-000310,-0.061352722609192174
ACH-000311,-0.18982700919403855
ACH-000312,-0.14249565258654046
ACH-000315,-0.06141284264670075
ACH-000316,-0.21528663143880927
ACH-000317,0.0799151292267004
ACH-000318,-0.11787506249507836
ACH-000319,-0.14346549115676768
ACH-000320,-0.07109251983714789
ACH-000322,-0.11474204578765736
ACH-000323,-0.22105918170754535
ACH-000324,-0.051707548603273965
ACH-000329,-0.143577472613464
ACH-000330,0.010811707938475143
ACH-000331,0.04055306458160398
ACH-000332,-0.1856971383713347
ACH-000334,-0.1995985463218488
ACH-000335,-0.1507259980509014
ACH-000336,-0.12679795258536353
ACH-000337,-0.2145328602906572
ACH-000338,-0.15549265273047275
ACH-000339,-0.2053105854912427
ACH-000341,-0.1636269315064999
ACH-000348,-0.2293192125300444
ACH-000350,-0.29781923744941513
ACH-000352,-0.2298740610935842
ACH-000356,-0.10424844913231048
ACH-000361,0.11675649577809917
ACH-000362,-0.11707435240946315
ACH-000363,-0.16674524481646988
ACH-000364,-0.13959197179926333
ACH-000365,-0.14708348177085978
ACH-000366,-0.12376634068835694
ACH-000368,-0.29816335872640154
ACH-000374,0.1875417474721432
ACH-000375,-0.10819479997720377
ACH-000376,-0.24769186729589596
ACH-000381,-0.08537564587650362
ACH-000383,-0.17559569853420245
ACH-000387,-0.08722328405048367
ACH-000389,-0.2808105015788876
ACH-000390,-0.18467083607162546
ACH-000393,-0.2697304577573677
ACH-000395,-0.3695517500153174
ACH-000396,-0.1589435707868092
ACH-000397,-0.19335238282550926
ACH-000401,-0.12818983151659585
ACH-000402,0.018019666724255597
ACH-000403,-0.2446750227098063
ACH-000404,0.02262224378165089
ACH-000406,-0.17674716672954485
ACH-000407,-0.15602605858451032
ACH-000408,-0.2107177566846096
ACH-000410,-0.13072234804088698
ACH-000411,-0.07421716072635924
ACH-000414,-0.18132478711168076
ACH-000415,-0.02435269664914576
ACH-000416,-0.15588667060078398
ACH-000420,-0.2718561232288856
ACH-000421,-0.46053657340339504
ACH-000424,-0.28886823753209123
ACH-000425,-0.12972980147441374
ACH-000426,-0.1297332976956339
ACH-000427,-0.3162992199247634
ACH-000433,-0.17597574787901304
ACH-000435,-0.21410185473960736
ACH-000436,-0.06019540880316706
