,ATXN7L1 (222255)
ACH-000004,0.14568780411010274
ACH-000005,0.1530485654073701
ACH-000007,0.19837281067691093
ACH-000009,0.013843328798473352
ACH-000011,0.030107342133392213
ACH-000012,0.17217338488632405
ACH-000013,0.13486512542186027
ACH-000014,-0.02189811206525752
ACH-000015,-0.06447700785971325
ACH-000017,-0.10259905592996746
ACH-000018,0.06955567934482038
ACH-000019,0.11974772624244873
ACH-000021,-0.050476983905511655
ACH-000022,0.054928931433544784
ACH-000025,0.19329551233636766
ACH-000028,-0.03294582854679305
ACH-000030,0.13048135400902894
ACH-000035,-0.04073070828085937
ACH-000036,0.0752485054352078
ACH-000037,-0.03540332755393151
ACH-000039,0.10115018905474507
ACH-000040,0.054605159607827816
ACH-000041,-0.059961801275417136
ACH-000042,-0.01796659312442061
ACH-000045,0.11956434164482628
ACH-000047,0.12511714062580656
ACH-000052,0.05170987002040727
ACH-000053,0.07114610929671973
ACH-000054,0.04427684632543679
ACH-000055,0.010812773216407057
ACH-000060,0.052365485916361684
ACH-000067,-0.0119228010419484
ACH-000070,0.005573170731021478
ACH-000075,0.27674723299785664
ACH-000078,-0.053509911946558436
ACH-000082,0.05400766396578873
ACH-000085,-0.011759565037831285
ACH-000086,0.10355855957581027
ACH-000087,-0.17619538020297665
ACH-000092,0.08979659063051458
ACH-000095,-0.06120676875682639
ACH-000097,0.08070693560227196
ACH-000098,-0.011682214260483144
ACH-000099,-0.0038902273033874462
ACH-000108,0.010760688935461863
ACH-000113,0.015353728409015666
ACH-000116,0.08741324449540411
ACH-000118,0.011875284949032498
ACH-000120,0.09286449614341906
ACH-000123,0.05890339758749509
ACH-000127,0.13476572826059094
ACH-000128,0.006760865449029342
ACH-000132,0.05051191087752928
ACH-000133,-0.16674327041581985
ACH-000137,0.1026954684146684
ACH-000138,0.08779262847384636
ACH-000142,0.05814559303483886
ACH-000143,0.1938682146634737
ACH-000146,-0.060972684974715724
ACH-000148,0.027878196440526342
ACH-000150,0.1938419923152796
ACH-000152,0.059315833325317674
ACH-000153,0.17631647639303102
ACH-000159,-0.026455878451717083
ACH-000160,-0.07094712099339795
ACH-000163,0.184502343233888
ACH-000167,0.03174072444209388
ACH-000168,0.17909228950420347
ACH-000169,0.07014786837220573
ACH-000178,0.10585106053823927
ACH-000183,0.13126426282875228
ACH-000188,-0.0383664259830334
ACH-000189,-0.029375467114064163
ACH-000190,-0.07234706635652119
ACH-000198,0.12275581745451672
ACH-000203,0.08147350072854491
ACH-000204,0.2274341261728597
ACH-000206,0.28233056070028684
ACH-000207,0.25304587988366306
ACH-000208,0.10423724437155964
ACH-000210,0.4053791615474832
ACH-000211,0.02221786451208224
ACH-000215,0.005178990579561401
ACH-000221,0.04940504522163405
ACH-000222,0.15510319795347555
ACH-000223,0.01846267453970936
ACH-000226,0.11295776123606495
ACH-000227,0.05600267742424255
ACH-000228,-0.03183997474610853
ACH-000231,0.099315528691281
ACH-000232,-0.03892886380866562
ACH-000233,0.11587403778520425
ACH-000234,0.17959229640244515
ACH-000235,0.050195271511198784
ACH-000237,0.0370811239068088
ACH-000238,0.1560347073392489
ACH-000242,-0.17205958674584113
ACH-000243,0.026094983372437718
ACH-000244,0.2315910080941066
ACH-000246,0.09992466927640252
ACH-000248,0.06541424406415179
ACH-000250,0.09595169469617933
ACH-000251,0.0658119856138481
ACH-000252,-0.04930252243829908
ACH-000253,0.03889196611876188
ACH-000255,-0.04029882610683118
ACH-000256,0.0012929700138235398
ACH-000257,0.08883559506919747
ACH-000258,-0.1397188144337112
ACH-000259,0.058457872961246285
ACH-000260,0.0507642337286281
ACH-000261,0.07933919377474252
ACH-000262,0.012884528220220057
ACH-000263,0.41168766766045983
ACH-000264,0.08873194711420783
ACH-000265,0.1731615435719471
ACH-000266,0.07327344461937464
ACH-000272,0.11670397096175705
ACH-000274,0.018998831406903758
ACH-000277,0.029065339656801845
ACH-000278,0.0358155795312026
ACH-000279,0.1154467903474824
ACH-000280,0.11199282141936703
ACH-000281,0.046306318919806515
ACH-000288,0.053045580111296765
ACH-000291,0.07784120836807043
ACH-000293,0.1438743183391183
ACH-000294,0.2193712010647183
ACH-000295,0.023283674637531587
ACH-000296,0.09170944875890684
ACH-000302,0.0764432798821646
ACH-000304,-0.028155573591275594
ACH-000307,0.12706201165104913
ACH-000308,0.07047528291392331
ACH-000310,0.013825562845365041
ACH-000311,0.14560765325029307
ACH-000312,-0.01446728918679026
ACH-000315,-0.002770920267868684
ACH-000316,0.07114628973426762
ACH-000317,0.11638990237889316
ACH-000318,0.1828223132781072
ACH-000319,0.07719148284783871
ACH-000320,0.1334556754883286
ACH-000322,0.02799561528523246
ACH-000323,0.06524975900781083
ACH-000324,0.13104549239087845
ACH-000329,0.14569404666389782
ACH-000330,0.11999982926962575
ACH-000331,0.06632012378216838
ACH-000332,0.10171243999351252
ACH-000334,0.06904880975830867
ACH-000335,0.17760857920231687
ACH-000336,0.029932794027752663
ACH-000337,0.1122075247641015
ACH-000338,0.5353895473626704
ACH-000339,-0.055270338693548283
ACH-000341,0.04792154064512417
ACH-000348,0.023513811313199927
ACH-000350,0.07574213601971139
ACH-000352,-0.002202596220325837
ACH-000356,0.0562987348096189
ACH-000361,0.021406688020493315
ACH-000362,0.12984587843899326
ACH-000363,0.09669112747658368
ACH-000364,-0.021733542794916082
ACH-000365,0.015682463922333374
ACH-000366,0.07183505730524045
ACH-000368,0.1727600448975012
ACH-000374,0.00020924925612776665
ACH-000375,0.22626546521080346
ACH-000376,0.08468426664180895
ACH-000381,0.3172156809158089
ACH-000383,-0.025453152271483863
ACH-000387,0.09051690706317474
ACH-000389,0.03499406310574928
ACH-000390,0.04043431355326469
ACH-000393,0.08991118144467937
ACH-000395,0.13177358866940955
ACH-000396,0.037877840034591485
ACH-000397,0.1107803783724678
ACH-000401,0.2311364063097148
ACH-000402,0.4165768904781499
ACH-000403,0.02475315522134493
ACH-000404,0.19014593152231424
ACH-000406,0.05789806949502702
ACH-000407,0.23143817533273
ACH-000408,-0.042105539671844286
ACH-000410,0.06398494507143747
ACH-000411,0.11509272681564026
ACH-000414,0.023468076397633424
ACH-000415,0.17389705197034172
ACH-000416,0.011919753619870264
ACH-000420,-0.0442515799586175
ACH-000421,-0.02442748750152336
ACH-000424,0.13595286771731302
ACH-000425,0.060874894628959016
ACH-000426,0.08574861757994566
ACH-000427,0.07330680337070691
ACH-000433,0.2572431841362296
ACH-000435,0.1692834065018343
ACH-000436,0.13658124631703955
ACH-000444,0.054793061087239234
ACH-000445,0.1893659448789688
ACH-000448,-0.01832680549320213
ACH-000450,-0.1684387178552371
ACH-000452,0.02453976159654991
ACH-000454,0.3879055578814007
ACH-000458,-0.03144225027309633
ACH-000459,0.13404002129064085
ACH-000460,0.05997842135169465
ACH-000461,0.0810807146423529
ACH-000463,0.002367384382967398
ACH-000464,0.003445321808207841
ACH-000466,-0.002554644447909714
ACH-000467,0.0029887267160336978
ACH-000468,0.07674567243595254
ACH-000469,-0.0063383682415817655
ACH-000470,-0.017002361564498088
ACH-000471,-0.06551681850122655
ACH-000472,0.06439370794343274
ACH-000473,0.15463504006705187
ACH-000475,-0.0016162138778068127
ACH-000476,0.040772144259631764
ACH-000477,0.15682056961319182
ACH-000479,-0.09824852931795604
