,CXADR (1525)
ACH-000004,-0.0893535786579318
ACH-000005,0.24418944966956185
ACH-000007,0.055815432979245315
ACH-000009,-0.187498446791615
ACH-000011,-0.10795910818211507
ACH-000012,-0.18768987522054364
ACH-000013,-0.03966838024020685
ACH-000014,-0.024223163470514758
ACH-000015,-0.04597288771399392
ACH-000017,0.04944253562404646
ACH-000018,-0.10753936104311654
ACH-000019,-0.2350250951749056
ACH-000021,-0.08541438297973998
ACH-000022,-0.009738110665744171
ACH-000025,-0.07624833712396735
ACH-000028,0.009089425380096472
ACH-000030,-0.06418002549543643
ACH-000035,-0.2356874068332434
ACH-000036,-0.09696272304980803
ACH-000037,-0.1077724852107704
ACH-000039,0.059414473883136615
ACH-000040,0.06410863925889271
ACH-000041,0.305578085854803
ACH-000042,0.049119778469229866
ACH-000045,0.14549819998319136
ACH-000047,0.03296182128779477
ACH-000052,-0.2122699917053148
ACH-000053,-0.018798986707555743
ACH-000054,0.17963532834534335
ACH-000055,0.3690458278079341
ACH-000060,-0.03765732063492185
ACH-000067,-0.018376531106501528
ACH-000070,0.0013353209092225892
ACH-000075,0.013016478683978988
ACH-000078,-0.029402921710825612
ACH-000082,-0.02926583669727803
ACH-000085,0.2339402012562078
ACH-000086,0.08888586105027002
ACH-000087,0.08200489414327558
ACH-000092,-0.038429532600033976
ACH-000095,-0.05597763917128784
ACH-000097,-0.11968424900906773
ACH-000098,-0.056943216462994425
ACH-000099,-0.11370808053269695
ACH-000108,0.04055380116982906
ACH-000113,-0.03377387494986673
ACH-000116,-0.2381126455363076
ACH-000118,0.0343317472074997
ACH-000120,0.04674577465017517
ACH-000123,-0.12298302918440135
ACH-000127,0.04587195848142242
ACH-000128,-0.09995304627544517
ACH-000132,-0.17443907072885256
ACH-000133,-0.02619775474536212
ACH-000137,-0.03685969911904537
ACH-000138,0.1703342293207563
ACH-000142,-0.07591869642120766
ACH-000143,-0.014389549394031476
ACH-000146,-0.025453173864348932
ACH-000148,0.0393511845480055
ACH-000150,0.058774442742094785
ACH-000152,0.03847026802559321
ACH-000153,-0.009400585679413534
ACH-000159,-0.12459717287684093
ACH-000160,0.06609972628474735
ACH-000163,0.14164793061117514
ACH-000167,-0.009886774598189204
ACH-000168,-0.24325620126996775
ACH-000169,0.07925972864059795
ACH-000178,-0.07943376125134384
ACH-000183,-0.13599197819964656
ACH-000188,-0.2638373359970094
ACH-000189,0.08052163915884099
ACH-000190,-0.029609204841543807
ACH-000198,-0.16654618817542038
ACH-000203,-0.27114654654164816
ACH-000204,-0.020649548980459332
ACH-000206,-0.014777022027483868
ACH-000207,-0.025187138247502745
ACH-000208,-0.07845390685188272
ACH-000210,-0.07092109060968277
ACH-000211,0.010010371189596988
ACH-000215,-0.05845113256276008
ACH-000221,-0.03246950401496206
ACH-000222,-0.024377714766694
ACH-000223,-0.02858616056940289
ACH-000226,-0.18154922490696346
ACH-000227,-0.2263816518581453
ACH-000228,0.0592129794575999
ACH-000231,-0.11105140487049886
ACH-000232,-0.1440853432571113
ACH-000233,0.03514786397249986
ACH-000234,-0.1672753476588292
ACH-000235,-0.07780341049764711
ACH-000237,-0.009291256496612277
