,RSF1 (51773)
ACH-000004,0.09561797689300136
ACH-000005,-0.021509762953979727
ACH-000007,0.06020061421599816
ACH-000009,0.20147677520409965
ACH-000011,0.12249801340042958
ACH-000012,-0.011770849471564196
ACH-000013,0.45039496456857003
ACH-000014,0.3832006545320165
ACH-000015,0.2646951926112012
ACH-000017,0.10385800896715976
ACH-000018,0.012535123974706764
ACH-000019,-0.14112992802757435
ACH-000021,0.10286377370599463
ACH-000022,0.1715906853496335
ACH-000025,0.2912505227553279
ACH-000028,-0.1291975297731938
ACH-000030,0.015913832639939646
ACH-000035,-0.07185678396078111
ACH-000036,0.3327795356165541
ACH-000037,0.10190948830248248
ACH-000039,0.005215733120546625
ACH-000040,0.3195923705017109
ACH-000041,-0.14759143953569034
ACH-000042,0.08742310364163959
ACH-000045,0.16132883234571282
ACH-000047,0.09538007213211123
ACH-000052,0.01996855053804113
ACH-000053,0.2327202088901516
ACH-000054,0.31320373402166496
ACH-000055,0.14761212822014508
ACH-000060,0.33148795197173503
ACH-000067,-0.01759278554216241
ACH-000070,-0.10073107528527524
ACH-000075,0.17395617802884525
ACH-000078,-0.04248835626137939
ACH-000082,0.19385643112842468
ACH-000085,0.26987712302440603
ACH-000086,-0.08268790908254041
ACH-000087,0.08015191651745583
ACH-000092,0.14274443750765048
ACH-000095,-0.07719905092519314
ACH-000097,0.05437400538549685
ACH-000098,0.260878310838188
ACH-000099,0.2569201352718152
ACH-000108,0.16268772348855814
ACH-000113,-0.058468644847559426
ACH-000116,-0.026295364327518046
ACH-000118,0.1502432413850044
ACH-000120,-0.11056970403513693
ACH-000123,-0.04424174505296539
ACH-000127,0.3672624849433545
ACH-000128,0.1756981859748274
ACH-000132,0.2153675445782649
ACH-000133,0.1805816388724888
ACH-000137,0.1717020025728721
ACH-000138,0.2047647640408626
ACH-000142,0.11410443004910585
ACH-000143,0.07217713366950533
ACH-000146,0.20130879531458726
ACH-000148,0.22610967476139
ACH-000150,0.15364260828092974
ACH-000152,0.2047832264500763
ACH-000153,0.0010568535364899882
ACH-000159,0.2300646796646307
ACH-000160,0.4160864428738463
ACH-000163,0.17618257444889848
ACH-000167,0.8327059778984105
ACH-000168,0.2382879411968751
ACH-000169,0.05539026269231685
ACH-000178,0.276071739242125
ACH-000183,0.045623428020777256
ACH-000188,-0.0025379688957033533
ACH-000189,0.2617741253746118
ACH-000190,0.3721805077607147
ACH-000198,-0.2471046927261123
ACH-000203,-0.007134693426281228
ACH-000204,-0.0072582226201442935
ACH-000206,0.2580830923861851
ACH-000207,0.002615650421230191
ACH-000208,-0.09373442115774093
ACH-000210,0.3099428644087826
ACH-000211,0.30879882931978925
ACH-000215,0.2751211415543565
ACH-000221,0.1018554110438118
ACH-000222,0.07263553884009366
ACH-000223,0.1310870225931559
ACH-000226,0.19030876581203174
ACH-000227,0.12214168796031648
ACH-000228,-0.17727501827767886
ACH-000231,0.2335555423401857
ACH-000232,0.028871030899408213
ACH-000233,0.2928622444282599
ACH-000234,0.35733916587148473
ACH-000235,0.17051316594266286
ACH-000237,0.012000327650947565
ACH-000238,0.2031084521750781
ACH-000242,0.3577619783027299
ACH-000243,0.4422435529624165
ACH-000244,0.08770770470869359
ACH-000246,0.4333779582161355
ACH-000248,0.21970197517249127
ACH-000250,0.2506098010384474
ACH-000251,0.22008062061890532
