,EIF3L (51386)
ACH-000167,-0.2560522840342958
ACH-000168,-0.3910885055845916
ACH-000169,-0.4976698775565877
ACH-000178,-0.3633163751708604
ACH-000183,-0.6316221556525264
ACH-000188,-0.2412652011116113
ACH-000189,-0.13466771881786116
ACH-000190,-0.5086285209203515
ACH-000198,-0.20698992148554396
ACH-000203,-0.394620855300244
ACH-000204,-0.4955883790049324
ACH-000206,-0.14148232647671233
ACH-000207,-0.35117625727995944
ACH-000208,-0.19530596430577535
ACH-000210,-0.357305065561141
ACH-000211,-0.40800564813718176
ACH-000215,-0.43233338769374857
ACH-000221,-0.3957108234044709
ACH-000222,-0.33858615736242825
ACH-000223,-0.6319559391526874
ACH-000226,-0.4844323540971485
ACH-000227,-0.4912217536445734
ACH-000228,-0.4671269135813539
ACH-000231,-0.20696112646894255
ACH-000232,-0.3717412695923055
ACH-000233,-0.4796140949148565
ACH-000234,-0.2956434868276261
ACH-000235,-0.2414530617844016
ACH-000237,-0.5028443277946443
ACH-000238,-0.4868643687414394
ACH-000242,-0.6397901235661227
ACH-000243,-0.8590869058955413
ACH-000244,-0.4127429427302624
ACH-000246,-0.3548770301301851
ACH-000248,-0.3757874426286332
ACH-000250,-0.3325573505681444
ACH-000251,-0.4487316931527272
ACH-000252,-0.501114796645303
ACH-000253,-0.31111044740640625
ACH-000255,-0.4766703918061049
ACH-000256,-0.4358160546968489
ACH-000257,-0.19942594970978286
ACH-000258,-0.4922840282769168
ACH-000259,-0.3712968723504536
ACH-000260,-0.507308581751896
ACH-000261,-0.2559924734229879
ACH-000262,-0.08456164881596198
ACH-000263,-0.2991094010007158
ACH-000264,-0.3640883782794975
ACH-000265,-0.25863084594716784
ACH-000266,-0.30838440086382
ACH-000272,-0.24477346645350706
ACH-000274,-0.3331860519495177
ACH-000277,-0.3823927832928456
ACH-000278,-0.5333893224368346
ACH-000279,-0.3206586554507838
ACH-000280,-0.427495127414731
ACH-000281,-0.4566230142409155
ACH-000288,-0.3284158095592846
ACH-000291,-0.5876502009344805
ACH-000293,-0.4302286449085239
ACH-000294,-0.4375456181356399
ACH-000295,-0.24339549102577204
ACH-000296,-0.5086443900107163
ACH-000302,-0.2589200000234088
ACH-000304,-0.3198036575949092
ACH-000307,-0.578705896631604
ACH-000308,-0.38731649897940734
ACH-000310,-0.4362958962961049
ACH-000311,-0.2716840299328586
ACH-000312,-0.3827073443257492
ACH-000315,-0.911240799269032
ACH-000316,-0.2868627841660185
ACH-000317,-0.16188575239561764
ACH-000318,-0.3515162595673871
ACH-000319,-0.478217379276218
ACH-000320,-0.3862934729270071
ACH-000322,-0.5697681439470397
ACH-000323,-0.8048782736595279
ACH-000324,-0.381295960257996
ACH-000329,-0.5041193393121929
ACH-000330,-0.7303406667289687
ACH-000331,-0.3268029335976759
ACH-000332,-0.42538465752904936
ACH-000334,-0.3351020308797802
ACH-000335,-0.6757144216983856
ACH-000336,-0.2404278944128307
ACH-000337,-0.5080933523891323
ACH-000338,-0.589409123644365
ACH-000339,-0.3785145963963841
ACH-000341,-0.5934773754929603
ACH-000348,-0.2748330624946079
ACH-000350,-0.3822373250484528
ACH-000352,-0.6015420209133049
ACH-000356,-0.5050329220348855
ACH-000361,-0.3140031055936913
ACH-000362,-0.4421909803921811
ACH-000363,-0.4425493028815928
ACH-000364,-0.3193753557992949
ACH-000365,-0.597454189315903
ACH-000366,-0.4526091995009973
ACH-000368,-0.5352400537429582
ACH-000374,-0.10983735669014044
ACH-000375,-0.30969151458890204
ACH-000376,-0.5758896069791625
ACH-000381,-0.3977554905528794
ACH-000383,-0.26573065537377555
ACH-000387,-0.1178973463188259
ACH-000389,-0.3751449937158649
ACH-000390,-0.4438889874021941
ACH-000393,-0.4029427003957629
ACH-000395,-0.34260443367943405
ACH-000396,-0.07291564039281469
ACH-000397,-0.2593236951220148
ACH-000401,-0.3759994553927164
ACH-000402,-0.6124631478314154
ACH-000403,-0.3393827933052119
ACH-000404,-0.4628917044575973
ACH-000406,-0.27887689749325106
ACH-000407,-0.21328480195274854
ACH-000408,-0.5793197467350198
ACH-000410,-0.4400503809398613
ACH-000411,-0.6969099020024091
ACH-000414,-0.4199977567677706
ACH-000415,-0.3856370978327838
ACH-000416,-0.34107788181653875
ACH-000420,-0.5551854888724866
ACH-000421,-0.512619819894688
ACH-000424,-0.4846774072222836
ACH-000425,-0.602285299592466
ACH-000426,-0.7515227805465973
ACH-000427,-0.3941850928470304
ACH-000433,-0.4910879291836605
ACH-000435,-0.5124624752658914
ACH-000436,-0.5305567591717332
ACH-000444,-0.3649682962193676
ACH-000445,-0.5724137390281943
ACH-000448,-0.4661607266656809
ACH-000450,-0.3184983831215739
ACH-000452,-0.3421902950607552
ACH-000454,-0.4561578609061368
ACH-000458,-0.8817915197700591
ACH-000459,-0.28927569654427404
ACH-000460,-0.3802624691682082
ACH-000461,-0.331349040275969
ACH-000463,-0.29082368052906515
ACH-000464,-0.5683201140013804
ACH-000466,-0.26436950804430376
ACH-000467,-0.4339994554691712
ACH-000468,-0.5859995252340762
ACH-000469,-0.4679247783089313
ACH-000470,-0.5228214246895326
ACH-000471,-0.5244624086633627
ACH-000472,-0.44439691113587904
ACH-000473,-0.502419963099603
ACH-000475,-0.4446791366451407
ACH-000476,-0.3460029329559721
ACH-000477,-0.4248579781366399
ACH-000479,-0.6807604339574993
ACH-000480,-0.2861304586700687
ACH-000481,-0.3864538459798978
ACH-000483,-0.595727135520215
ACH-000484,-0.458924457996916
ACH-000485,-0.4231086999105218
ACH-000486,-0.4363481226370629
ACH-000487,-0.4101781857666452
ACH-000488,-0.5515930712489544
ACH-000490,-0.2237121167705347
ACH-000491,-0.06267315680831419
ACH-000495,-0.299617909722648
ACH-000496,-0.31713511742998285
ACH-000499,-0.42987980537985787
ACH-000500,-0.5980653059665071
ACH-000502,-0.5815143319595069
ACH-000503,-0.34837220065156155
ACH-000505,-0.5606490389646724
ACH-000507,-0.36227617428286796
ACH-000510,-0.3293552477294318
ACH-000511,-0.41752451128862617
ACH-000512,-0.3950830004368997
ACH-000516,-0.4645772178362974
ACH-000517,-0.11400851580605627
ACH-000518,-0.19679005981320344
ACH-000520,-0.4732268847004218
ACH-000521,-0.31161664950873075
ACH-000522,-0.16533911682620386
ACH-000524,-0.5003937943660969
ACH-000527,-0.4438627986557197
ACH-000528,-0.5191871158121613
ACH-000537,-0.3410338025896525
ACH-000541,-0.5649747757275138
ACH-000542,-0.3490222863943213
ACH-000544,-0.5756401050640145
ACH-000545,-0.4684929182546858
ACH-000547,-0.497781545414376
ACH-000548,-0.5886587899717859
ACH-000549,-0.3605353710415197
ACH-000550,-0.37798212005536425
ACH-000552,-0.6486409978407466
ACH-000556,-0.6432247237469373
ACH-000557,-0.5369196515798593
ACH-000569,-0.2975919820227744
ACH-000570,-0.5474254820088477
ACH-000571,-0.4309852116471413
ACH-000573,-0.5450156895250056
ACH-000576,-0.4118670137489235
ACH-000579,-0.3814312826358993
ACH-000580,-0.570238068415363
ACH-000584,-0.41024481606417773
ACH-000585,-0.4004403718161941
ACH-000588,-0.4591385597518105
ACH-000589,-0.4016783788144019
ACH-000591,-0.5258098470986161
ACH-000593,-0.3425296088158832
ACH-000600,-0.13791604711133088
ACH-000601,-0.6157399241141365
ACH-000605,-0.4963378673337802
ACH-000606,-0.36624641639222894
ACH-000608,-0.48910445569429706
ACH-000614,-0.3495917295205402
ACH-000616,-0.3383300303470257
ACH-000618,-0.39722554758935297
ACH-000619,-0.4386696155728589
ACH-000620,-0.5075808960923441
ACH-000621,-0.4300665043679488
ACH-000622,-0.7220014835047126
ACH-000623,-0.6858947617756106
ACH-000624,-0.31382673000598155
ACH-000627,-0.6024937625899939
ACH-000630,-0.3835886988592629
ACH-000631,-0.7463239259153659
ACH-000632,-0.5551272869615382
ACH-000633,-0.4123822276330932
ACH-000637,-0.7711563488355726
ACH-000638,-0.11672293859825217
ACH-000646,-0.06429999910481042
ACH-000647,-0.5093141811287124
ACH-000648,0.02485172968915067
ACH-000649,-0.18473595920495506
ACH-000651,-0.3844206430412879
ACH-000652,-0.3387272034839646
ACH-000653,-0.5081033536597704
ACH-000657,-0.40915031886505104
ACH-000658,-0.5400192664115657
ACH-000661,-0.30530914610515925
ACH-000662,-0.34220752299105706
ACH-000663,-0.4795548197379841
ACH-000665,-0.5840243249626894
ACH-000671,-0.2826242701889878
ACH-000672,-0.5249812264857181
ACH-000673,-0.4344366646959896
ACH-000676,-0.5960938401754675
ACH-000677,-0.5998027845315491
ACH-000681,-0.3756762555971734
ACH-000683,-0.3593280616754788
ACH-000684,-0.3645011496814469
ACH-000688,-0.14374701430079
ACH-000693,-0.5392219661783008
ACH-000694,-0.4545462993495014
ACH-000695,-0.3704821276693679
ACH-000696,-0.3701505667539592
ACH-000697,-0.3846396435731904
ACH-000699,-0.3860508818443289
ACH-000701,-0.3030696681152947
ACH-000706,-0.569302378136923
ACH-000711,-0.3865505208785531
ACH-000713,-0.2265169614442432
ACH-000714,-0.4056837501790628
ACH-000718,-0.24238258229789655
ACH-000720,-0.4785987670692952
ACH-000721,-0.22712073130801694
ACH-000724,-0.5472255131187722
ACH-000725,-0.5879624717748819
ACH-000732,-0.4654581554348503
ACH-000734,-0.6038156431008883
ACH-000735,-0.400490013082955
ACH-000736,-0.28065402741569995
ACH-000738,-0.1855368194639888
ACH-000746,-0.3804888189308216
ACH-000747,-0.5472670926442084
ACH-000748,-0.6292203223705055
ACH-000753,-0.3616397627513124
ACH-000756,-0.2944579307079566
ACH-000757,-0.6404944911763925
ACH-000758,-0.5629443862149216
ACH-000760,-0.7150158743501268
ACH-000762,-0.6925560506013948
ACH-000763,-0.4850888544951086
ACH-000764,-0.4676992954068614
ACH-000765,-0.597208562141445
ACH-000766,-0.1856428804517243
ACH-000767,-0.5563085609296774
ACH-000768,-0.29249292820952305
ACH-000769,-0.6411151999636953
ACH-000770,-0.2710572032844814
ACH-000771,-0.6558586090409702
ACH-000773,-0.5417498501507797
ACH-000776,-0.6111816845150153
ACH-000777,-0.4986898773741146
ACH-000778,-0.3359137933669724
ACH-000781,-0.15567899470085733
ACH-000782,-0.35864916235354216
ACH-000783,-0.5148463458687736
ACH-000784,-0.4076990118909611
ACH-000785,-0.289991600360106
ACH-000787,-0.5806049185584212
ACH-000788,-0.4359147087149788
ACH-000791,-0.4715540020811984
ACH-000792,-0.2191072916346774
ACH-000794,-0.38636542980071203
ACH-000796,-0.2140101339185471
ACH-000798,-0.1198885893101744
ACH-000799,-0.5845776133455051
ACH-000800,-0.3265363210057711
ACH-000802,-0.4791420644300234
ACH-000804,-0.2766928930233796
ACH-000805,-0.3871324466907896
ACH-000809,-0.27159047933642605
ACH-000810,-0.43221000058300735
ACH-000811,-0.3554513412101066
ACH-000817,-0.6939723133714907
ACH-000819,-0.4696461953732102
ACH-000820,-0.373848819036088
ACH-000821,-0.4945661785489323
ACH-000822,-0.18341223416286415
ACH-000823,-0.463933460795687
ACH-000824,-0.3714356537787167
ACH-000827,-0.4757701052426581
ACH-000829,-0.24388155906769016
ACH-000831,-0.5849381685651316
ACH-000832,-0.28033720258900163
ACH-000833,-0.468194121024329
ACH-000834,-0.619762238546782
ACH-000835,-0.5072957142259176
ACH-000836,-0.6989426990015027
ACH-000837,-0.35651839954212977
ACH-000838,-0.4681407234953829
ACH-000839,-0.6325334629132809
ACH-000840,-0.3888521185594549
ACH-000841,-0.5749880674701581
ACH-000843,-0.4917377551839453
ACH-000846,-0.4050853754988624
ACH-000847,-0.7495171141185007
ACH-000848,-0.4528959941915609
ACH-000849,-0.23549228650835724
ACH-000851,-0.3223028036194046
ACH-000855,-0.5128512355240539
ACH-000856,-0.3611223937297913
ACH-000858,-0.41564648324777337
ACH-000859,-0.6373296743165696
ACH-000861,-0.5216367664677932
ACH-000862,-0.6349118256200582
ACH-000865,-0.5472257892425124
ACH-000866,-0.17737242732330255
ACH-000867,-0.2930898001297016
ACH-000869,-0.25646650468965915
ACH-000872,-0.4922253470218957
ACH-000873,0.03212003680090312
ACH-000876,-0.1979330590167274
ACH-000878,0.029171805558909518
ACH-000880,-0.5382928873528239
ACH-000881,-0.3935288201030302
ACH-000882,-0.5052329380893079
ACH-000884,-0.3501265799856627
ACH-000885,-0.488365349486567
ACH-000887,-0.35974707727268124
ACH-000889,-0.5648366398727731
ACH-000896,-0.2345288089823023
ACH-000898,-0.5838482541610718
ACH-000900,-0.3520933840612963
ACH-000901,-0.3495353645685748
ACH-000905,-0.4119169588322368
ACH-000906,-0.4805386967168226
ACH-000907,-0.4884910957147652
ACH-000910,-0.3313163017207977
ACH-000911,-0.5542599419734717
ACH-000912,-0.39992037456485896
ACH-000913,-0.053753619334925465
ACH-000915,-0.4428482571684367
ACH-000916,-0.4160247919324263
ACH-000917,-0.16488565708146558
ACH-000920,-0.36985006418327787
ACH-000921,-0.25897845409470915
ACH-000924,-0.32913376145599443
ACH-000926,-0.483527192880416
ACH-000928,-0.4840656924718646
ACH-000929,-0.5348119838046564
ACH-000932,-0.4874035825241378
ACH-000935,-0.3917408932775179
ACH-000936,-0.513577453103539
ACH-000937,-0.34295538793610064
ACH-000938,-0.26171288486472993
ACH-000939,-0.11345722448592516
ACH-000941,-0.483200544888089
ACH-000943,-0.36972888526462816
ACH-000946,-0.23425244710554136
ACH-000947,-0.3473351981327758
ACH-000948,-0.09042499010802993
ACH-000950,-0.5039701856038266
ACH-000953,-0.2107399324212768
ACH-000954,-0.11161298555171913
ACH-000957,-0.5200430542057151
ACH-000958,-0.4929875757607742
ACH-000960,-0.4027143891444391
ACH-000963,-0.3729225563243616
ACH-000968,-0.6824030990088933
ACH-000969,-0.34532192888697577
ACH-000972,-0.6078390864592915
ACH-000973,-0.3412152214017932
ACH-000974,-0.4109392168455449
ACH-000978,-0.2275844430752579
ACH-000984,-0.4505514657395022
ACH-000986,-0.3728222698646811
ACH-000988,-0.4367501236639821
ACH-000993,-0.181317477929498
ACH-000994,-0.31087248300773995
ACH-000996,-0.5318882762568324
ACH-001001,-0.3013881434834135
ACH-001020,-0.5776505020353748
ACH-001028,-0.405878481326945
ACH-001031,-0.6488543005853294
ACH-001038,-0.5934431899305401
ACH-001048,-0.4279300068425153
ACH-001050,-0.08539493755825782
ACH-001053,-0.27658547933393635
ACH-001054,-0.3977837155574205
ACH-001061,-0.3881404349112048
ACH-001067,-0.2827350374960346
ACH-001075,-0.7966765747041139
ACH-001096,-0.21806873698115806
ACH-001111,-0.6352191973823137
ACH-001119,-0.6211615420713452
ACH-001128,-0.154760990924384
ACH-001134,-0.13135959792708266
ACH-001151,-0.44854013596229103
ACH-001163,-0.3284264384726317
ACH-001164,-0.2872805214758689
ACH-001183,-0.6275386851744003
ACH-001192,-0.5643642642015125
ACH-001193,-0.4880207755316766
ACH-001196,-0.4717555664629781
ACH-001197,-0.4427826311455265
ACH-001205,-0.41949916860146064
ACH-001211,-0.3904234911368701
ACH-001212,-0.6130052150327139
ACH-001228,-0.5222030505275997
ACH-001232,-0.4454757963099222
ACH-001239,-0.4607401398342601
ACH-001270,-0.4196317563934931
ACH-001274,-0.4305007751634836
ACH-001275,-0.3736260147220378
ACH-001277,-0.6247568697175566
ACH-001278,-0.4691041566006156
ACH-001280,-0.5409868575714754
ACH-001283,-0.6035916732398228
ACH-001289,-0.34726305081335523
ACH-001300,-0.5250710789428699
ACH-001301,-0.3568666985627425
ACH-001302,-0.4486248417008599
ACH-001306,-0.4782658640970046
ACH-001318,-0.6697012650976283
ACH-001322,-0.3916050257631383
ACH-001328,-0.3749428302945436
ACH-001332,-0.5515124015166171
ACH-001336,-0.5615851985678573
ACH-001346,-0.5003241112410725
ACH-001353,-0.3786177167655937
ACH-001354,-0.3275782260486304
ACH-001367,-0.28092819962409393
ACH-001368,-0.6166028820911098
ACH-001374,-0.2285443359548919
ACH-001377,-0.3581265866439797
ACH-001380,-0.3456108809799872
ACH-001391,-0.3355717590793313
ACH-001408,-0.5346572148043767
ACH-001430,-0.4818211948139415
ACH-001431,-0.27164413886610994
ACH-001450,-0.6152132500750598
ACH-001496,-0.4282001256283243
ACH-001500,-0.4105212661965778
ACH-001523,-0.5110649892066734
ACH-001532,-0.5583071407591202
ACH-001550,-0.4911098620518021
ACH-001552,-0.4422063574024476
ACH-001554,-0.4014564159211392
ACH-001654,-0.4629010002900166
ACH-001735,-0.4098353358144791
ACH-001736,-0.2471879648114805
ACH-001737,-0.25063179016939746
ACH-001740,-0.3488832797131367
ACH-001745,-0.3613525026244361
ACH-001765,-0.39414660111424893
