,ACTB (60)
ACH-000760,-0.7434191144697643
ACH-000762,-1.057272818152615
ACH-000763,-0.20488087298808494
ACH-000764,-0.6706806932955937
ACH-000765,-0.14020803420186148
ACH-000766,-0.3836298929307213
ACH-000767,-0.19801467199483147
ACH-000768,-0.4272066537429959
ACH-000769,-0.4015926864546415
ACH-000770,-0.92623309659186
ACH-000771,-0.4369863185656735
ACH-000773,-0.6143246867812366
ACH-000776,-1.0874514597706144
ACH-000777,-0.8096287925166034
ACH-000778,-0.3185417175868111
ACH-000781,-0.5375333355087996
ACH-000782,-0.792027136724492
ACH-000783,-1.27465453577254
ACH-000784,-0.6838352187911473
ACH-000785,-0.4128734815685393
ACH-000787,-0.8312554780181115
ACH-000788,-0.43045320744209903
ACH-000791,-0.48987897295854904
ACH-000792,-0.5901848440561325
ACH-000794,-0.6332775239800409
ACH-000796,-0.6492910007393796
ACH-000798,-0.9854126922339927
ACH-000799,-0.8408829827770967
ACH-000800,-0.8827033781117816
ACH-000802,-0.5324971903541905
ACH-000804,-0.22631716329404655
ACH-000805,-0.3596175203278593
ACH-000809,-1.0571533826887811
ACH-000810,-0.3000285741135219
ACH-000811,-0.29011484448144564
ACH-000817,-0.3134587604437224
ACH-000819,-0.6199949904672584
ACH-000820,-0.7623601568599361
ACH-000821,-0.7067681222789575
ACH-000822,-0.2528552608027533
ACH-000823,-1.0805082100495584
ACH-000824,-0.6744570769241605
ACH-000827,-0.5664746783866779
ACH-000829,-0.6742047518984664
ACH-000831,-0.4540863329521763
ACH-000832,-0.8068541015530387
ACH-000833,-0.18396440183937016
ACH-000834,-0.9121647477690088
ACH-000835,-0.533753672600446
ACH-000836,0.053494228562386
ACH-000837,-0.8736990459801872
ACH-000838,-0.045518439838875935
ACH-000839,-0.585984900749001
ACH-000840,-1.1139706438705526
ACH-000841,-0.4934275987016827
ACH-000843,-1.0701165384673357
ACH-000846,-0.4559153541587957
ACH-000847,-0.6720621885630059
ACH-000848,-0.8423547957855293
ACH-000849,-0.9846884953332296
ACH-000851,-0.6335915418495804
ACH-000855,-1.1600982026919633
ACH-000856,-0.9368837680625476
ACH-000858,-0.6223530405272352
ACH-000859,-0.9743811228683409
ACH-000861,-0.4402922057823817
ACH-000862,-0.5198016263152675
ACH-000865,-0.9400210723837495
ACH-000866,-0.6805723578402865
ACH-000867,-0.5709032604771773
ACH-000869,-0.5646178168109445
ACH-000872,-0.4261143954726376
ACH-000873,-0.4696278509500939
ACH-000876,-0.36539644906748897
ACH-000878,-1.024822465344971
ACH-000880,-1.1026826771451899
ACH-000881,-0.4997606244003385
ACH-000882,-0.9049584229009464
ACH-000884,-0.7479376563578155
ACH-000885,-0.2739393657669926
ACH-000887,-0.7739127803935963
ACH-000889,-0.18067493131442536
ACH-000896,-1.0812279903229358
ACH-000898,-0.5438886100923926
ACH-000900,-1.0659852001133527
ACH-000901,-0.6641263230573121
ACH-000905,-1.0193619920714942
ACH-000906,-0.6704969685246255
ACH-000907,-0.675081082819501
ACH-000910,-0.3384525592645262
ACH-000911,-1.0095547917893215
ACH-000912,-0.703928595494903
ACH-000913,-1.0517664491835317
ACH-000915,-0.1570382883119265
ACH-000916,-0.7352341473751344
ACH-000917,-0.3984844223518783
ACH-000920,-0.5729771203131739
ACH-000921,-0.6678535829435355
ACH-000924,-0.18488962779243365
ACH-000926,-1.1282105235510238
ACH-000928,-1.282908774211239
ACH-000929,-0.6857861830378813
ACH-000932,-0.5918716079747671
ACH-000935,-0.4306518796932468
ACH-000936,-0.8778393679023113
ACH-000937,-0.4432015226193727
ACH-000938,-0.6300460782471619
ACH-000939,-0.015681615708846262
ACH-000941,-0.2778837460302289
ACH-000943,-0.565672053114356
ACH-000946,-0.7693361886483535
ACH-000947,-0.5450661092188541
ACH-000948,-0.3525700394344455
ACH-000950,-0.8968276649313729
ACH-000953,-0.35973927908669795
ACH-000954,-0.8734283579854676
ACH-000957,-0.6565694475081136
ACH-000958,-0.3235616998861522
ACH-000960,-0.559580151177965
ACH-000963,-0.38081944197082623
ACH-000968,-0.2104375082311901
ACH-000969,-0.5475080339410656
ACH-000972,-0.6544528033735952
ACH-000973,-0.4496743009060256
ACH-000974,-0.5685992609266514
ACH-000978,-0.4710300610277378
ACH-000984,-1.0408062110271048
ACH-000986,-0.9259075028309384
ACH-000988,-0.27980853738719075
ACH-000993,-0.7152566304856871
ACH-000994,-0.3090950161487772
ACH-000996,-0.3989655740926889
ACH-001001,-0.3923537905494534
ACH-001020,-0.7834797854224143
ACH-001028,-0.7795244421528391
ACH-001031,-1.004774127617387
ACH-001038,-0.38582334741945
ACH-001048,-0.18988576910738228
ACH-001050,-1.1976918494353517
ACH-001053,-0.2814142704224949
ACH-001054,-0.13989036198309404
ACH-001061,-0.78737420830596
ACH-001067,-0.3331674435130529
ACH-001075,-0.6620495981657786
ACH-001096,-0.19065793395711705
ACH-001111,-0.8144311148246031
ACH-001119,-0.8731303484869316
ACH-001128,0.16572443912784646
ACH-001134,-0.2802454599458273
ACH-001151,-0.28588086226756965
ACH-001163,-0.9379751751904204
ACH-001164,-0.6332811590197249
ACH-001183,-0.6952766618429753
ACH-001192,-0.34673917173625113
ACH-001193,-0.5494058556291185
ACH-001196,-0.5696904575920094
ACH-001197,-0.20372974930462973
ACH-001205,-0.1840689150687705
ACH-001211,-0.5046208387244085
ACH-001212,-0.048356147472213416
ACH-001228,-0.7560305314007285
ACH-001232,-0.7736307154340243
ACH-001239,-0.4716836835952109
ACH-001270,-0.4669841979071249
ACH-001274,-0.4486718133227112
ACH-001275,-0.4816539426849229
ACH-001277,-0.4352305048461683
ACH-001278,-0.6768200855291838
ACH-001280,-0.7540633599362924
ACH-001283,-0.16736729512380558
ACH-001289,-0.5480873830192048
ACH-001300,-0.14565005523255506
ACH-001301,-0.3814316975667087
ACH-001302,-0.5350672561310774
ACH-001306,-0.5281057549289951
ACH-001318,-0.6775049527105751
ACH-001322,-0.8232162709560651
ACH-001328,-0.5964798180992421
ACH-001332,-1.022190276840597
ACH-001336,-0.9091690342405446
ACH-001346,-0.9900295172698176
ACH-001353,-0.7951366276366344
ACH-001354,-0.4483062671082161
ACH-001367,-0.5148003811321868
ACH-001368,-0.6237352716271298
ACH-001374,-0.10167732759284907
ACH-001377,-0.6269236304122666
ACH-001380,-0.625196187427673
ACH-001391,-0.5880994654551268
ACH-001408,-0.1695108247814089
ACH-001430,-0.6891272152075284
ACH-001431,-0.2575243485314417
ACH-001450,-0.9883560803687084
ACH-001496,-0.2525642832765065
ACH-001500,-0.7207907441329647
ACH-001523,-0.8942991603839255
ACH-001532,-0.7852751083663096
ACH-001550,-0.2963002660683817
ACH-001552,-0.4057262579915011
ACH-001554,-0.5930971924926393
ACH-001654,-0.9111553249897196
ACH-001735,-0.7837704419719786
ACH-001736,-0.4077968857832639
ACH-001737,-0.6343137501540205
ACH-001740,-0.5285094922899646
ACH-001745,-0.3085020461620104
ACH-001765,-0.1209403319400401
