,HNRNPA0 (10949)
ACH-000004,-0.20152257153983824
ACH-000005,-0.11639757936901125
ACH-000007,-0.2163669731667836
ACH-000009,-0.30825257392617555
ACH-000011,-0.6315429633405215
ACH-000012,-0.3635726025392104
ACH-000013,-0.20392215210282227
ACH-000014,-0.4047604252946487
ACH-000015,-0.24845746232653
ACH-000017,-0.1515819392201738
ACH-000018,-0.7170255954357025
ACH-000019,-0.11112911833991276
ACH-000021,-0.3837875644648021
ACH-000022,-0.3211665660433489
ACH-000025,-0.21912962602061328
ACH-000028,-0.13897445347509832
ACH-000030,-0.37096929235623066
ACH-000035,-0.30088020580872743
ACH-000036,-0.3150526884226298
ACH-000037,-0.3561031933316852
ACH-000039,-0.4453295322185669
ACH-000040,-0.2647747952014438
ACH-000041,-0.20381552715988369
ACH-000042,-0.4412709072226738
ACH-000045,-0.3478212306419412
ACH-000047,-0.3806144978555308
ACH-000052,-0.16445004011393488
ACH-000053,-0.2388277301746927
ACH-000054,-0.4225483454197951
ACH-000055,-0.2209318922821964
ACH-000060,-0.3478611533057977
ACH-000067,-0.4152697123667512
ACH-000070,-0.3206097919806704
ACH-000075,-0.37924243490984
ACH-000078,-0.11761127958322075
ACH-000082,-0.4498736297914969
ACH-000085,-0.14054877751771666
ACH-000086,-0.2430961804499321
ACH-000087,-0.3707345706534301
ACH-000092,-0.4410925831196921
ACH-000095,-0.16673366716106194
ACH-000097,-0.24011266833330275
ACH-000098,-0.2977851931738175
ACH-000099,-0.36907102930077984
ACH-000108,-0.1825086471262725
ACH-000113,-0.4493525794157741
ACH-000116,-0.13671759246660528
ACH-000118,-0.24271674605305604
ACH-000120,-0.1506811277192038
ACH-000123,-0.24344849501292745
ACH-000127,-0.3240159505694352
ACH-000128,-0.2704803994884647
ACH-000132,-0.1893747818799303
ACH-000133,-0.4518124104556282
ACH-000137,-0.3734760168651935
ACH-000138,-0.2606231784634608
ACH-000142,-0.3033034478560319
ACH-000143,-0.3928097656543207
ACH-000146,-0.2606070284974966
ACH-000148,-0.3698703058104006
ACH-000150,-0.3310489330319602
ACH-000152,-0.3256996816131483
ACH-000153,-0.2513569114244856
ACH-000159,-0.4158769529019376
