,HORMAD1 (84072)
ACH-000004,-0.06752561757244098
ACH-000005,0.26872806021314105
ACH-000007,0.09038908780792698
ACH-000009,-0.19836115535006346
ACH-000011,-0.037458433790696063
ACH-000012,-0.06604204764861174
ACH-000013,0.02881674317060477
ACH-000014,-0.08531493364838412
ACH-000015,0.02389834780784513
ACH-000017,-0.01716101391506983
ACH-000018,0.023505662929160655
ACH-000019,0.04427449429740344
ACH-000021,-0.0838003297771209
ACH-000022,-0.20840451539630364
ACH-000025,-0.029740683415457794
ACH-000028,-0.005970370988808169
ACH-000030,0.03579500459055154
ACH-000035,0.029124242913911327
ACH-000036,-0.1062075561281444
ACH-000037,-0.09989420156453097
ACH-000039,-0.02341424087925916
ACH-000040,0.1347037553937107
ACH-000041,-0.013406267453584949
ACH-000042,-0.05003942394834721
ACH-000045,0.1205562220610837
ACH-000047,-0.07662499733759222
ACH-000052,-0.22320137976717935
ACH-000053,-0.0920453685169198
ACH-000054,-0.01498111202416898
ACH-000055,-0.226432015545082
ACH-000060,0.10353531690115267
ACH-000067,0.08718007802558833
ACH-000070,-0.10512531801211923
ACH-000075,-0.16821017453347084
ACH-000078,-0.060195333633199774
ACH-000082,0.02640546111152892
ACH-000085,-0.1017186817116183
ACH-000086,-0.33318495533758363
ACH-000087,0.25818796486470696
ACH-000092,-0.06476545427746339
ACH-000095,-0.1905923329702648
ACH-000097,-0.026320733529528132
ACH-000098,0.017046709004948327
ACH-000099,0.03730747924831423
ACH-000108,-0.1387017355655903
ACH-000113,0.007288398439695231
ACH-000116,-0.00827252344430444
ACH-000118,0.03328900151511837
ACH-000120,-0.03828403964117312
ACH-000123,-0.15785457110715706
ACH-000127,-0.16630458175582094
ACH-000128,0.045862829820604585
ACH-000132,-0.004182549997075569
ACH-000133,-0.16693469680730386
ACH-000137,-0.017170515730746076
ACH-000138,-0.04672446000647847
ACH-000142,-0.07048822723375868
ACH-000143,0.06478381238266995
ACH-000146,-0.07349242662806799
ACH-000148,-0.08433786435024884
ACH-000150,-0.0350912108375284
ACH-000152,0.015283698650756085
ACH-000153,-0.05336113033825324
ACH-000159,0.008821079285271729
ACH-000160,-0.18130647537311584
ACH-000163,-0.11051313250239428
ACH-000167,-0.09160245482619396
ACH-000168,-0.0766211361956828
ACH-000169,-0.02435516844178954
ACH-000178,0.014966040433214353
ACH-000183,-0.2575039954620891
ACH-000188,-0.03787793519608268
ACH-000189,-0.378529352599632
ACH-000190,0.025024633915240024
ACH-000198,-0.1885720366033425
ACH-000203,-0.08433048892908307
ACH-000204,-0.490489814679924
ACH-000206,-0.039351031130859006
ACH-000207,0.06350985334946108
ACH-000208,0.3067014627658514
ACH-000210,0.04869909666446735
ACH-000211,-0.014969723969200524
ACH-000215,-0.13514246055165616
ACH-000221,-0.11684509554307565
ACH-000222,-0.0607854263006114
ACH-000223,-0.04035422147784468
ACH-000226,-0.2788294025029213
ACH-000227,-0.016871952884082587
ACH-000228,-0.07465500735490492
ACH-000231,-0.0810156152643473
ACH-000232,-0.043142063398853986
ACH-000233,0.011508157657642409
ACH-000234,-0.02437542801251883
ACH-000235,-0.12447200602861573
ACH-000237,0.0072110766227949956
ACH-000238,0.04760114972199707
ACH-000242,0.06173989057830349
ACH-000243,-0.03864386466654479
ACH-000244,-0.08825756892974422
ACH-000246,-0.09596112003461124
ACH-000248,0.049089353439196536
ACH-000250,-0.02236398824535453
ACH-000251,-0.052932473630759966
ACH-000252,-0.06524578056766367
ACH-000253,0.06703164380816866
ACH-000255,-0.14040862805164167
ACH-000256,-0.05073045032105974
ACH-000257,-0.09010838688279116
ACH-000258,-0.16660472015278133
ACH-000259,-0.05592512571702002
ACH-000260,-0.14693076608540573
ACH-000261,0.07892412424634422
ACH-000262,0.1689221619165318
ACH-000263,0.10013761572930348
ACH-000264,-0.045148691697624865
ACH-000265,0.031638443470005766
ACH-000266,-0.06907548003118702
ACH-000272,-0.032999021074804
ACH-000274,-0.00827086714313625
ACH-000277,0.16326151861265326
ACH-000278,-0.08354306192240303
ACH-000279,-0.009211831816331532
ACH-000280,-0.04869961665734621
ACH-000281,0.056090458056920416
ACH-000288,-0.1236168685254804
ACH-000291,-0.0331956607487816
ACH-000293,-0.04308746916791602
ACH-000294,-0.1957917070280008
ACH-000295,-0.00880972719821303
ACH-000296,-0.20682160578667466
ACH-000302,-0.08884191551992347
ACH-000304,-0.014851200517693269
ACH-000307,-0.2070569356879266
ACH-000308,0.018984808611292286
ACH-000310,-0.013884284410441731
ACH-000311,-0.1554897270742345
ACH-000312,0.02599736947756461
ACH-000315,0.07600079772091367
ACH-000316,0.031562112386680045
ACH-000317,0.16939592366264813
ACH-000318,0.025338897280043248
ACH-000319,-0.10817035339964008
ACH-000320,-0.09474723601297946
ACH-000322,0.058357314265498825
ACH-000323,0.05439842289792463
ACH-000324,0.02286271296575549
ACH-000329,-0.0869993202604198
ACH-000330,0.059283260041027575
ACH-000331,-0.09562488846476784
ACH-000332,-0.11346990456637727
ACH-000334,-0.015559787933097962
ACH-000335,-0.05624342085332972
ACH-000336,0.023000003010888892
ACH-000337,-0.2841848102298733
ACH-000338,-0.6578385364727846
ACH-000339,0.02741410168799972
ACH-000341,-0.00939955219017724
ACH-000348,-0.08508238255685929
ACH-000350,0.12012174398008706
ACH-000352,0.03846783560710138
ACH-000356,-0.1649841663338864
ACH-000361,-0.05664617678642004
ACH-000362,-0.05940475507709581
ACH-000363,-0.06648630120083827
ACH-000364,-0.3052881517267294
ACH-000365,-0.1237561675266386
ACH-000366,-0.036948385252938455
ACH-000368,-0.054561394997088335
ACH-000374,0.04172574793503511
ACH-000375,0.031007215636117382
ACH-000376,-0.07225276679581996
ACH-000381,-0.10528123883005017
ACH-000383,0.008305958075211242
ACH-000387,-0.1263203826781683
ACH-000389,0.03552332487431414
ACH-000390,-0.1212654718267624
ACH-000393,-0.07753583200546879
ACH-000395,-0.14593630332025975
ACH-000396,-0.026656540057469404
ACH-000397,0.08317942051619487
ACH-000401,-0.012928606485646818
ACH-000402,-0.17280106882172372
ACH-000403,-0.021459973021599868
ACH-000404,-0.12342996836189928
ACH-000406,0.013029631759762404
ACH-000407,0.0263254319731848
ACH-000408,-0.1719247683836281
ACH-000410,-0.1712642590485902
ACH-000411,-0.10433295392953472
ACH-000414,-0.003998050525314969
ACH-000415,0.04012018159272592
ACH-000416,0.015730261719886725
ACH-000420,-0.026849931339908456
ACH-000421,-0.04997431461264322
ACH-000424,-0.03743520201595232
ACH-000425,0.02876412486809448
ACH-000426,-0.2896477502042488
ACH-000427,0.10477175388638622
ACH-000433,-0.22135331463060035
ACH-000435,0.02319961485731037
ACH-000436,-0.058344446113247274
ACH-000444,0.18682571473168846
ACH-000445,-0.08761202615392764
ACH-000448,-0.018768347012425076
ACH-000450,-0.12894268078624188
ACH-000452,-0.18992108767404006
ACH-000454,-0.0534661200418534
ACH-000458,-0.052177449483433364
ACH-000459,0.06782391780686532
ACH-000460,-0.008824918766200803
ACH-000461,0.1102980831772484
ACH-000463,0.06033149490580553
ACH-000464,-0.13821741777912816
ACH-000466,-0.14908941413906507
ACH-000467,-0.025427366207934426
ACH-000468,-0.06593024081507053
ACH-000469,-0.004588356409476543
ACH-000470,-0.027820262329608082
ACH-000471,-0.022249670850541383
ACH-000472,-0.06472042256739394
ACH-000473,-0.16391335480965133
ACH-000475,-0.05487783257008375
ACH-000476,-0.016454150019512503
ACH-000477,0.05228545774756552
ACH-000479,-0.16447694131793686
ACH-000480,-0.015114792055098181
ACH-000481,0.03298634857366976
ACH-000483,-0.04931618368058803
ACH-000484,-0.08696595357577623
ACH-000485,-0.044305106634336185
ACH-000486,0.08823464711704483
ACH-000487,0.030856952719732707
ACH-000488,-0.05401733381941323
ACH-000490,0.03777724061017261
ACH-000491,-0.17009894863449776
ACH-000495,-0.011660185735618585
ACH-000496,-0.02832594888472881
ACH-000499,0.03533143192010695
ACH-000500,-0.20156894400282652
ACH-000502,0.0017312658079482954
ACH-000503,-0.14000425623506108
ACH-000505,-0.06685639103516626
ACH-000507,0.008427882203551536
ACH-000510,-0.07041451368445953
ACH-000511,-0.10213043380789123
ACH-000512,-0.2462022214303923
ACH-000516,-0.09150966222301447
ACH-000517,-0.12445614683366656
ACH-000518,0.09184670054871652
ACH-000520,-0.2655321442961006
ACH-000521,-0.0943679118281203
ACH-000522,-0.062264720551800226
ACH-000524,-0.008952766616413215
ACH-000527,-0.03952222627037372
ACH-000528,0.00922735873165892
ACH-000537,0.10470767086787226
ACH-000541,-0.10324285471027612
ACH-000542,-0.028046442908228737
ACH-000544,-0.02066171140470645
ACH-000545,-0.15312769734474765
ACH-000547,-0.1916647268822663
ACH-000548,-0.0032932953876159275
ACH-000549,-0.10275673475257976
ACH-000550,-0.11175795673754267
ACH-000552,-0.11428862114806028
ACH-000556,-0.11933387585202092
ACH-000557,-0.11026655114533984
ACH-000569,-0.2495879169217931
ACH-000570,0.03077374919482968
ACH-000571,-0.12879876885848546
ACH-000573,-0.06991988660504472
ACH-000576,-0.10139475506088504
ACH-000579,-0.20229859687339846
ACH-000580,-0.06151776436571374
ACH-000584,0.00874672128507458
ACH-000585,-0.08415633424881258
ACH-000588,-0.21655236218821888
ACH-000589,-0.18324296796202452
ACH-000591,0.1334088132392517
ACH-000593,-0.04245300190043818
ACH-000600,-0.17352103031750993
ACH-000601,-0.0614234941199298
ACH-000605,0.15600669778730533
ACH-000606,-0.017167661621176354
ACH-000608,-0.07986588392190765
ACH-000614,0.16130074261128993
ACH-000616,0.033947884919552564
ACH-000618,0.05628566238127459
ACH-000619,0.08989844905054224
ACH-000620,-0.11274507328265257
ACH-000621,0.012102095120637663
ACH-000622,0.0013846452747333384
ACH-000623,-0.17198599016462554
ACH-000624,0.015506361397466582
ACH-000627,-0.04644521654309281
ACH-000630,0.016507974891482674
ACH-000631,-0.0614470158672189
ACH-000632,-0.11554554352065935
ACH-000633,-0.05156823691106527
ACH-000637,-0.08115323013073801
ACH-000638,-0.03788629748223751
ACH-000646,-0.10449814120581884
ACH-000647,-0.040042826943710426
ACH-000648,-0.07884799875305641
ACH-000649,-0.041664925458354964
ACH-000651,-0.04295698873910134
ACH-000652,-0.21902860574491853
ACH-000653,-0.1375074137775424
ACH-000657,-0.11802414078732562
ACH-000658,-0.09458792208468464
ACH-000661,-0.04308003182129992
ACH-000662,-0.23057875856359264
ACH-000663,0.06049572286839106
ACH-000665,-0.0043438559704376935
ACH-000671,-0.07388285697250456
ACH-000672,-0.0596788237299989
ACH-000673,-0.07768193184388555
ACH-000676,0.07474121561665205
ACH-000677,-0.04452032139194512
ACH-000681,-0.08802086384177545
ACH-000683,-0.09514592850172084
