,SEMA4G (57715)
ACH-000004,-0.23343571130217305
ACH-000005,0.0677738045858486
ACH-000007,-0.06927572890858832
ACH-000009,-0.2759013099818041
ACH-000011,-0.31171808439442195
ACH-000012,-0.16011176804507996
ACH-000013,-0.1136470513916226
ACH-000014,-0.20519915141886574
ACH-000015,-0.21875053249372065
ACH-000017,-0.10208475138686247
ACH-000018,-0.14545553512956313
ACH-000019,-0.08982614841496459
ACH-000021,-0.08090016470253665
ACH-000022,-0.11854959380076067
ACH-000025,-0.19631523908389853
ACH-000028,-0.042649409051779136
ACH-000030,-0.13510117338706326
ACH-000035,-0.004955165111897215
ACH-000036,-0.2012751007762361
ACH-000037,-0.11912623730810275
ACH-000039,-0.1506333414622642
ACH-000040,-0.09569189478966733
ACH-000041,-0.1883203968673608
ACH-000042,-0.11014057955111878
ACH-000045,-0.26413688689586184
ACH-000047,-0.13967089495519794
ACH-000052,0.16804428081986406
ACH-000053,-0.17756827897991798
ACH-000054,-0.16339090223556116
ACH-000055,-0.16450314282154047
ACH-000060,-0.15027270150873231
ACH-000067,-0.2831005883738814
ACH-000070,-0.01165943782441726
ACH-000075,0.04132538578677726
ACH-000078,-0.13552021537841855
ACH-000082,-0.02623004879557689
ACH-000085,-0.10685765719876086
ACH-000086,-0.16909698462913453
ACH-000087,-0.19623542170062716
ACH-000092,-0.13075253693207786
ACH-000095,-0.12055948512260932
ACH-000097,-0.07984234551281293
ACH-000098,-0.1520750655427195
ACH-000099,-0.14136586201601234
ACH-000108,-0.1540924247996005
ACH-000113,-0.04163665192338178
ACH-000116,-0.07769213771396093
ACH-000118,-0.1321752468434891
ACH-000120,-0.17170935141925284
ACH-000123,0.04017951400157927
ACH-000127,-0.03917833825594036
ACH-000128,-0.0976335277721148
ACH-000132,-0.18618326460516926
ACH-000133,-0.16432839960320567
ACH-000137,-0.151371099553856
ACH-000138,-0.03121704307021164
ACH-000142,-0.019733732976420115
ACH-000143,-0.08128414243408545
ACH-000146,0.004335991212285986
ACH-000148,-0.17951265858443444
ACH-000150,-0.12624640462064815
ACH-000152,-0.13509835570223114
ACH-000153,-0.11221671188373347
ACH-000159,-0.06710664844456123
ACH-000160,-0.07559969387456385
ACH-000163,-0.18627520126192476
ACH-000167,-0.07815179912235358
ACH-000168,-0.20883349325066453
ACH-000169,-0.3697755098981209
ACH-000178,-0.031335648115196665
ACH-000183,-0.14140177883873162
ACH-000188,-0.044973154439832366
ACH-000189,-0.13929104128885256
ACH-000190,-0.22737658620511356
ACH-000198,-0.09927979513675236
ACH-000203,-0.20669836443516887
ACH-000204,-0.10837392612041928
ACH-000206,-0.09479492789406274
ACH-000207,-0.1221283078670915
ACH-000208,-0.09410367029939867
ACH-000210,-0.11939956542098668
ACH-000211,-0.14512569215711568
ACH-000215,-0.0884301378330079
ACH-000221,0.001998595823931421
ACH-000222,-0.07631500949485508
ACH-000223,-0.06141797943584169
ACH-000226,-0.13431468559268994
ACH-000227,-0.054180836333663406
ACH-000228,-0.03355130930714083
ACH-000231,-0.14831451385995836
ACH-000232,-0.06938807547841458
ACH-000233,-0.2419406062375321
ACH-000234,-0.11481679696367456
ACH-000235,-0.1235886935098102
ACH-000237,-0.08870774300069721
ACH-000238,-0.12045578659651067
ACH-000242,-0.15810594433072156
ACH-000243,-0.22496742986997548
ACH-000244,-0.06490797939557916
ACH-000246,-0.1153336811492344
ACH-000248,-0.06772442948829661
ACH-000250,-0.10693025217041463
ACH-000251,-0.25869258867131273
ACH-000252,0.024696841589989433
ACH-000253,-0.10819519041048994
ACH-000255,-0.14363370339197182
ACH-000256,-0.09787115837281456
ACH-000257,-0.17057020347538754
ACH-000258,-0.1183755713666308
ACH-000259,-0.20386955946390686
ACH-000260,-0.11263368169580774
ACH-000261,-0.09562043106077
ACH-000262,-0.11563762955802814
ACH-000263,-0.2751265283230501
ACH-000264,-0.19127106913835812
ACH-000265,-0.0947953997244364
