,SMIM19 (114926)
ACH-000004,0.00656244891990609
ACH-000005,-0.049218495023943265
ACH-000007,0.12320948533902995
ACH-000009,0.031231584411886764
ACH-000011,0.22137744490345534
ACH-000012,0.12639793569516872
ACH-000013,0.11351870550228133
ACH-000014,0.026119702211837664
ACH-000015,0.057184534371760326
ACH-000017,0.012697081409578393
ACH-000018,0.018657024220533763
ACH-000019,-0.029332435882595213
ACH-000021,0.15647960298810148
ACH-000022,0.018878497136270826
ACH-000025,0.045994916891938055
ACH-000028,-0.012146433252119488
ACH-000030,0.04040989825207265
ACH-000035,0.03759905823647281
ACH-000036,0.03489955941733478
ACH-000037,0.04873824266758443
ACH-000039,0.06115360696448725
ACH-000040,-0.10123343559389364
ACH-000041,0.05060192302248255
ACH-000042,-0.07387642721887312
ACH-000045,-0.09305630207305368
ACH-000047,0.10988255970334268
ACH-000052,-0.06994031985390464
ACH-000053,-0.003976885206916298
ACH-000054,-0.013058943342616406
ACH-000055,0.03057842971657873
ACH-000060,-0.0787478916474606
ACH-000067,-0.015495078901639687
ACH-000070,-0.020178101395024284
ACH-000075,0.04333864080012375
ACH-000078,-0.10266919938558497
ACH-000082,0.016436631613440566
ACH-000085,0.2790005112660465
ACH-000086,0.12291896623692053
ACH-000087,0.2100631978817479
ACH-000092,0.018235121750795544
ACH-000095,0.045223535805620725
ACH-000097,0.06181808708633324
ACH-000098,0.02940091004413705
ACH-000099,-0.0881664273467174
ACH-000108,0.19296306546358424
ACH-000113,0.04209419235070628
ACH-000116,-0.18647207118348105
ACH-000118,0.02645721772448593
ACH-000120,-0.023089781813117383
ACH-000123,-0.009954130465275985
ACH-000127,-0.013648659048387706
ACH-000128,0.06078610347815128
ACH-000132,0.02198431552642711
ACH-000133,0.04840239018665065
ACH-000137,-0.06728463198143557
ACH-000138,0.07091191743396212
ACH-000142,0.1798593825152221
ACH-000143,0.04154147060936851
ACH-000146,0.051024770739063856
ACH-000148,0.0025920444677535012
ACH-000150,-0.15156582437358282
ACH-000152,-0.005916688137282645
ACH-000153,-0.06989182458482332
ACH-000159,0.06157363468148192
ACH-000160,0.0855955234795663
ACH-000163,-0.051248269350477375
ACH-000167,-0.1701481877605884
ACH-000168,-0.09896212387068187
ACH-000169,0.06045925812329697
ACH-000178,-0.03595202348958501
ACH-000183,-0.13865391734379134
ACH-000188,0.043454723791612214
ACH-000189,0.05408700012971912
ACH-000190,0.07951843040821445
ACH-000198,0.024444014435536142
ACH-000203,0.10686869960177042
ACH-000204,-0.0695432549086668
ACH-000206,-0.02372784298766228
ACH-000207,0.07001298472692485
ACH-000208,0.2195162679936128
ACH-000210,0.046318651852625695
ACH-000211,-0.001144738956237943
ACH-000215,0.05244187661561781
ACH-000221,-0.07710884292770807
ACH-000222,0.07377945093197825
ACH-000223,0.04940034787805928
ACH-000226,0.09583201382543556
ACH-000227,-0.14296132675582993
ACH-000228,-0.12954459041668198
ACH-000231,0.04249265787863822
ACH-000232,-0.007267991303390562
ACH-000233,0.03620450270463756
ACH-000234,0.06898745344703458
ACH-000235,0.03765666815938617
ACH-000237,0.10840300690537047
ACH-000238,0.10354584079021753
ACH-000242,-0.004618293328200063
ACH-000243,0.014773658607756422
ACH-000244,0.07224554628772514
ACH-000246,0.14231114176884904
ACH-000248,0.14382436254234562
ACH-000250,0.09145925083778274
ACH-000251,-0.15367962651484254
ACH-000252,0.2764795485585347
ACH-000253,0.05347235364489169
ACH-000255,-0.0191326456546734
ACH-000256,-0.03286889459129319
ACH-000257,0.20872948746819167
ACH-000258,-0.028899384470378632
ACH-000259,0.02706914879115337
ACH-000260,0.1184831799939792
ACH-000261,0.027133812652726002
ACH-000262,0.06363726025943428
ACH-000263,0.032192906047950436
ACH-000264,-0.0055566014087188274
ACH-000265,0.03670982672656714
ACH-000266,0.13671378667696354
ACH-000272,0.26027508320054105
ACH-000274,0.0020617663421475868
ACH-000277,-0.002064586853744907
ACH-000278,0.05774407586731214
ACH-000279,0.06983050787540725
ACH-000280,0.012562943044327387
ACH-000281,-0.06333730669020876
ACH-000288,0.1985559103773509
ACH-000291,-0.0024828148149843338
ACH-000293,0.13128929421183455
ACH-000294,0.12144756507718894
ACH-000295,0.0428514404697216
ACH-000296,0.10256751432154657
ACH-000302,0.06023344238569781
ACH-000304,0.2115261025617396
ACH-000307,0.04242619738622539
ACH-000308,0.021760508120945567
ACH-000310,-0.07681394493626609
ACH-000311,0.15170964305399642
ACH-000312,-0.016068869493322174
ACH-000315,0.2962069784474001
ACH-000316,0.11552623888235745
