,RDM1 (201299)
ACH-000004,0.054274773612896836
ACH-000005,-0.23936955530283785
ACH-000007,-0.35215771180603744
ACH-000009,-0.21071077749136288
ACH-000011,-0.3912100606828087
ACH-000012,-0.1986708246674875
ACH-000013,-0.2881188105153508
ACH-000014,-0.2879893399638514
ACH-000015,-0.12752575967163154
ACH-000017,-0.15774335751514212
ACH-000018,-0.09880254184098494
ACH-000019,-0.1951125461556885
ACH-000021,-0.14826632693118974
ACH-000022,-0.14494537609756514
ACH-000025,-0.1648429408781998
ACH-000028,-0.2721902314736048
ACH-000030,-0.1882952717159609
ACH-000035,-0.3190333252892051
ACH-000036,-0.35785276421511714
ACH-000037,-0.05875570941450809
ACH-000039,-0.2511100427433663
ACH-000040,-0.30606707701150104
ACH-000041,-0.2553754898999542
ACH-000042,-0.10842153348065324
ACH-000045,-0.06982448090193416
ACH-000047,-0.42123918557841206
ACH-000052,-0.31695245013134626
ACH-000053,-0.18868283929489493
ACH-000054,-0.24631810298011936
ACH-000055,-0.361418797092276
ACH-000060,-0.27009350589490155
ACH-000067,-0.3103901517065656
ACH-000070,-0.07208489385997914
ACH-000075,-0.4146448800787736
ACH-000078,-0.15572160442819205
ACH-000082,-0.2901322208505882
ACH-000085,-0.3570120024756404
ACH-000086,-0.15849287390045075
ACH-000087,-0.19583164496076344
ACH-000092,-0.10882948813588304
ACH-000095,-0.2735836964882133
ACH-000097,-0.3332941390394317
ACH-000098,-0.2535415563859707
ACH-000099,-0.15238927639241007
ACH-000108,-0.18133126682165374
ACH-000113,-0.22677192103509936
ACH-000116,-0.25207013959838465
ACH-000118,-0.16710229140367133
ACH-000120,-0.0801755422887374
ACH-000123,-0.2111227550332536
ACH-000127,-0.11961629850665804
ACH-000128,-0.1867907788225151
ACH-000132,-0.20681197758961506
ACH-000133,-0.2387347769834431
ACH-000137,-0.4727041754587154
ACH-000138,-0.3727970127935572
ACH-000142,-0.4143768941980637
ACH-000143,-0.2723997414147917
ACH-000146,-0.2529817739414087
ACH-000148,-0.34022262768664724
ACH-000150,-0.2095773237665188
ACH-000152,-0.2215092207945202
ACH-000153,-0.00919329144535362
ACH-000159,-0.23189769374707564
