,SUPT20H (55578)
ACH-000004,-0.15840954297799786
ACH-000005,-0.17094391284295266
ACH-000007,-0.2062922615966878
ACH-000009,0.07279321656287477
ACH-000011,0.025827275091717845
ACH-000012,-0.2325159368950009
ACH-000013,-0.4463174005732019
ACH-000014,-0.5263492863114428
ACH-000015,-0.4279375486396858
ACH-000017,-0.6136329993236846
ACH-000018,-0.6197231710682085
ACH-000019,-0.10808480093478733
ACH-000021,-0.2590509982052773
ACH-000022,-0.28978579189489584
ACH-000025,0.3544100091728695
ACH-000028,-0.1908612627552629
ACH-000030,-0.2458518552772823
ACH-000035,-0.417546086237771
ACH-000036,-0.10684901717597166
ACH-000037,-0.10765553025704763
ACH-000039,0.35206479659778955
ACH-000040,-0.5005444866187283
ACH-000041,-0.5601348107037867
ACH-000042,-0.6284150035151179
ACH-000045,-0.02125723659512018
ACH-000047,-0.27713775942888685
ACH-000052,-0.2829099430610705
ACH-000053,-0.6514392535735607
ACH-000054,0.4298957017596477
ACH-000055,-0.5176397588890517
ACH-000060,0.2730726830695244
ACH-000067,0.04624682708314883
ACH-000070,-0.4760491136702184
ACH-000075,-0.2897805839792552
ACH-000078,-0.38314966679179824
ACH-000082,-0.5399461156004065
ACH-000085,-0.5465533587525276
ACH-000086,-0.3035990641625461
ACH-000087,-0.4026518447021379
ACH-000092,-0.29089295703090745
ACH-000095,-0.6016107228444012
ACH-000097,-0.3656809506647626
ACH-000098,-0.5800709199654502
ACH-000099,-0.17012510353133015
ACH-000108,-0.28370959555045605
ACH-000113,-0.4298037853418112
ACH-000116,-0.2241674782313998
ACH-000118,-0.4552197206047402
ACH-000120,-0.2968035507156838
ACH-000123,-0.31686279361864994
ACH-000127,-0.5370735973923093
ACH-000128,-0.5536983961480794
ACH-000132,-0.119059468578088
ACH-000133,-0.013475850222959813
ACH-000137,-0.18271893760424165
ACH-000138,0.1607423565202386
ACH-000142,-0.1900127525336736
ACH-000143,-0.6330239917823393
ACH-000146,-0.3364733322834638
ACH-000148,-0.4872449863063708
ACH-000150,0.259367305532698
ACH-000152,-0.2061516636092283
ACH-000153,-0.685563056062786
ACH-000159,-0.12370383936347755
ACH-000160,-0.1627504517341703
ACH-000163,-0.9425160344161287
ACH-000167,0.026369079077020897
ACH-000168,-0.4474747736916681
ACH-000169,-0.5088962565709665
ACH-000178,-0.4123135781638207
ACH-000183,-0.4865249017675105
ACH-000188,-0.1454001036365695
ACH-000189,0.6915212624883997
ACH-000190,-0.11111024006943668
ACH-000198,-0.5634294190200789
ACH-000203,-0.6655760945720322
ACH-000204,-0.4757458635477474
ACH-000206,-0.08944537846602528
ACH-000207,-0.4967765200403652
ACH-000208,-0.144218903085275
ACH-000210,-0.2901034429800289
ACH-000211,0.16623412450353828
ACH-000215,0.0986053563409328
ACH-000221,-0.3872119322129831
ACH-000222,-0.22127134712129046
ACH-000223,-0.40619176410149105
ACH-000226,-0.25919503454920584
ACH-000227,-0.5557562689089015
ACH-000228,-0.42654050257070186
ACH-000231,0.1160487138375561
ACH-000232,-0.29767496445809416
ACH-000233,-0.4701726692078375
ACH-000234,0.08675479047924763
ACH-000235,-0.3151722947827382
ACH-000237,0.15182314113423662
ACH-000238,-0.348061101815148
ACH-000242,0.27218859464023065
ACH-000243,-0.451926515646262
ACH-000244,1.991222249323502
ACH-000246,0.4882695913381768
ACH-000248,-0.4700097796587743
ACH-000250,-0.04591240464803265
ACH-000251,-0.2750775434575802
ACH-000252,-0.3839970890205215
ACH-000253,-0.5369987926671905
ACH-000255,-0.24535122597207215
ACH-000256,-0.08341721709897189
ACH-000257,-0.20933895068871625
ACH-000258,-0.5744269245924994
ACH-000259,-0.42714406399245947
ACH-000260,-0.30318175098208144
ACH-000261,-0.11324279095930158
ACH-000262,0.05336363497260707
ACH-000263,-0.3160872706232489
ACH-000264,-0.13300550614642276
ACH-000265,-0.21943552532013705
ACH-000266,0.055462996896844086
ACH-000272,-0.5449115639338633
ACH-000274,0.05111755970238003
ACH-000277,-0.3961774799859695
ACH-000278,0.4669980246255113
ACH-000279,-0.03995724307062813
ACH-000280,0.027195744628473816
ACH-000281,-0.03361958974967587
ACH-000288,0.6199401886415478
ACH-000291,-0.4961016142760599
ACH-000293,0.3877453085721839
ACH-000294,-0.3106500090229748
ACH-000295,-0.3700278151101509
ACH-000296,0.011068455582048862
ACH-000302,0.27777824754196395
ACH-000304,-0.4415227580833141
ACH-000307,-0.35615360035772475
ACH-000308,-0.3523467773805486
ACH-000310,-0.24664867862091616
ACH-000311,-0.2536164222625269
ACH-000312,-0.4515351490327316
ACH-000315,-0.5230439649721212
ACH-000316,-0.11940312008029573
ACH-000317,-0.21127392737572848
ACH-000318,-0.3165191958052946
ACH-000319,0.07518787900762798
ACH-000320,-0.0121458102779102
ACH-000322,-0.24982391722199854
ACH-000323,-0.605444332610337
ACH-000324,-0.5299288876066449
ACH-000329,0.14170473026555366
ACH-000330,-0.01737378184107938
ACH-000331,0.01464024511097289
ACH-000332,-0.28399834774760085
ACH-000334,-0.8009856875721607
ACH-000335,-0.028799537184777086
ACH-000336,-0.3297692670904284
ACH-000337,-0.061295530183499376
ACH-000338,-0.13195633058999642
ACH-000339,-0.07901091435971826
ACH-000341,-0.4073120159480186
ACH-000348,-0.5573629829818407
ACH-000350,-0.26270908560631817
ACH-000352,-0.5734910628610802
ACH-000356,-0.3956515158780321
ACH-000361,-0.7303107120540614
ACH-000362,-0.3946412589979546
ACH-000363,-0.6703120564310763
ACH-000364,0.0894990360841295
ACH-000365,-0.4206332253388104
ACH-000366,-0.3031971486442465
ACH-000368,0.19120712888974828
ACH-000374,-0.18785427585763453
ACH-000375,-0.2356018130815652
ACH-000376,-0.3386899144366179
ACH-000381,-0.1889716593116667
ACH-000383,-0.6051285415089482
ACH-000387,-0.3477186284704
ACH-000389,0.7939258691124716
ACH-000390,-0.4426544362168983
ACH-000393,-0.009665010551163594
ACH-000395,-0.3118652685051503
ACH-000396,-0.3119518649903449
ACH-000397,-0.41842760396282425
ACH-000401,-0.0329452936961605
ACH-000402,-0.5009770798464835
ACH-000403,-0.22032725666129616
ACH-000404,-0.32489855472715795
ACH-000406,-0.4941965245825893
ACH-000407,-0.153732721941733
ACH-000408,-0.28485850573414
ACH-000410,-0.03860628176182235
ACH-000411,-0.22802541202908375
ACH-000414,-0.4037514907012373
ACH-000415,-0.20703969995857416
ACH-000416,-0.2420434873239861
ACH-000420,0.3034735632408438
ACH-000421,-0.502486822789007
ACH-000424,-0.24618243548873925
ACH-000425,-0.5466404782935848
ACH-000426,-0.7056000838535128
ACH-000427,-0.4825493334234889
ACH-000433,0.08959126351745475
ACH-000435,-0.1897248671256496
ACH-000436,-0.6494175795097206
ACH-000444,0.06563505481139155
ACH-000445,0.1023673168506804
ACH-000448,-0.3006189230643487
ACH-000450,-0.31386769825757616
ACH-000452,-0.4277829212376578
ACH-000454,0.10369908004435263
