,GCSH (2653)
ACH-000653,-0.4731231934339311
ACH-000657,-0.24548872569499225
ACH-000658,-0.4048588093323002
ACH-000661,-0.5500076167781649
ACH-000662,-0.6946395799089947
ACH-000663,-0.34822334200041344
ACH-000665,-0.2878237787787635
ACH-000671,-0.3746479353848806
ACH-000672,-0.38828088735559
ACH-000673,-0.1728615435671815
ACH-000676,-0.4315412055332339
ACH-000677,-0.5501174119297625
ACH-000681,-0.18926133964356964
ACH-000683,-0.4428174501910019
ACH-000684,-0.4787251810827065
ACH-000688,-0.3929747065147245
ACH-000693,-0.2189575074101256
ACH-000694,-0.37671614947822296
ACH-000695,-0.3280395080102378
ACH-000696,-0.2871599779545145
ACH-000697,-0.4827869425677134
ACH-000699,-0.330713464692689
ACH-000701,-0.20997701321684684
ACH-000706,-0.2602373073014701
ACH-000711,-0.10992001362865296
ACH-000713,-0.4473414912536253
ACH-000714,-0.157658436794924
ACH-000718,-0.4992233531057143
ACH-000720,-0.21289641546386898
ACH-000721,-0.04082414755222664
ACH-000724,-0.4613790329771446
ACH-000725,-0.17925658211556994
ACH-000732,-0.3396875698237081
ACH-000734,-0.19305663424425493
ACH-000735,-0.28724468894250865
ACH-000736,-0.4348895398075583
ACH-000738,-0.2703139533617933
ACH-000746,-0.4890648669826749
ACH-000747,-0.6636238485273562
ACH-000748,-0.17494578309525327
ACH-000753,-0.3716376960019725
ACH-000756,-0.07087309199035077
ACH-000757,-0.3741372816050593
ACH-000758,-0.3538934220878484
ACH-000760,-0.1618218608854564
ACH-000762,-0.26385176586517595
ACH-000763,-0.6141385181059609
ACH-000764,-0.2764054246703253
ACH-000765,-0.229029249713312
ACH-000766,-0.31352339923327954
ACH-000767,-0.7059796374668665
ACH-000768,-0.5002609877591372
ACH-000769,-0.2673151854504319
ACH-000770,-0.1949880765623387
ACH-000771,-0.22870517571923124
ACH-000773,-0.3352218988418004
ACH-000776,-0.05656140552522304
ACH-000777,-0.2602546084912935
ACH-000778,-0.3523093960961737
ACH-000781,-0.13054082486785878
ACH-000782,-0.5775667327034372
ACH-000783,-0.060642804594990725
ACH-000784,-0.1518473749490114
ACH-000785,-0.4048464301861895
ACH-000787,-0.2679145256516616
ACH-000788,-0.2507586160466724
ACH-000791,-0.33653413604497484
ACH-000792,-0.20519553716714428
ACH-000794,-0.27844608654416336
ACH-000796,-0.17080952007976016
ACH-000798,-0.24251066812949404
ACH-000799,-0.3644451067963019
ACH-000800,-0.433385222566739
ACH-000802,-0.17658196854969324
ACH-000804,-0.21280992326330528
ACH-000805,-0.2252489877740688
ACH-000809,-0.15412952857995313
ACH-000810,-0.5190742999802438
ACH-000811,-0.396714636251211
ACH-000817,-0.25857456373515586
ACH-000819,-0.24691899987617266
ACH-000820,-0.12854930804485964
ACH-000821,-0.541764288816658
ACH-000822,-0.3802342434300341
ACH-000823,-0.16023655117715546
ACH-000824,-0.021532337172588838
ACH-000827,-0.2622656706905577
ACH-000829,-0.3226033521511415
ACH-000831,-0.5253200462164862
ACH-000832,-0.3391698066618302
ACH-000833,-0.30273416159878913
ACH-000834,-0.06558463894479759
ACH-000835,-0.05523404105398343
ACH-000836,-0.09658997186405248
ACH-000837,-0.386622926593968
ACH-000838,-0.4828796209283338
ACH-000839,-0.0679844663673568
ACH-000840,-0.2228142839409233
ACH-000841,-0.21031241952021967
ACH-000843,-0.5012416186710582
ACH-000846,-0.4389429228996339
ACH-000847,-0.12993165239982402
ACH-000848,-0.20597944921440745
ACH-000849,-0.26407889132416906
ACH-000851,-0.538758500988717
ACH-000855,-0.5647470675684135
ACH-000856,-0.4573179060867346
ACH-000858,-0.15899489355275295
ACH-000859,-0.0914637116436226
ACH-000861,-0.527985084030945
ACH-000862,-0.28116923196388194
ACH-000865,-0.2986297054963558
ACH-000866,-0.4253021758075675
ACH-000867,-0.2680911677802618
ACH-000869,-0.37416651955472896
ACH-000872,-0.4421300018818673
ACH-000873,-0.2927978030498264
ACH-000876,-0.5875769445698588
ACH-000878,-0.11735861220131075
ACH-000880,-0.09837201290101548
ACH-000881,-0.22371342283739326
ACH-000882,-0.2099863149211543
ACH-000884,-0.2506435841319853
ACH-000885,-0.669733878936334
ACH-000887,-0.4335441165210228
ACH-000889,-0.1780622258192717
ACH-000896,-0.4150418639207547
ACH-000898,-0.2608790396712183
ACH-000900,-0.13692242469395913
ACH-000901,-0.16155613132722516
ACH-000905,-0.18887789074292005
ACH-000906,-0.2529009403237654
ACH-000907,-0.16528792411284224
ACH-000910,-0.6151624650991866
ACH-000911,-0.3893323194658637
ACH-000912,-0.1225530358643784
ACH-000913,-0.1993339965697516
ACH-000915,-0.4298040040215119
ACH-000916,-0.21241991670959867
ACH-000917,-0.15090721747927371
ACH-000920,-0.4128590028843969
ACH-000921,-0.6727551214974317
ACH-000924,-0.3113989762120163
ACH-000926,-0.2291738776950832
ACH-000928,-0.4415547216648408
ACH-000929,-0.515341846178076
ACH-000932,-0.4742024634222659
ACH-000935,-0.2726507061928961
ACH-000936,-0.5079045763532082
ACH-000937,-0.7169584187411182
ACH-000938,-0.6315933655523149
ACH-000939,-0.4741936505357378
ACH-000941,-0.4958069333922006
ACH-000943,-0.7574970554847579
ACH-000946,-0.5110009449690159
ACH-000947,-0.5116362895842842
ACH-000948,-0.2929545969330159
ACH-000950,-0.3591388333753707
ACH-000953,-0.4462184184551436
ACH-000954,-0.14230716108787042
ACH-000957,-0.3930446634903828
ACH-000958,-0.2837955252709849
ACH-000960,-0.4518917041953223
ACH-000963,-0.3726605292272477
ACH-000968,-0.6487395145688851
ACH-000969,-0.2698665303187325
ACH-000972,-0.2967347056714466
ACH-000973,-0.2945483539678489
ACH-000974,-0.5017909017483917
ACH-000978,-0.4077642642699982
ACH-000984,-0.3887873957455544
ACH-000986,-0.3861128564934203
ACH-000988,-0.12468021961403775
ACH-000993,-0.16653764488903727
ACH-000994,-0.4075597861616233
ACH-000996,-0.343526287530984
ACH-001001,-0.5197407029534559
ACH-001020,-0.500607249420046
ACH-001028,-0.134280989050217
ACH-001031,-0.10498402446325224
ACH-001038,-0.3378949297254131
ACH-001048,-0.3413663076669342
ACH-001050,-0.2231283554173545
ACH-001053,-0.27802381536712506
ACH-001054,-0.3557194490899324
ACH-001061,-0.13263069391348176
ACH-001067,-0.09014754144028754
ACH-001075,-0.17640241509427984
ACH-001096,-0.35912232693891305
ACH-001111,-0.4640224020994282
ACH-001119,-0.3594659906018568
ACH-001128,-0.15966717292773913
ACH-001134,-0.4712311985572257
ACH-001151,-0.4738665715561164
ACH-001163,-0.31588421951329226
ACH-001164,-0.35902040668012336
ACH-001183,-0.055343721981844826
ACH-001192,-0.15408926461447076
ACH-001193,-0.37004236753864655
ACH-001196,-0.4065464991366678
ACH-001197,-0.18000680296176144
ACH-001205,-0.32593917786906856
ACH-001211,-0.3991461846791029
ACH-001212,0.07337454046543067
ACH-001228,-0.329480161430542
ACH-001232,-0.3112444953606819
ACH-001239,-0.3066293531494305
ACH-001270,-0.4247949093638544
ACH-001274,-0.4126220391257416
ACH-001275,-0.2240288323189776
ACH-001277,-0.2483726832708089
ACH-001278,-0.4411883362906346
ACH-001280,-0.25737489014885456
ACH-001283,-0.017938774694860972
ACH-001289,-0.5932182397215517
ACH-001300,-0.2703417197018033
ACH-001301,-0.35898547299112943
ACH-001302,-0.046205259658049384
ACH-001306,-0.4356018191327284
ACH-001318,-0.28049750587212624
ACH-001322,-0.14069606726271094
ACH-001328,-0.3006029621077821
ACH-001332,-0.1970576816706763
ACH-001336,-0.32250046209199273
ACH-001346,-0.1195814860962011
ACH-001353,-0.2455640464739645
ACH-001354,0.02337012969838818
ACH-001367,-0.30831983523716056
ACH-001368,-0.5224938033469071
ACH-001374,0.03910895540906117
ACH-001377,-0.3243202507402875
ACH-001380,-0.2527986631445481
ACH-001391,-0.16827841579275962
ACH-001408,-0.0759791986900289
ACH-001430,-0.19826918699019525
ACH-001431,-0.31345778590941203
ACH-001450,-0.5527438943012579
ACH-001496,-0.2552285763357173
ACH-001500,-0.22521343391047285
ACH-001523,-0.443682407570621
ACH-001532,-0.2806914461987358
ACH-001550,-0.22946069221640406
ACH-001552,-0.3103980350713855
ACH-001554,-0.2701245361406119
ACH-001654,-0.14043940309648156
ACH-001735,-0.6046730001600061
ACH-001736,-0.5243649599129669
ACH-001737,-0.7482054960290724
ACH-001740,-0.20701778471706714
ACH-001745,-0.3313947518013672
ACH-001765,-0.2984796501702011
