,SMARCD1 (6602)
ACH-000004,-0.24079784008346666
ACH-000005,0.023609512093246115
ACH-000007,-0.10058781502899833
ACH-000009,-0.2850281884346808
ACH-000011,-0.25395437142509913
ACH-000012,-0.0017189849761366006
ACH-000013,-0.12867174696111638
ACH-000014,-0.06967422645465411
ACH-000015,-0.1225301285515096
ACH-000017,-0.12564192660855691
ACH-000018,-0.09878394159814463
ACH-000019,-0.01453031381588144
ACH-000021,-0.18097440060253467
ACH-000022,-0.1305024377446846
ACH-000025,0.4079602920032861
ACH-000028,-0.2454417415708157
ACH-000030,-0.24868804322838706
ACH-000035,-0.2133743703399506
ACH-000036,0.3417220260192029
ACH-000037,-0.18446050419430576
ACH-000039,-0.20866866475529786
ACH-000040,-0.2653741746035931
ACH-000041,-0.3661766316931701
ACH-000042,-0.3063241713152233
ACH-000045,-0.30001848474560816
ACH-000047,-0.036278421003072256
ACH-000052,-0.08882983643453636
ACH-000053,-0.6595332428213666
ACH-000054,-0.0600419496969052
ACH-000055,-0.6488370836234216
ACH-000060,0.2452332550207525
ACH-000067,0.1527393345939205
ACH-000070,-0.12167459964735775
ACH-000075,-0.2492589076666192
ACH-000078,-0.041165339644713965
ACH-000082,-0.3179724633827733
ACH-000085,-0.15678416741826312
ACH-000086,-0.2577092634738382
ACH-000087,-0.530800181966834
ACH-000092,0.05325474535405488
ACH-000095,-0.14654706351206734
ACH-000097,-0.32046399202974485
ACH-000098,-0.2545406180785259
ACH-000099,-0.3672035548552466
ACH-000108,0.007289467734568049
ACH-000113,-0.438047172868094
ACH-000116,-0.12734620624504045
ACH-000118,-0.19371760998729085
ACH-000120,-0.10821670689084556
ACH-000123,0.0706148068617747
ACH-000127,-0.1448897814539329
ACH-000128,-0.1372882872182824
ACH-000132,0.005129312126564999
ACH-000133,-0.2636722778902973
ACH-000137,-0.2122480771301582
ACH-000138,-0.15398480857560268
ACH-000142,-0.16331855719064686
ACH-000143,-0.41255620523967207
ACH-000146,-0.2001037981485264
ACH-000148,-0.2915144861504514
ACH-000150,-0.04313034119504866
ACH-000152,-0.29409005856006953
ACH-000153,-0.4274320442726496
ACH-000159,-0.024957437838695272
ACH-000160,-0.04297516933384005
ACH-000163,-0.6334157649649335
ACH-000167,0.8644157711788949
ACH-000168,-0.032725946381096764
ACH-000169,-0.0945315265592477
ACH-000178,-0.23266755565610625
ACH-000183,-0.2385955706800177
ACH-000188,-0.16856988375860646
ACH-000189,-0.11679295947915355
ACH-000190,0.01442252297725869
ACH-000198,-0.4084883371597622
ACH-000203,0.1411623820342764
ACH-000204,-0.10205182120434557
ACH-000206,-0.3157318250303053
ACH-000207,-0.2902314240060855
ACH-000208,-0.0647314625967243
ACH-000210,-0.1937477531538556
ACH-000211,-0.06863801110869486
ACH-000215,-0.014094501737020319
ACH-000221,-0.11663985604673008
ACH-000222,-0.22150023983450795
ACH-000223,-0.4979432972608328
ACH-000226,-0.3086130457360232
ACH-000227,-0.22984855686364075
ACH-000228,-0.19430036083490665
ACH-000231,-0.020622471840987464
ACH-000232,-0.20737056079122984
ACH-000233,-0.32241877363489513
ACH-000234,-0.11020739907193344
ACH-000235,-0.12914007726151366
ACH-000237,0.02799730309325198
ACH-000238,-0.39495280537206606
ACH-000242,-0.3115750237784956
ACH-000243,-0.5495098541671272
ACH-000244,-0.13337160194531109
ACH-000246,0.20627622354770206
ACH-000248,-0.2325694347196311
ACH-000250,0.023249972955876396
ACH-000251,0.15801735317499552
ACH-000252,-0.08196785950433431
ACH-000253,-0.134077564604863
ACH-000255,-0.11695618772033207
ACH-000256,-0.028790567819123307
ACH-000257,-0.16934602209077002
ACH-000258,-0.4595290175859669
ACH-000259,0.10141856700964773
ACH-000260,-0.007280226184485716
ACH-000261,-0.014977456803220681
ACH-000262,0.2963677174441658
ACH-000263,-0.3085315732049627
ACH-000264,-0.16308695981695684
ACH-000265,0.09058313164887123
ACH-000266,0.006220047427342408
ACH-000272,0.0170281640188669
ACH-000274,0.00424532256162886
ACH-000277,-0.6270618307892507
ACH-000278,0.14738372427994054
ACH-000279,-0.2419032276890681
ACH-000280,-0.0920939546748716
ACH-000281,0.11255524449233954
ACH-000288,-0.3577665731165681
ACH-000291,-0.327368708026793
ACH-000293,-0.029035044138515445
ACH-000294,-0.2486165826141997
ACH-000295,-0.39655380575458893
ACH-000296,-0.4994335081100733
ACH-000302,-0.11846865601962538
ACH-000304,0.1893737816158179
ACH-000307,-0.09737683294858307
ACH-000308,-0.15512407678543155
ACH-000310,-0.03766413015269538
ACH-000311,-0.058214241335427026
ACH-000312,-0.23623554458933144
