,GRAP2 (9402)
ACH-000403,-0.14959257847575516
ACH-000404,0.06289881979694892
ACH-000406,-0.15588904130647588
ACH-000407,-0.20724241456648976
ACH-000408,-0.10279155804134467
ACH-000410,-0.1549828581199732
ACH-000411,0.025687911028544487
ACH-000414,-0.2665485111548617
ACH-000415,-0.1972823959818756
ACH-000416,-0.17388651304311475
ACH-000420,-0.1548598320977771
ACH-000421,-0.1124223399816438
ACH-000424,-0.2376534591074309
ACH-000425,-0.1300254930419834
ACH-000426,-0.2723091196652989
ACH-000427,-0.2802769934375174
ACH-000433,-0.3428750647221561
ACH-000435,0.1408254141928891
ACH-000436,-0.1944265385618112
ACH-000444,-0.2229571188334757
ACH-000445,-0.27108418877435797
ACH-000448,-0.15969483887592806
ACH-000450,-0.10969910092100033
ACH-000452,-0.2525998209757146
ACH-000454,-0.21947574345206647
ACH-000458,-0.12608797428189258
ACH-000459,-0.23660699367552884
ACH-000460,0.020790404029546742
ACH-000461,-0.2446979299844413
ACH-000463,-0.12987172356657598
ACH-000464,-0.13661436133535548
ACH-000466,-0.21832768831795066
ACH-000467,-0.047272884343394064
ACH-000468,-0.12523598336245612
ACH-000469,-0.3228742717910238
ACH-000470,-0.2218920504100638
ACH-000471,-0.1857193773304965
ACH-000472,-0.17909908455901952
ACH-000473,-0.03319795675745432
ACH-000475,-0.10819598503224076
ACH-000476,-0.07486424796277596
ACH-000477,-0.28389121945099405
ACH-000479,-0.2548780221404014
ACH-000480,-0.0680152822786307
ACH-000481,-0.2306199939380199
ACH-000483,-0.32633670649800584
ACH-000484,-0.169624679680996
ACH-000485,-0.2415914167037463
ACH-000486,-0.15885752341927334
ACH-000487,-0.27648271320865725
ACH-000488,-0.09672420095761892
ACH-000490,-0.1778042028314078
ACH-000491,-0.2524031723814054
ACH-000495,0.11088561850513323
ACH-000496,-0.169371929453099
ACH-000499,-0.2415907876601337
ACH-000500,0.07096315551183048
ACH-000502,-0.21226403995563511
ACH-000503,-0.24053151711768506
ACH-000505,-0.1784957730367559
ACH-000507,0.05219770417859247
ACH-000510,-0.22252918915164904
ACH-000511,-0.11499924020559825
ACH-000512,-0.4335183565167652
ACH-000516,-0.43537492578636655
ACH-000517,-0.13236761822712226
ACH-000518,-0.21657389915225025
ACH-000520,-0.1886296313901637
ACH-000521,-0.01572455467979833
ACH-000522,-0.034686841939615395
ACH-000524,-0.20089481642027254
ACH-000527,-0.11465662262876572
ACH-000528,-0.3660329055227671
ACH-000537,-0.21455426188262247
ACH-000541,-0.16772285039680296
ACH-000542,-0.11245247924260604
ACH-000544,-0.0581441794500993
ACH-000545,-0.023986894610353846
ACH-000547,-0.27651663129634746
ACH-000548,-0.04982338578425753
ACH-000549,-0.2627658566360476
ACH-000550,-0.0775499830430581
ACH-000552,-0.2108864583089132
ACH-000556,-0.2687549653263999
ACH-000557,-0.19889397450468171
ACH-000569,0.03563183802922189
ACH-000570,-0.1420209808390538
ACH-000571,-0.2178607367530632
ACH-000573,-0.2444667164265051
ACH-000576,-0.2584503005923645
ACH-000579,-0.001590353020804141
ACH-000580,-0.2118414084359745
ACH-000584,-0.1192838097544331
ACH-000585,-0.0647918147195071
ACH-000588,-0.34502718755033424
ACH-000589,-0.19123773270887512
ACH-000591,-0.2595012925940916
ACH-000593,-0.12222039537996268
ACH-000600,-0.13806795365559435
ACH-000601,-0.1539540221814945
ACH-000605,-0.2458139525758984
ACH-000606,-0.10009819955482313
ACH-000608,-0.1697167003999544
ACH-000614,-0.05031835942974158
ACH-000616,-0.10622917518341007
ACH-000618,-0.3631206111174047
ACH-000619,-0.18881212334199315
ACH-000620,-0.09098670800232256
ACH-000621,-0.15009961005102568
ACH-000622,-0.14543791793004324
ACH-000623,-0.15226809025512364
ACH-000624,-0.11286088756111927
ACH-000627,-0.2707201919691197
ACH-000630,-0.07246392984775121
ACH-000631,-0.33463435244147155
ACH-000632,-0.17441193581608694
ACH-000633,-0.19733089308919546
ACH-000637,-0.38944662623518395
ACH-000638,-0.0988286512483578
ACH-000646,-0.2086024546719763
ACH-000647,-0.2385223991971115
ACH-000648,0.02502763119379002
ACH-000649,-0.17293731429869294
ACH-000651,-0.27629392558806176
ACH-000652,-0.13291094122367664
ACH-000653,-0.11449965156243187
ACH-000657,-0.05662195921078925
ACH-000658,-0.18060410069195668
ACH-000661,0.04640343385097562
ACH-000662,-0.12481878707777258
ACH-000663,-0.0020102083685752847
ACH-000665,-0.2111639454218624
ACH-000671,-0.13197805551735814
ACH-000672,0.03232392391484515
ACH-000673,-0.3040983366325275
ACH-000676,-0.18767401291395874
ACH-000677,-0.2649472766487877
ACH-000681,-0.1119462575365917
ACH-000683,-0.14244742610276132
ACH-000684,-0.012701295721652607
ACH-000688,-0.02822441468564329
ACH-000693,-0.2464932996528197
ACH-000694,-0.22658217637695174
ACH-000695,-0.2275907260829873
ACH-000696,-0.22052907488922088
ACH-000697,-0.34526566914294143
ACH-000699,-0.1279806996023196
ACH-000701,-0.2404506914387909
ACH-000706,-0.08340948983529169
ACH-000711,-0.3177546301976182
ACH-000713,-0.19881088341079173
ACH-000714,-0.2674924226410126
ACH-000718,-0.1153931067595931
ACH-000720,-0.18173922637432452
ACH-000721,-0.16281232554485614
ACH-000724,-0.42111009706321895
ACH-000725,-0.3157062069285655
ACH-000732,-0.1372440618546277
ACH-000734,-0.19364230088827133
ACH-000735,-0.13570906366971142
ACH-000736,-0.08704772373193727
ACH-000738,-0.09101742047379033
ACH-000746,-0.1856723071768004
ACH-000747,-0.2079716631655504
ACH-000748,-0.22223378295229135
ACH-000753,-0.25030714117160746
ACH-000756,0.07083178743379852
ACH-000757,-0.3751554104676704
ACH-000758,-0.08457973771895162
ACH-000760,-0.3639573377989602
ACH-000762,-0.2804054925448235
ACH-000763,-0.3610186121183139
ACH-000764,-0.013748395138861013
ACH-000765,-0.05400721519827188
ACH-000766,-0.2018044115884348
ACH-000767,-0.17920061991177125
ACH-000768,-0.16930964939141124
ACH-000769,-0.1268524912961414
ACH-000770,-0.2607711377233911
ACH-000771,-0.22367182299245325
ACH-000773,-0.2512562805801274
ACH-000776,-0.13601890802883626
ACH-000777,-0.18116829367068374
ACH-000778,-0.23657447509806614
ACH-000781,-0.21746165024035088
ACH-000782,-0.0005999661937830692
ACH-000783,-0.16098228669782436
ACH-000784,-0.10907895215440112
ACH-000785,-0.164721509468896
ACH-000787,-0.20427723737720205
ACH-000788,-0.2249713638842442
ACH-000791,-0.3516498682480901
ACH-000792,-0.10284197725868743
ACH-000794,-0.07575646039790654
ACH-000796,-0.12223732016688392
ACH-000798,-0.030497420544706062
ACH-000799,-0.21750361201027185
ACH-000800,-0.3500275578331953
ACH-000802,-0.11914136356229077
ACH-000804,-0.1061215339875944
ACH-000805,-0.5945015953496955
ACH-000809,-0.12871004381305515
ACH-000810,-0.06593150781188276
ACH-000811,-0.19142126361151574
ACH-000817,-0.29530806893466754
ACH-000819,-0.062006352642219785
ACH-000820,-0.15774404638787712
ACH-000821,-0.3312949784508827
ACH-000822,-0.22663983095431645
ACH-000823,-0.1764309048281818
ACH-000824,-0.20531335746996573
ACH-000827,-0.14906227945095585
ACH-000829,-0.3223163961525525
ACH-000831,-0.30838851825109914
ACH-000832,-0.2890361366383533
ACH-000833,-0.228365963081403
ACH-000834,0.11595017411868162
ACH-000835,-0.16376158335730415
ACH-000836,-0.24984620758716966
ACH-000837,-0.1687168080293673
ACH-000838,-0.07302557576124145
ACH-000839,-0.1568375436371275
ACH-000840,-0.2757588426588318
ACH-000841,-0.10664501972404003
ACH-000843,-0.23520220951054785
ACH-000846,-0.07828257132429982
ACH-000847,-0.17390164199888267
ACH-000848,-0.04688753048099304
ACH-000849,-0.2919682228665887
ACH-000851,0.122549115923446
ACH-000855,-0.20925996070479286
ACH-000856,-0.2321117967384456
ACH-000858,-0.09844954202977743
ACH-000859,-0.2445753912552313
ACH-000861,-0.09617033652690332
ACH-000862,-0.23703643467613966
ACH-000865,-0.24726694722879305
ACH-000866,-0.22068756818362334
ACH-000867,-0.18253035774713627
ACH-000869,-0.0647055769113224
ACH-000872,-0.20580779172562386
ACH-000873,0.007062030769587149
ACH-000876,-0.14114658750225986
ACH-000878,-0.05174094099814296
ACH-000880,-0.08293191739675113
ACH-000881,-0.17064102825478214
ACH-000882,-0.11140758803957536
ACH-000884,-0.09866784949231587
ACH-000885,-0.05405121795715676
ACH-000887,-0.17053340967093636
ACH-000889,-0.20080855561436872
ACH-000896,-0.17994518213665192
ACH-000898,-0.20422104549653228
ACH-000900,-0.20575610116939366
ACH-000901,-0.12026501036651105
ACH-000905,-0.10868866655266178
ACH-000906,-0.16616570725048452
ACH-000907,-0.2799269439414656
ACH-000910,-0.13976736710055068
ACH-000911,-0.18648163519873048
ACH-000912,-0.2122159427009556
ACH-000913,-0.16537846050520574
ACH-000915,-0.1927354158630862
ACH-000916,-0.24988201614840835
ACH-000917,-0.16806788544839296
ACH-000920,0.05043681126212166
ACH-000921,-0.3568144151466837
ACH-000924,-0.1372238439125915
ACH-000926,-0.2485251886988827
ACH-000928,-0.12980642303744352
ACH-000929,-0.03400630324632641
ACH-000932,-0.24770914223144316
ACH-000935,-0.16565344273840568
ACH-000936,-0.2974085602608097
ACH-000937,-0.08373284976631856
ACH-000938,-0.2047648489493864
ACH-000939,-0.13209200911389496
ACH-000941,-0.2178290280980626
ACH-000943,-0.19582461109954308
ACH-000946,-0.23280968325807486
ACH-000947,-0.24897509764868805
ACH-000948,-0.26824274595119874
ACH-000950,-0.19552547202640486
ACH-000953,-0.2824524694956157
ACH-000954,-0.4944870391620098
ACH-000957,-0.048490325730685374
ACH-000958,-0.5107967744251866
ACH-000960,-0.17320023048153224
ACH-000963,-0.06190918654574022
ACH-000968,-0.17776353904363
ACH-000969,-0.2647444595718723
ACH-000972,0.07772524290282315
ACH-000973,-0.21563852216896595
ACH-000974,-0.10097487804847012
ACH-000978,-0.19471693979192695
ACH-000984,-0.11734722645586484
ACH-000986,-0.2320525860947784
ACH-000988,-0.1293449877732164
ACH-000993,0.04805255278809336
ACH-000994,-0.18643331694941792
ACH-000996,-0.09723505988190646
ACH-001001,-0.1539603966519073
ACH-001020,-0.029400440683597345
ACH-001028,-0.18907155971493128
ACH-001031,-0.20405894392930127
ACH-001038,-0.14784057903307524
ACH-001048,-0.24041844872195775
ACH-001050,-0.12641064792767806
ACH-001053,-0.1374073606240902
ACH-001054,-0.15746982967043174
ACH-001061,-0.20295846079342225
ACH-001067,-0.09074814198908224
ACH-001075,-0.29173837101090466
ACH-001096,-0.22663425353926364
ACH-001111,-0.5273530961719689
ACH-001119,-0.22098677715872797
ACH-001128,-0.017653516658288838
ACH-001134,-0.1352978420965606
ACH-001151,-0.04578367818335356
ACH-001163,-0.20820342309824436
ACH-001164,-0.14396992804152528
ACH-001183,-0.28636594329720616
ACH-001192,-0.08768067765192444
ACH-001193,-0.23069170858206525
ACH-001196,-0.10924986755567358
ACH-001197,-0.13489046913513414
ACH-001205,-0.1265998862548164
ACH-001211,-0.09656560986951113
ACH-001212,-0.33615279679594856
ACH-001228,-0.22964601741157825
ACH-001232,-0.1970689152157551
ACH-001239,-0.14837859826605918
ACH-001270,-0.020683910889189618
ACH-001274,-0.1997691144559945
ACH-001275,-0.2091822534640829
ACH-001277,0.0116832747967908
ACH-001278,-0.13166608716858422
ACH-001280,0.0028900435826388878
ACH-001283,-0.2802701681116713
ACH-001289,-0.1351286313045211
ACH-001300,-0.25125429124262705
ACH-001301,-0.2243662162857148
ACH-001302,-0.07213487338903259
ACH-001306,-0.1577808248233254
ACH-001318,-0.18366263619372855
ACH-001322,-0.18192791988017246
ACH-001328,-0.211682201805138
ACH-001332,-0.17780617797211304
ACH-001336,-0.27427182737603983
ACH-001346,-0.3645392627764291
ACH-001353,-0.06405395147397003
ACH-001354,-0.010279871781315751
ACH-001367,-0.12789343001655226
ACH-001368,-0.20565601555343
ACH-001374,-0.2952474737731826
ACH-001377,-0.1314212675730079
ACH-001380,-0.044722116033878434
ACH-001391,-0.31388046973112443
ACH-001408,-0.07485556553035727
ACH-001430,-0.32574844512329365
ACH-001431,-0.2917544168756981
ACH-001450,0.012162403025997321
ACH-001496,-0.1361036592241334
ACH-001500,-0.1827417499143036
ACH-001523,-0.08710017832008644
ACH-001532,-0.2059120695551287
ACH-001550,-0.2541914976180867
ACH-001552,-0.09331618358452302
ACH-001554,-0.20253061176807088
ACH-001654,-0.36931359946480796
ACH-001735,-0.18226300519844954
ACH-001736,-0.20469032551631608
ACH-001737,-0.2405661717420265
ACH-001740,-0.18237137531037964
ACH-001745,-0.10804721961834303
ACH-001765,-0.3081583258039765
