,MEPE (56955)
ACH-000004,-0.3627026069501134
ACH-000005,-0.1856970040360416
ACH-000007,-0.14771153038415552
ACH-000009,-0.04744114328852811
ACH-000011,-0.11747193239943013
ACH-000012,-0.2009112285785534
ACH-000013,-0.11690134406054956
ACH-000014,-0.27318999079142336
ACH-000015,-0.33876914728347995
ACH-000017,-0.26237778674726475
ACH-000018,-0.3374507276178679
ACH-000019,-0.1799727164746279
ACH-000021,-0.1736504550817068
ACH-000022,-0.2325903803268561
ACH-000025,-0.11120131556336754
ACH-000028,-0.2792434248931123
ACH-000030,-0.22920581896683745
ACH-000035,-0.23573527998160704
ACH-000036,-0.2202225340252389
ACH-000037,-0.1160627116619162
ACH-000039,-0.3143711362794504
ACH-000040,-0.1334332722627214
ACH-000041,-0.4624089492641253
ACH-000042,-0.3074645008512085
ACH-000045,-0.18278712549339085
ACH-000047,-0.3599111286685671
ACH-000052,-0.1643007718842822
ACH-000053,-0.2339067404976549
ACH-000054,-0.23320062574909334
ACH-000055,0.1203994575748811
ACH-000060,-0.37926698168290973
ACH-000067,-0.2936271278715045
ACH-000070,-0.30002988941880665
ACH-000075,-0.2919392530455265
ACH-000078,-0.2794221987842407
ACH-000082,-0.2778901044639077
ACH-000085,-0.3793075650785171
ACH-000086,-0.20351399742167806
ACH-000087,-0.13941083330673704
ACH-000092,-0.21414713067555205
ACH-000095,-0.3594655219769773
ACH-000097,-0.28497056112541364
ACH-000098,-0.2794946152003304
ACH-000099,-0.2291816959900577
ACH-000108,-0.20016417273643305
ACH-000113,-0.3077711629653493
ACH-000116,-0.3840247152915707
ACH-000118,-0.16862245483314212
ACH-000120,-0.26426469754302145
ACH-000123,-0.17527053682479501
ACH-000127,-0.4012398293982382
ACH-000128,-0.3276166770368479
ACH-000132,-0.3478999833055099
ACH-000133,-0.2803171433612482
ACH-000137,-0.191278576291072
ACH-000138,-0.2079277102257678
ACH-000142,-0.2996687859524212
ACH-000143,-0.2690449952474
ACH-000146,-0.1405078593646719
ACH-000148,-0.2965349527883389
ACH-000150,-0.33882076922219073
ACH-000152,-0.3438827532592594
ACH-000153,-0.477198356466523
ACH-000159,-0.3583162354748933
ACH-000160,-0.4197066532271203
ACH-000163,-0.24731095256093935
ACH-000167,-0.035819892382074545
ACH-000168,-0.3512395380180951
ACH-000169,-0.319251243349227
ACH-000178,-0.17243305875908693
ACH-000183,-0.20331305600038965
ACH-000188,-0.2647080805505556
ACH-000189,-0.15055786529333645
ACH-000190,-0.06323010332400282
ACH-000198,-0.2286443381727491
ACH-000203,-0.2653879899344072
ACH-000204,-0.0887001533927246
ACH-000206,-0.06727421001431629
ACH-000207,-0.20441204634413446
ACH-000208,-0.032345757350454786
ACH-000210,-0.3382274945986659
ACH-000211,-0.2721095633889095
ACH-000215,-0.32543277789071795
ACH-000221,-0.1771403343524382
ACH-000222,-0.3514367066293604
ACH-000223,-0.2762393389487339
ACH-000226,-0.16975157588099102
ACH-000227,-0.3966855850016262
ACH-000228,-0.20538547921603476
ACH-000231,-0.2654216407629836
ACH-000232,-0.28666582443682204
ACH-000233,-0.1917064543971984
ACH-000234,-0.2559349461873675
ACH-000235,-0.20847075924100208
ACH-000237,-0.2099188220141619
ACH-000238,-0.2090450019482893
ACH-000242,-0.2988211286947431
ACH-000243,-0.237418299562353
ACH-000244,-0.09285071401695147
ACH-000246,-0.18518721193232796
ACH-000248,-0.22514140971933247
ACH-000250,-0.2537636840510035
ACH-000251,-0.1162595393521144
ACH-000252,-0.12926228091236194
ACH-000253,-0.1879810830767744
ACH-000255,-0.2741866045368866
ACH-000256,-0.2973990324453811
ACH-000257,-0.27925160187468295
ACH-000258,-0.2604533752041715
ACH-000259,-0.24090319065154744
ACH-000260,-0.18956334795531046
ACH-000261,-0.2475812666353528
ACH-000262,-0.18692117426570345
ACH-000263,-0.4645233549216395
ACH-000264,-0.15324654644471886
ACH-000265,-0.3910000965712152
ACH-000266,-0.23706062370807696
ACH-000272,-0.4417394461230473
ACH-000274,-0.266622524080002
ACH-000277,-0.07678994772865419
ACH-000278,-0.1353160453888389
ACH-000279,-0.3475476685529352
ACH-000280,-0.3021785371674076
ACH-000281,-0.3921859766881455
ACH-000288,-0.20447733341941648
ACH-000291,-0.19234775515448047
ACH-000293,-0.3061796629905581
ACH-000294,-0.1076050769891186
ACH-000295,-0.3650635973240968
ACH-000296,-0.2328207620641019
ACH-000302,-0.3313075410684469
ACH-000304,-0.3067755068196529
ACH-000307,-0.15327414685341526
ACH-000308,-0.2820177289215606
ACH-000310,-0.3490283388971843
ACH-000311,-0.2376873429962665
ACH-000312,-0.203927439133089
ACH-000315,-0.1580112532707127
ACH-000316,-0.1340820430460596
ACH-000317,-0.3028829455952537
ACH-000318,-0.3650419952158309
ACH-000319,-0.23878666496301254
ACH-000320,-0.17410166727473053
ACH-000322,-0.4250617185996245
ACH-000323,-0.18210771722596905
ACH-000324,-0.338546026674797
ACH-000329,-0.13513235960594866
ACH-000330,-0.26303985132323204
ACH-000331,-0.1311010846882135
ACH-000332,-0.2578431975608638
ACH-000334,-0.23810653995758702
ACH-000335,-0.1982691747286128
ACH-000336,-0.660776489653862
ACH-000337,-0.0691548803442381
ACH-000338,-0.03670667396102659
ACH-000339,-0.120329582674403
ACH-000341,-0.4093256796573469
ACH-000348,-0.2089200424541724
ACH-000350,-0.23763911112040875
ACH-000352,-0.1971368149852118
ACH-000356,-0.2037297384101248
ACH-000361,-0.08465130666154433
ACH-000362,-0.14172894325845656
ACH-000363,-0.2152516921676428
ACH-000364,-0.20693823149400295
ACH-000365,-0.3461426103426696
ACH-000366,-0.30726956946302986
ACH-000368,-0.3344374206229941
ACH-000374,-0.14818839504471507
ACH-000375,-0.17038025721297564
ACH-000376,-0.20089424080080254
ACH-000381,-0.15361559395563887
ACH-000383,-0.2087337455847047
ACH-000387,-0.15328187988916714
ACH-000389,-0.11622479576989525
ACH-000390,-0.3633214250397117
ACH-000393,-0.26216714029459554
ACH-000395,-0.11576035475012485
ACH-000396,-0.08904535809078681
ACH-000397,-0.22385088202963405
ACH-000401,-0.3319063125163089
ACH-000402,-0.4234600085266035
ACH-000403,-0.25744229351911296
ACH-000404,-0.4414826926216536
ACH-000406,-0.08626083883007164
ACH-000407,-0.3231681926539185
ACH-000408,-0.2871820446061191
ACH-000410,-0.2809190255573044
ACH-000411,-0.15550595696232378
ACH-000414,-0.29936243328899564
ACH-000415,-0.41338587792646003
ACH-000416,-0.30981942924929234
ACH-000420,-0.3375296719852671
ACH-000421,-0.2473890383986209
ACH-000424,-0.2690606513401955
ACH-000425,-0.4062566657794893
ACH-000426,-0.0019004715137284141
ACH-000427,-0.17874444898549602
ACH-000433,-0.2308903673448655
ACH-000435,-0.4321341283508531
ACH-000436,-0.3825448153616292
ACH-000444,-0.1458597364781936
ACH-000445,-0.3876957092347834
ACH-000448,-0.19268220386556864
ACH-000450,-0.14150430634376698
ACH-000452,-0.22128861041553405
ACH-000454,-0.2304801050466483
ACH-000458,-0.06844223580758453
ACH-000459,-0.04458028939795384
ACH-000460,-0.208759953774379
ACH-000461,-0.3473668799878913
ACH-000463,-0.1567387125338084
ACH-000464,-0.3652331832502271
ACH-000466,-0.17321586413983744
ACH-000467,-0.2371940313485811
ACH-000468,-0.1809271727704844
ACH-000469,-0.23248499757472635
ACH-000470,-0.24887020301152396
ACH-000471,-0.2978473077521933
ACH-000472,-0.29062342613454306
ACH-000473,-0.0725465824248322
ACH-000475,-0.32315628709122224
ACH-000476,-0.32475352011413666
ACH-000477,-0.07187777349610266
ACH-000479,-0.055016199682367296
ACH-000480,-0.2316180613374241
ACH-000481,-0.34311465405327285
ACH-000483,-0.14832064067675346
ACH-000484,-0.15868556034806774
ACH-000485,-0.15463234594108707
ACH-000486,-0.19595743172742636
ACH-000487,-0.3466393079308452
ACH-000488,-0.2272581813499983
ACH-000490,-0.24180709470435585
ACH-000491,-0.3132535845950024
ACH-000495,-0.2175124587495314
ACH-000496,-0.4118502883600693
ACH-000499,-0.3294251366096609
ACH-000500,-0.3479516408844587
ACH-000502,-0.21334970932001515
ACH-000503,-0.25548459868480405
ACH-000505,-0.2804489097031624
ACH-000507,-0.31348437703369475
ACH-000510,-0.41865620049331703
ACH-000511,-0.1999761228824869
ACH-000512,-0.05713798536298063
ACH-000516,-0.12164911902949258
ACH-000517,-0.3328985201721859
ACH-000518,-0.21988067472381545
ACH-000520,-0.284373912854555
ACH-000521,-0.3011009967841289
ACH-000522,-0.25045075698193725
ACH-000524,-0.22657047079879
ACH-000527,-0.22138248844407185
ACH-000528,-0.2621956865949908
ACH-000537,-0.16836318269637968
ACH-000541,0.08898412755722702
ACH-000542,-0.2787446355967967
ACH-000544,-0.2565361544722149
ACH-000545,-0.30511422407106153
ACH-000547,-0.16128091209469006
ACH-000548,-0.29396128612592204
ACH-000549,-0.2414673360063026
ACH-000550,-0.19361896122324046
ACH-000552,-0.373384381478757
ACH-000556,-0.3912759672336437
ACH-000557,-0.3388968585315333
ACH-000569,-0.16509851127333425
ACH-000570,-0.2937075217396624
ACH-000571,-0.07246828529887847
ACH-000573,-0.1990168822307289
ACH-000576,-0.17342302508563276
ACH-000579,-0.2780531318970016
ACH-000580,-0.3115100006110263
ACH-000584,-0.22563724517264136
ACH-000585,-0.18383312456503734
ACH-000588,-0.08693076515219005
ACH-000589,-0.2600725265062224
ACH-000591,-0.4114712423955747
ACH-000593,-0.3103100490720065
ACH-000600,-0.3153840981766918
ACH-000601,-0.2780260642294276
ACH-000605,-0.2993311160576649
ACH-000606,-0.2457251765663647
ACH-000608,-0.30376940908597044
ACH-000614,-0.23854694602622495
ACH-000616,-0.3435440348586008
ACH-000618,-0.09701998798541064
ACH-000619,-0.33275544818154923
ACH-000620,-0.15403869302182824
ACH-000621,-0.1447976012223708
ACH-000622,-0.2621177183995748
ACH-000623,-0.2631425620338849
ACH-000624,-0.2874823389088793
ACH-000627,-0.2935980147214093
ACH-000630,-0.41250386281854734
ACH-000631,-0.14082862014324202
ACH-000632,-0.20462081982853694
ACH-000633,-0.3251138687273686
ACH-000637,-0.2765609577635574
ACH-000638,-0.25788019479897656
ACH-000646,-0.22620936625293026
ACH-000647,-0.2747863237190868
ACH-000648,-0.3645111738934972
ACH-000649,-0.30469233749173563
ACH-000651,-0.18697646184294087
ACH-000652,-0.10231443228400172
ACH-000653,-0.08835735087084906
ACH-000657,-0.4075323307679759
ACH-000658,-0.2507185183490001
ACH-000661,-0.1295039696842275
ACH-000662,-0.13605295440375864
ACH-000663,-0.2074914186048912
ACH-000665,-0.4239471216959594
ACH-000671,-0.11199585609750254
ACH-000672,-0.3467677663815353
ACH-000673,-0.3228094177418183
ACH-000676,-0.15781846442474667
ACH-000677,-0.19368539728299075
ACH-000681,-0.2475481258033157
ACH-000683,-0.3652188888127846
ACH-000684,-0.17870407416488648
ACH-000688,-0.31164135200064685
ACH-000693,-0.2661521448048657
ACH-000694,-0.3519144497943727
ACH-000695,-0.2755752528218909
ACH-000696,-0.3014054177300779
ACH-000697,-0.3472935165332489
ACH-000699,-0.13396404788280072
ACH-000701,-0.24552410899877825
ACH-000706,-0.1833505603881474
ACH-000711,-0.3917903794389016
ACH-000713,-0.3631167324897772
ACH-000714,-0.31081051523808084
ACH-000718,-0.16694269136499645
ACH-000720,-0.2126303848258896
ACH-000721,-0.29326121541855626
ACH-000724,-0.17536188694842292
ACH-000725,-0.30948247744023233
ACH-000732,-0.21578400763821134
ACH-000734,-0.2905036409648858
ACH-000735,-0.20421866859451776
ACH-000736,-0.2981018887659202
ACH-000738,-0.13359713321152136
ACH-000746,-0.31344911336952186
ACH-000747,-0.3130522137788912
ACH-000748,-0.1889237146490915
ACH-000753,-0.10923590641878647
ACH-000756,-0.20986257591889565
ACH-000757,-0.2686928340826337
ACH-000758,-0.12795334443389933
ACH-000760,-0.22827165472568414
ACH-000762,-0.21558145745552976
ACH-000763,-0.4704114499303717
ACH-000764,-0.10925068611835186
ACH-000765,-0.18913367329041286
ACH-000766,-0.21061120857281115
ACH-000767,-0.27270303756412195
ACH-000768,-0.2115413385338981
ACH-000769,-0.26097467025219145
ACH-000770,-0.2674568783120361
ACH-000771,-0.3210856803966906
ACH-000773,-0.1999635535112873
ACH-000776,-0.3515426547764914
ACH-000777,-0.10731284077241213
ACH-000778,-0.3625447348578275
ACH-000781,-0.2949562163449249
ACH-000782,-0.08002516796455553
ACH-000783,-0.2774298904434179
ACH-000784,-0.3280748773279241
