,SPEF1 (25876)
ACH-000004,-0.347451683926482
ACH-000005,-0.07289488603486473
ACH-000007,-0.12838184445853398
ACH-000009,-0.08501499244401563
ACH-000011,-0.11068671915347618
ACH-000012,-0.07175606432846722
ACH-000013,-0.2789990164500444
ACH-000014,-0.0740044806247275
ACH-000015,-0.045801308630811714
ACH-000017,-0.22385584852298832
ACH-000018,-0.1255571058090325
ACH-000019,0.020833563086887687
ACH-000021,-0.09285019723093096
ACH-000022,-0.08664987161497799
ACH-000025,-0.02232160912522592
ACH-000028,-0.05665844649120951
ACH-000030,-0.2348532394285185
ACH-000035,-0.1912261132705939
ACH-000036,-0.3266443484910661
ACH-000037,-0.04343866899010608
ACH-000039,-0.15599621009578982
ACH-000040,-0.09754204438201082
ACH-000041,-0.08651637826804075
ACH-000042,-0.4191956639681536
ACH-000045,-0.26330597099843045
ACH-000047,-0.2835520290006092
ACH-000052,-0.2911340604011692
ACH-000053,-0.167962018961738
ACH-000054,-0.23297357826236698
ACH-000055,-0.15850369979183074
ACH-000060,-0.17875482398480758
ACH-000067,-0.16658638139844345
ACH-000070,-0.18131457351564706
ACH-000075,-0.08636830708401996
ACH-000078,-0.1815438140335813
ACH-000082,-0.17876636010032512
ACH-000085,-0.13637615318890312
ACH-000086,-0.013895905097635835
ACH-000087,0.04726075664406335
ACH-000092,-0.14401432562731056
ACH-000095,-0.19062879581305384
ACH-000097,-0.06206921527822507
ACH-000098,-0.1003671849848552
ACH-000099,-0.1015711355071624
ACH-000108,-0.2506373102873761
ACH-000113,-0.2749057556911623
ACH-000116,-0.07181540786548661
ACH-000118,-0.1299411469114947
ACH-000120,-0.1851591376013056
ACH-000123,-0.16265100569228966
ACH-000127,-0.26821871043719897
ACH-000128,-0.3278319900760845
ACH-000132,-0.021088424971698556
ACH-000133,-0.2684571877704608
ACH-000137,-0.11053784884212707
ACH-000138,-0.12049894087500634
ACH-000142,-0.03550668355489453
ACH-000143,-0.38121585767788657
ACH-000146,-0.14452930732837493
ACH-000148,-0.1024429759753583
ACH-000150,-0.2456872396892236
ACH-000152,-0.11548734607324534
ACH-000153,-0.461760656962959
ACH-000159,-0.13002579350518986
ACH-000160,-0.13114298344593167
ACH-000163,-0.17788810058342824
ACH-000167,-0.6684407935866361
ACH-000168,-0.2761895862222418
ACH-000169,-0.20620095780927766
ACH-000178,-0.1631131908633938
ACH-000183,-0.2450379095064288
ACH-000188,-0.0076848597082837455
ACH-000189,-0.2686353583015386
ACH-000190,-0.0048748134649176725
ACH-000198,-0.13038189088169722
ACH-000203,-0.2260896215684676
ACH-000204,-0.11953733311305675
ACH-000206,-0.2281531899219599
ACH-000207,-0.2311665969736915
ACH-000208,-0.119524052629363
ACH-000210,0.19642721643421326
ACH-000211,-0.2060718509619368
ACH-000215,-0.17737895370258874
ACH-000221,-0.0913816663117962
ACH-000222,-0.3317043560107548
ACH-000223,-0.2020797129199482
ACH-000226,0.023517625782536047
ACH-000227,-0.2768567861548101
ACH-000228,-0.1689704704520702
ACH-000231,-0.2948459711019151
ACH-000232,-0.22751971421485614
ACH-000233,-0.3324440753714385
ACH-000234,-0.2935820444832499
ACH-000235,-0.2213167593054073
ACH-000237,-0.08533759633686651
ACH-000238,-0.06674065687385827
ACH-000242,-0.5684427244064267
ACH-000243,-0.32897457126974977
ACH-000244,-0.3633664055404938
ACH-000246,-0.15934067129727386
ACH-000248,0.046847890734950916
ACH-000250,-0.1682858431516476
ACH-000251,-0.06587104114390234
ACH-000252,-0.2207332709214774
ACH-000253,-0.5193256107678242
ACH-000255,0.02276332147080353
ACH-000256,-0.2766471561015091
ACH-000257,-0.141819649175685
ACH-000258,-0.07585817847242501
ACH-000259,-0.11591762510760588
ACH-000260,-0.1708307875745026
ACH-000261,-0.1964186316577878
ACH-000262,-0.3403811676026478
ACH-000263,-0.1947768912234742
ACH-000264,-0.1946103184832252
ACH-000265,-0.26726083801160216
ACH-000266,-0.21218301016363786
ACH-000272,-0.24503740763941784
ACH-000274,-0.21136134586833655
ACH-000277,-0.16593837615745893
ACH-000278,-0.14603107168588295
ACH-000279,-0.11169182092166058
ACH-000280,-0.22627258854227786
ACH-000281,-0.43734125028366494
ACH-000288,-0.2021146917002216
ACH-000291,-0.11174581992813737
ACH-000293,-0.06021876648807334
ACH-000294,-0.3861047956868605
ACH-000295,-0.02657749682554725
ACH-000296,-0.1495957902701983
ACH-000302,-0.17557638022083308
ACH-000304,-0.1582250352071321
ACH-000307,-0.2611718580971955
ACH-000308,-0.21264294821190466
ACH-000310,-0.2574866126882264
ACH-000311,-0.10820533533036016
ACH-000312,-0.20870125706254952
ACH-000315,-0.3124181375455167
ACH-000316,-0.2253325386347364
ACH-000317,-0.15494040799129713
ACH-000318,-0.1899888563409805
ACH-000319,-0.09859408570697463
ACH-000320,-0.3963066666399036
ACH-000322,-0.08426833707148483
ACH-000323,-0.128965046369997
ACH-000324,-0.40134686682700826
ACH-000329,-0.239074679090615
ACH-000330,-0.1404877867037983
ACH-000331,-0.09164290796406363
ACH-000332,-0.2711291849412545
ACH-000334,-0.3023229164970266
ACH-000335,0.0703384612357471
ACH-000336,-0.16760921533309506
ACH-000337,0.08420969690822343
ACH-000338,-0.0006125858781893173
ACH-000339,-0.14563604209788378
ACH-000341,-0.073078574158257
ACH-000348,-0.07663687863796809
ACH-000350,-0.2542013619300946
ACH-000352,-0.2570489931774604
ACH-000356,-0.2698738231498438
ACH-000361,-0.16295879467718852
ACH-000362,-0.25949058814836856
ACH-000363,-0.2619795610240956
ACH-000364,-0.03589170072247051
ACH-000365,-0.12809510856772927
ACH-000366,-0.13388817581304385
ACH-000368,-0.21414197098892251
ACH-000374,-0.20013315605333507
ACH-000375,-0.1575679107072831
ACH-000376,-0.27563510706736066
ACH-000381,-0.13561313569122185
ACH-000383,-0.21301658979836252
ACH-000387,-0.20311723235662804
ACH-000389,-0.11868837122526738
ACH-000390,-0.05916382952488895
ACH-000393,-0.4545223130375181
ACH-000395,-0.25082753493236426
ACH-000396,-0.06138022407770793
ACH-000397,-0.317438862968132
ACH-000401,-0.14894949583930267
ACH-000402,-0.34844550744456904
ACH-000403,-0.16788269028703948
ACH-000404,0.22163059796292636
ACH-000406,-0.11979235298357185
ACH-000407,-0.07486809500091877
