,PAN2 (9924)
ACH-000004,-0.05088347757138022
ACH-000005,0.12422045069931792
ACH-000007,0.04381731997923005
ACH-000009,-0.07580902168497405
ACH-000011,-0.4170251712101217
ACH-000012,-0.054217974784048564
ACH-000013,-0.09289405289320997
ACH-000014,-0.2749587425934304
ACH-000015,-0.396761593336605
ACH-000017,-0.14806745195919455
ACH-000018,-0.24604441800793936
ACH-000019,-0.2004876879092656
ACH-000021,-0.14816904454814456
ACH-000022,-0.06539573630231539
ACH-000025,-0.14781022395422805
ACH-000028,-0.2843261558545535
ACH-000030,-0.2048282193806108
ACH-000035,-0.2845843109771873
ACH-000036,-0.2343616157266853
ACH-000037,-0.1964033140642029
ACH-000039,-0.0997280124732828
ACH-000040,-0.1703354488773664
ACH-000041,-0.3203202524761178
ACH-000042,-0.0701655063850802
ACH-000045,-0.18092108044662766
ACH-000047,0.029113589094506436
ACH-000052,-0.13639981226287712
ACH-000053,-0.3761044408102842
ACH-000054,-0.13279858419993204
ACH-000055,0.040213284146675736
ACH-000060,0.007620830686308299
ACH-000067,-0.1033465370816242
ACH-000070,-0.32326622729567683
ACH-000075,-0.1732168063197965
ACH-000078,-0.2247417496699966
ACH-000082,-0.10634643774240096
ACH-000085,-0.444226225816129
ACH-000086,-0.3354193949730684
ACH-000087,-0.12951724399244002
ACH-000092,-0.24991193427499644
ACH-000095,-0.2281182122255223
ACH-000097,-0.1937338714806989
ACH-000098,-0.2815093962996351
ACH-000099,-0.2216003824313895
ACH-000108,-0.06612614045294421
ACH-000113,-0.5825515010397452
ACH-000116,-0.16334714912570972
ACH-000118,-0.2934922755076817
ACH-000120,-0.1244779347228458
ACH-000123,-0.11039021416736623
ACH-000127,-0.3290455898866301
ACH-000128,-0.25152979811078513
ACH-000132,-0.043194873934351855
ACH-000133,-0.156848923655093
ACH-000137,-0.2514320518363085
ACH-000138,-0.13799943587805807
ACH-000142,-0.2250886859561271
ACH-000143,-0.07465655842810169
ACH-000146,-0.20539848847132705
ACH-000148,-0.1553351092257146
ACH-000150,-0.3887979465604712
ACH-000152,-0.3289587777693066
ACH-000153,-0.28978588436308306
ACH-000159,-0.0008716729663273327
ACH-000160,-0.16589373212661232
ACH-000163,-0.2043249385020306
ACH-000167,0.12859474901491064
ACH-000168,-0.1615789195433324
ACH-000169,-0.10374815736881014
ACH-000178,-0.2723277868902863
ACH-000183,-0.23896718620947
ACH-000188,-0.019316963407764023
ACH-000189,-0.5754457389955867
ACH-000190,-0.2443287232263836
ACH-000198,-0.5590150271755802
ACH-000203,0.027402673218968
ACH-000204,-0.26513277969778515
ACH-000206,-0.213051362671433
ACH-000207,-0.2539335779141685
ACH-000208,-0.04010294155665678
ACH-000210,-0.1462267278375535
ACH-000211,-0.19525107912003448
ACH-000215,-0.2296726011905052
ACH-000221,-0.2276327162350883
ACH-000222,-0.08077084842382057
ACH-000223,-0.14533886121235298
ACH-000226,-0.16372616382273936
ACH-000227,-0.16104563304324804
ACH-000228,-0.3675498908179593
ACH-000231,-0.2317231107331609
ACH-000232,-0.2760878900314737
ACH-000233,-0.19716637474530926
ACH-000234,-0.3887041503794453
ACH-000235,-0.2207238772805593
ACH-000237,0.06311470258149766
ACH-000238,-0.010163103201210624
ACH-000242,-0.08081947068184091
ACH-000243,-0.25488003337878
ACH-000244,-0.07941759772818598
ACH-000246,-0.3332503085050646
ACH-000248,-0.3238683612256396
ACH-000250,-0.06928205863721876
ACH-000251,-0.26171709364544843
ACH-000252,-0.28840963382703466
ACH-000253,-0.196902825685274
ACH-000255,-0.04099594910602896
ACH-000256,-0.19844289682460547
ACH-000257,-0.12609913445748736
ACH-000258,-0.031631083613690616
ACH-000259,-0.3804259779848363
ACH-000260,-0.2312568364545001
ACH-000261,-0.30030677098927777
ACH-000262,-0.13981242099815602
ACH-000263,-0.2636720125541425
ACH-000264,-0.1346191476539871
ACH-000265,-0.10712892813608801
ACH-000266,-0.2807250354337257
ACH-000272,-0.07812627671709803
ACH-000274,-0.4376909667697842
ACH-000277,-0.17480564481443625
ACH-000278,-0.15199132648397545
ACH-000279,-0.11758462790621015
ACH-000280,-0.11442198614753996
ACH-000281,-0.3727449067691468
ACH-000288,-0.2829523391194273
ACH-000291,-0.23772461049331686
ACH-000293,-0.03967398268927971
ACH-000294,-0.379518843450401
ACH-000295,-0.3173160477847293
ACH-000296,-0.0697594279257924
ACH-000302,-0.2502826019501587
ACH-000304,-0.4980691668762453
ACH-000307,-0.0870459170841084
ACH-000308,-0.23892678848133345
ACH-000310,-0.07719449479793578
ACH-000311,-0.34378655055592405
ACH-000312,-0.15217685615275564
ACH-000315,-0.3612020827680905
ACH-000316,-0.2998906272922881
ACH-000317,-0.12845599731846075
ACH-000318,-0.34096431557511514
ACH-000319,-0.1409583847962907
ACH-000320,-0.10418515584371556
ACH-000322,-0.17879965889418786
ACH-000323,-0.1800951468328695
ACH-000324,-0.20605253400512008
ACH-000329,-0.13423908213746175
ACH-000330,-0.003036370342925
ACH-000331,-0.24239058733418214
ACH-000332,-0.15381041459639794
ACH-000334,-0.22401597040005355
ACH-000335,-0.19155133243438
ACH-000336,-0.17016766133904934
ACH-000337,-0.3775696703297291
ACH-000338,-0.4719457463502217
ACH-000339,-0.2368962500254802
ACH-000341,-0.1817550178441128
ACH-000348,-0.35624980714618504
ACH-000350,-0.2650024767034833
ACH-000352,-0.15901858429053925
ACH-000356,-0.2442622948502303
ACH-000361,-0.27374442357452017
ACH-000362,-0.07064060444418138
ACH-000363,-0.2919432613770131
ACH-000364,-0.32079536361784045
ACH-000365,-0.00781846628811341
ACH-000366,-0.31722640419851983
ACH-000368,-0.3878841615285452
ACH-000374,-0.21985537598228688
ACH-000375,-0.13731007159910102
ACH-000376,-0.22801383001215075
ACH-000381,-0.2466221273494343
ACH-000383,-0.119592479209095
ACH-000387,-0.3532196767105838
ACH-000389,-0.2607743890783096
ACH-000390,-0.24155532127336066
ACH-000393,-0.2591989016983228
ACH-000395,-0.18774516716047696
ACH-000396,-0.3373956861816655
ACH-000397,-0.1216095663704478
ACH-000401,-0.30646124118945745
ACH-000402,-0.28264069366635564
ACH-000403,-0.11067289452240617
ACH-000404,-0.3220799141953836
ACH-000406,-0.10630314538162826
ACH-000407,-0.2604210853276271
ACH-000408,-0.08408038825648252
ACH-000410,-0.25013950354235
ACH-000411,-0.1148782925496278
ACH-000414,-0.2735275053117238
ACH-000415,-0.030558075132754988
ACH-000416,-0.20732843588547145
ACH-000420,-0.09487265025255287
ACH-000421,-0.2663198510330065
ACH-000424,-0.2605710619676638
ACH-000425,-0.3332610855763822
ACH-000426,-0.2661949743509754
ACH-000427,-0.3072008756995238
ACH-000433,-0.30535886109007193
ACH-000435,0.0969975038778986
ACH-000436,-0.4059891279676777
ACH-000444,-0.1136326749846386
ACH-000445,-0.3190887697191453
