,SCO2 (9997)
ACH-000004,-0.4465493279053819
ACH-000005,-0.3897934793368647
ACH-000007,-0.22269051731520165
ACH-000009,-0.16811737633486507
ACH-000011,0.021894685616273904
ACH-000012,-0.013681257917111549
ACH-000013,-0.2013659963747277
ACH-000014,-0.38542443050757097
ACH-000015,-0.27563598648998866
ACH-000017,-0.08293576519058
ACH-000018,0.10392971658602687
ACH-000019,-0.34405319389048017
ACH-000021,-0.1499177525228441
ACH-000022,-0.19976719945294905
ACH-000025,-0.3842234784168868
ACH-000028,-0.4655915862242905
ACH-000030,-0.3084625033265991
ACH-000035,-0.08420483217311096
ACH-000036,0.14789443983433884
ACH-000037,-0.04067211195615741
ACH-000039,0.06159354237661568
ACH-000040,0.07357593568751716
ACH-000041,-0.12417606941771432
ACH-000042,0.00478378563407046
ACH-000045,-0.30514371912622495
ACH-000047,-0.3720260088911655
ACH-000052,-0.12808071692556824
ACH-000053,-0.005292368202705772
ACH-000054,-0.10407205120971036
ACH-000055,-0.1990611535351148
ACH-000060,-0.13841051340411215
ACH-000067,-0.13392401807191254
ACH-000070,-0.15460539027950926
ACH-000075,-0.09930362301037853
ACH-000078,-0.13607108132287885
ACH-000082,-0.10884613413319158
ACH-000085,-0.01671667219133179
ACH-000086,-0.3064949596495556
ACH-000087,-0.13376996140431285
ACH-000092,-0.10951379817498136
ACH-000095,0.13019909960269654
ACH-000097,-0.0528465172798193
ACH-000098,-0.17031529604608595
ACH-000099,-0.10626676725791853
ACH-000108,-0.23439706209273395
ACH-000113,-0.11620249189530656
ACH-000116,-0.18114629743620486
ACH-000118,-0.4541347113894272
ACH-000120,-0.12986958529266815
ACH-000123,-0.3850180444122808
ACH-000127,-0.21173644804608086
ACH-000128,-0.26100357568011817
ACH-000132,-0.14195766927580172
ACH-000133,-0.06981526734114665
ACH-000137,-0.2247769278869824
ACH-000138,-0.1849403756710575
ACH-000142,-0.06413090126222934
ACH-000143,-0.1197774804280144
ACH-000146,-0.14837974043024854
ACH-000148,-0.0833496657072582
ACH-000150,-0.17894001442021348
ACH-000152,-0.11604914480915553
ACH-000153,-0.23893091072091244
ACH-000159,-0.07634110973390412
ACH-000160,-0.4148766697241571
ACH-000163,-0.11876141940675168
ACH-000167,-0.11824080395115905
ACH-000168,0.10134490199434122
ACH-000169,-0.06069070723866666
ACH-000178,0.025237538993439883
ACH-000183,-0.24052690450507774
ACH-000188,0.12265537223440692
ACH-000189,-0.22044675421322552
ACH-000190,-0.1695118389495757
ACH-000198,-0.1292098187007215
ACH-000203,-0.4657274843942703
ACH-000204,0.047705839167951805
ACH-000206,-0.30444177064565714
ACH-000207,-0.14805661321564342
ACH-000208,0.25618232519750384
ACH-000210,-0.2874439426128765
ACH-000211,-0.0971205399912855
ACH-000215,-0.1643381947423021
ACH-000221,-0.28911842196017185
ACH-000222,-0.3589713838875138
ACH-000223,-0.13305240749116265
ACH-000226,-0.16572094159819048
ACH-000227,-0.2669395786471321
ACH-000228,-0.04355593390919961
ACH-000231,-0.13357025591482752
ACH-000232,-0.14810459890328145
ACH-000233,-0.25439591946660217
ACH-000234,-0.05465630140260362
ACH-000235,-0.1371902448002734
ACH-000237,0.0379081942145338
ACH-000238,-0.151052345796935
ACH-000242,-0.06985024907577646
ACH-000243,-0.16287509889218196
ACH-000244,0.054913635089841435
ACH-000246,-0.17763078649348646
ACH-000248,-0.15162611950842467
ACH-000250,-0.1128690151396949
ACH-000251,-0.08535650172205263
ACH-000252,-0.004671798976344743
ACH-000253,-0.0019065041743424706
ACH-000255,-0.04515855749854937
ACH-000256,-0.10171493708161276
ACH-000257,-0.19715486236031415
ACH-000258,-0.047184859653221264
ACH-000259,-0.21579458890239414
ACH-000260,-0.07194278153634909
ACH-000261,-0.11203124511927877
ACH-000262,0.05327337455717609
ACH-000263,-0.04753153649721765
ACH-000264,-0.005209855379835418
ACH-000265,-0.19903708456932312
ACH-000266,-0.1385671401133178
ACH-000272,-0.07461385882283987
ACH-000274,-0.07077819021643462
ACH-000277,-0.031001161076185155
ACH-000278,-0.07229225286832168
ACH-000279,-0.2249672201902011
ACH-000280,-0.2880492550640687
ACH-000281,-0.17206899239711587
ACH-000288,-0.18526136861443895
ACH-000291,-0.16142089518373956
ACH-000293,-0.27800097680816466
ACH-000294,-0.17264621004433015
ACH-000295,-0.018273279780869033
ACH-000296,0.28476352981459624
ACH-000302,-0.18280998223645445
ACH-000304,-0.4019586027026569
ACH-000307,-0.2480479904342828
ACH-000308,-0.022838362798665985
ACH-000310,0.21533243385517487
ACH-000311,-0.19610540490282852
ACH-000312,-0.3672776127280582
ACH-000315,0.003607579271592133
ACH-000316,-0.04151363987216149
ACH-000317,-0.3383064511650392
ACH-000318,-0.04682772498055072
ACH-000319,-0.28059126710401416
ACH-000320,-0.2482570541315013
ACH-000322,-0.11589886477640172
ACH-000323,0.05357623025733524
ACH-000324,-0.02920577411105247
ACH-000329,-0.3696507513994381
ACH-000330,-0.15869301633780233
ACH-000331,-0.049539981142015514
ACH-000332,0.03801688583934351
ACH-000334,-0.17667903535566915
ACH-000335,-0.3997099829638013
ACH-000336,-0.3446969337547053
ACH-000337,-0.3499794974293817
ACH-000338,-0.7943507013857242
ACH-000339,-0.11794951438181707
ACH-000341,0.15645602273747658
ACH-000348,-0.2300190529686255
ACH-000350,-0.22314110768589696
ACH-000352,-0.11845717522018268
ACH-000356,-0.4873993951763389
ACH-000361,-0.17397097283335014
ACH-000362,-0.1777640345581448
ACH-000363,-0.16260464132195238
ACH-000364,-0.2086849915941068
ACH-000365,-0.2885201905144556
ACH-000366,-0.20390498635181264
ACH-000368,-0.06304868865157738
ACH-000374,-0.21917567141328576
ACH-000375,0.014461328685061675
ACH-000376,-0.2733712989939612
ACH-000381,-0.08910795274590085
ACH-000383,-0.2129760028231055
ACH-000387,-0.2722375463035653
ACH-000389,0.3869770608436049
ACH-000390,-0.33109766100069
ACH-000393,-0.003266272564944041
ACH-000395,-0.13983755218874674
ACH-000396,-0.049804365072218665
ACH-000397,-0.03697612184883557
ACH-000401,-0.2880674929848253
ACH-000402,-0.4897722236343846
ACH-000403,-0.06611063192198223
ACH-000404,-0.0003724306286821032
ACH-000406,-0.333114719235389
ACH-000407,-0.06699237943914964
ACH-000408,-0.566200676721322
ACH-000410,-0.19668739573471933
ACH-000411,0.04389457729023122
ACH-000414,-0.044281212736888634
ACH-000415,-0.030430533610527867
ACH-000416,-0.03889492445166458
ACH-000420,0.057303031157688915
ACH-000421,-0.06398429851968099
ACH-000424,-0.35173733073936936
ACH-000425,-0.019005322619709997
ACH-000426,-0.04519399408349122
ACH-000427,-0.15281268823661887
ACH-000433,-0.1263013446456578
ACH-000435,-0.5178004919189579
ACH-000436,0.03903559544223709
ACH-000444,-0.4766139073228625
ACH-000445,-0.184776670808382
ACH-000448,0.01889177445953389
ACH-000450,-0.16462158603370894
ACH-000452,-0.1125200706482189
ACH-000454,-0.5506138189432308
ACH-000458,0.058032282833418075
ACH-000459,-0.6380409309727737
ACH-000460,-0.14635515985487596
ACH-000461,-0.3876842976029394
ACH-000463,-0.1162055194952153
ACH-000464,-0.06185637630194786
ACH-000466,-0.2610572317859432
ACH-000467,-0.2518828890506165
ACH-000468,-0.04784570927079592
ACH-000469,-0.20541188296435656
ACH-000470,-0.002400247809112637
ACH-000471,-0.08506725902424679
ACH-000472,-0.13020315917690978
ACH-000473,-0.15346055461291058
ACH-000475,-0.28881798976246664
ACH-000476,-0.13464188499196658
ACH-000477,-0.18746689414954454
ACH-000479,-0.18089546219908392
ACH-000480,-0.32389998463066616
ACH-000481,-0.060630143709323236
ACH-000483,-0.2831702808860022
ACH-000484,0.011248220890852744
ACH-000485,-0.08657690886453738
ACH-000486,-0.1959779478033721
ACH-000487,-0.3582761010044697
ACH-000488,-0.3914151672628716
ACH-000490,0.031104730245685868
ACH-000491,-0.32672349659297434
ACH-000495,0.018713865296061567
ACH-000496,-0.032697373846848066
ACH-000499,-0.3466219643291249
ACH-000500,0.5467940458190808
ACH-000502,-0.014757534560828884
ACH-000503,-0.07212832112231321
ACH-000505,-0.10904884558952137
ACH-000507,-0.21524319457512966
ACH-000510,-0.17530434909546758
ACH-000511,-0.06562687217534273
ACH-000512,-0.07672081444085316
ACH-000516,-0.16728018991658172
ACH-000517,-0.14091996799311776
ACH-000518,-0.018620459600721003
ACH-000520,-0.05295153345323392
ACH-000521,-0.2486018371736367
ACH-000522,-0.009295954959236527
ACH-000524,-0.14444303002161898
ACH-000527,-0.07397733358786636
ACH-000528,-0.7281396245111609
ACH-000537,-0.2880240862036166
ACH-000541,0.1807285793156564
ACH-000542,-0.05863823225383174
ACH-000544,-0.08413363623190508
ACH-000545,-0.05289025742017265
ACH-000547,-0.5424502082843209
ACH-000548,0.06787945421171222
ACH-000549,-0.2494739389405851
ACH-000550,-0.09142062371380136
ACH-000552,0.008184024832893795
ACH-000556,-0.03765157066366162
ACH-000557,-0.1321912625353587
ACH-000569,-0.6791495483296575
ACH-000570,-0.20844797362852832
ACH-000571,-0.30683917521507365
ACH-000573,-0.18525550584793515
ACH-000576,0.05439849603924291
ACH-000579,-0.1870508922384604
ACH-000580,-0.08623619804830839
ACH-000584,-0.20115140413293586
ACH-000585,-0.025266911402406087
ACH-000588,-0.16042643441185206
ACH-000589,-0.17134012709693286
ACH-000591,-0.20042331612485148
ACH-000593,-0.22353569203432627
ACH-000600,-0.13853217683566782
ACH-000601,-0.3475651506784466
ACH-000605,-0.20134571523936487
ACH-000606,-0.05246103547844177
ACH-000608,-0.18088801822553807
ACH-000614,-0.23771970634032144
ACH-000616,-0.07296438226732255
ACH-000618,-0.6831862724569174
ACH-000619,-0.02202178478813886
ACH-000620,-0.18981759255305652
ACH-000621,-0.022708070119040105
ACH-000622,-0.22495161136657724
ACH-000623,-0.17094070481337642
ACH-000624,-0.07843628446483154
ACH-000627,-0.0830311247395818
ACH-000630,0.012807301911273768
ACH-000631,-0.5089105256889591
ACH-000632,-0.025842722161806584
ACH-000633,-0.3781003136522312
ACH-000637,-0.35828810313139203
ACH-000638,-0.06457061187714311
ACH-000646,-0.1954733589421825
ACH-000647,-0.20550460533494588
ACH-000648,0.015578542588442797
ACH-000649,0.0600574532595005
ACH-000651,-0.4255687219579088
ACH-000652,-0.11212076201092992
ACH-000653,-0.4816989677605281
ACH-000657,0.14487133416740094
ACH-000658,-0.19623178898869387
ACH-000661,-0.08922971801962096
ACH-000662,-0.5245255376839929
ACH-000663,-0.21700850765633392
ACH-000665,-0.054683521625549035
ACH-000671,-0.3704330026908012
ACH-000672,-0.271789634632288
ACH-000673,-0.011848200956681954
ACH-000676,-0.44362836292515
ACH-000677,-0.7400028570295173
ACH-000681,-0.3452002008996355
ACH-000683,-0.18201807637129155
ACH-000684,-0.08337362135792024
ACH-000688,-0.09726591864013924
ACH-000693,-0.3695548222636582
ACH-000694,-0.16090787561112138
ACH-000695,-0.08300610641264933
ACH-000696,-0.09282301385415123
ACH-000697,-0.2363918550040297
ACH-000699,-0.14505103726098634
ACH-000701,-0.046305076438899584
ACH-000706,-0.3358148541243731
ACH-000711,-0.04180185697088981
ACH-000713,0.03611415554012426
ACH-000714,0.15097820690092878
ACH-000718,-0.11445473914572153
ACH-000720,0.023101905977473768
ACH-000721,-0.2582750052624905
ACH-000724,-0.13729370949444328
ACH-000725,-0.2361006945026469
ACH-000732,-0.3235124088042988
ACH-000734,-0.26170443196962856
ACH-000735,0.02300633539841913
ACH-000736,-0.15315202686263338
ACH-000738,-0.4015460245374046
ACH-000746,-0.7008835039123971
ACH-000747,-0.4593501141388348
ACH-000748,0.019416339918066912
ACH-000753,-0.43491985412631295
ACH-000756,0.012644310655824827
ACH-000757,-0.22009485112910016
ACH-000758,-0.4378692210364481
ACH-000760,-0.21061518279629385
ACH-000762,0.016810883620811637
ACH-000763,0.011676877960098165
ACH-000764,0.11026216374544763
ACH-000765,-0.208054599624912
ACH-000766,-0.13176363249299236
ACH-000767,-0.3275415070500985
ACH-000768,-0.2759619868146209
ACH-000769,0.0020070984989094954
ACH-000770,0.01856157794953733
ACH-000771,-0.0941286595971994
ACH-000773,0.07307673608493613
ACH-000776,-0.17403504325307184
ACH-000777,-0.3104610552074776
ACH-000778,-0.1815025185237096
ACH-000781,-0.20328709485480592
ACH-000782,-0.11034895948949933
ACH-000783,0.06885585937527765
ACH-000784,-0.20761526142492265
ACH-000785,-0.2267689508431077
ACH-000787,-0.3278349515380124
ACH-000788,-0.0750212674959205
ACH-000791,-0.26189276394357075
ACH-000792,-0.06474743604618008
ACH-000794,0.032187027276965166
ACH-000796,-0.09094358138037326
ACH-000798,-0.07760010813892003
ACH-000799,0.05652818663484919
ACH-000800,-0.3449774682999368
ACH-000802,0.06217111845439855
ACH-000804,-0.09499714337872904
ACH-000805,-0.24999348869887544
ACH-000809,-0.3174935651470116
ACH-000810,-0.15732721732838378
ACH-000811,-0.17011577210083206
ACH-000817,-0.1918952091656011
ACH-000819,-0.09905962314379292
ACH-000820,-0.30327340381795903
ACH-000821,-0.25093501606101426
ACH-000822,-0.06157574359833886
ACH-000823,-0.08783843782768308
ACH-000824,-0.06832490499649216
ACH-000827,0.06149039817839627
ACH-000829,-0.042366097164637885
ACH-000831,-0.4941379555474795
ACH-000832,-0.0928778618083018
ACH-000833,-0.23515505826366134
ACH-000834,-0.06255175361247525
ACH-000835,-0.1867574077440362
ACH-000836,0.017369590184538944
ACH-000837,-0.4409522410020761
ACH-000838,-0.2675032163629865
ACH-000839,0.02166459607913374
ACH-000840,-0.08330073382067599
ACH-000841,0.03593050587320433
ACH-000843,-0.3299638387229124
ACH-000846,-0.15907716430677815
ACH-000847,-0.18459894975403826
ACH-000848,-0.27753967457737466
ACH-000849,-0.19304958245157405
ACH-000851,-0.3642219808852287
ACH-000855,-0.5197462453295218
ACH-000856,-0.2864807644679864
ACH-000858,-0.6248975933285718
ACH-000859,-0.35799003283939
ACH-000861,-0.07096746045295711
ACH-000862,-0.3190968428713096
ACH-000865,-0.244075888508544
ACH-000866,-0.04560089481672541
ACH-000867,-0.01857809946604212
ACH-000869,-0.05448253489773838
ACH-000872,-0.13485517979624748
ACH-000873,-0.4413081653252608
ACH-000876,-0.20883231555921167
ACH-000878,-0.07920624480998457
ACH-000880,-0.19787379674684832
ACH-000881,-0.10617987587831906
ACH-000882,-0.2246077752718792
ACH-000884,0.07095515558018309
ACH-000885,-0.4137621411874245
ACH-000887,-0.15015711267061627
ACH-000889,-0.4148092522016086
ACH-000896,-0.22237523232106693
ACH-000898,-0.12397023792725187
ACH-000900,-0.22798606101871646
ACH-000901,-0.06036392778035421
ACH-000905,0.17136814526412603
