,CERCAM (51148)
ACH-000004,-0.2367228770865794
ACH-000005,-0.4770394948837952
ACH-000007,-0.2517043444836276
ACH-000009,-0.3749908072549553
ACH-000011,-0.3710116171783969
ACH-000012,-0.4079843826872425
ACH-000013,-0.4220603352881301
ACH-000014,-0.15172618746566838
ACH-000015,-0.3785489758831891
ACH-000017,-0.3074234413406223
ACH-000018,-0.4734117653151239
ACH-000019,-0.12329094705857245
ACH-000021,-0.4646239684978106
ACH-000022,-0.4877890756524422
ACH-000025,-0.2076019391304067
ACH-000028,-0.10475779898460147
ACH-000030,-0.29119151075363525
ACH-000035,-0.2951004917252407
ACH-000036,-0.278465335303971
ACH-000037,-0.170435868463325
ACH-000039,-0.3567669067375883
ACH-000040,-0.5147699860230677
ACH-000041,-0.21311637749510293
ACH-000042,-0.43006485324680654
ACH-000045,-0.32059112986194266
ACH-000047,-0.2850628138845223
ACH-000052,-0.3954273179327771
ACH-000053,-0.2239230987562945
ACH-000054,-0.26998002056114123
ACH-000055,-0.4713285300789804
ACH-000060,-0.31046705604304903
ACH-000067,-0.3858209309874008
ACH-000070,-0.2472362466995529
ACH-000075,-0.3890938324805357
ACH-000078,-0.2599814474623304
ACH-000082,-0.2340406547475801
ACH-000085,-0.21328031211308807
ACH-000086,-0.2829559595187828
ACH-000087,-0.3608977230861092
ACH-000092,-0.3184203672367142
ACH-000095,-0.21262749095651548
ACH-000097,-0.268975147324159
ACH-000098,-0.15784036449322786
ACH-000099,-0.32051860564366663
ACH-000108,-0.3163065690972594
ACH-000113,-0.1510063350407425
ACH-000116,-0.3383935505637856
ACH-000118,-0.4550053885569539
ACH-000120,-0.3372984715657351
ACH-000123,-0.32070833652007785
ACH-000127,-0.2269232576995354
ACH-000128,-0.19148437328940854
ACH-000132,-0.30046263260815875
ACH-000133,-0.31416083395428385
ACH-000137,-0.2036328007715565
ACH-000138,-0.34024364924106154
ACH-000142,-0.3800106562251485
ACH-000143,-0.2605130942603299
ACH-000146,-0.187761835885092
ACH-000148,-0.34110631921419005
ACH-000150,-0.28848071697034405
ACH-000152,-0.3804391231018616
