,FAM71F2 (346653)
ACH-000004,-0.1321910519322491
ACH-000005,-0.08472491578557825
ACH-000007,-0.2066909976664034
ACH-000009,-0.1415733421306317
ACH-000011,-0.12636557169646173
ACH-000012,-0.11125635611220563
ACH-000013,-0.037764612825359735
ACH-000014,-0.3761637869141725
ACH-000015,-0.10653839222404167
ACH-000017,-0.1923835579644162
ACH-000018,0.09826884122233408
ACH-000019,-0.06252365426232798
ACH-000021,-0.3012797701664089
ACH-000022,-0.2926973459214912
ACH-000025,-0.11808992079734755
ACH-000028,-0.19259011486094813
ACH-000030,-0.042676087503131926
ACH-000035,-0.16260198709358265
ACH-000036,-0.2522204352904024
ACH-000037,-0.038014524571613466
ACH-000039,-0.03861459952657459
ACH-000040,-0.30545597404918623
ACH-000041,-0.32638697798543703
ACH-000042,-0.1399435649050699
ACH-000045,-0.21037330434685256
ACH-000047,-0.08299364807794858
ACH-000052,-0.3322380685721201
ACH-000053,-0.1417664248648079
ACH-000054,-0.07142745349331778
ACH-000055,-0.14229346676116494
ACH-000060,-0.13884615057566144
ACH-000067,-0.01163923120886643
ACH-000070,-0.02756309973703619
ACH-000075,-0.01584259979381144
ACH-000078,-0.07421316559395112
ACH-000082,-0.22020037328583966
ACH-000085,0.14074086599215505
ACH-000086,0.03520030737657946
ACH-000087,-0.26480820327920274
ACH-000092,-0.12887412596134426
ACH-000095,-0.2276752661793455
ACH-000097,-0.06513612456118881
ACH-000098,-0.12198321970501325
ACH-000099,-0.16082218846790008
ACH-000108,-0.2494851858069649
ACH-000113,-0.05117161696745125
ACH-000116,-0.16833445051739548
ACH-000118,-0.13260555010773284
ACH-000120,-0.02580132996065589
ACH-000123,-0.1668244125957976
ACH-000127,-0.053064035487576336
ACH-000128,-0.1489237826729241
ACH-000132,-0.2335312958601049
ACH-000133,-0.04050864633254131
ACH-000137,-0.13952505366025605
ACH-000138,-0.1058867053044461
ACH-000142,-0.12330786325811018
ACH-000143,-0.14568721203149493
ACH-000146,-0.20279779826122246
ACH-000148,-0.1392684215480919
ACH-000150,-0.061080995847407636
ACH-000152,-0.044222036210931265
ACH-000153,-0.026901031972901415
ACH-000159,-0.21327357011895384
ACH-000160,0.038927106302730205
ACH-000163,-0.11266774807303345
ACH-000167,-0.05240082248275557
ACH-000168,-0.05980014296320499
ACH-000169,-0.16763981538046954
ACH-000178,-0.12881712163023515
ACH-000183,-0.16232823629750853
ACH-000188,-0.16774065698102414
ACH-000189,-0.1407426185947741
ACH-000190,-0.05232512936179054
ACH-000198,-0.15660532588757833
ACH-000203,-0.20988561645743514
ACH-000204,-0.38773612030506094
ACH-000206,0.04353036027989398
ACH-000207,0.10143027412790193
ACH-000208,0.2906882949055041
ACH-000210,-0.08214491687644704
ACH-000211,-0.14046203057714335
ACH-000215,-0.1434443413602074
ACH-000221,-0.27196792017229715
ACH-000222,-0.2182025873151006
ACH-000223,-0.0583265792203583
ACH-000226,-0.0653077214669311
ACH-000227,0.046710377654192656
ACH-000228,0.028636731533056688
ACH-000231,-0.12555923448218012
ACH-000232,-0.2062480482624524
ACH-000233,-0.17002192295901886
ACH-000234,-0.25907269850028997
ACH-000235,-0.13056589070373728
ACH-000237,-0.17237994027135167
ACH-000238,-0.07443871222793554
ACH-000242,-0.3681943318190752
ACH-000243,-0.1512850889135167
ACH-000244,-0.2851410133367979
ACH-000246,-0.1987972419011196
ACH-000248,-0.023412249228635888
ACH-000250,-0.260550034175048
ACH-000251,-0.2809886961952508
ACH-000252,-0.2647874780434863
ACH-000253,-0.16848924028037052
ACH-000255,-0.10566691169867552
ACH-000256,-0.08629344844708814
ACH-000257,-0.17683404423049862
ACH-000258,-0.19055852814441032
ACH-000259,-0.13116891291835886
ACH-000260,-0.20519753228454185
ACH-000261,-0.1481715133433567
ACH-000262,-0.011818102793343794
ACH-000263,-0.05900599604251178
ACH-000264,-0.04433612845521395
ACH-000265,0.045201904958260215
ACH-000266,-0.1310018088715843
ACH-000272,-0.34051209890558026
ACH-000274,-0.18088146786482712
ACH-000277,-0.10028468247338188
ACH-000278,-0.21084107191031606
ACH-000279,-0.22453707253117688
ACH-000280,-0.16918097876998506
ACH-000281,-0.14355856197865688
ACH-000288,-0.07765562120545702
ACH-000291,-0.07009556248173683
ACH-000293,-0.025501603936281047
ACH-000294,-0.042832269840026166
ACH-000295,-0.3152567488300995
ACH-000296,0.07946599127112333
ACH-000302,-0.21823724005815354
ACH-000304,-0.14640808298891758
ACH-000307,-0.15654324729839025
ACH-000308,-0.1997622732294476
ACH-000310,-0.2228101295336816
ACH-000311,0.004282719134532672
ACH-000312,-0.26496788699029605
ACH-000315,-0.1109390885246041
ACH-000316,-0.15156813430585192
ACH-000317,-0.3795090895993299
ACH-000318,-0.10472269605337424
ACH-000319,-0.32045488758793456
ACH-000320,-0.1367321491716107
ACH-000322,-0.20319256967443447
ACH-000323,-0.15067442834352704
ACH-000324,-0.12716344545459274
ACH-000329,-0.13895891841194172
ACH-000330,-0.16141313463242918
ACH-000331,-0.1782613648619653
ACH-000332,-0.061532833575560136
ACH-000334,-0.20181361072157655
ACH-000335,-0.20198779134146733
ACH-000336,-0.06724957547147098
ACH-000337,0.1037020707851882
ACH-000338,0.018027299949569246
ACH-000339,-0.16459504631633046
ACH-000341,-0.10741033101542928
ACH-000348,-0.2561299422269321
ACH-000350,0.010787687210086588
ACH-000352,-0.09464397555790953
ACH-000356,-0.04375606936800845
ACH-000361,-0.20860351284991246
ACH-000362,-0.07818066990157348
ACH-000363,-0.09414998888188636
ACH-000364,-0.15082513310033946
ACH-000365,-0.29064890745104216
ACH-000366,-0.08575279789562516
ACH-000368,-0.29772403992313123
ACH-000374,-0.15979423416603628
ACH-000375,0.06977697554558795
ACH-000376,-0.2682166213566937
ACH-000381,-0.06946647331008357
ACH-000383,-0.1629242691154586
ACH-000387,-0.1915177896672039
ACH-000389,-0.032479756350703784
ACH-000390,-0.2163627803368787
ACH-000393,-0.19317464666142148
ACH-000395,-0.1282510399971888
ACH-000396,0.08122208680674503
ACH-000397,-0.16863368609561374
ACH-000401,-0.27058391470317633
ACH-000402,-0.3997993031076685
ACH-000403,-0.08347531118836123
ACH-000404,-0.015861598002449705
ACH-000406,-0.149220343885962
ACH-000407,-0.008780230076399356
ACH-000408,0.02427832978786617
ACH-000410,-0.15113778653750126
ACH-000411,-0.16580769973321574
ACH-000414,-0.10343115004430546
ACH-000415,-0.13854062083044605
ACH-000416,-0.12471552653788072
ACH-000420,-0.0117359380370369
ACH-000421,-0.15571385174426305
ACH-000424,-0.2907490980448553
ACH-000425,-0.17151757853638097
ACH-000426,-0.2216463321343028
ACH-000427,-0.022397315673913426
ACH-000433,-0.2400391580925468
ACH-000435,-0.08870087648258569
ACH-000436,-0.16529349083918915
ACH-000444,-0.0562332211695951
ACH-000445,-0.0944466358539159
ACH-000448,-0.328307483572265
ACH-000450,-0.2905835941920938
ACH-000452,-0.17287953427171382
ACH-000454,0.09667776904550568
ACH-000458,-0.09552669106141592
ACH-000459,-0.2743749774233721
ACH-000460,0.02669512986243999
ACH-000461,-0.037634717503496416
ACH-000463,-0.24016575891434144
ACH-000464,-0.20135628032424088
ACH-000466,-0.11519879739001952
ACH-000467,-0.14747489393633373
ACH-000468,-0.19957460652305498
ACH-000469,-0.05241672916211669
ACH-000470,-0.06072971382028752
ACH-000471,-0.15169707871819033
ACH-000472,-0.16945508409986418
ACH-000473,-0.10262555054372063
ACH-000475,-0.2331977921183718
ACH-000476,-0.029142666021070105
ACH-000477,-0.2265407734240755
ACH-000479,0.11179055249481576
ACH-000480,-0.044347306944292564
ACH-000481,-0.08598590579179262
ACH-000483,-0.2509203924596244
ACH-000484,-0.2105459648428459
ACH-000485,-0.28577383004838003
ACH-000486,0.0193749891498832
ACH-000487,-0.197613710642052
ACH-000488,-0.11826107966564532
ACH-000490,-0.14872475400565266
ACH-000491,-0.0670090736371318
ACH-000495,-0.14756043631647242
ACH-000496,-0.07806292802287501
ACH-000499,0.1473890349544496
ACH-000500,-0.380567239335678
ACH-000502,-0.13116897608053898
ACH-000503,0.05987719764863929
ACH-000505,-0.14010030007156746
ACH-000507,0.017714197504399582
ACH-000510,-0.1676749592300994
ACH-000511,-0.11910485350409893
ACH-000512,0.1901945683336732
ACH-000516,-0.18127948909404887
ACH-000517,-0.14152429560319282
ACH-000518,-0.33452348792968706
ACH-000520,-0.09732936691606843
ACH-000521,-0.2295292600680373
ACH-000522,-0.07072150961000066
ACH-000524,-0.1845552580501288
ACH-000527,-0.14731971295508886
ACH-000528,-0.12050370986700487
ACH-000537,-0.05717297690069914
ACH-000541,-0.2059959341138012
ACH-000542,-0.08198345386673894
ACH-000544,-0.11544023435407995
ACH-000545,-0.07896115543152922
ACH-000547,-0.024002152764344115
ACH-000548,0.0235908076226046
ACH-000549,-0.05465180739749708
ACH-000550,-0.3053887559106593
ACH-000552,-0.21204276429111896
ACH-000556,-0.005922475848724474
ACH-000557,-0.2542487995692823
ACH-000569,-0.13127442055881625
ACH-000570,-0.241196030172231
ACH-000571,-0.18883709709278976
ACH-000573,-0.12392539631928608
ACH-000576,-0.20772878179233573
ACH-000579,-0.12424598334461437
ACH-000580,-0.2287868643756857
ACH-000584,-0.1788478443103277
ACH-000585,-0.08714779966069723
ACH-000588,-0.11209110100490237
ACH-000589,-0.10871649100006617
ACH-000591,-0.05293904493922861
ACH-000593,-0.11208303805801667
ACH-000600,-0.0819352821528387
ACH-000601,-0.08512045955661901
ACH-000605,-0.0716076496482982
ACH-000606,-0.1349231593481422
ACH-000608,-0.15646510225639426
ACH-000614,-0.3689500120851244
ACH-000616,-0.05576012650689152
ACH-000618,-0.015864730111606492
ACH-000619,-0.0725864014511139
ACH-000620,-0.10917875978621504
ACH-000621,-0.2359527532899893
ACH-000622,-0.14462466813581895
ACH-000623,-0.1408668511094304
ACH-000624,-0.15539322294167793
ACH-000627,-0.19624093797262632
ACH-000630,-0.2247089154268901
ACH-000631,-0.08029142702975801
ACH-000632,-0.03843989548085855
ACH-000633,-0.1529332831153992
ACH-000637,0.12202234442972835
ACH-000638,-0.02821622293851841
ACH-000646,-0.12682327382454056
ACH-000647,-0.06367245820842693
ACH-000648,0.034408750464120716
ACH-000649,-0.2034727449373248
ACH-000651,-0.03382797797836693
ACH-000652,-0.0895753721602749
ACH-000653,-0.14706376189627082
ACH-000657,-0.12957682030386133
ACH-000658,-0.1533837206169249
ACH-000661,-0.2668060543847591
ACH-000662,-0.1008541263215014
ACH-000663,-0.19521384512134704
ACH-000665,-0.08410856795605931
ACH-000671,-0.12080798160272598
ACH-000672,0.21649202573284348
ACH-000673,-0.09634152381292288
ACH-000676,-0.3827275242214398
ACH-000677,-0.2490949321598227
ACH-000681,-0.152649199930407
ACH-000683,-0.06223606876905751
ACH-000684,-0.34008217048146794
ACH-000688,-0.011900009643620243
ACH-000693,-0.14752152254655998
ACH-000694,-0.07753911980536468
ACH-000695,-0.12120049836328375
ACH-000696,-0.0845745142471292
ACH-000697,-0.33434939142228703
ACH-000699,-0.10881040584351663
ACH-000701,-0.19148860718019486
ACH-000706,-0.005198995895491633
ACH-000711,-0.12157714963981595
ACH-000713,-0.040027028460591065
ACH-000714,-0.32018336945569403
ACH-000718,-0.1023885802368781
ACH-000720,-0.05563408752595688
ACH-000721,-0.09662064846126082
ACH-000724,-0.07553160922510077
ACH-000725,-0.12949679900690944
ACH-000732,-0.10680477706481463
