,MTHFSD (64779)
ACH-000004,-0.0790446962914013
ACH-000005,-0.043690274097897136
ACH-000007,-0.22841114523698094
ACH-000009,-0.000870080893355755
ACH-000011,-0.027733686132768727
ACH-000012,-0.08042461535319739
ACH-000013,-0.04588024961456987
ACH-000014,-0.0467741198112017
ACH-000015,0.17179224383126018
ACH-000017,-0.06526593936275736
ACH-000018,-0.045547790850172236
ACH-000019,0.046014838419082826
ACH-000021,-0.0887658525730995
ACH-000022,0.062168474893741825
ACH-000025,-0.11994126272482432
ACH-000028,0.10072513197793743
ACH-000030,-0.04154115423393374
ACH-000035,0.049616910743371184
ACH-000036,-0.15185696645595764
ACH-000037,-0.019814572611079672
ACH-000039,0.025969837435913173
ACH-000040,-0.09733402647416772
ACH-000041,0.15466840107364122
ACH-000042,-0.05879363625676067
ACH-000045,-0.012401417388856532
ACH-000047,-0.09355307763709186
ACH-000052,-0.13916000107436358
ACH-000053,0.0567040884708625
ACH-000054,-0.039223542578980426
ACH-000055,0.05222852094914124
ACH-000060,0.06703049625957593
ACH-000067,-0.04529901106017408
ACH-000070,0.02385610643977712
ACH-000075,-0.08433973722098112
ACH-000078,-0.030093583689162894
ACH-000082,-0.09950460771264744
ACH-000085,-0.09865081092331347
ACH-000086,0.017381886783249614
ACH-000087,0.26255005278792176
ACH-000092,0.03497052820100892
ACH-000095,-0.05310190088502256
ACH-000097,-0.012877845746255024
ACH-000098,-0.03319879605586225
ACH-000099,-0.0004716662461358004
ACH-000108,-0.13022150120309606
ACH-000113,-0.02385466209956798
ACH-000116,0.07211642403581726
ACH-000118,0.027269685559390355
ACH-000120,-0.029676218907871095
ACH-000123,-0.09270781211097537
ACH-000127,-0.05408766242516354
ACH-000128,-0.07572124662903748
ACH-000132,0.004483695571882007
ACH-000133,-0.1137999157950287
ACH-000137,0.043557579103757835
ACH-000138,-0.0808611614405009
ACH-000142,-0.11291517142965715
ACH-000143,-0.12019596753012307
ACH-000146,0.08245150046150075
ACH-000148,-0.09622402265590754
ACH-000150,0.02687435934196547
ACH-000152,-0.059738275662277115
ACH-000153,0.027209473686070136
ACH-000159,-0.03473306743936986
ACH-000160,0.047596974241734716
ACH-000163,-0.10177762730973937
ACH-000167,-0.15430208548425034
ACH-000168,-0.08883168571627098
ACH-000169,-0.10790763007141074
ACH-000178,-0.05231196920353137
ACH-000183,0.08774250729531148
ACH-000188,0.04928733134112892
ACH-000189,-0.27558588398677875
ACH-000190,-0.003238661826941084
ACH-000198,-0.009070378699988885
ACH-000203,0.0010134350298626436
ACH-000204,-0.13750822024137174
ACH-000206,0.03677631443772038
ACH-000207,-0.09770830062617357
ACH-000208,0.10359949912821513
ACH-000210,0.3506107859124283
ACH-000211,-0.007576104844905166
ACH-000215,0.006497736320615039
ACH-000221,-0.03938995952513704
ACH-000222,0.006394559437010983
ACH-000223,-0.029868635868385764
ACH-000226,0.02171372280700765
ACH-000227,-0.12337836064566525
ACH-000228,-0.0964050723658762
ACH-000231,0.02039207577685556
ACH-000232,-0.03804806670580792
ACH-000233,-0.17388226936816512
ACH-000234,-0.07302195882723253
ACH-000235,-0.04614510102436594
ACH-000237,-0.12331182618091485
ACH-000238,-0.014748926795062026
ACH-000242,-0.2994309758984203
ACH-000243,-0.038925680685681516
ACH-000244,-0.3710095555321759
ACH-000246,-0.03337689822927118
ACH-000248,0.047094940952862714
ACH-000250,-0.02209036671966464
ACH-000251,-0.06816852177984384
ACH-000252,-0.21707283076573
ACH-000253,-0.013098572622504587
ACH-000255,0.03167599919879732
ACH-000256,0.04493658967776277
ACH-000257,-0.14904348856187846
ACH-000258,0.1949085967688992
ACH-000259,-0.0020041400484844475
ACH-000260,0.0019082187879478703
ACH-000261,-0.016024284921956934
ACH-000262,0.014839011200488219
ACH-000263,0.1298214849832744
ACH-000264,-0.08215446409339053
ACH-000265,0.012211331181233676
ACH-000266,-0.0683789335915289
ACH-000272,-0.006403035774506839
ACH-000274,-0.016274069776889753
ACH-000277,-0.006586973766234106
ACH-000278,-0.11910442964093948
ACH-000279,-0.0005270964261631721
ACH-000280,0.023424776149008338
ACH-000281,-0.0185723567703658
ACH-000288,0.006568003158653633
ACH-000291,0.02245094704617026
ACH-000293,-0.04698317680106594
ACH-000294,-0.08187216688054627
ACH-000295,-0.011359958017330214
ACH-000296,-0.01691695418593505
ACH-000302,0.04589084693280825
ACH-000304,-0.059437632974297126
ACH-000307,0.03733108802519648
ACH-000308,0.053893968402527415
ACH-000310,-0.07316276038252464
ACH-000311,0.03072319623440505
ACH-000312,0.01596216251653394
ACH-000315,0.09670051243190557
ACH-000316,-0.06757333633460061
ACH-000317,-0.11002668885838916
ACH-000318,0.0642756077934421
ACH-000319,0.05718015390813904
ACH-000320,-0.03708765373759125
ACH-000322,-0.11103428716524694
ACH-000323,-0.09859374482944157
ACH-000324,-0.011994946358728595
ACH-000329,-0.044497235060063235
ACH-000330,-0.016614267679567654
ACH-000331,0.038870141333855766
ACH-000332,-0.06094288531108241
ACH-000334,0.011103579731393434
ACH-000335,0.10943161814245972
ACH-000336,0.20639328107905705
ACH-000337,-0.03311759535248213
ACH-000338,-0.09471494066882026
ACH-000339,0.028271158906428333
ACH-000341,0.05382563083885866
ACH-000348,0.014724357438547594
ACH-000350,0.03350988632808052
ACH-000352,-0.13971027468190428
ACH-000356,-0.0913604567165008
ACH-000361,0.02995676280639752
ACH-000362,-0.03453555452802253
ACH-000363,-0.08025206183004156
ACH-000364,0.056898063872633735
ACH-000365,-0.055125250149579856
ACH-000366,-0.0156389643932102
ACH-000368,-0.014214200017232309
ACH-000374,-0.06820666839216409
ACH-000375,-0.12556692888315046
ACH-000376,-0.109137908387981
ACH-000381,-0.03683127292540759
ACH-000383,-0.02791468606388029
ACH-000387,-0.04196057440382201
ACH-000389,-0.08275934406733003
ACH-000390,-0.031085622569314707
ACH-000393,-0.023273660986577897
ACH-000395,-0.09217326504393407
ACH-000396,-0.05975295031793312
ACH-000397,-0.05691475978341379
ACH-000401,-0.1868139695461392
ACH-000402,0.005572019110208637
ACH-000403,-0.06479124286578404
ACH-000404,0.15486865083412346
ACH-000406,-0.0737152109770876
ACH-000407,-0.10185490808655616
ACH-000408,0.1158892404558788
ACH-000410,0.04731021052713906
ACH-000411,0.05478508194762805
ACH-000414,-0.05181014708985565
ACH-000415,0.09541967312255208
ACH-000416,-0.06552346901166375
ACH-000420,-0.2302181917742723
ACH-000421,-0.07608477546614961
ACH-000424,0.02608828952758493
ACH-000425,0.032775804662653764
ACH-000426,0.1127579948424966
ACH-000427,0.049911225204972334
ACH-000433,-0.007162698553856709
ACH-000435,-0.1707722061134254
ACH-000436,-0.03440879628600893
ACH-000444,0.06356144824854675
ACH-000445,0.020323921267609783
ACH-000448,-0.12405221838615342
ACH-000450,0.011379431849176716
ACH-000452,-0.061734265936884684
ACH-000454,-0.09235539813058193
ACH-000458,-0.07913098697872402
ACH-000459,-0.04814173450857388
ACH-000460,-0.07512440343264637
ACH-000461,0.014676958260039829
ACH-000463,-0.11254440630868733
ACH-000464,-0.07562830578660082
ACH-000466,-0.07046079734162301
ACH-000467,-0.05949183448989578
ACH-000468,-0.11068150422573768
ACH-000469,-0.06289800051721478
ACH-000470,-0.1247155312521884
ACH-000471,-0.008482719285128497
ACH-000472,-0.08198572604364551
ACH-000473,-0.05272570419704204
ACH-000475,-0.08133337061097311
