,P4HB (5034)
ACH-000004,-0.16034225163211185
ACH-000005,0.08928998141971994
ACH-000007,0.039009202418049976
ACH-000009,-0.046976645929741184
ACH-000011,0.04245737408429125
ACH-000012,-0.05793428776117771
ACH-000013,-0.014213789231684487
ACH-000014,0.015471761321660662
ACH-000015,0.007421743591955533
ACH-000017,-0.2060650768863514
ACH-000018,-0.1440663785210933
ACH-000019,-0.05986673065772528
ACH-000021,-0.06902908212883316
ACH-000022,0.00033876900379556943
ACH-000025,-0.01463633840482095
ACH-000028,-0.18911709851242445
ACH-000030,0.014904633166881797
ACH-000035,-0.02402240572506038
ACH-000036,-0.09293079869162214
ACH-000037,-0.021145956539106267
ACH-000039,-0.02122314907978749
ACH-000040,0.018257687130392712
ACH-000041,0.03322454380966617
ACH-000042,-0.16055509552892042
ACH-000045,-0.057058139352233285
ACH-000047,-0.15898763801082338
ACH-000052,-0.11226717231820063
ACH-000053,0.09880674630280256
ACH-000054,-0.06296218397438524
ACH-000055,-0.10552229193980467
ACH-000060,-0.12754997462365816
ACH-000067,-0.08664430493497542
ACH-000070,0.01733621982405479
ACH-000075,0.04548246491418335
ACH-000078,-0.17886722864484014
ACH-000082,0.0193275828637591
ACH-000085,-0.22188903712941352
ACH-000086,-0.002990358435983949
ACH-000087,-0.1799359477901062
ACH-000092,-0.07527311118393028
ACH-000095,-0.09718840720989452
ACH-000097,-0.08146446732788934
ACH-000098,0.0370873761766887
ACH-000099,-0.2435136024693635
ACH-000108,-0.048975669315121435
ACH-000113,-0.06576946140711136
ACH-000116,-0.15807802980605806
ACH-000118,-0.2777639393050867
ACH-000120,-0.2563643924052603
ACH-000123,-0.08689040955314664
ACH-000127,-0.06959117718079907
ACH-000128,-0.09341463840852404
ACH-000132,0.09700955244007888
ACH-000133,0.017770475699863515
ACH-000137,0.07052005860166861
ACH-000138,-0.06807922366372822
ACH-000142,-0.19299279775767375
ACH-000143,0.21085010313892688
ACH-000146,-0.010400385693505713
ACH-000148,-0.0750204304403639
ACH-000150,-0.04009951012708173
ACH-000152,0.04050677410353648
ACH-000153,0.07779387654344541
ACH-000159,-0.14655337299182525
ACH-000160,0.2754396304019213
ACH-000163,-0.033758116581552915
ACH-000167,0.36708962983905097
ACH-000168,-0.04853546761219572
ACH-000169,-0.10113966904813762
ACH-000178,0.03822178819545279
ACH-000183,0.1149948699324968
ACH-000188,-0.02644570992162102
ACH-000189,-0.08103531436190968
ACH-000190,0.10296279961319316
ACH-000198,0.10719339078098214
ACH-000203,-0.17741638608828528
ACH-000204,0.28248082287027376
ACH-000206,0.14985201347680702
ACH-000207,-0.10258745996886673
ACH-000208,-0.15896033090489886
ACH-000210,0.09855517907014903
ACH-000211,-0.07285659014037574
ACH-000215,-0.12170785283374567
ACH-000221,-0.06211996308929206
ACH-000222,-0.05360923934393667
ACH-000223,0.006893148976602578
ACH-000226,0.14340805486040295
ACH-000227,0.044096466407312414
ACH-000228,0.05201830306296835
ACH-000231,0.056672256918674065
ACH-000232,0.020461473873855482
ACH-000233,-0.030257251648158824
ACH-000234,-0.2406739938933192
ACH-000235,-0.022119512031552584
ACH-000237,-0.08844813390939872
ACH-000238,-0.053645380166470115
ACH-000242,-0.27580702067949603
ACH-000243,-0.11962806438753593
ACH-000244,-0.007630635076691396
ACH-000246,-0.18760359953618144
ACH-000248,0.003863126958537236
ACH-000250,-0.20757799054297865
ACH-000251,-0.2156213629381436
ACH-000252,-0.0722140806520859
