,SPINK7 (84651)
ACH-000004,-0.08516189759576953
ACH-000005,0.2775079672749125
ACH-000007,0.08893064796648144
ACH-000009,-0.06585151705652145
ACH-000011,0.024647497548091386
ACH-000012,-0.05679429531266905
ACH-000013,0.07369695867063457
ACH-000014,0.08233284149312635
ACH-000015,-0.0594678374996832
ACH-000017,0.04388498673343104
ACH-000018,-0.17191429957065008
ACH-000019,0.2652708961547177
ACH-000021,0.021837998862255258
ACH-000022,0.1475816457415373
ACH-000025,-0.04269580629086355
ACH-000028,-0.11747962711469355
ACH-000030,0.011946788629131556
ACH-000035,-0.021725778600342152
ACH-000036,-0.009864421652629166
ACH-000037,-0.009128130796474685
ACH-000039,-0.15730826435312742
ACH-000040,-0.04302710998423842
ACH-000041,-0.0060480618376227745
ACH-000042,0.08876701283397591
ACH-000045,-0.1591303130720084
ACH-000047,-0.04377072581108958
ACH-000052,-0.14222882287750466
ACH-000053,-0.07798416891662333
ACH-000054,-0.0728286719257224
ACH-000055,0.08941999949915587
ACH-000060,0.025049014581566702
ACH-000067,-0.28951198982966064
ACH-000070,-0.09494339519901536
ACH-000075,-0.0814888094530865
ACH-000078,0.008719855989415964
ACH-000082,-0.0947063156410732
ACH-000085,0.10926478333690838
ACH-000086,0.14772924205345372
ACH-000087,0.09757198237866367
ACH-000092,-0.0050894547186094005
ACH-000095,0.1126450460289516
ACH-000097,0.060661786542949285
ACH-000098,-0.020855651698268626
ACH-000099,-0.12110350960185218
ACH-000108,-0.034496985388917614
ACH-000113,-0.023800756233183548
ACH-000116,-0.05213176388319535
ACH-000118,-0.05747834450255816
ACH-000120,-0.08710942948962169
ACH-000123,0.03837657539510084
ACH-000127,-0.006968135479844094
ACH-000128,0.035091668710259885
ACH-000132,-0.02408578371970671
ACH-000133,-0.11418190766750627
ACH-000137,-0.25350671688466114
ACH-000138,-0.1670355426030252
ACH-000142,0.11693056550696627
ACH-000143,-0.031892601879598984
ACH-000146,0.018249996506167727
ACH-000148,-0.11922276861395148
ACH-000150,-0.20830153267846488
ACH-000152,-0.06517689001773254
ACH-000153,-0.19742417252054506
ACH-000159,0.052804594731737695
ACH-000160,0.0148650425525207
ACH-000163,-0.011968467335230056
ACH-000167,-0.19312306455860326
ACH-000168,0.10004631983783599
ACH-000169,-0.024098932302873532
ACH-000178,-0.08185977293881383
ACH-000183,-0.2618559180121887
ACH-000188,-0.052335672586584316
ACH-000189,0.2747984008513399
ACH-000190,-0.0690723644935127
ACH-000198,-0.03878633682400942
ACH-000203,0.06872040196073723
ACH-000204,0.24341136087243176
ACH-000206,0.3123840559994459
ACH-000207,-0.2108386482308148
ACH-000208,-0.22272145473526947
ACH-000210,-0.08124074053690687
ACH-000211,0.0608456098809456
ACH-000215,0.00864465346444948
ACH-000221,0.06169006171350173
ACH-000222,0.04785539005270223
ACH-000223,-0.024500499198493408
ACH-000226,-0.060051533017789135
ACH-000227,0.11801170345153167
ACH-000228,0.1272988609548678
ACH-000231,-0.0008305526390046341
ACH-000232,-0.08860603920221226
ACH-000233,-0.1678207111760255
ACH-000234,0.013181596511708077
ACH-000235,-0.020838618557522802
ACH-000237,-0.028055952188094896
ACH-000238,-0.14354232671472975
ACH-000242,-0.12051966223912
ACH-000243,0.010329271064447856
ACH-000244,-0.10921680382785401
ACH-000246,0.04844553793194095
ACH-000248,0.10157604148204603
