,BTAF1 (9044)
ACH-000365,-0.4372126799182147
ACH-000366,-0.23145632281434295
ACH-000368,-0.4490217892435389
ACH-000374,-0.22039666198313926
ACH-000375,-0.2486314101053527
ACH-000376,-0.19593893875049795
ACH-000381,-0.4690033883819589
ACH-000383,-0.24121843077671515
ACH-000387,-0.15518496740693502
ACH-000389,-0.11201239134512628
ACH-000390,-0.3982535032253267
ACH-000393,-0.32907184232893155
ACH-000395,-0.3448854667178017
ACH-000396,-0.2494778732419563
ACH-000397,-0.6760742444085461
ACH-000401,-0.42830514168784495
ACH-000402,-0.11136304055070913
ACH-000403,-0.2313173692484252
ACH-000404,-0.2667675587672607
ACH-000406,-0.4110030449404613
ACH-000407,-0.4827372082428128
ACH-000408,-0.1759426573931183
ACH-000410,-0.8182311426986406
ACH-000411,-0.19883752325246146
ACH-000414,-0.3810636194559283
ACH-000415,-0.4660025532354782
ACH-000416,-0.3565238534216971
ACH-000420,0.0445286220787735
ACH-000421,-0.5034343616867948
ACH-000424,-0.4185547798958171
ACH-000425,-0.6233698083038486
ACH-000426,-0.26365888375280194
ACH-000427,-0.28537318126374656
ACH-000433,-0.3115176599293465
ACH-000435,-0.473720931605477
ACH-000436,-0.3951753563875137
ACH-000444,-0.1517707489594345
ACH-000445,-0.5449919203106336
ACH-000448,-0.5049095239820104
ACH-000450,-0.495927277020935
ACH-000452,-0.4460348535152904
ACH-000454,-0.4935804242330789
ACH-000458,-0.27244692913710017
ACH-000459,-0.25927588857033984
ACH-000460,-0.70828931036515
ACH-000461,-0.2847916257958317
ACH-000463,-0.1679665855269885
ACH-000464,-0.39711324020764377
ACH-000466,-0.07434539776357306
ACH-000467,-0.3924294471556022
ACH-000468,-0.3891765894122033
ACH-000469,0.02216229048038783
ACH-000470,-0.3675061815565204
ACH-000471,-0.82050946195241
ACH-000472,-0.5848414152549272
ACH-000473,-0.14356348622008305
ACH-000475,-0.3494281852436813
ACH-000476,-0.18992626740745194
ACH-000477,-0.4521927153790342
ACH-000479,-0.3018591405849487
ACH-000480,-0.44572054686390783
ACH-000481,-0.2153914278920933
ACH-000483,-0.23075528049312344
ACH-000484,-0.3906162408635202
ACH-000485,-0.22444467769152826
ACH-000486,-0.425658354764455
ACH-000487,-0.20976176127145185
ACH-000488,-0.3730084827214505
ACH-000490,-0.5344141761606045
ACH-000491,-0.5129261660568691
ACH-000495,-0.2755076953333418
ACH-000496,-0.2988926605438956
ACH-000499,-0.3022172802243652
ACH-000500,-0.5080116323272944
ACH-000502,-0.30503295088853305
ACH-000503,-0.5595984176647432
ACH-000505,-0.2703698944162876
ACH-000507,-0.4806303871817141
ACH-000510,-0.6104984017481183
ACH-000511,-0.11802508511058167
ACH-000512,-0.5661501908906856
ACH-000516,-0.3387381617889367
ACH-000517,-0.03325033989210335
ACH-000518,-0.1481222512714552
ACH-000520,-0.4896395284899209
ACH-000521,-0.38916852189228
ACH-000522,-0.169821501725668
ACH-000524,-0.2675034936089166
ACH-000527,-0.3911116437485873
ACH-000528,-0.3489497935109969
ACH-000537,-0.06896804834375365
ACH-000541,0.016681920060048042
ACH-000542,0.10836529856353476
ACH-000544,-0.2508811103495903
ACH-000545,-0.3067768091461962
ACH-000547,-0.3210325262481641
ACH-000548,-0.5443453489403605
ACH-000549,-0.4217762329791737
ACH-000550,-0.1786192264304403
ACH-000552,-0.2812173571222103
ACH-000556,-0.5031395005135451
ACH-000557,-0.3349955983057705
ACH-000569,-0.37456512626502425
ACH-000570,-0.0946742544328878
ACH-000571,-0.30467411450795423
ACH-000573,-0.3640650832099056
ACH-000576,-0.3765932693248631
ACH-000579,-0.2586260650157007
ACH-000580,-0.3331068958284306
ACH-000584,-0.4460755626826089
ACH-000585,-0.2524210143059767
ACH-000588,-0.687490271053895
ACH-000589,-0.09647180686942393
ACH-000591,-0.3140381448736761
ACH-000593,-0.20477413087074614
ACH-000600,-0.060822721286306176
ACH-000601,-0.12805261940106802
ACH-000605,-0.3344981498419247
ACH-000606,-0.26323382628340697
ACH-000608,-0.1951792276261501
ACH-000614,-0.5538021138531065
ACH-000616,-0.4545699486183273
ACH-000618,-0.14538660492079242
ACH-000619,-0.35032163058556304
ACH-000620,-0.44984118326505546
ACH-000621,-0.07098644871720047
ACH-000622,-0.388282876438248
ACH-000623,-0.4182512340856772
ACH-000624,-0.29062303317679283
ACH-000627,-0.14375755221227618
ACH-000630,-0.16002049216085998
ACH-000631,-0.10447240612006947
ACH-000632,-0.2970980470055141
ACH-000633,-0.1779768838290647
ACH-000637,-0.055617939162149736
ACH-000638,-0.8289106855411765
ACH-000646,-0.34415636949776435
ACH-000647,-0.3055622295155968
ACH-000648,-0.4306855961796923
ACH-000649,-0.23636455107802776
ACH-000651,-0.12091460965864005
ACH-000652,-0.5088191599105943
ACH-000653,-0.4395739473612705
ACH-000657,-0.1911254383071132
ACH-000658,-0.3806669089905037
ACH-000661,-0.30769053630859683
ACH-000662,-0.4806526834070773
ACH-000663,-0.06507734728690799
ACH-000665,-0.4521403589666571
ACH-000671,0.0620068464319683
ACH-000672,-0.5166072534343213
ACH-000673,-0.4291200282169281
ACH-000676,-0.6318178416015433
ACH-000677,-0.3669953030389974
ACH-000681,-0.0895447903351362
ACH-000683,-0.4959032028974672
ACH-000684,-0.14416449177487314
ACH-000688,-0.2908322474529274
ACH-000693,-0.2891320119034459
ACH-000694,-0.13324682205338556
ACH-000695,-0.3856831465839757
ACH-000696,-0.3123079454672931
ACH-000697,-0.4258171618340367
ACH-000699,-0.1133400188396128
ACH-000701,-0.5124074338148064
ACH-000706,-0.10946041499242637
ACH-000711,-0.2834924941045959
ACH-000713,-0.5029042826010547
ACH-000714,-0.4363626835177517
ACH-000718,-0.6063575107256226
ACH-000720,-0.2935694775393687
ACH-000721,-0.40788909603457496
ACH-000724,-0.0610675365588871
ACH-000725,-0.2735383268901881
ACH-000732,-0.3350635312627218
ACH-000734,-0.2719516249873506
ACH-000735,-0.5088088221739065
ACH-000736,-0.0801631144576681
ACH-000738,-0.30105512597475925
ACH-000746,-0.20735357650981515
ACH-000747,-0.5552943119446166
ACH-000748,-0.29235087432950224
ACH-000753,-0.13529915103091147
ACH-000756,-0.2348986650373666
ACH-000757,-0.3369886664272539
ACH-000758,-0.3903573035031608
ACH-000760,-0.1958236772161976
ACH-000762,-0.3860484293707525
ACH-000763,-0.29014629714332824
ACH-000764,-0.07715295764828528
ACH-000765,-0.4702298244213229
ACH-000766,-0.06051503694392621
ACH-000767,-0.4142465804219291
ACH-000768,-0.6100262530027123
ACH-000769,-0.6026014937137752
ACH-000770,-0.2405160439880321
ACH-000771,-0.3390776273356278
ACH-000773,0.042608062393389684
ACH-000776,-0.06407351787854536
ACH-000777,-0.49768176090178495
ACH-000778,-0.5446558532884682
ACH-000781,-0.28882099038145426
ACH-000782,-0.5243278690793562
ACH-000783,-0.4812011831426536
ACH-000784,-0.4668667605041525
ACH-000785,-0.2182265533314414
ACH-000787,-0.16232886606740904
ACH-000788,-0.3379573973529491
ACH-000791,-0.3768168607021271
ACH-000792,-0.13798603005775276
ACH-000794,-0.30059640504219504
ACH-000796,-0.41221944071165467
ACH-000798,-0.23548973767380815
ACH-000799,-0.3275883144655379
ACH-000800,-0.3519505817452039
ACH-000802,-0.3950163490784866
ACH-000804,-0.19147842270940385
ACH-000805,-0.5970207419938799
ACH-000809,-0.34759799417616394
ACH-000810,-0.166027635622586
ACH-000811,-0.280399548330134
ACH-000817,-0.5469885430729385
ACH-000819,-0.29208689548155703
ACH-000820,-0.4334584996843493
ACH-000821,-0.1021432454449925
ACH-000822,-0.3879847945486212
ACH-000823,-0.4530925233950643
ACH-000824,-0.2695532425406822
ACH-000827,-0.3150147067731033
ACH-000829,-0.40261659492000335
ACH-000831,-0.11671948557484252
ACH-000832,-0.3129364329939506
ACH-000833,-0.1915983657449828
ACH-000834,-0.5915721883175623
ACH-000835,-0.026365244338345018
ACH-000836,-0.6196646865045233
ACH-000837,-0.35696642993635586
ACH-000838,-0.5906354884119638
ACH-000839,-0.3657601009843777
ACH-000840,0.08967353809325485
ACH-000841,-0.4216607303019742
ACH-000843,-0.3432082920913827
ACH-000846,-0.6888787035471969
ACH-000847,-0.4694708515402964
ACH-000848,-0.2590878830326846
ACH-000849,-0.037335956765493616
ACH-000851,-0.16536987949451215
ACH-000855,-0.3349314788036897
ACH-000856,-0.48279991838653297
ACH-000858,-0.3775534319580757
ACH-000859,-0.37039779978381104
ACH-000861,-0.2878971554442045
ACH-000862,-0.2738743691612171
ACH-000865,-0.6745717042581622
ACH-000866,-0.5040928612575954
ACH-000867,-0.18754049308140566
ACH-000869,-0.278430427192833
ACH-000872,-0.25941642719227315
ACH-000873,-0.5111235465727315
ACH-000876,-0.3397876995311865
ACH-000878,-0.3711458230909647
ACH-000880,-0.2289312875488304
ACH-000881,-0.2405082871471529
ACH-000882,-0.4547207889129394
ACH-000884,-0.3498566901806709
ACH-000885,-0.1539289778180223
ACH-000887,-0.33797703886209896
ACH-000889,-0.6400308828533257
ACH-000896,-0.3943897802531836
ACH-000898,0.030044451260688342
ACH-000900,-0.4409975014322082
ACH-000901,-0.16095930624325372
ACH-000905,-0.7182583702493374
ACH-000906,-0.10130580013090484
ACH-000907,-0.13924917367168538
ACH-000910,-0.348474358628156
ACH-000911,-0.2026919728813377
ACH-000912,-0.511004093418954
ACH-000913,-0.3968919779771438
ACH-000915,-0.3951165897711713
ACH-000916,-0.4740419058465399
ACH-000917,-0.3747646833682029
ACH-000920,-0.10131718795340572
ACH-000921,-0.5389853704524513
ACH-000924,0.3057392318745564
ACH-000926,-0.23924844258406594
ACH-000928,-0.023591138524879467
ACH-000929,-0.3727063424613129
ACH-000932,-0.39930432586964215
ACH-000935,-0.1031158258625954
ACH-000936,-0.28681270057343045
ACH-000937,-0.051863513552365306
ACH-000938,-0.4504821202252072
ACH-000939,-0.3415014268953169
ACH-000941,-0.15163149260119166
ACH-000943,-0.3924001837306288
ACH-000946,-0.1846801650485136
ACH-000947,-0.3043942582021496
ACH-000948,-0.08044832238420932
ACH-000950,-0.3411436741768841
ACH-000953,-0.3953172281430992
ACH-000954,-0.3521378858994569
ACH-000957,-0.27250626866897737
ACH-000958,-0.09020609412258508
ACH-000960,-0.014824328194473888
ACH-000963,-0.12837695091217646
ACH-000968,-0.44148894537733857
ACH-000969,-0.35017144741963385
ACH-000972,-0.3832994026014437
ACH-000973,-0.418980510214996
ACH-000974,-0.16997687062309644
ACH-000978,-0.4601749363749162
ACH-000984,-0.4317746683043561
ACH-000986,-0.29407237411842696
ACH-000988,-0.4121025762795016
ACH-000993,-0.6295534818979485
ACH-000994,-0.3671936026714429
ACH-000996,-0.8156690314611135
ACH-001001,-0.06719646499660564
ACH-001020,-0.3331206430037334
ACH-001028,-0.07178855056522451
ACH-001031,-0.4763619389346374
ACH-001038,-0.5190546613958873
ACH-001048,-0.02505508237046722
ACH-001050,-0.32323517705218224
ACH-001053,-0.44931220493784985
ACH-001054,-0.380386658451365
ACH-001061,-0.3821231753723723
ACH-001067,-0.5861037750008543
ACH-001075,-0.3948450090568452
ACH-001096,-0.1354361335572617
ACH-001111,-0.2730359297639007
ACH-001119,-0.3583305954084035
ACH-001128,-0.2147605262343004
ACH-001134,-0.4190035019292141
ACH-001151,-0.13572546067868946
ACH-001163,-0.32712316462692603
ACH-001164,-0.19491073119486446
ACH-001183,-0.26523680577546005
ACH-001192,-0.3764980029880141
ACH-001193,-0.2409143566685396
ACH-001196,-0.1574594382609365
ACH-001197,-0.4611132528493211
ACH-001205,-0.4345195210091673
ACH-001211,-0.5473370903109147
ACH-001212,-0.3082515663925197
ACH-001228,-0.7394677672991047
ACH-001232,-0.5051766842189951
ACH-001239,-0.4259818981130777
ACH-001270,-0.030488815566173395
ACH-001274,-0.33673081341194205
ACH-001275,-0.4230273147774881
ACH-001277,-0.30276715383459496
ACH-001278,-0.3655581679867145
ACH-001280,-0.2394003915414523
ACH-001283,-0.3505903219467753
ACH-001289,-0.4157980498770498
ACH-001300,-0.30427562645130624
ACH-001301,-0.5520701580927948
ACH-001302,-0.1934907135309948
ACH-001306,-0.12966481939181235
ACH-001318,-0.3548617402283825
ACH-001322,-0.5148001689833505
ACH-001328,-0.29332158947009634
ACH-001332,-0.3908170690138556
ACH-001336,-0.42621794973530014
ACH-001346,-0.450757144547471
ACH-001353,-0.4494435778873029
ACH-001354,-0.5567156579936371
ACH-001367,-0.12250093371023288
ACH-001368,-0.06689599516240187
ACH-001374,-0.31301572714449305
ACH-001377,-0.344848443503266
ACH-001380,0.11117662597274557
ACH-001391,-0.24305182939462805
ACH-001408,-0.5767434640443726
ACH-001430,-0.5054109163669624
ACH-001431,-0.24213880678587002
ACH-001450,-0.4915028701997227
ACH-001496,-0.5477694394416033
ACH-001500,-0.33926219719165024
ACH-001523,-0.5742267166394482
ACH-001532,-0.3027486048676009
ACH-001550,-0.27722707664215485
ACH-001552,-0.3826243057533731
ACH-001554,-0.3520305362158745
ACH-001654,-0.18501445337148226
ACH-001735,-0.28538369902142136
ACH-001736,-0.399304662149007
ACH-001737,0.09393182552504924
ACH-001740,-0.39925238009512576
ACH-001745,-0.3273072874100781
ACH-001765,-0.33273338424737403
