,FPGS (2356)
ACH-000004,-0.9181665941913688
ACH-000005,-0.8906984934843328
ACH-000007,-0.2789600481352425
ACH-000009,-0.2820256023815072
ACH-000011,-0.6871600827380206
ACH-000012,-0.2201014236780195
ACH-000013,-0.17552945965005065
ACH-000014,-0.5726480737619611
ACH-000015,-0.3642596871393976
ACH-000017,-0.6548340413352782
ACH-000018,-0.3591784242132394
ACH-000019,-0.4940608103035958
ACH-000021,-0.3375753181037214
ACH-000022,-0.2761281896656977
ACH-000025,-0.4426129233640807
ACH-000028,-0.4490208423119371
ACH-000030,-0.6898456713364323
ACH-000035,-0.3744784977896368
ACH-000036,-0.266488188784222
ACH-000037,-0.16812777867166812
ACH-000039,-0.248104825814832
ACH-000040,-0.2825943999311261
ACH-000041,-0.44810095217103535
ACH-000042,-0.2992215872325522
ACH-000045,-0.3721751680847653
ACH-000047,-0.5618212555138759
ACH-000052,-0.06442916557739285
ACH-000053,-0.6117632025138401
ACH-000054,-0.12624357839752154
ACH-000055,-0.257747051494507
ACH-000060,-0.28888926258436426
ACH-000067,-0.4470150596410973
ACH-000070,-0.4223997652992891
ACH-000075,-0.19119411269398087
ACH-000078,-0.43505338869815424
ACH-000082,-0.3414385590368641
ACH-000085,-0.2025501004872188
ACH-000086,-0.2947962969428934
ACH-000087,-0.18821404343201126
ACH-000092,-0.2300544263228665
ACH-000095,-0.3015108716573621
ACH-000097,-0.642637171205536
ACH-000098,-0.298923228356796
ACH-000099,-0.3441770885693517
ACH-000108,-0.8513849495982396
ACH-000113,-0.08434126280556778
ACH-000116,-0.2961939018768409
ACH-000118,-0.03161518524098879
ACH-000120,-0.021050173368792176
ACH-000123,-0.13780419543799685
ACH-000127,-0.4755681599611065
ACH-000128,-0.30672682378967325
ACH-000132,-0.24800538609228315
ACH-000133,-0.27100824214267016
ACH-000137,-0.32428679983328584
ACH-000138,-0.3809968794190972
ACH-000142,-0.2814823098136948
ACH-000143,-0.30622987989829153
ACH-000146,-0.6724346991952956
ACH-000148,-0.3168226351670144
ACH-000150,-0.3118012145486007
ACH-000152,-0.25320585623547937
ACH-000153,-0.3041469025649232
ACH-000159,-0.7040873683837837
ACH-000160,-0.2189086845335053
ACH-000163,-0.35683387278910084
ACH-000167,-0.05421613093057456
ACH-000168,-0.5268963083709771
ACH-000169,-0.34521370640644417
ACH-000178,-0.3999377506252063
ACH-000183,-0.7329195738887428
ACH-000188,-0.20277907428189626
ACH-000189,-0.4770537593169942
ACH-000190,-0.2522890864579825
ACH-000198,-0.4851390277455284
ACH-000203,-0.7217232732518313
ACH-000204,-0.36941780969311705
ACH-000206,-0.5594785478014853
ACH-000207,-0.6070013470328512
ACH-000208,-0.07162139300266945
ACH-000210,-0.1706499063270213
ACH-000211,-0.22325932844476049
ACH-000215,-0.22748102251816266
ACH-000221,-0.15616970028545496
ACH-000222,-0.475776040252232
ACH-000223,-0.3071065940430404
ACH-000226,-0.664536895852014
ACH-000227,-0.40768912200540747
ACH-000228,-0.304569884557281
ACH-000231,-0.2657138822432639
ACH-000232,-0.042611700704251215
ACH-000233,-0.561328518125886
ACH-000234,-0.3544909442676409
ACH-000235,-0.7445183549908654
ACH-000237,-0.11986848034215275
ACH-000238,-0.4190463817825945
ACH-000242,-0.5509362068929349
ACH-000243,-0.3218785913849594
ACH-000244,-0.3563513627756606
ACH-000246,-0.16012465055778205
ACH-000248,-0.7148514048523824
ACH-000250,-0.3982905088665662
ACH-000251,-0.27605347256318885
ACH-000252,-0.3015864141096912
ACH-000253,-0.6066888925313542
ACH-000255,-0.2725245101140717
ACH-000256,-0.2783861658819396
ACH-000257,-0.6910784799366619
ACH-000258,-0.5871159878048614
ACH-000259,-0.46705208229369394
ACH-000260,-0.0877240196403508
ACH-000261,-0.2693291246508426
ACH-000262,-0.3930670737717929
ACH-000263,-0.3988412178433511
ACH-000264,-0.3098774376504113
