,ALG8 (79053)
ACH-000004,-0.2976833281393259
ACH-000005,-0.08724887698238333
ACH-000007,-0.26182861344898456
ACH-000009,-0.3266666216703568
ACH-000011,-0.4425604434718465
ACH-000012,-0.25794587150717785
ACH-000013,0.05282576672935538
ACH-000014,-0.4347950501037543
ACH-000015,-0.29172837415212943
ACH-000017,-0.13087610737247335
ACH-000018,-0.5601683300139458
ACH-000019,-0.4042442195658945
ACH-000021,-0.15191522286906622
ACH-000022,-0.3261731210167001
ACH-000025,-0.49088948140837296
ACH-000028,-0.3878368650872467
ACH-000030,-0.374033829183527
ACH-000035,-0.4056408126179536
ACH-000036,-0.7025316890016449
ACH-000037,-0.3932923522214819
ACH-000039,-0.28735118645120483
ACH-000040,-0.38355111181787577
ACH-000041,-0.031834392000016816
ACH-000042,-0.1972422197316646
ACH-000045,-0.11303495730480714
ACH-000047,-0.24631785689816305
ACH-000052,-0.4767478730726814
ACH-000053,-0.15813039698549802
ACH-000054,-0.3719534951255054
ACH-000055,-0.5145445249316717
ACH-000060,-0.2708514586856125
ACH-000067,-0.13767933545481326
ACH-000070,-0.4014707661988372
ACH-000075,-0.21438188837053632
ACH-000078,-0.2505949611666927
ACH-000082,-0.3890236930213991
ACH-000085,-0.15358813335058874
ACH-000086,-0.5013373907351366
ACH-000087,-0.16685688279857516
ACH-000092,-0.3778641097040717
ACH-000095,-0.2990390858343748
ACH-000097,-0.1918321790022494
ACH-000098,-0.2724585858481521
ACH-000099,-0.2557189708745305
ACH-000108,-0.3289264233585917
ACH-000113,-0.09447413801691207
ACH-000116,-0.3459127539352384
ACH-000118,-0.7743859597749926
ACH-000120,-0.4435357828817143
ACH-000123,-0.4372721464445179
ACH-000127,-0.5949625578888661
ACH-000128,-0.23197623358656974
ACH-000132,-0.8010081154287239
ACH-000133,-0.4522730262406924
ACH-000137,-0.41667217534200107
ACH-000138,-0.3784223187358302
ACH-000142,-0.5576277849887542
ACH-000143,-0.2623414362579272
ACH-000146,-0.16041772048683284
ACH-000148,-0.204473944935421
ACH-000150,-0.4962061294691952
ACH-000152,-0.3164648167973285
ACH-000153,-0.6710844726342424
ACH-000159,-0.15006261271246812
ACH-000160,-0.1441835393521586
ACH-000163,-0.5760824772710369
ACH-000167,-0.2427847790013807
ACH-000168,-0.25373767096981176
ACH-000169,-0.3225850157777068
ACH-000178,-0.297088946801271
ACH-000183,-0.6281136923675508
ACH-000188,-0.8017379100971104
ACH-000189,-0.7412043821752156
ACH-000190,-0.6513141512601808
ACH-000198,0.12260559814928995
ACH-000203,-0.1597577529386016
ACH-000204,-0.4697666144968512
ACH-000206,-0.2726048060301066
ACH-000207,-0.5323553690349
ACH-000208,-0.35320409872034914
ACH-000210,0.2366592488571877
ACH-000211,-0.17140683113345567
ACH-000215,-0.361292851221721
ACH-000221,-0.3227740089856849
ACH-000222,-0.4920811872917207
ACH-000223,-0.23918160337110944
ACH-000226,-0.11982552668415905
ACH-000227,-0.3924568620252357
ACH-000228,-0.3789209456157856
ACH-000231,-0.32563996600104145
ACH-000232,-0.3915598646424232
ACH-000233,-0.2778060139353981
ACH-000234,-0.3133726638208641
ACH-000235,-0.24982035327458754
ACH-000237,-0.4459390971079912
ACH-000238,-0.5302714950753263
ACH-000242,-0.4295209590693309
ACH-000243,-0.4124734250120025
ACH-000244,-0.6458081983734297
ACH-000246,-0.4115330423334605
ACH-000248,-0.15699161592506425
ACH-000250,-0.4203141528427116
ACH-000251,-0.31450380978611786
ACH-000252,-0.454616371893264
ACH-000253,-0.326361988896788
ACH-000255,-0.4343317116324618
ACH-000256,-0.4047131262594386
ACH-000257,-0.3453268841904986
ACH-000258,-0.2266243447641005
ACH-000259,-0.20515657064525125
ACH-000260,-0.6068900781041241
ACH-000261,-0.3401285616784749
ACH-000262,-0.4929349486114094
ACH-000263,-0.293477690554308
ACH-000264,-0.4608325334884082
ACH-000265,-0.06618020333202831
ACH-000266,-0.18847993261361368
ACH-000272,-0.6288332137140756
ACH-000274,-0.2536476226490075
ACH-000277,-0.2845273665023225
ACH-000278,-0.3729715362149028
ACH-000279,-0.21280960861774387
ACH-000280,-0.3368549934561475
ACH-000281,-0.217282315041602
ACH-000288,-0.4827516465926388
ACH-000291,-0.2934595178083471
ACH-000293,-0.2709769829536852
ACH-000294,-0.12824511619034265
ACH-000295,-0.3977135886230993
ACH-000296,-0.3272608777417697
ACH-000302,-0.1541739773061228
ACH-000304,-0.10721952258666208
ACH-000307,-0.3148161047751394
ACH-000308,-0.3802345385486087
ACH-000310,-0.3552289500128021
ACH-000311,-0.2722055069905596
ACH-000312,-0.3128329582294589
ACH-000315,-0.3524952871541404
ACH-000316,-0.6559242867156705
ACH-000317,-0.3874559039079454
ACH-000318,-0.2846348125030953
ACH-000319,-0.3797848218633929
ACH-000320,-0.22500342384013536
ACH-000322,-0.478435036820446
ACH-000323,-0.3471930924607084
ACH-000324,-0.4607646935748572
ACH-000329,-0.04722067268665778
ACH-000330,-0.37055686532595417
ACH-000331,-0.8331314890511022
ACH-000332,-0.24210100286329075
ACH-000334,-0.36713915038325706
ACH-000335,-0.17046867095822232
ACH-000336,-0.11551294215468952
