,ZFR2 (23217)
ACH-000646,-0.1158735590254763
ACH-000647,-0.18304073442077104
ACH-000648,-0.15975837234285978
ACH-000649,-0.052714109829095315
ACH-000651,-0.10244089728012376
ACH-000652,-0.1506946859135194
ACH-000653,-0.12745072520449116
ACH-000657,-0.18542498567384147
ACH-000658,-0.018277340087715324
ACH-000661,-0.15801170458386007
ACH-000662,-0.06376850318979524
ACH-000663,-0.20690469483630847
ACH-000665,-0.19896667260341488
ACH-000671,-0.23294337950294425
ACH-000672,-0.060294833193056015
ACH-000673,-0.06969822500183723
ACH-000676,-0.17331616822742893
ACH-000677,-0.1582409296345386
ACH-000681,-0.15003729427608242
ACH-000683,-0.2310772911958974
ACH-000684,-0.1958280510356468
ACH-000688,-0.16365018768118128
ACH-000693,-0.1747455184769113
ACH-000694,-0.11456966316027722
ACH-000695,-0.17193779675530885
ACH-000696,-0.18616720566324915
ACH-000697,-0.14916562909896205
ACH-000699,-0.4703078825505871
ACH-000701,-0.2315385596098109
ACH-000706,-0.14747395135514585
ACH-000711,-0.1690787132667997
ACH-000713,-0.2290527801675369
ACH-000714,-0.33025557904947633
ACH-000718,-0.01743814182310811
ACH-000720,-0.11421168405736826
ACH-000721,-0.1642118288848583
ACH-000724,-0.13848474735866498
ACH-000725,-0.2558116341146749
ACH-000732,-0.09131999909411492
ACH-000734,-0.2359724280044089
ACH-000735,-0.16634366985710708
ACH-000736,-0.22998384042526346
ACH-000738,-0.2265394348727447
ACH-000746,-0.16935848238042908
ACH-000747,-0.11082923941108824
ACH-000748,-0.1968922324895867
ACH-000753,0.018486531897955388
ACH-000756,-0.6671662776755191
ACH-000757,-0.07589602741879008
ACH-000758,-0.07112375278831062
ACH-000760,-0.20063840554462992
ACH-000762,-0.14490400164057576
ACH-000763,0.05635922524509725
ACH-000764,-0.20746230008236566
ACH-000765,-0.10145997907953458
ACH-000766,-0.20711627486132936
ACH-000767,0.015672719281155958
ACH-000768,-0.13801497694875134
ACH-000769,-0.23356180044366234
ACH-000770,-0.019560653771131392
ACH-000771,-0.05530045007331755
ACH-000773,-0.09060574639984713
ACH-000776,-0.1904328826325037
ACH-000777,-0.024776942638485715
ACH-000778,-0.04287841587011621
ACH-000781,-0.12788114285347926
ACH-000782,-0.14131376141111401
ACH-000783,-0.09048067560502847
ACH-000784,-0.08752800558712677
ACH-000785,-0.19626957653808486
ACH-000787,-0.13793440912274665
ACH-000788,-0.21809771104648396
ACH-000791,-0.023769611162036082
ACH-000792,-0.2615397966471917
ACH-000794,-0.13680897484656454
ACH-000796,-0.07604319780456201
ACH-000798,-0.19328676463293468
ACH-000799,-0.3410829978496537
ACH-000800,-0.15638139871627293
ACH-000802,-0.21340362807492533
ACH-000804,-0.2488601670418089
ACH-000805,-0.21120069413047485
ACH-000809,-0.04646178590271174
ACH-000810,-0.2467799812352286
ACH-000811,-0.06619828108423771
ACH-000817,-0.04196019568950803
ACH-000819,-0.22476472781504167
ACH-000820,0.3364217117874114
ACH-000821,-0.15097577846676494
ACH-000822,-0.16499980475167328
ACH-000823,-0.173508482087967
ACH-000824,0.037954772067619526
ACH-000827,-0.10918481538533246
ACH-000829,-0.3125146719798752
ACH-000831,-0.11164454474488518
ACH-000832,-0.17071847335791945
ACH-000833,-0.05064193629493277
ACH-000834,0.04793401793741864
ACH-000835,-0.09203375277271113
ACH-000836,-0.2035548658365313
ACH-000837,-0.09006846558035549
ACH-000838,-0.137959965870141
ACH-000839,-0.008961325642733364
ACH-000840,-0.17924696072021326
ACH-000841,0.005155314283923401
ACH-000843,-0.13689967264268713
ACH-000846,-0.0254751050065776
ACH-000847,0.028937870082124863
ACH-000848,-0.14804697227472993
ACH-000849,-0.3001341143443069
ACH-000851,-0.23726126536293535
ACH-000855,-0.19728318483989246
ACH-000856,-0.19409624788304985
ACH-000858,-0.1897560487614401
ACH-000859,-0.0697170354331346
ACH-000861,-0.2369585582984479
ACH-000862,-0.15922223574019742
ACH-000865,-0.0985325888571137
ACH-000866,-0.1561534337460665
ACH-000867,-0.13797452057652015
ACH-000869,-0.1306334893794566
ACH-000872,-0.11796613419840506
ACH-000873,-0.1848573622696785
ACH-000876,-0.07656446528262799
ACH-000878,-0.051278486194759415
ACH-000880,-0.12591754593101134
ACH-000881,-0.2959523716604278
ACH-000882,-0.10704438616746452
ACH-000884,0.06429138050988338
ACH-000885,-0.2851125411089638
ACH-000887,-0.08415804876333445
ACH-000889,-0.0556798884098335
ACH-000896,0.008013364083422462
ACH-000898,-0.0419367286648677
ACH-000900,-0.2377041320763637
ACH-000901,-0.18174983305452372
ACH-000905,-0.055572660079424185
ACH-000906,-0.1946307810987207
ACH-000907,-0.041831142656776885
ACH-000910,-0.1017452587482242
ACH-000911,-0.14169635351117224
ACH-000912,-0.06695888932142839
ACH-000913,-0.10252460502785413
ACH-000915,-0.1895193551661004
ACH-000916,-0.3972189396411883
ACH-000917,-0.1017251351360354
ACH-000920,-0.3696835908560888
ACH-000921,-0.06833847986029443
ACH-000924,-0.010225942978822268
ACH-000926,0.07790864370051571
ACH-000928,0.0225834014064712
ACH-000929,-0.18379510524234274
ACH-000932,-0.2271317869452507
ACH-000935,-0.10736048433869677
ACH-000936,-0.23116099877745866
ACH-000937,-0.11008567022431133
ACH-000938,-0.048281463650504994
ACH-000939,-0.07330574843323273
ACH-000941,-0.3750528854623173
ACH-000943,-0.195610857306052
ACH-000946,-0.22654321848983666
ACH-000947,-0.2269078457222645
ACH-000948,-0.0011537586392447686
ACH-000950,-0.2423757204231133
ACH-000953,-0.069179273497383
ACH-000954,-0.08366462863933115
ACH-000957,-0.18032974765321752
ACH-000958,-0.1890625259899525
ACH-000960,-0.06867534270512198
ACH-000963,-0.06404681724691337
ACH-000968,0.01867974092428801
ACH-000969,-0.05980588964534547
ACH-000972,-0.388239950883872
ACH-000973,-0.16897071831088908
ACH-000974,-0.14124117257567526
ACH-000978,-0.11531192555907308
ACH-000984,-0.3325436907521641
ACH-000986,-0.17910848987455233
ACH-000988,-0.27002389454634795
ACH-000993,-0.4431861415175429
ACH-000994,-0.19880102111257325
ACH-000996,-0.19861518211751444
ACH-001001,0.030267584431564732
ACH-001020,-0.10978945827113992
ACH-001028,-0.16720615375878042
ACH-001031,-0.06577855020649633
ACH-001038,-0.11678499781321484
ACH-001048,-0.11297949283081847
ACH-001050,-0.1606097747325657
ACH-001053,-0.07707744765420553
ACH-001054,-0.04583231958533713
ACH-001061,-0.17761012600550932
ACH-001067,-0.20137445289516132
ACH-001075,-0.2393974784148506
ACH-001096,-0.19801383885468146
ACH-001111,0.004911713634055237
ACH-001119,-0.12341232523420545
ACH-001128,-0.19269683934795045
ACH-001134,-0.2446774949909981
ACH-001151,-0.20206645909765267
ACH-001163,0.010353405385648787
ACH-001164,0.010392423242266326
ACH-001183,-0.0832416034355326
ACH-001192,0.0595402754360992
ACH-001193,-0.0909717045108508
ACH-001196,-0.1946130843458616
ACH-001197,-0.09784869883883557
ACH-001205,-0.04490449681294285
ACH-001211,-0.06897948039118149
ACH-001212,-0.2395027915971561
ACH-001228,-0.14105267283458833
ACH-001232,-0.12250181756783506
ACH-001239,-0.06117657046690205
ACH-001270,-0.18652366279955865
ACH-001274,-0.11326170417154036
ACH-001275,-0.030398291113545105
ACH-001277,-0.07154207325398257
ACH-001278,-0.12937422056641434
ACH-001280,0.014753306574183203
ACH-001283,-0.20205846337046635
ACH-001289,-0.0938616683202618
ACH-001300,-0.3022489767734917
ACH-001301,-0.07470266059004774
ACH-001302,-0.2894725726484171
ACH-001306,-0.19032050568418554
ACH-001318,-0.09354461200864993
ACH-001322,-0.14455377336581998
ACH-001328,-0.08232242606788504
ACH-001332,-0.08387989613240154
ACH-001336,-0.09815699914077508
ACH-001346,-0.15571418106513055
ACH-001353,-0.10017609859707584
ACH-001354,0.12341710236359978
ACH-001367,0.16220056257928525
ACH-001368,-0.19717354120037592
ACH-001374,-0.2837631688155691
ACH-001377,-0.04966579012977824
ACH-001380,-0.22267780551668515
ACH-001391,-0.247080925146375
ACH-001408,-0.1577470701960163
ACH-001430,-0.29085416612467285
ACH-001431,-0.2265784645356315
ACH-001450,0.05068290482728981
ACH-001496,-0.1246291742721658
ACH-001500,0.010813257154518174
ACH-001523,-0.08364013069347345
ACH-001532,-0.2159226890899026
ACH-001550,-0.05523534039729057
ACH-001552,-0.14353666709892596
ACH-001554,-0.10726168069325766
ACH-001654,-0.013271942012855751
ACH-001735,-0.19468613660517897
ACH-001736,-0.08621550256616926
ACH-001737,0.0988764766977416
ACH-001740,-0.03996703091264938
ACH-001745,-0.20474178375946064
ACH-001765,-0.1978824287887671
