,SLC7A6OS (84138)
ACH-000004,-1.0798018910505254
ACH-000005,-0.7006488339630706
ACH-000007,-0.7330171914123027
ACH-000009,-0.8161188719998127
ACH-000011,-0.8613256675224309
ACH-000012,-0.8085859045147373
ACH-000013,-1.1536630575970346
ACH-000014,-0.7098845702496961
ACH-000015,-0.6520902049830194
ACH-000017,-1.1052780216442673
ACH-000018,-1.007190721827078
ACH-000019,-1.0236581756419976
ACH-000021,-1.0435487194880546
ACH-000022,-0.851468491445827
ACH-000025,-1.074191968915122
ACH-000028,-0.8071253960131991
ACH-000030,-0.960080526200388
ACH-000035,-0.9884652394969754
ACH-000036,-0.9064831094096564
ACH-000037,-0.6716534469213019
ACH-000039,-0.8807614339538665
ACH-000040,-0.6731240496483879
ACH-000041,-0.9013385276760012
ACH-000042,-0.88836244194658
ACH-000045,-1.023142657250299
ACH-000047,-1.0190895741277486
ACH-000052,-0.9077891463560628
ACH-000053,-1.097415004727595
ACH-000054,-0.983000016062632
ACH-000055,-0.85964521669254
ACH-000060,-0.9941784375073466
ACH-000067,-1.0044597765889105
ACH-000070,-0.5948548513681846
ACH-000075,-0.92200175319472
ACH-000078,-0.8659491996594415
ACH-000082,-1.2277735438663706
ACH-000085,-0.7167540969979909
ACH-000086,-0.978230352532887
ACH-000087,-1.1346250596797025
ACH-000092,-0.7275989697693804
ACH-000095,-0.9163100932907504
ACH-000097,-0.8959558334126639
ACH-000098,-0.9259103663211428
ACH-000099,-0.8082579374606261
ACH-000108,-1.1415540715430241
ACH-000113,-0.9769302932618804
ACH-000116,-1.0649967816319248
ACH-000118,-0.9583446905748678
ACH-000120,-0.959996125805796
ACH-000123,-0.864865513890553
ACH-000127,-1.1009326735198912
ACH-000128,-0.8596788409900568
ACH-000132,-0.9730127087371836
ACH-000133,-0.9335586557982728
ACH-000137,-1.0081255909780995
ACH-000138,-0.8392379924735704
ACH-000142,-0.9747806869994264
ACH-000143,-1.027452921517561
ACH-000146,-1.3308147064149598
ACH-000148,-1.0663766477552368
ACH-000150,-0.9319401988449322
ACH-000152,-1.0820233887229893
ACH-000153,-0.9652996326641125
ACH-000159,-0.5693636009342323
ACH-000160,-0.8725927216139328
ACH-000163,-1.0195797007733851
ACH-000167,-1.4312300015204762
ACH-000168,-1.0832543792591818
ACH-000169,-1.002790209471102
ACH-000178,-0.909710294138064
ACH-000183,-1.1079982077725912
ACH-000188,-0.7485719722627325
ACH-000189,-0.6720790493847988
ACH-000190,-1.2229686416642815
ACH-000198,-0.9132659293451012
ACH-000203,-1.307150059491495
ACH-000204,-0.8460129784881222
ACH-000206,-0.9763097401536429
ACH-000207,-1.0050168832913504
ACH-000208,-0.8582815861816769
ACH-000210,-0.8076125848158721
ACH-000211,-0.7871830497139849
ACH-000215,-0.9237474298314248
ACH-000221,-0.9413108391734596
ACH-000222,-1.0897414042001403
ACH-000223,-1.014614871801909
ACH-000226,-0.9903692547678921
ACH-000227,-0.9684271002439772
ACH-000228,-0.9250412851786576
ACH-000231,-1.0161140885795723
ACH-000232,-0.8269000185984889
ACH-000233,-0.9817365643432532
ACH-000234,-0.90795035292246
ACH-000235,-0.9714118525458908
ACH-000237,-1.0678280763257535
ACH-000238,-0.7759835644883971
ACH-000242,-0.5019071078049273
ACH-000243,-1.0677189936172902
ACH-000244,-0.9449768186256998
ACH-000246,-0.6516243491764968
ACH-000248,-1.182708220582628
ACH-000250,-0.7746378869077029
ACH-000251,-0.9169921777043926
ACH-000252,-0.7146333952115775
ACH-000253,-0.8151900924987191
ACH-000255,-0.8132943871256236
ACH-000256,-1.1045528981026862
ACH-000257,-1.128620263913935
ACH-000258,-0.9989307099119344
ACH-000259,-0.9307981070554036
ACH-000260,-1.045571870093884
ACH-000261,-0.7939370423652511
ACH-000262,-0.8333685363791774
ACH-000263,-0.9658398109163104
ACH-000264,-0.9325744341931884
ACH-000265,-0.8534235964941134
ACH-000266,-1.12088099503842
ACH-000272,-0.6817938284166979
ACH-000274,-0.8825287890682755
ACH-000277,-1.0306481486264825
ACH-000278,-1.1545810413781277
ACH-000279,-0.7889466380008212
ACH-000280,-0.9106117910315706
ACH-000281,-0.92324021604881
ACH-000288,-0.912344932009514
ACH-000291,-1.0434676452913365
ACH-000293,-1.4266544995770964
ACH-000294,-0.9066447509886776
ACH-000295,-1.095394850295424
ACH-000296,-0.7584185943873721
ACH-000302,-1.1451478381314906
ACH-000304,-1.0412675890952994
ACH-000307,-1.0015656791484508
