,FSHR (2492)
ACH-000004,0.2591552361183361
ACH-000005,0.4180006904573101
ACH-000007,0.14988084304885066
ACH-000009,0.1304149262810105
ACH-000011,0.1125030998393812
ACH-000012,0.21923052597809134
ACH-000013,0.1478729704709346
ACH-000014,0.10005484638502556
ACH-000015,0.16056255827966398
ACH-000017,0.1226422664427923
ACH-000018,0.09762641174164284
ACH-000019,0.2354515885270119
ACH-000021,0.20405947049850093
ACH-000022,0.2340823268950016
ACH-000025,0.2024082304122124
ACH-000028,0.12257013240870718
ACH-000030,0.1002000946494196
ACH-000035,0.08789462858411784
ACH-000036,0.1842385891705332
ACH-000037,0.12067631372524115
ACH-000039,0.2486019148435306
ACH-000040,0.016121175048712306
ACH-000041,0.1493221719076827
ACH-000042,0.17657555071099024
ACH-000045,0.08225755839848573
ACH-000047,0.16023654693383876
ACH-000052,0.09792985459920804
ACH-000053,0.15129363518536296
ACH-000054,0.14135569962499486
ACH-000055,0.10458957677042148
ACH-000060,0.11239043495334823
ACH-000067,0.04915954632724736
ACH-000070,0.1348153171423151
ACH-000075,0.2880297096006821
ACH-000078,0.2381901315714957
ACH-000082,0.1268594287596031
ACH-000085,0.2174776220140434
ACH-000086,0.17685421671614465
ACH-000087,0.12237320915117712
ACH-000092,0.1679747919432954
ACH-000095,0.12835165604844706
ACH-000097,0.18923400906581356
ACH-000098,0.18798190217245134
ACH-000099,0.15556738186813915
ACH-000108,0.1261392966713657
ACH-000113,0.1375036742384845
ACH-000116,0.038568388492778535
ACH-000118,0.062030681141660736
ACH-000120,0.11018033486191432
ACH-000123,0.1897259201894536
ACH-000127,0.15445990891960545
ACH-000128,0.25456775828419537
ACH-000132,-0.032593943991425955
ACH-000133,0.10134959858967914
ACH-000137,0.1362903998261513
ACH-000138,0.08648971815050023
ACH-000142,0.19745297958260155
ACH-000143,0.15024194766542587
ACH-000146,0.1976572242499756
ACH-000148,0.18351319373236746
ACH-000150,0.29453397106628265
ACH-000152,0.08503846245514578
ACH-000153,0.3413044476374218
ACH-000159,0.22121852770301328
ACH-000160,0.19926388768456607
ACH-000163,0.21599225293983987
ACH-000167,0.21153754081443046
ACH-000168,0.10957397112695666
ACH-000169,0.19810009436939235
ACH-000178,0.14207785629835665
ACH-000183,0.11901563469494415
ACH-000188,0.1143140527848793
ACH-000189,0.16351909797553668
ACH-000190,0.21257609009892145
ACH-000198,0.08938005305806114
ACH-000203,0.2249444444474068
ACH-000204,0.14284590729228014
ACH-000206,0.14044183281914455
ACH-000207,0.13180082494798376
ACH-000208,-0.002100722921861554
ACH-000210,0.3020977753941901
ACH-000211,0.2307158733577299
ACH-000215,0.11707587181635495
ACH-000221,0.06158428539314894
ACH-000222,0.16011320986712982
ACH-000223,0.09602634277222387
ACH-000226,0.098373577137908
ACH-000227,0.2437817796060617
ACH-000228,0.15082518631618674
ACH-000231,0.152130769510712
ACH-000232,0.11985340806008302
ACH-000233,0.07708599517773898
ACH-000234,0.17900567020853367
ACH-000235,0.16195667393458
ACH-000237,0.199641084949729
ACH-000238,0.11151277692345844
ACH-000242,0.21470901938151454
ACH-000243,0.03787352618168106
ACH-000244,0.04163286361140961
ACH-000246,0.2948234215955683
ACH-000248,0.042220968350596064
ACH-000250,0.13112006595227332
ACH-000251,-0.10275129372518643
ACH-000252,0.15344651642733126
ACH-000253,0.1571803424764222
ACH-000255,0.2238895795195079
ACH-000256,0.13839557363471572
ACH-000257,0.19266058111712367
ACH-000258,0.2727191649387859
ACH-000259,0.19442249815449852
ACH-000260,0.14431920834594553
ACH-000261,0.1323377795382517
ACH-000262,0.1323142393480933
ACH-000263,0.2798378416697022
ACH-000264,0.15674022565140092
ACH-000265,0.19543511601390945
ACH-000266,0.1202864892927847
ACH-000272,0.12520871901321534
ACH-000274,0.19678788805546787
ACH-000277,0.23486073613648145
ACH-000278,0.20420692754771988
ACH-000279,0.13678730442699366
ACH-000280,0.1879567570942562
ACH-000281,0.20927108628468025
ACH-000288,0.14836916339673384
ACH-000291,0.08556122028280158
ACH-000293,0.1498862975662448
