,RITA1 (84934)
ACH-000169,-0.34479582534402803
ACH-000178,-0.20232202128686266
ACH-000183,-0.3425735334850485
ACH-000188,-0.2385460345301183
ACH-000189,-0.4454747607908385
ACH-000190,-0.24643127101889925
ACH-000198,-0.3400988830986232
ACH-000203,-0.15371390958899964
ACH-000204,-0.15820895034421867
ACH-000206,-0.2988102016979209
ACH-000207,-0.20992000529659424
ACH-000208,-0.33727358979320426
ACH-000210,-0.6169080232415748
ACH-000211,-0.3739067343619741
ACH-000215,-0.3798617577891215
ACH-000221,-0.3374388096145579
ACH-000222,-0.4237077757126249
ACH-000223,-0.3957803509090131
ACH-000226,-0.2470913558901388
ACH-000227,-0.21006470098137828
ACH-000228,-0.2572993020421446
ACH-000231,-0.29520077535752165
ACH-000232,-0.3197859044611076
ACH-000233,-0.3017052618586921
ACH-000234,-0.4132445408618485
ACH-000235,-0.31322994481566513
ACH-000237,-0.44398985359196097
ACH-000238,-0.3883032363428829
ACH-000242,-0.21254353865842404
ACH-000243,-0.2679093118622179
ACH-000244,-0.2751224021057366
ACH-000246,-0.1925280264770795
ACH-000248,-0.3457727694894958
ACH-000250,-0.2457515162301224
ACH-000251,-0.5438125435795956
ACH-000252,-0.4390453188232089
ACH-000253,-0.2844826722014404
ACH-000255,-0.20745320048698274
ACH-000256,-0.3054433745784982
ACH-000257,-0.3936299210637157
ACH-000258,-0.3147779710485137
ACH-000259,-0.3228147182725323
ACH-000260,-0.2998085594241526
ACH-000261,-0.42326487303203975
ACH-000262,-0.3725789497136597
ACH-000263,-0.5552635680237412
ACH-000264,-0.2471624550712281
ACH-000265,-0.3013707997118488
ACH-000266,-0.3323848634820389
ACH-000272,-0.21878458528542916
ACH-000274,-0.22458674976951531
ACH-000277,-0.3772212533902203
ACH-000278,-0.3590047100242768
ACH-000279,-0.29180623350338003
ACH-000280,-0.13437530611365964
ACH-000281,-0.4425850539059144
ACH-000288,-0.3454875318305695
ACH-000291,-0.3497025336470451
ACH-000293,-0.17852155040987214
ACH-000294,-0.4460408617073752
ACH-000295,-0.14037484087019178
ACH-000296,-0.18379140041134087
ACH-000302,-0.32328938093912607
ACH-000304,-0.426785678262159
ACH-000307,-0.2906542240225721
ACH-000308,-0.4260798006302145
ACH-000310,-0.2933731519900325
ACH-000311,-0.25976015889578824
ACH-000312,-0.3014364882452237
ACH-000315,-0.21324551395973154
ACH-000316,-0.36836746220249417
ACH-000317,-0.2876391655621865
ACH-000318,-0.35815649323237797
ACH-000319,-0.2357663240132287
ACH-000320,-0.4153112564044053
ACH-000322,-0.3902255049429593
ACH-000323,-0.4455620048965901
ACH-000324,-0.2441914194930613
ACH-000329,-0.2769946119808111
ACH-000330,-0.3690410747230847
ACH-000331,-0.22651027756021866
ACH-000332,-0.3296523259262027
ACH-000334,-0.3724526519665179
ACH-000335,-0.2537359159561001
ACH-000336,-0.26241825857108314
ACH-000337,-0.33366761279368273
ACH-000338,-0.4400674620483696
ACH-000339,-0.27099697907424564
ACH-000341,-0.2662010197396972
ACH-000348,-0.4132444459553881
ACH-000350,-0.3498448011105865
ACH-000352,-0.3029948965992648
ACH-000356,-0.3670497384272334
ACH-000361,-0.06290989391319615
ACH-000362,-0.3069499779146126
ACH-000363,-0.3165910849610161
ACH-000364,-0.3675708680851446
ACH-000365,-0.27010963218937994
ACH-000366,-0.29164188955206777
ACH-000368,-0.4086919006387767
ACH-000374,-0.3123812317861024
ACH-000375,-0.4251964877800809
ACH-000376,-0.2612194424680879
ACH-000381,-0.2524048901736081
ACH-000383,-0.2811437301721865
ACH-000387,-0.35863517440835724
ACH-000389,-0.2753520436003664
ACH-000390,-0.32386769494107576
ACH-000393,-0.31087591397630426
ACH-000395,-0.4353569870065879
ACH-000396,-0.20681426370014425
ACH-000397,-0.2779638744069023
ACH-000401,-0.371026261311492
ACH-000402,-0.3166711530922709
ACH-000403,-0.284578894292745
ACH-000404,-0.13013673099585912
ACH-000406,-0.3038141238797006
ACH-000407,-0.2810985142770735
ACH-000408,-0.2173445964648845
ACH-000410,-0.36308365665852416
ACH-000411,-0.30914362194853306
ACH-000414,-0.3763937145195253
ACH-000415,-0.2288972638577527
ACH-000416,-0.35677673533779325
ACH-000420,-0.18149310330548704
ACH-000421,-0.3209008971082425
ACH-000424,-0.2848060541725861
ACH-000425,-0.4091191523931546
ACH-000426,-0.2648242046707358
ACH-000427,-0.4026606084190661
ACH-000433,-0.1731164564883479
ACH-000435,-0.31872724174375083
ACH-000436,-0.22060491858864575
ACH-000444,-0.225335331709182
ACH-000445,-0.5918414065592631
ACH-000448,-0.30525881570464203
ACH-000450,-0.6260748670000674
ACH-000452,-0.3668551011890567
ACH-000454,-0.44214043382846496
ACH-000458,-0.2851054158184509
ACH-000459,-0.2820957605611232
ACH-000460,-0.2736280281711185
ACH-000461,-0.29775814675407586
ACH-000463,-0.33592040202159673
ACH-000464,-0.36542225702906733
ACH-000466,-0.3638673055185971
ACH-000467,-0.3255637723339254
ACH-000468,-0.24644846968347905
ACH-000469,-0.3764974617759611
ACH-000470,-0.2449496360021439
ACH-000471,-0.19518965338524455
ACH-000472,-0.28130208936718915
ACH-000473,-0.2350140372359759
ACH-000475,-0.3382724201301516
ACH-000476,-0.3453684888286973
ACH-000477,-0.2950014043933982
ACH-000479,-0.4426468079285379
ACH-000480,-0.3243752789257032
ACH-000481,-0.27816659052411824
ACH-000483,-0.2957747012903733
ACH-000484,-0.192987279115706
ACH-000485,-0.2903174797816281
ACH-000486,-0.3239148132415764
ACH-000487,-0.3183415229316157
ACH-000488,-0.24554958246689845
ACH-000490,-0.3504561437483417
ACH-000491,-0.17522228425817482
ACH-000495,-0.17517429769290607
ACH-000496,-0.26606303100819
ACH-000499,-0.4540043973352476
ACH-000500,-0.22486652700133253
ACH-000502,-0.3630302740000885
ACH-000503,-0.3053176210493838
ACH-000505,-0.31993764396983765
ACH-000507,-0.30161533816098085
ACH-000510,-0.2838208024709
ACH-000511,-0.4712645096885141
ACH-000512,-0.2844340112003012
ACH-000516,-0.2570756748743308
ACH-000517,-0.31883806545186644
ACH-000518,-0.30436099014540074
ACH-000520,-0.26646624633384897
ACH-000521,-0.2767369552079805
ACH-000522,-0.3236490328451633
ACH-000524,-0.26136761374439066
ACH-000527,-0.2855573577010252
ACH-000528,-0.38007148870561897
ACH-000537,-0.1413523170575409
ACH-000541,-0.5195442822832046
ACH-000542,-0.3077855152321229
ACH-000544,-0.2831677019720536
ACH-000545,-0.19723971582423566
ACH-000547,-0.3808111151877932
ACH-000548,-0.28506880952425306
ACH-000549,-0.39291514443898057
ACH-000550,-0.3434665666462211
ACH-000552,-0.2372662664111881
ACH-000556,-0.24539399982003554
ACH-000557,-0.256735080448118
ACH-000569,-0.37326300017753933
ACH-000570,-0.3768011910375288
ACH-000571,-0.26207874272017234
ACH-000573,-0.2625557087750356
ACH-000576,-0.3089454220387374
ACH-000579,-0.38682838143171694
ACH-000580,-0.14512511804029812
ACH-000584,-0.2351283953386981
ACH-000585,-0.3412248536113767
ACH-000588,-0.2000210972718953
ACH-000589,-0.3558092996187431
ACH-000591,-0.2966072754125694
ACH-000593,-0.2944667672931073
ACH-000600,-0.3402381605981699
ACH-000601,-0.28353073078600755
ACH-000605,-0.323013842338303
ACH-000606,-0.3447406925968799
ACH-000608,-0.3070673026257161
ACH-000614,-0.2609870280688224
ACH-000616,-0.20432953418177666
ACH-000618,-0.3134431844332131
ACH-000619,-0.20836891658194495
ACH-000620,-0.33982235798477073
ACH-000621,-0.2918511819714099
ACH-000622,-0.23710228057417956
ACH-000623,-0.4173602938334593
ACH-000624,-0.27678175438654234
ACH-000627,-0.3279461691314858
ACH-000630,-0.2910557891137864
ACH-000631,-0.21098062648062685
ACH-000632,-0.31483032609873146
ACH-000633,-0.3053915560945528
ACH-000637,-0.4911064256561122
ACH-000638,-0.2907590490087495
ACH-000646,-0.2611427576556894
ACH-000647,-0.27725806627592336
ACH-000648,-0.235913425925031
ACH-000649,-0.2734617228580202
ACH-000651,-0.28906418151053603
ACH-000652,-0.27721078103729363
ACH-000653,-0.2692879760044904
ACH-000657,-0.2478257335657947
ACH-000658,-0.15294008019932448
ACH-000661,-0.2886455022625223
ACH-000662,-0.4778051005132522
ACH-000663,-0.3781617935289364
ACH-000665,-0.3120488889807229
ACH-000671,-0.11313126951731073
ACH-000672,0.0618377894013516
ACH-000673,-0.30745826400010645
ACH-000676,-0.3463794053336236
ACH-000677,-0.2774905089650206
ACH-000681,-0.3452521368522317
ACH-000683,-0.2886249045310177
ACH-000684,-0.16476840772937446
ACH-000688,-0.4201144782164179
ACH-000693,-0.23299543466243425
ACH-000694,-0.3806523064769621
ACH-000695,-0.2413794899665125
ACH-000696,-0.25000969865432343
ACH-000697,-0.3067559745242905
ACH-000699,-0.2874339438699988
ACH-000701,-0.32833619077356585
ACH-000706,-0.18816074290516488
ACH-000711,-0.21438545132139056
ACH-000713,-0.23643080325511
ACH-000714,-0.3907503448256477
ACH-000718,-0.17365175380472328
ACH-000720,-0.3772736357968218
ACH-000721,-0.27924748690396345
ACH-000724,-0.4484036723887563
ACH-000725,-0.2657500786577928
ACH-000732,-0.3196743649834149
ACH-000734,-0.3810226648721462
ACH-000735,-0.2855574279426266
ACH-000736,-0.41671298018189096
ACH-000738,-0.3066210492055019
ACH-000746,-0.3047003342713511
ACH-000747,-0.3187117547884392
ACH-000748,-0.43167153096289895
ACH-000753,-0.2971988932136461
ACH-000756,-0.3938642164742901
ACH-000757,-0.19396408700422801
ACH-000758,-0.18155053276250308
ACH-000760,-0.29247548940177204
ACH-000762,-0.35377441630968104
ACH-000763,-0.31250521606665443
ACH-000764,-0.2788229898996062
ACH-000765,-0.4204426184492577
ACH-000766,-0.2990308373873641
ACH-000767,-0.32020608247541443
ACH-000768,-0.3590317093534555
ACH-000769,-0.2292358284545375
ACH-000770,-0.23555030699674576
ACH-000771,-0.3036944068452689
ACH-000773,-0.31971225941361797
ACH-000776,-0.31245918460127897
ACH-000777,-0.3195203547019684
ACH-000778,-0.2299459440765988
ACH-000781,-0.2480896895053802
ACH-000782,-0.4693408958873203
ACH-000783,-0.3630468102001157
ACH-000784,-0.27103285128455873
ACH-000785,-0.2802461992395596
ACH-000787,-0.3957057872101399
ACH-000788,-0.2921409191065991
ACH-000791,-0.27713657034482936
ACH-000792,-0.3396149860384682
ACH-000794,-0.29019661508304706
ACH-000796,-0.3280099778568346
ACH-000798,-0.30247813849895944
ACH-000799,-0.5086974594648597
ACH-000800,-0.2547626644722921
ACH-000802,-0.3484820176939836
ACH-000804,-0.32654215329456965
ACH-000805,-0.6658517054274669
ACH-000809,-0.3309700643392749
ACH-000810,-0.5562190612438616
ACH-000811,-0.2677850682789328
ACH-000817,-0.17443076707222446
ACH-000819,-0.4314541672920783
ACH-000820,-0.6433039203603774
ACH-000821,-0.20848893637566124
ACH-000822,-0.22029798456728186
ACH-000823,-0.3144186412583624
ACH-000824,-0.3571233306287031
ACH-000827,-0.3007270404516642
ACH-000829,-0.28986643044162425
ACH-000831,-0.3136559510511154
ACH-000832,-0.3806938366051566
ACH-000833,-0.3217302732979867
ACH-000834,-0.3699319092068898
ACH-000835,-0.3796475295404973
ACH-000836,-0.217309929732978
ACH-000837,-0.2971444381545951
ACH-000838,-0.0888065981702216
ACH-000839,-0.2682145783687153
ACH-000840,-0.3476213926924269
ACH-000841,-0.25236082332667104
ACH-000843,-0.2451210010460395
ACH-000846,-0.35603196427364225
ACH-000847,-0.31238148119021586
ACH-000848,-0.3245714660439777
ACH-000849,-0.1939967949916552
ACH-000851,-0.3136621764685097
ACH-000855,-0.4088713098939636
ACH-000856,-0.2293515367482238
ACH-000858,-0.2727317677221477
ACH-000859,-0.2878290292193713
ACH-000861,-0.27499915053418456
ACH-000862,-0.34650455050708
ACH-000865,-0.3082238834154832
ACH-000866,-0.2607518673522102
ACH-000867,-0.2770017653169078
ACH-000869,-0.3231613290030889
ACH-000872,-0.26635376347058565
ACH-000873,-0.42825903088478173
ACH-000876,-0.36948876604438896
ACH-000878,-0.5766266929137173
ACH-000880,-0.1903642844473948
ACH-000881,-0.2620851439372143
ACH-000882,-0.1955012549633829
ACH-000884,-0.20537741340831184
ACH-000885,-0.2386592821599512
ACH-000887,-0.3992948058121672
ACH-000889,-0.18271483471949013
ACH-000896,-0.2826132462170437
ACH-000898,-0.2612752925063288
ACH-000900,-0.4732262158109906
ACH-000901,-0.3198439638425503
ACH-000905,-0.3085161057151543
ACH-000906,-0.3559561247607696
ACH-000907,-0.1662483395266856
ACH-000910,-0.17741495471328686
ACH-000911,-0.2276384265560088
ACH-000912,-0.2935866012623624
ACH-000913,-0.4302024481070056
ACH-000915,-0.3237665964319511
ACH-000916,0.11926171896936183
ACH-000917,-0.5888134925988787
ACH-000920,0.02476417434606752
ACH-000921,-0.3393120535672073
ACH-000924,-0.3475518527384725
ACH-000926,-0.2458077638708036
ACH-000928,-0.0984591921767839
ACH-000929,-0.31317295576317306
ACH-000932,-0.4108579293595333
ACH-000935,-0.2750054284419993
ACH-000936,-0.3224384083239818
ACH-000937,-0.32715976198674546
ACH-000938,-0.17350129684854668
ACH-000939,-0.32405743951680666
ACH-000941,-0.2978697521834889
ACH-000943,-0.19248614743053535
ACH-000946,-0.384570612155466
ACH-000947,-0.26440667823479197
ACH-000948,-0.36268032458830063
ACH-000950,-0.3575960562655133
ACH-000953,-0.2876000521855496
ACH-000954,-0.3790605333052746
ACH-000957,-0.4587150096695194
ACH-000958,-0.14670645749060418
ACH-000960,-0.3761888590881899
ACH-000963,-0.2393918897090593
ACH-000968,-0.2836877571537771
ACH-000969,-0.3572024079991003
ACH-000972,-0.3293003399969148
ACH-000973,-0.2643610147371581
ACH-000974,-0.1915215162073362
ACH-000978,-0.3090949886225664
ACH-000984,-0.4192531799145387
ACH-000986,-0.18022807992192946
ACH-000988,-0.3351148765025127
ACH-000993,-0.3753728139907796
ACH-000994,-0.26662542052379545
ACH-000996,-0.31607794021112673
ACH-001001,-0.32351674969493444
ACH-001020,-0.20160317221490007
ACH-001028,-0.4477714685199153
ACH-001031,-0.3766437227434051
ACH-001038,-0.3052692803718949
ACH-001048,-0.27576556977221783
ACH-001050,-0.30872220879655193
ACH-001053,-0.33997100537814096
ACH-001054,-0.2295841175471909
ACH-001061,-0.2638681861206988
ACH-001067,-0.4717577139891897
ACH-001075,-0.16525690436654125
ACH-001096,-0.3004941696697481
ACH-001111,-0.20058688500732855
ACH-001119,-0.4204708073709904
ACH-001128,-0.496769656846754
ACH-001134,-0.18588971095830806
ACH-001151,-0.3706842356558678
ACH-001163,-0.36960322176357896
ACH-001164,-0.35049768327801695
ACH-001183,-0.21908521912755044
ACH-001192,-0.2804605652841217
ACH-001193,-0.4337128071573959
ACH-001196,-0.3014126004683584
ACH-001197,-0.3651525177939055
ACH-001205,-0.30733794931735325
ACH-001211,-0.2823363108599052
ACH-001212,-0.5257270098374079
ACH-001228,-0.3337380809225792
ACH-001232,-0.2454539692706134
ACH-001239,-0.3512744146600653
ACH-001270,-0.4064589089318009
ACH-001274,-0.2291692613596405
ACH-001275,-0.27925915875146545
ACH-001277,-0.2908614764007134
ACH-001278,-0.3689674046821156
ACH-001280,-0.3115433922948415
ACH-001283,-0.3618945836266604
ACH-001289,-0.2542561014934737
ACH-001300,-0.37489070707935895
ACH-001301,-0.13133558005926768
ACH-001302,-0.26099017176630035
ACH-001306,-0.369322231320422
ACH-001318,-0.43678320965242173
ACH-001322,-0.4660200488521138
ACH-001328,-0.2595831868306985
ACH-001332,-0.28242314241173305
ACH-001336,-0.24883634263050303
ACH-001346,-0.2805990254915202
ACH-001353,-0.4009720281763302
ACH-001354,-0.37956739161166897
ACH-001367,-0.3989533267470347
ACH-001368,-0.2489900838647169
ACH-001374,-0.18841454202634264
ACH-001377,-0.3212886548780712
ACH-001380,-0.2936816700851628
ACH-001391,-0.25315985176933736
ACH-001408,-0.35088540944916724
ACH-001430,-0.39095905438357503
ACH-001431,-0.3339910901291566
ACH-001450,-0.12213503291801073
ACH-001496,-0.3801586019425093
ACH-001500,-0.24996721569342314
ACH-001523,-0.20377988937740274
ACH-001532,-0.3358103673206951
ACH-001550,-0.3810843970920525
ACH-001552,-0.32730850443171616
ACH-001554,-0.19839317939996515
ACH-001654,-0.3845544017509747
ACH-001735,-0.2671673150003888
ACH-001736,-0.19587776197142587
ACH-001737,-0.16693642863451588
ACH-001740,-0.34537788617713505
ACH-001745,-0.3882035140141524
ACH-001765,-0.300402653625644
