,PRR3 (80742)
ACH-000004,-0.22569170288175605
ACH-000005,-0.3312054350486833
ACH-000007,0.010841271687618037
ACH-000009,-0.06890825356134585
ACH-000011,0.01846381977325004
ACH-000012,-0.09371938644019463
ACH-000013,-0.09448512127893896
ACH-000014,-0.15866570758718093
ACH-000015,0.00802253890553818
ACH-000017,-0.06588141517787242
ACH-000018,-0.1435974415007416
ACH-000019,0.043946910727812746
ACH-000021,0.024718291679026658
ACH-000022,-0.06683260705495843
ACH-000025,-0.03494839538523563
ACH-000028,-0.1095755128007227
ACH-000030,-0.028984417207542038
ACH-000035,-0.08255006801286217
ACH-000036,-0.11871901016974265
ACH-000037,-0.03085008101385115
ACH-000039,-0.07434185318876534
ACH-000040,-0.05062384693094037
ACH-000041,0.055745858185384634
ACH-000042,-0.049104002838678856
ACH-000045,0.035665835924993686
ACH-000047,0.02121021797479131
ACH-000052,0.005582015105372278
ACH-000053,-0.057196356216601865
ACH-000054,-0.1205306679379646
ACH-000055,-0.037541140496865376
ACH-000060,-0.12765357489544427
ACH-000067,-0.12531194304631188
ACH-000070,0.010566620444498884
ACH-000075,-0.10112434165649836
ACH-000078,0.05176266314630657
ACH-000082,-0.16652670405161615
ACH-000085,-0.1242371325539406
ACH-000086,0.07549354035400932
ACH-000087,0.12025559823049407
ACH-000092,-0.038695572271177696
ACH-000095,-0.09919631326101447
ACH-000097,-0.030082830769007238
ACH-000098,-0.07027861427120073
ACH-000099,0.01805487833311315
ACH-000108,-0.17423610895904973
ACH-000113,-0.10666844213801403
ACH-000116,-0.10862825478100033
ACH-000118,-0.05768518427554019
ACH-000120,-0.15076746920716502
ACH-000123,-0.112486575589493
ACH-000127,-0.06463785595599895
ACH-000128,-0.07563251855893861
ACH-000132,0.01770197786708175
ACH-000133,0.00032995564697789644
ACH-000137,-0.2472814251151929
ACH-000138,-0.08807365646630512
ACH-000142,-0.10872419601339754
ACH-000143,-0.033577256133852235
ACH-000146,0.014551056818841512
ACH-000148,-0.0871549192057807
ACH-000150,-0.1343784465430081
ACH-000152,-0.14372197850410728
ACH-000153,-0.06466854498202229
ACH-000159,-0.028345056194364632
ACH-000160,-0.04980404836782792
ACH-000163,-0.061233352153697324
ACH-000167,-0.009788603662786536
ACH-000168,-0.1782407403552385
ACH-000169,-0.05673608934750446
ACH-000178,-0.1078655043847376
ACH-000183,-0.05680803576949986
ACH-000188,-0.026943444283103697
ACH-000189,-0.05996090598440203
ACH-000190,-0.07405209304893841
ACH-000198,-0.0586077948059864
ACH-000203,0.5205280542755869
ACH-000204,0.14660515084467465
ACH-000206,0.008483617477271823
ACH-000207,-0.04745168526209146
ACH-000208,-0.12738370121085635
ACH-000210,-0.004910770534001162
ACH-000211,-0.04824775643263353
ACH-000215,-0.08032491217750776
ACH-000221,0.044833833979582065
ACH-000222,-0.18624810181021031
ACH-000223,-0.2423061257424069
ACH-000226,0.07199558435150541
ACH-000227,0.05704714085310445
ACH-000228,-0.06202249879587396
ACH-000231,-0.0379017580890092
ACH-000232,-0.08406996322986819
ACH-000233,-0.14248732421676108
ACH-000234,-0.047463937251982884
ACH-000235,-0.02016944168638566
ACH-000237,-0.027304161567371726
ACH-000238,-0.17284705131594547
ACH-000242,0.4177198477494345
ACH-000243,-0.04034540891596183
ACH-000244,-0.10042568077821576
ACH-000246,-0.07670893863126503
ACH-000248,-0.033228752166086103
ACH-000250,-0.11745440733872993
ACH-000251,0.056300295863993335
ACH-000252,-0.1966291683464476
ACH-000253,-0.025867447921663768
ACH-000255,0.05679071797121769
ACH-000256,-0.08424195464431082
ACH-000257,-0.055128602670057564
ACH-000258,0.13805157949719404
ACH-000259,-0.04181300649952426
ACH-000260,-0.04336885626238148
ACH-000261,-0.09329096734908153
ACH-000262,0.005469413983090849
ACH-000263,-0.12431834445411867
ACH-000264,0.014555505493779503
ACH-000265,-0.07520596680450778
ACH-000266,-0.09645385367094368
ACH-000272,-0.07686663768811466
ACH-000274,-0.03811329819246557
ACH-000277,-0.018722620962878148
ACH-000278,-0.01692469644197324
ACH-000279,-0.031292575863537515
ACH-000280,-0.18080947071800926
ACH-000281,-0.2700941300008794
ACH-000288,0.0259449776681772
ACH-000291,-0.023388927002198818
ACH-000293,-0.1363937884888953
ACH-000294,-0.03893442714191506
ACH-000295,-0.36230655758715996
ACH-000296,-0.08168734650691767
ACH-000302,-0.0399956401275243
ACH-000304,0.056369784851226575
ACH-000307,-0.16856876100556553
ACH-000308,-0.027456169142350408
ACH-000310,0.12674472900877065
ACH-000311,-0.01573958605712758
ACH-000312,-0.059416501733166725
ACH-000315,0.03695464875080811
ACH-000316,-0.14061002162713976
ACH-000317,-0.10268738958628057
ACH-000318,-0.08418278429480938
ACH-000319,0.027715379679161357
ACH-000320,-0.10329372441215699
ACH-000322,0.021677967427765624
ACH-000323,0.07543833553612833
ACH-000324,-0.10727792652238828
ACH-000329,0.009077933195339996
ACH-000330,0.0066724476758543635
ACH-000331,-0.06888725414196667
ACH-000332,-0.05068157988275578
ACH-000334,0.07920493179640177
ACH-000335,0.2710442321713209
ACH-000336,-0.08805327371809323
ACH-000337,-0.1391571157827032
ACH-000338,-0.1717551462207078
ACH-000339,-0.010141306964688507
ACH-000341,0.07597092487736476
ACH-000348,-0.08349853371539348
ACH-000350,-0.010392857620330402
ACH-000352,-0.1001363908632481
ACH-000356,-0.11269241755504278
ACH-000361,-0.13767322779418414
ACH-000362,-0.18110357416944
ACH-000363,-0.024259265351614427
ACH-000364,-0.08300217667255243
ACH-000365,0.00451329380681994
ACH-000366,-0.0602265434590125
ACH-000368,-0.10975738923150932
ACH-000374,-0.432875819059294
ACH-000375,-0.057886506633374385
ACH-000376,-0.052210559227464315
ACH-000381,-0.1651833245722195
ACH-000383,-0.0423779664936343
ACH-000387,-0.09025354560404857
ACH-000389,0.029202449872757438
ACH-000390,-0.017252079406046218
ACH-000393,-0.2138830195579386
ACH-000395,-0.06063154429784921
ACH-000396,0.028291745175264282
ACH-000397,-0.2819284002495294
ACH-000401,-0.006251778141522614
ACH-000402,-0.1623251700464564
ACH-000403,-0.030578312504322882
ACH-000404,-0.09103859122838608
ACH-000406,-0.1332940282627098
ACH-000407,-0.1441984898312307
ACH-000408,-0.055049220662379834
ACH-000410,-0.08270474072284352
ACH-000411,-0.019799794937536364
ACH-000414,0.000993711222381169
ACH-000415,-0.028613838070861642
ACH-000416,-0.06490782416518275
ACH-000420,0.12254951822557834
ACH-000421,-0.03448379291813297
ACH-000424,-0.12936784653484762
ACH-000425,-0.024771454378473726
ACH-000426,0.07055945029377314
ACH-000427,-0.15721393726753186
ACH-000433,-0.20292104169724676
ACH-000435,0.06514692771619514
ACH-000436,-0.07462583686517478
ACH-000444,-0.24457426466120766
ACH-000445,-0.015919448066065853
ACH-000448,-0.031369680904556926
ACH-000450,-0.0559765855380414
ACH-000452,-0.09525462377509453
ACH-000454,-0.12804713056664702
ACH-000458,-0.15413269957726744
ACH-000459,-0.0024021884641267795
ACH-000460,-0.12863579982928508
ACH-000461,0.01556356519331308
ACH-000463,-0.08593855187583055
ACH-000464,-0.024962542591782245
ACH-000466,-0.22787759165381305
ACH-000467,0.03405571907418763
ACH-000468,-0.07244191074027669
ACH-000469,-0.015570803174131759
ACH-000470,-0.15147997090505153
ACH-000471,-0.0683514378068787
