,SBK2 (646643)
ACH-000004,-0.08322037051120876
ACH-000005,-0.3759225757308519
ACH-000007,-0.09100354179342353
ACH-000009,-0.18267236978701248
ACH-000011,-0.10861974952366284
ACH-000012,-0.05220341708964621
ACH-000013,-0.2881901772216792
ACH-000014,-0.25592450439234
ACH-000015,-0.3169097875288541
ACH-000017,-0.08902243045594757
ACH-000018,-0.3819106815080013
ACH-000019,-0.017995800994569308
ACH-000021,-0.2199282579340999
ACH-000022,-0.15421873261204194
ACH-000025,-0.13610910766831216
ACH-000028,-0.1520824820045955
ACH-000030,-0.2220925152373923
ACH-000035,-0.14145578527578914
ACH-000036,-0.282441093298606
ACH-000037,-0.10345069293456567
ACH-000039,0.00984226785672868
ACH-000040,-0.05693474208249765
ACH-000041,-0.0791491043141013
ACH-000042,0.005243174968885646
ACH-000045,-0.17303502642621418
ACH-000047,-0.04269913791431314
ACH-000052,-0.17278670979790342
ACH-000053,-0.23648778893775846
ACH-000054,-0.1504237689597394
ACH-000055,-0.30412122210490444
ACH-000060,-0.17076500130420935
ACH-000067,0.031814185299790486
ACH-000070,0.03769197132798055
ACH-000075,-0.19566938189517025
ACH-000078,-0.12979267024860253
ACH-000082,-0.1280932189930446
ACH-000085,0.22965338124404544
ACH-000086,-0.04853545186231604
ACH-000087,-0.1691880851773909
ACH-000092,-0.2577346293007484
ACH-000095,-0.12525465217610174
ACH-000097,-0.18234003034645715
ACH-000098,-0.11941703424266535
ACH-000099,-0.2532210772604428
ACH-000108,-0.06586374789870282
ACH-000113,-0.09141866149211124
ACH-000116,-0.26176565443411604
ACH-000118,-0.1552414807836137
ACH-000120,-0.04124655907871929
ACH-000123,-0.12863301129894608
ACH-000127,-0.14663837729285767
ACH-000128,-0.1751422664739453
ACH-000132,0.09109647221212104
ACH-000133,-0.13109861616188068
ACH-000137,-0.211077688336894
ACH-000138,-0.1096446590636498
ACH-000142,-0.1630453975575557
ACH-000143,0.043639932159635415
ACH-000146,-0.20645572694681125
