,SYNGR4 (23546)
ACH-000004,0.04116501548034752
ACH-000005,0.08434381341422517
ACH-000007,0.08426144223581984
ACH-000009,-0.03483848812928171
ACH-000011,0.11477427702834507
ACH-000012,-0.09063554737173207
ACH-000013,-0.11148948964776996
ACH-000014,-0.03156338967080024
ACH-000015,-0.12405476293847476
ACH-000017,-0.05335795324276763
ACH-000018,-0.0251099496419407
ACH-000019,0.11157449933991992
ACH-000021,0.03322244409461464
ACH-000022,-0.003820572382537275
ACH-000025,0.05947373621824245
ACH-000028,-0.030029172259633623
ACH-000030,-0.024925133621578683
ACH-000035,-0.14619346948046186
ACH-000036,0.04278818241399937
ACH-000037,0.012810158737134328
ACH-000039,0.11890404941792992
ACH-000040,0.04157546838894364
ACH-000041,-0.0014962939206933715
ACH-000042,-0.007573072029975595
ACH-000045,-0.0890807923930734
ACH-000047,-0.04124019851771493
ACH-000052,0.0197109901793848
ACH-000053,0.09312927438185832
ACH-000054,-0.03990175774029989
ACH-000055,0.10389715624862177
ACH-000060,0.08338715340639552
ACH-000067,-0.005262081758534707
ACH-000070,-0.06679472412287962
ACH-000075,-0.02488364023619637
ACH-000078,0.03468504858882821
ACH-000082,0.03610459771754272
ACH-000085,-0.06543503547149553
ACH-000086,-0.187540785862536
ACH-000087,0.12673773627613585
ACH-000092,-0.021432659628437444
ACH-000095,-0.038265393886280134
ACH-000097,-0.06348969541126159
ACH-000098,-0.050637489458672975
ACH-000099,0.06129421902008275
ACH-000108,-0.13714542057523474
ACH-000113,-0.01308179027225858
ACH-000116,0.13348988697376787
ACH-000118,-0.030639079454546237
ACH-000120,-0.04849743788361821
ACH-000123,-0.09848893385243444
ACH-000127,-0.028100555160820984
ACH-000128,-0.08608875138227068
ACH-000132,0.055336222346473056
ACH-000133,0.03880674463312851
ACH-000137,-0.28044173525649857
ACH-000138,-0.02590731981943082
ACH-000142,-0.09780090127396324
ACH-000143,-0.057302939995736636
ACH-000146,0.0075886172495982845
ACH-000148,0.0520332860949787
ACH-000150,0.1903095180921176
ACH-000152,-0.026925013669846492
ACH-000153,-0.13036843259900488
ACH-000159,0.06728141381406899
ACH-000160,-0.012265146853558256
ACH-000163,-0.10501933031338936
ACH-000167,0.17754660191384208
ACH-000168,-0.05771231354192762
ACH-000169,0.01824649544896945
ACH-000178,0.1079281278657592
ACH-000183,-0.11201161787919273
ACH-000188,0.10608725101562004
ACH-000189,-0.05844490044965168
ACH-000190,0.06484211327782362
ACH-000198,0.006385754649289039
ACH-000203,0.257479401581129
ACH-000204,0.05528624273116469
ACH-000206,-0.010826927682735956
ACH-000207,-0.05016082361579907
ACH-000208,-0.15230989971399178
ACH-000210,-0.2028211131933603
ACH-000211,-0.009044744063651269
ACH-000215,0.034661415761143684
ACH-000221,0.04922232115180615
ACH-000222,-0.1868316888271448
ACH-000223,0.0536988272150929
ACH-000226,0.1066511926354626
ACH-000227,0.08352483326727071
ACH-000228,-0.013488563563666437
ACH-000231,0.04526331750121445
ACH-000232,-0.015167213071903472
ACH-000233,-0.039508279515719794
ACH-000234,1.0158439261925256e-05
ACH-000235,-0.01867806637277972
ACH-000237,-0.05997168636397674
ACH-000238,0.14720110032103986
ACH-000242,-0.20658927836102925
ACH-000243,0.020327186054400682
ACH-000244,0.0147134075627933
ACH-000246,-0.05827248534449199
ACH-000248,0.02813329507456529
ACH-000250,-0.029747682656801513
ACH-000251,0.10105562405180901
ACH-000252,-0.13498488631238087
ACH-000253,-0.07403168951137354
ACH-000255,-0.019379845896464562
ACH-000256,0.10217100690557236
ACH-000257,0.05181378160916667
ACH-000258,-0.023424636641616058
ACH-000259,0.012979598004973359
ACH-000260,-0.0017929454581212352
ACH-000261,0.07768515411553686
ACH-000262,-0.21276059882476264
ACH-000263,-0.03806394909540842
ACH-000264,0.033670246075710925
ACH-000265,-0.14205392417758228
ACH-000266,-0.00459293789254474
ACH-000272,0.04331617363858895
ACH-000274,0.058528517362215586
ACH-000277,0.07053705349784996
ACH-000278,0.04754195888978442
ACH-000279,0.01166611633169853
ACH-000280,-0.2245685840368835
ACH-000281,-0.0757589131037579
ACH-000288,0.09879397058785162
ACH-000291,-0.2115671587819388
ACH-000293,-0.02200612432698024
ACH-000294,-0.3346134776388968
ACH-000295,-0.08114035767187705
ACH-000296,0.010448437695395564
ACH-000302,-0.2798512920876938
ACH-000304,-0.1963180427956085
ACH-000307,0.0352902285578959
ACH-000308,0.012497078329088135
ACH-000310,-0.0036276074813331007
ACH-000311,-0.09770073124213376
ACH-000312,0.03233508322981323
ACH-000315,-0.0045975759603664925
ACH-000316,0.11004324732060457
ACH-000317,0.17696173353622435
ACH-000318,-0.015672135725617473
ACH-000319,0.0587163325598422
ACH-000320,0.056306368018636616
ACH-000322,-0.05138491311246827
ACH-000323,0.014962176336630875
ACH-000324,-0.04804013058757402
ACH-000329,0.014450849550053872
ACH-000330,0.1139201129729484
ACH-000331,0.1593478032228864
ACH-000332,-0.01018117979169404
ACH-000334,0.044068061917107035
ACH-000335,0.06260377339363347
ACH-000336,-0.019392249311134147
ACH-000337,-0.025359151359925426
