,BUD31 (8896)
ACH-000150,-1.3583345650559788
ACH-000152,-1.3193061748777208
ACH-000153,-1.2761266096134642
ACH-000159,-1.1792367902435936
ACH-000160,-1.4722539272890327
ACH-000163,-1.393608970383293
ACH-000167,-0.5103695379740683
ACH-000168,-1.3678070549167154
ACH-000169,-1.2898928890447805
ACH-000178,-1.2630285874359712
ACH-000183,-1.3030877452853384
ACH-000188,-1.3417813077833016
ACH-000189,-1.226582248267402
ACH-000190,-1.1880690630648552
ACH-000198,-1.4906563841020892
ACH-000203,-1.274325219335802
ACH-000204,-1.0721052715686517
ACH-000206,-1.0574918641943596
ACH-000207,-1.272936939494297
ACH-000208,-1.6315036878712084
ACH-000210,-1.2781997533642
ACH-000211,-1.1654423831534475
ACH-000215,-1.0877086619904095
ACH-000221,-1.6304827021522332
ACH-000222,-1.1833382010330629
ACH-000223,-1.3900092989391222
ACH-000226,-1.2402541516733792
ACH-000227,-1.321395981480508
ACH-000228,-1.2715109352938472
ACH-000231,-1.3329122261626412
ACH-000232,-1.414996465442727
ACH-000233,-1.2949178467378792
ACH-000234,-1.1905150182890836
ACH-000235,-1.2842853043426368
ACH-000237,-1.2932700831108501
ACH-000238,-1.264885856778086
ACH-000242,-1.2343490272207465
ACH-000243,-1.2406191395594093
ACH-000244,-1.3958775825146692
ACH-000246,-1.2007366757711408
ACH-000248,-1.211971823105486
ACH-000250,-1.1977280416859521
ACH-000251,-1.2573647163787376
ACH-000252,-1.31799454494537
ACH-000253,-1.2472938241134666
ACH-000255,-1.2365896480880691
ACH-000256,-1.2530584731838077
ACH-000257,-0.91138818956321
ACH-000258,-1.2087768934104788
ACH-000259,-1.200537725260926
ACH-000260,-1.3528035882444431
ACH-000261,-1.2124857087218412
ACH-000262,-1.3381817354231889
ACH-000263,-1.5503797805526718
ACH-000264,-1.1487383221997702
ACH-000265,-1.2780031799652396
ACH-000266,-1.0188588759025454
ACH-000272,-1.2346450205028456
ACH-000274,-1.1526492689569732
ACH-000277,-1.3845282818054747
ACH-000278,-1.2747188853716755
ACH-000279,-1.2538572539847046
ACH-000280,-1.3206331465707617
ACH-000281,-1.2598681245975478
ACH-000288,-1.0983520416226418
ACH-000291,-1.1556263803900766
ACH-000293,-1.1987670009700429
ACH-000294,-1.531710210457004
ACH-000295,-1.3763041283662685
ACH-000296,-1.3815340535760174
ACH-000302,-1.5972103222551863
ACH-000304,-1.0713591487602927
ACH-000307,-1.293534053514004
ACH-000308,-1.2545473261697864
ACH-000310,-1.289773398674416
ACH-000311,-1.2971985951590397
ACH-000312,-1.355746356978161
ACH-000315,-1.3025329445791607
ACH-000316,-1.0861450698498616
ACH-000317,-1.1659310450461275
ACH-000318,-1.4171407362452098
ACH-000319,-1.3468260677481885
ACH-000320,-1.2617233230304403
ACH-000322,-1.4071526622477557
ACH-000323,-1.4986306264718774
ACH-000324,-1.3179478729298502
ACH-000329,-1.4622742900286592
ACH-000330,-1.2709203867744387
ACH-000331,-1.342759145183906
ACH-000332,-1.2551605463901825
ACH-000334,-1.246429024771055
ACH-000335,-1.116746302011947
ACH-000336,-1.2871629958516742
ACH-000337,-1.3749645647150148
ACH-000338,-1.6055005248711147
ACH-000339,-1.3228341559432115
ACH-000341,-1.358257990057722
ACH-000348,-1.3234503444579817
ACH-000350,-1.2276875223901726
ACH-000352,-1.4947509589224006
ACH-000356,-1.2182510518107008
ACH-000361,-1.3145740891869782
ACH-000362,-1.3419823536536155
ACH-000363,-1.3235169145594974
ACH-000364,-1.4530558185427802
ACH-000365,-1.399870100481787
ACH-000366,-1.3935067778775148
ACH-000368,-1.3292140641919343
ACH-000374,-1.495542292141935
ACH-000375,-1.3753568286425706
ACH-000376,-1.2665121575268028
ACH-000381,-1.3181662004089214
ACH-000383,-1.2055948020549687
ACH-000387,-1.2070888026229414
ACH-000389,-1.2619732350013986
ACH-000390,-1.1562617069367396
ACH-000393,-1.2376063345175357
ACH-000395,-1.276439214275014
ACH-000396,-1.1699423565156997
ACH-000397,-1.1317839998150816
ACH-000401,-1.1202952006216187
ACH-000402,-1.608093826022882
ACH-000403,-1.422431213701684
ACH-000404,-1.1004397674165165
ACH-000406,-1.4512703888404543
ACH-000407,-1.3897808053779641
ACH-000408,-1.169876807331002
ACH-000410,-1.1666071212680982
ACH-000411,-1.2312639661750635
ACH-000414,-1.5440500643791644
ACH-000415,-1.3537517908690646
ACH-000416,-1.2409418673930066
ACH-000420,-1.1970105514360962
ACH-000421,-1.252341811825736
ACH-000424,-1.2883982290302791
ACH-000425,-1.210086953900826
ACH-000426,-1.1105075109084683
ACH-000427,-1.4355600898685628
ACH-000433,-1.252135548299686
ACH-000435,-1.3396082116199133
ACH-000436,-1.017067738913235
ACH-000444,-1.4369043258429934
ACH-000445,-1.3609282227360755
ACH-000448,-1.2584546301966768
ACH-000450,-1.0404182847922925
ACH-000452,-1.4482873498233035
ACH-000454,-1.1565019433121222
ACH-000458,-1.2686337199666375
ACH-000459,-1.3914092599067658
ACH-000460,-1.2144796192442069
ACH-000461,-1.3021141339878264
ACH-000463,-1.1114754670591789
ACH-000464,-1.1220821535794292
ACH-000466,-1.397013695909851
ACH-000467,-1.1861433377216724
ACH-000468,-1.294146335025668
ACH-000469,-1.2060611545810496
ACH-000470,-1.3867223837446174
ACH-000471,-1.2623345590359147
ACH-000472,-1.0842756170512513
ACH-000473,-1.296975012022424
ACH-000475,-1.1241192755906568
ACH-000476,-1.3171845178438224
ACH-000477,-1.1780301181069175
ACH-000479,-1.4753231162348064
ACH-000480,-1.1710295739151584
ACH-000481,-1.4376322576145917
ACH-000483,-1.524070294795334
ACH-000484,-1.4430587601629248
ACH-000485,-1.2242190985573322
ACH-000486,-1.2306564515133973
ACH-000487,-1.3865151509215343
ACH-000488,-1.3860754844316625
ACH-000490,-1.4912955694263224
ACH-000491,-1.2480198576749155
ACH-000495,-1.3249985307038004
ACH-000496,-1.3257487675440625
ACH-000499,-1.2719315206716928
ACH-000500,-1.9866870002191692
ACH-000502,-1.4429894530901046
ACH-000503,-1.2915580198557175
ACH-000505,-1.4931982177083571
ACH-000507,-1.2496331178994058
ACH-000510,-1.2507607239937582
ACH-000511,-1.2565314892533708
ACH-000512,-1.3553607354818595
ACH-000516,-1.163975911855169
ACH-000517,-1.2117572259680751
ACH-000518,-1.267623747121999
ACH-000520,-1.3062936236843103
ACH-000521,-1.2523694350685444
ACH-000522,-1.230229812092142
ACH-000524,-1.1144301063881459
ACH-000527,-1.3511566593860305
ACH-000528,-1.2769532779624466
ACH-000537,-1.3523269750082731
ACH-000541,-1.1024893755954568
ACH-000542,-1.444713619497464
ACH-000544,-1.140851641495936
ACH-000545,-1.1937882766020695
ACH-000547,-1.2829635256566296
ACH-000548,-1.3684285420043258
ACH-000549,-1.4026240388431317
ACH-000550,-1.0396335097211
ACH-000552,-1.3575790994885109
ACH-000556,-1.1890424045611667
ACH-000557,-1.502037816261902
ACH-000569,-1.3049966716053798
ACH-000570,-1.340931377434326
ACH-000571,-1.0782964848713599
ACH-000573,-1.5300885764798076
ACH-000576,-1.2315890492908528
ACH-000579,-1.1253596738877003
ACH-000580,-1.09655138242391
ACH-000584,-1.4412070150017466
ACH-000585,-1.232546965495931
ACH-000588,-1.3620435894143978
ACH-000589,-1.3763101236311257
ACH-000591,-1.2031723304613922
ACH-000593,-1.2458928834284986
ACH-000600,-1.173114192237399
ACH-000601,-1.1781831289095621
ACH-000605,-1.4021092285260888
ACH-000606,-1.397325999813727
ACH-000608,-1.0211859777414631
ACH-000614,-1.2946511333521342
ACH-000616,-1.1429124883823143
ACH-000618,-1.2946039551191522
ACH-000619,-1.3753148292820712
ACH-000620,-1.037776649784607
ACH-000621,-1.3361271960695424
ACH-000622,-1.4115644740854931
ACH-000623,-1.2151049898865824
ACH-000624,-1.43840978788449
ACH-000627,-1.155554285653949
ACH-000630,-1.2627254575947944
ACH-000631,-1.054575004544047
ACH-000632,-1.4151805501137624
ACH-000633,-1.1835871532492626
ACH-000637,-1.4617813419554722
ACH-000638,-1.1385735504424068
ACH-000646,-1.4898312306890318
ACH-000647,-1.2602374138425907
ACH-000648,-1.28651990956487
ACH-000649,-1.1492247592902791
ACH-000651,-1.3237465236661816
ACH-000652,-0.9223478775121126
ACH-000653,-1.4386920229217834
ACH-000657,-1.4803775258518044
ACH-000658,-1.2729828399887224
ACH-000661,-1.2495345884681508
ACH-000662,-1.4712459047839397
ACH-000663,-1.3767461261774665
ACH-000665,-1.3691213168867076
ACH-000671,-1.2264148211254404
ACH-000672,-1.389263534909163
ACH-000673,-1.438584526545871
ACH-000676,-1.2767657762575515
ACH-000677,-1.376475461467492
ACH-000681,-1.2791052561014282
ACH-000683,-1.1843214299325169
ACH-000684,-1.3050894256195955
ACH-000688,-1.6788792270748207
ACH-000693,-1.2055309727836945
ACH-000694,-1.2735219210113484
ACH-000695,-1.020522403664317
ACH-000696,-1.3073984328993304
ACH-000697,-1.2632056476939122
ACH-000699,-1.3274872776853346
ACH-000701,-1.456483636039054
ACH-000706,-1.2309455056230731
ACH-000711,-1.2784424429683017
ACH-000713,-1.3269846483079593
ACH-000714,-1.2399408859090837
ACH-000718,-1.249895994826292
ACH-000720,-1.3801255025572414
ACH-000721,-1.2699374928737717
ACH-000724,-1.3439924033360056
ACH-000725,-1.3547412929788991
ACH-000732,-1.3884893737159918
ACH-000734,-1.2296239751114446
ACH-000735,-1.2778981200230182
ACH-000736,-1.464810086687285
ACH-000738,-1.2359822563297989
ACH-000746,-1.3823468928180762
ACH-000747,-1.3963677874005456
ACH-000748,-1.2744128920745
ACH-000753,-1.5196442098178728
ACH-000756,-1.2002408697009164
ACH-000757,-1.2444684745568126
ACH-000758,-1.4329849395170242
ACH-000760,-1.2754567304987885
ACH-000762,-1.3863133934353158
ACH-000763,-1.2663890454035864
ACH-000764,-1.153767081991722
ACH-000765,-1.3865548718920888
ACH-000766,-1.3350258924205676
ACH-000767,-1.4325204784098706
ACH-000768,-1.4318714515466244
ACH-000769,-1.4533003706313024
ACH-000770,-1.2026780337831484
ACH-000771,-1.339006136359955
ACH-000773,-1.1424131369671802
ACH-000776,-1.1662303215802166
ACH-000777,-1.2757881401082656
ACH-000778,-1.6499205471538343
ACH-000781,-1.4394085950314124
ACH-000782,-1.4100741026175747
ACH-000783,-1.3963875268121928
ACH-000784,-1.2965612511148847
ACH-000785,-1.4573359495461935
ACH-000787,-1.4322397615598057
ACH-000788,-1.350769574021243
ACH-000791,-1.2794630765740749
ACH-000792,-1.2504553974960348
ACH-000794,-1.2440741207000987
ACH-000796,-1.2422973558039805
ACH-000798,-1.4737274262018225
ACH-000799,-1.3538852529711944
ACH-000800,-1.313673919347951
ACH-000802,-1.3076555361977558
ACH-000804,-1.1439192300085803
ACH-000805,-0.985743008609384
ACH-000809,-1.1515405695919796
ACH-000810,-1.5463566262423862
ACH-000811,-1.428455513621833
ACH-000817,-1.0184860667073448
ACH-000819,-1.170064205406551
ACH-000820,-1.303502328593832
ACH-000821,-1.2499496762068494
ACH-000822,-1.0262726555961537
ACH-000823,-1.2171818638987295
ACH-000824,-1.4262115452650352
ACH-000827,-1.3411015051626665
ACH-000829,-1.3215770767251391
ACH-000831,-1.4100966945340556
ACH-000832,-1.360637955381613
ACH-000833,-1.2713363277731529
ACH-000834,-1.4032739854370821
ACH-000835,-1.2522770549946114
ACH-000836,-1.415773936530128
ACH-000837,-1.2714895266493895
ACH-000838,-1.2882140648241729
ACH-000839,-1.3672959968688128
ACH-000840,-1.402009967402351
ACH-000841,-1.1125671605930934
ACH-000843,-1.5237116644346114
ACH-000846,-1.3194052848123727
ACH-000847,-1.4025275893534015
ACH-000848,-1.3308196673491042
ACH-000849,-1.132117844661809
ACH-000851,-1.1504014583815865
ACH-000855,-1.4227388142130688
ACH-000856,-1.3249294940471164
ACH-000858,-1.1419368883300185
ACH-000859,-1.4059572724016534
ACH-000861,-1.172560513827999
ACH-000862,-1.2012600385858747
ACH-000865,-1.4063622270661489
ACH-000866,-1.3120014736068797
ACH-000867,-1.2313600840659653
ACH-000869,-1.2397440955304242
ACH-000872,-1.2859808706354543
ACH-000873,-1.6023464659595132
ACH-000876,-1.270772165662641
ACH-000878,-1.4525259500712595
ACH-000880,-1.3313747802300966
ACH-000881,-1.2929155268369794
ACH-000882,-1.152858991930455
ACH-000884,-1.1850551753567633
ACH-000885,-1.2788986629257757
ACH-000887,-1.2145130900374324
ACH-000889,-1.269943712486649
ACH-000896,-1.301579480053145
ACH-000898,-1.1567433397613465
ACH-000900,-1.3789476030341432
ACH-000901,-1.3888548285196889
ACH-000905,-1.3915518118414685
ACH-000906,-1.3569865585595198
ACH-000907,-1.111255418305744
ACH-000910,-1.370308967434031
ACH-000911,-1.2744027874343693
ACH-000912,-1.5022769836311312
ACH-000913,-1.2628413555459208
ACH-000915,-1.0848195021175393
ACH-000916,-1.6228272911120707
ACH-000917,-1.3233347744733663
ACH-000920,-1.2598074564761463
ACH-000921,-1.3343440181941428
ACH-000924,-1.2952448659046534
ACH-000926,-1.3367823647010921
ACH-000928,-1.266084973292854
ACH-000929,-1.0924831753094038
ACH-000932,-1.3839200960151057
ACH-000935,-1.150394497451241
ACH-000936,-1.2119500726449748
ACH-000937,-1.2197717945492574
ACH-000938,-1.3505538768391705
ACH-000939,-1.5486838834915906
ACH-000941,-1.5489978333654546
ACH-000943,-1.3682465579987748
ACH-000946,-1.490545529343165
ACH-000947,-1.3521276750527853
ACH-000948,-1.3069795539406908
ACH-000950,-1.2531177059040741
ACH-000953,-1.193642342314693
ACH-000954,-1.5187033724516847
ACH-000957,-1.2400012778793077
ACH-000958,-1.182617449137065
ACH-000960,-1.4937898547739583
ACH-000963,-1.4748707368105736
ACH-000968,-1.275436169982913
ACH-000969,-1.4186485904992632
ACH-000972,-1.2467732273796968
ACH-000973,-1.3468910960591631
ACH-000974,-1.366878357896894
ACH-000978,-1.1941564063695942
ACH-000984,-1.2714510234286582
ACH-000986,-1.277911562532207
ACH-000988,-1.346615106200444
ACH-000993,-1.239549464498259
ACH-000994,-1.3640786455457
ACH-000996,-1.3022683626344589
ACH-001001,-1.313364332739142
ACH-001020,-1.1301595571237255
ACH-001028,-1.284468645787764
ACH-001031,-1.5480688226563126
ACH-001038,-1.2488310346263003
ACH-001048,-1.155665780536508
ACH-001050,-1.156936183754237
ACH-001053,-1.3198105680629868
ACH-001054,-1.2687562576767901
ACH-001061,-1.2457251902509547
ACH-001067,-1.3753277231444376
ACH-001075,-1.2936983279781078
ACH-001096,-1.1958560374205398
ACH-001111,-1.6768252055709054
ACH-001119,-1.1734067725929198
ACH-001128,-1.3434690074511946
ACH-001134,-1.321223891878865
ACH-001151,-1.3880113916818142
ACH-001163,-1.4192203386214028
ACH-001164,-1.1145104588226262
ACH-001183,-1.335971667835354
ACH-001192,-1.3500825536482597
ACH-001193,-0.9106910149476392
ACH-001196,-1.2149092778127766
ACH-001197,-1.578506628699332
ACH-001205,-1.4659633720827965
ACH-001211,-1.4124523813339298
ACH-001212,-1.0436272785044125
ACH-001228,-1.1289696445689938
ACH-001232,-1.3167062140264287
ACH-001239,-0.9844075899829192
ACH-001270,-0.9462462378339709
ACH-001274,-1.4333995420785886
ACH-001275,-1.2876412460433615
ACH-001277,-1.2777040924074077
ACH-001278,-1.243651403049913
ACH-001280,-1.3256306526869035
ACH-001283,-1.3340930522901389
ACH-001289,-1.3590092523251989
ACH-001300,-1.2020928490836038
ACH-001301,-1.2492023514595043
ACH-001302,-1.0807607500132894
ACH-001306,-1.3385926613207897
ACH-001318,-1.4656280289546415
ACH-001322,-0.9444546731042306
ACH-001328,-1.2384609079546771
ACH-001332,-1.2981345921282157
ACH-001336,-1.362369901055687
ACH-001346,-1.3713236309813273
ACH-001353,-1.217945832809181
ACH-001354,-1.0913423111341698
ACH-001367,-1.4911318951138388
ACH-001368,-1.3762370769828691
ACH-001374,-1.4832884780647393
ACH-001377,-1.3705479181191031
ACH-001380,-1.3428505629258942
ACH-001391,-1.1750288820756782
ACH-001408,-1.2625554324805566
ACH-001430,-1.1351970149534305
ACH-001431,-1.4567379680371335
ACH-001450,-1.4430260472948993
ACH-001496,-1.3362022811591374
ACH-001500,-1.4681389728506034
ACH-001523,-1.2207545862177407
ACH-001532,-1.3926416493305882
ACH-001550,-1.3773799177707748
ACH-001552,-1.248705532302813
ACH-001554,-1.288296344818973
ACH-001654,-1.4287618873435253
ACH-001735,-1.3798486401721737
ACH-001736,-1.5127075726650756
ACH-001737,-1.6055308580048764
ACH-001740,-1.2760000608266824
ACH-001745,-0.8654585967310894
ACH-001765,-1.36382863351243
