,GCGR (2642)
ACH-000004,0.06573365512057239
ACH-000005,0.3857462003425913
ACH-000007,0.2585291607210624
ACH-000009,0.013792594593156052
ACH-000011,0.22103772487357104
ACH-000012,0.028477279613953545
ACH-000013,0.08361338299057554
ACH-000014,0.05002544875747245
ACH-000015,0.07498852807213806
ACH-000017,-0.015457799433484846
ACH-000018,0.08657403441851955
ACH-000019,-0.010966653630786458
ACH-000021,0.10022550374718146
ACH-000022,0.19399334660012
ACH-000025,0.02569833123123386
ACH-000028,0.1492750407026053
ACH-000030,0.08843223345971732
ACH-000035,0.15709555753908855
ACH-000036,0.06649472157262158
ACH-000037,-0.05504553783428169
ACH-000039,0.2343983110991846
ACH-000040,0.12893832961975654
ACH-000041,0.15040588000603175
ACH-000042,0.05612271956228835
ACH-000045,-0.08944832867952761
ACH-000047,0.04685451836600665
ACH-000052,-0.01529189402732771
ACH-000053,0.10733364990160488
ACH-000054,0.1404558239539634
ACH-000055,-0.060196255584827475
ACH-000060,0.14754243179731547
ACH-000067,0.09294209522250013
ACH-000070,0.07725974214067652
ACH-000075,-0.06113507007036392
ACH-000078,-0.1089941712213728
ACH-000082,0.11400724531499493
ACH-000085,0.08649446191052955
ACH-000086,0.13277733613741416
ACH-000087,0.2177036314822259
ACH-000092,0.0810285109321584
ACH-000095,0.10041177225700508
ACH-000097,0.139831075095814
ACH-000098,0.13563553737069609
ACH-000099,0.15744790230279293
ACH-000108,0.22007920910667506
ACH-000113,0.08632254144349343
ACH-000116,0.0942934750094482
ACH-000118,0.10398352974495674
ACH-000120,-0.0636875858039953
ACH-000123,0.002203987056957696
ACH-000127,0.10432554562313248
ACH-000128,0.12688396373488708
ACH-000132,0.2238920791876612
ACH-000133,0.16301535477986856
ACH-000137,0.1950868912587171
ACH-000138,0.0863221685431743
ACH-000142,-0.07485582224546893
ACH-000143,0.20489838244639752
ACH-000146,0.097200553420513
ACH-000148,0.18912995111980788
ACH-000150,0.2467068332708613
ACH-000152,0.16994682215602175
ACH-000153,0.13707213129980775
ACH-000159,0.22129447890546355
ACH-000160,0.09775486224355057
ACH-000163,0.055798664347832864
ACH-000167,0.4967518694336317
ACH-000168,0.004609705331850332
ACH-000169,0.19965634873078808
ACH-000178,0.09037732683497167
ACH-000183,0.1270692599025418
ACH-000188,0.03149090682478642
ACH-000189,0.29638424222205445
ACH-000190,0.11824222472109346
ACH-000198,0.12428559450284507
ACH-000203,-0.2246736017199852
ACH-000204,0.1731873362554401
ACH-000206,0.1497926194089349
ACH-000207,0.2380017011087117
ACH-000208,0.3272307336240173
ACH-000210,-0.006366623879146413
ACH-000211,0.12542892830879504
ACH-000215,0.14146034959169485
ACH-000221,0.16527906139232826
ACH-000222,0.01423824613860798
ACH-000223,0.10599050654989857
ACH-000226,0.2598937824599499
ACH-000227,0.2091844013875442
ACH-000228,0.265284864320842
ACH-000231,0.06142130811300271
ACH-000232,0.12705725384667793
ACH-000233,0.06866596637375677
ACH-000234,0.07221786809520754
ACH-000235,0.08917054797439633
ACH-000237,0.18477377520791333
ACH-000238,0.015173522074979209
ACH-000242,0.05723631826764807
ACH-000243,0.13990234042472674
ACH-000244,-0.09670927493231783
ACH-000246,0.08867245118924788
ACH-000248,-0.029620488515879145
ACH-000250,-0.01732810611906363
ACH-000251,-0.044772737637397454
ACH-000252,0.2888227601254181
ACH-000253,-0.009244258525740729
ACH-000255,0.1174030519348745
ACH-000256,0.01129879573897241
ACH-000257,-0.1033830068084392
ACH-000258,0.13141181139026528
ACH-000259,0.14293510229724854
ACH-000260,0.0465689741664584
ACH-000261,0.08895236833805374
ACH-000262,0.04936518164040162
ACH-000263,-0.1117490469296335
ACH-000264,0.06745635426621192
ACH-000265,0.2182293480135656
ACH-000266,0.02111855323531209
ACH-000272,0.12450492014439897
ACH-000274,0.07969800603538607
ACH-000277,0.13924881597316302
ACH-000278,0.16476345796308906
ACH-000279,0.0803826451500596
ACH-000280,0.0009367659778760088
ACH-000281,0.04014854240780614
ACH-000288,-0.035534503734716505
ACH-000291,0.1412044463717351
ACH-000293,0.03900582632430316
ACH-000294,0.1666605413840076
ACH-000295,0.1053364320457878
ACH-000296,-0.038675620000738486
ACH-000302,0.08016107559164523
ACH-000304,0.4080000228858108
ACH-000307,0.08570671454435823
ACH-000308,0.05543126181953308
ACH-000310,-0.03232244923666179
ACH-000311,0.15959721383999706
